"215729_s_at","213201_s_at","1007_s_at","203963_at","205440_s_at","206754_s_at","212956_at","214164_x_at","1053_at","204508_s_at","205029_s_at","205225_at","212960_at","117_at","121_at","1316_at","209173_at","209603_at","1294_at","209604_s_at","1255_g_at","Class"
1.9647,8.7384,12.0941,12.2924,13.5228,10.6489,13.3231,12.8662,7.8253,9.9225,5.136,13.2295,11.1793,8.07,11.1146,8.194,14.4807,11.2723,9.0196,14.6063,6.5496,"2"
6.2769,5.5371,10.7466,9.3836,7.6988,6.9457,9.7818,10.1881,4.913,4.9111,3.5758,9.8211,9.0483,8.4845,11.3563,8.911,9.2244,8.0455,10.443,11.8927,7.8941,"1"
3.0053,6.0719,11.0495,8.1414,3.8364,6.3319,10.2891,8.413,9.2408,4.8718,11.3807,8.0818,8.5045,8.9309,10.4922,7.8846,4.141,3.262,8.6119,9.0602,7.2295,"2"
10.9867,8.3038,11.7385,8.6106,7.6448,5.8694,9.4854,9.2377,8.1488,4.6842,7.6181,8.2941,8.5315,8.3088,10.7651,8.5127,7.2935,6.7032,9.5151,9.8569,8.2121,"1"
7.1663,4.589,11.5092,10.4926,8.1116,7.308,12.3283,10.9763,8.145,8.6045,9.6987,10.7936,9.8337,7.5542,10.0921,7.1954,10.6397,9.9565,9.1847,13.3907,6.0793,"1"
9.4107,5.1815,11.7728,10.5662,6.1495,5.7323,10.6652,11.2218,8.6772,7.9291,11.7015,10.5265,8.6718,8.4128,10.8636,7.9112,11.1319,8.3648,8.9426,11.6264,6.835,"1"
4.8463,5.5012,12.1022,10.9169,6.9588,11.8804,11.7619,11.6355,7.6784,6.8564,6.1097,10.9363,9.514,9.1484,11.4147,8.5591,13.6772,9.4729,9.1721,13.6854,7.6491,"2"
3.8809,9.0583,12.0736,12.0188,6.9838,10.0473,13.7027,12.7394,7.816,10.2253,2.6155,12.3623,11.025,6.7201,10.5351,7.7879,11.8078,11.2154,9.1324,14.3026,6.5638,"2"
10.3695,7.0039,11.2111,8.4605,8.235,7.1169,8.6748,8.7381,7.323,4.3686,6.7941,7.7249,8.6471,8.6958,11.0041,8.2641,3.0582,6.819,8.7116,10.0601,7.2929,"1"
9.3743,4.7759,11.8962,8.1379,8.6676,6.8085,9.8927,8.8905,8.1039,3.8683,5.6704,8.8049,8.6183,8.2509,10.5824,7.8663,8.3153,8.2934,8.8225,12.4318,6.6114,"1"
3.5025,10.4425,12.124,11.6258,7.4277,6.4077,13.6215,12.1898,8.588,9.0213,6.6189,10.9305,10.8841,8.1537,10.6233,7.6919,13.3137,10.2029,8.8171,14.2924,6.2107,"2"
1.0689,3.8551,10.9237,6.7377,3.528,5.1583,9.1482,7.9811,8.298,4.3544,12.3075,7.6342,7.7555,10.4419,10.07,7.5397,7.3533,8.1925,8.9755,11.803,6.5363,"1"
1.2775,9.0206,12.236,12.0679,9.9342,6.9298,13.7271,12.8639,7.4006,10.3597,4.9253,12.3505,10.9447,7.7955,10.547,8.112,11.3438,11.2649,9.5377,14.2572,6.97,"2"
7.8107,4.4112,10.7914,8.3612,6.5326,7.3472,9.7463,8.0736,8.6287,4.4654,8.7764,5.6522,8.4252,6.9254,10.3318,7.6991,5.6365,8.8613,8.5738,11.6091,7.0566,"1"
3.1003,5.6749,12.2148,11.0286,6.9673,8.6548,11.4818,11.7063,7.8514,7.6664,4.0845,8.8267,9.5784,6.9006,11.031,8.6755,13.5961,8.69,8.9139,12.2612,7.705,"1"
1.4498,8.9997,11.7166,12.7713,10.4338,8.7383,12.0823,13.3377,8.6037,10.8188,3.129,13.2534,9.4719,6.9041,10.2148,7.7002,13.6813,10.7143,8.8631,14.4516,5.6824,"2"
10.4698,4.8822,12.7646,8.4904,10.6848,6.5909,8.2743,8.8348,6.7644,4.2515,3.763,8.2067,8.7065,8.079,11.1874,8.4016,3.4605,6.3456,9.1287,9.323,7.4942,"1"
7.7638,4.9234,11.9024,11.2715,9.9571,8.1456,12.12,11.7129,7.9691,8.7817,7.2348,11.2609,9.8329,7.5642,10.7593,8.5068,12.0547,10.454,8.9467,13.8873,6.2799,"2"
2.9577,6.4109,12.0173,11.6632,9.86,12.5153,12.9248,12.2272,5.1489,9.417,2.8312,13.2832,10.8411,8.6382,11.3509,8.6227,10.5454,12.1875,9.3544,15.0499,8.0343,"2"
3.1549,5.9295,11.2714,11.5773,12.3232,8.2431,11.1322,12.2272,7.226,9.2128,2.9817,11.7827,9.6416,9.7721,11.7383,8.8532,12.0664,9.8295,9.6736,12.857,7.2381,"2"
5.5568,3.9414,11.2179,8.2061,6.6963,5.892,9.0008,8.3686,8.7762,3.8957,6.5037,8.3335,8.2871,7.8778,10.7529,8.2276,3.9312,6.7513,9.5136,10.9505,6.4465,"1"
6.1849,4.3284,11.2065,7.6781,4.2248,7.6677,9.5846,8.7879,8.4165,4.5598,12.0989,8.3603,8.7615,8.0671,10.8857,7.8152,4.7922,8.5707,8.7978,12.9642,7.5553,"1"
1.9105,4.5722,11.4876,7.8703,3.0887,5.9233,10.3331,8.8502,8.1887,4.1196,7.8635,8.9474,8.8812,6.4387,10.4598,7.7155,8.8308,7.8886,9.6372,11.1661,6.4744,"1"
6.772,4.9951,11.8805,7.937,5.7663,5.3579,8.2055,7.9853,9.0496,4.4122,4.3274,7.5993,8.1307,8.175,10.5756,7.6498,3.3998,4.2335,8.4199,8.4591,6.6547,"1"
2.8635,9.1188,11.939,12.1423,13.8127,9.5652,13.3762,12.3232,8.5198,9.0992,2.0825,12.0116,11.197,11.3532,11.0197,8.657,14.9549,10.985,9.2153,14.4863,7.7268,"2"
2.8702,8.5006,11.5551,12.7245,13.0434,9.7597,13.0526,13.0942,7.835,10.6052,3.6224,13.5384,10.3927,7.5747,10.7609,7.6761,10.8395,10.4355,8.843,14.0091,6.4348,"2"
4.536,7.5706,11.6529,10.1671,8.902,9.7464,10.7508,11.0249,7.4979,5.4812,5.9209,10.3875,9.8074,7.279,11.2683,8.4852,7.2371,9.0036,9.8331,12.7246,8.1479,"1"
2.5142,5.2788,12.0608,12.6005,7.5963,8.6569,11.8967,13.3745,7.8334,10.8056,1.6891,11.8833,9.3444,8.1746,10.8744,8.0919,13.1925,10.3411,8.8431,14.1508,6.8828,"2"
1.5145,3.5194,11.5139,11.18,7.3556,6.7339,12.0272,11.5067,8.6451,8.6574,5.998,12.7416,9.9531,7.7891,10.7761,7.7018,13.4339,10.6374,9.5661,13.903,6.4863,"2"
8.8079,6.4048,11.8896,8.0563,8.4301,5.9303,9.3578,8.5633,8.1589,3.7011,6.2828,8.3177,8.4899,8.4072,11.0195,7.7565,5.3614,8.07,8.8264,11.9822,7.7235,"1"
1.7874,5.3882,11.5006,7.4903,5.3488,4.3457,8.7783,6.9621,9.1396,3.9342,3.2282,7.5472,7.9817,7.8892,10.3686,7.5734,8.3047,6.4117,8.3074,10.0502,5.5763,"1"
10.4593,5.1909,11.9052,7.8818,7.2201,7.8528,9.5652,8.24,7.7421,4.0861,3.1677,8.1155,8.5129,7.9753,11.0098,8.5149,3.9912,6.8301,9.0946,10.4376,6.7901,"1"
8.8795,5.3574,11.959,9.027,2.575,5.9165,8.6382,9.8301,9.4844,5.4141,3.5993,7.6352,8.2246,7.2895,10.5525,7.5141,5.0813,4.5568,7.1637,8.647,6.4399,"1"
3.0363,5.6805,12.218,12.0581,4.0914,13.8159,12.9626,12.6498,7.7593,9.8616,3.3055,12.7813,10.6657,8.1299,10.744,7.8769,13.0444,11.0723,9.4276,14.6049,6.7948,"2"
11.8767,4.0213,12.3984,8.3196,6.1454,7.4362,8.4697,8.5155,8.5418,4.4204,4.6607,8.1508,8.1486,7.4417,10.7718,8.0335,4.7482,6.0447,8.3869,9.2359,5.9748,"1"
2.9162,9.425,12.7551,11.5136,4.1792,12.3207,12.9057,12.3608,7.7959,9.7046,3.1052,13.5231,10.3371,8.5725,10.9763,8.3681,13.1038,11.3949,9.1167,14.6885,7.3523,"2"
2.592,9.9689,11.9883,8.9947,5.1855,9.1966,10.9192,10.1159,7.7519,7.569,2.761,10.1043,9.2242,8.6974,11.1198,8.1614,14.1626,9.5043,8.8886,13.4794,7.0225,"2"
5.4828,8.2472,12.0864,10.8395,13.1664,10.4358,14.0948,11.1058,8.1094,8.4344,3.2726,12.7246,12.0839,8.0351,10.5097,7.7409,13.2235,12.7051,8.3143,14.8864,6.1589,"2"
7.7407,7.9914,11.9235,8.5804,2.1198,6.0087,10.3159,8.7368,7.5099,4.4874,3.2884,8.3319,8.8059,8.514,10.9006,7.9997,11.9111,9.3373,8.6706,12.9919,5.8074,"1"
4.7745,9.5234,11.9922,9.7646,11.2211,5.4413,11.6761,10.4681,8.9165,7.3645,1.3786,10.8645,9.4294,8.1214,10.7784,7.6785,10.2773,9.5157,9.0158,14.0646,6.6755,"2"
6.6003,5.8108,11.9809,8.9342,8.4889,5.8108,8.8847,8.8717,7.9313,4.621,6.639,8.744,8.6094,9.3479,11.1509,7.5501,4.8726,5.7116,9.4319,10.9437,7.4666,"1"
2.5212,10.0317,11.9526,12.26,10.198,11.4088,12.6705,12.7959,8.126,10.6938,2.7814,12.8959,10.2931,7.3146,10.6894,7.7819,14.4576,12.5287,8.0613,14.8459,6.5379,"1"
7.4796,7.0966,12.0866,8.7439,2.7208,7.4451,9.2594,9.0181,8.8091,3.8038,11.2436,9.0738,8.4845,7.8527,10.2094,7.2967,4.0719,7.8664,8.734,11.9892,6.6364,"1"
10.3429,8.5889,12.0421,7.4371,7.1947,5.6621,9.6087,7.5327,9.0085,3.5465,5.5081,8.9677,8.3695,6.3289,10.3453,8.1716,3.1516,7.5786,8.6985,9.7365,6.3169,"1"
1.356,5.054,12.0653,11.9414,9.056,12.4497,13.312,12.8998,8.1614,10.235,5.8097,12.9696,10.8105,6.6753,10.5544,7.18,11.552,11.8311,8.8336,14.639,6.976,"2"
4.579,5.1474,11.6125,11.2041,8.885,8.8733,12.2282,11.4617,7.5817,8.3783,1.041,12.6311,10.1635,7.7215,10.5264,7.6679,11.3997,11.2871,8.1738,14.6195,6.2512,"1"
5.4642,4.6156,11.8752,12.2609,12.1748,7.465,13.6781,12.9611,8.1642,10.4104,4.8274,13.8544,11.2488,7.8343,10.802,6.577,11.5582,10.8398,8.6283,14.0292,5.8704,"2"
4.7537,9.3796,12.2996,11.7844,8.4265,11.9148,12.3461,12.9039,8.5171,9.8327,3.4856,13.5618,9.9691,8.0176,10.8882,8.3362,15.3556,10.7851,9.718,14.4498,6.6318,"2"
10.2946,8.2061,12.3869,8.8072,7.3411,4.9465,9.0089,9.2465,8.4071,5.6005,5.9105,7.8646,7.8809,8.0141,10.5859,7.2223,8.4765,5.5279,7.9373,10.3847,6.1521,"1"
2.0104,8.1211,11.8751,11.0044,8.1643,8.1142,12.0361,11.4765,7.9059,8.922,9.099,11.5611,9.636,7.4239,10.8336,7.994,11.685,10.2249,9.3057,13.9413,6.7024,"2"
3.1339,9.6175,12.2129,12.8694,6.0408,11.5898,12.7646,12.789,7.6896,9.7447,4.1542,12.3547,10.5538,7.7091,10.4067,7.8991,12.9798,10.4605,9.4955,14.3246,6.3709,"2"
8.1741,4.2222,11.5913,7.4626,7.8629,5.4581,8.1965,8.3656,9.9503,3.8208,2.3825,7.3536,7.8936,7.1183,10.4632,7.0513,5.3255,8.0759,8.6413,11.2951,5.9959,"1"
9.1545,5.7698,11.954,8.3527,9.5374,6.0547,8.736,8.2833,7.914,4.5014,4.3054,8.1917,8.6947,7.9862,11.2998,8.6157,5.2065,5.7232,9.0645,10.5017,7.158,"1"
3.266,6.0886,12.1595,11.1319,6.7096,8.3222,11.845,11.9448,8.425,8.9709,3.8589,13.2489,9.695,7.7688,11.4043,8.6711,12.223,9.9662,8.967,13.7316,6.4659,"2"
8.1018,4.5832,11.9564,9.0521,3.324,7.5481,10.8705,9.4902,6.838,4.998,6.2992,8.9833,8.7907,7.9928,10.8636,7.8408,12.8604,8.1141,8.9134,11.9141,7.3389,"2"
1.3298,7.9131,12.1499,11.2459,9.9712,11.6878,13.3811,11.7493,7.8347,9.0212,3.024,13.0124,11.0262,5.3019,10.931,7.9883,13.3603,12.5177,9.0369,15.222,6.662,"2"
9.7757,4.4852,11.8839,8.1781,9.7359,7.624,10.0212,8.9249,7.0411,4.368,3.3631,8.5951,8.9912,8.4763,10.7322,8.3978,5.3604,7.9319,9.649,11.3661,6.5616,"1"
3.5209,8.3576,12.7356,10.6516,7.1415,9.8576,13.1573,11.1682,7.8143,8.5372,1.1877,13.0147,10.7948,7.3539,10.7412,7.842,12.0754,10.8802,8.9647,14.1921,5.8676,"2"
0.9008,10.5715,12.1771,12.6648,12.114,7.0101,13.6726,13.5164,8.3576,11.019,1.4144,12.4514,11.0658,7.6182,10.4202,7.7849,12.1631,11.7911,8.9284,14.4429,6.138,"2"
2.3728,10.1969,11.6306,12.1664,9.4473,10.9327,12.805,12.7153,8.7054,10.3132,2.1154,13.1648,10.6673,7.5483,10.5137,7.5387,12.8863,11.4665,9.5893,14.8381,6.2623,"2"
7.6396,8.8784,12.1274,7.5228,5.5188,6.4378,8.1995,8.2417,8.7217,4.2482,2.9509,7.2934,7.9817,8.3809,10.6423,7.7819,5.0304,6.9991,8.7655,10.9706,6.7888,"1"
2.8214,11.0542,12.5949,13.1152,13.1827,12.9019,13.3285,13.5806,7.8179,10.9903,5.4589,11.514,10.8079,7.5622,10.369,7.6342,14.1503,11.5206,8.6123,14.6411,6.6165,"2"
4.3842,5.253,11.0304,9.8503,8.2365,6.2417,12.0188,10.6804,7.6113,7.3388,3.1541,10.5752,10.2235,8.4018,11.3001,8.7248,7.6098,9.374,9.5766,13.0389,6.7776,"2"
4.381,5.4151,12.4597,12.5305,9.4671,9.3094,12.5319,13.1077,7.7361,10.4579,4.7285,12.9474,10.0962,7.9245,10.7944,8.2902,14.2875,11.0125,8.6794,14.4864,7.3149,"2"
2.4005,9.6038,12.1696,12.3071,8.5422,12.5,12.3395,13.1647,7.7427,9.7538,4.6586,12.5366,9.9394,10.1666,11.0755,8.5538,13.7924,10.4784,9.266,13.9689,8.0945,"2"
5.5252,8.4073,12.4202,10.87,5.6468,9.1604,12.829,12.0015,7.8715,8.6446,2.5155,12.2221,10.0206,7.5772,11.3879,8.8871,12.5467,10.0836,8.8896,13.8432,7.2712,"2"
2.07,4.572,11.9979,12.7479,14.4983,6.9684,13.6042,13.7664,7.7001,11.0725,2.2995,13.6248,11.6646,6.4521,10.9807,7.6245,13.773,11.1768,8.7454,14.191,7.1452,"2"
3.3747,5.9896,11.9181,10.8506,7.8008,11.0155,11.8887,11.9236,6.8594,9.2554,2.5908,11.4629,9.6105,8.429,11.5083,8.6568,10.9161,10.2244,9.237,13.8913,7.0283,"2"
4.5574,5.2104,11.9971,11.2694,5.8334,9.4397,11.2556,12.0267,7.1246,8.7978,4.2314,12.0708,8.9373,8.224,10.7761,7.5888,12.5006,9.932,8.6127,13.8067,6.9619,"2"
2.4756,4.2453,11.8023,11.9604,11.1944,12.4601,12.8832,12.6125,7.8182,9.4939,3.4763,11.3971,10.4209,8.0532,11.2096,8.3714,13.8195,10.9843,10.0453,14.3569,6.7603,"2"
1.7527,10.1796,11.4574,10.9718,4.0449,10.5182,11.7287,12.0551,8.0488,8.5265,3.6397,13.2511,9.4504,8.2875,11.0754,8.4071,10.0185,10.7429,9.0332,14.808,6.8105,"2"
1.2091,10.0258,11.9181,9.1371,3.3636,8.962,12.2949,9.9491,7.389,4.8506,3.9372,12.1679,9.8512,8.2965,10.8386,8.2275,8.2524,11.1496,8.939,14.0629,6.735,"2"
1.9382,10.6924,11.7012,12.8005,10.2147,8.781,13.1773,13.6554,7.7375,10.9406,3.4133,11.8665,10.6143,8.5987,11.3588,8.5748,11.3642,10.415,9.5624,14.0113,7.5786,"2"
2.6365,5.2712,11.9795,11.6986,10.4994,8.241,12.7605,12.6882,7.9905,9.1084,4.6781,12.3368,10.4231,7.4312,10.9263,8.1317,13.4346,9.9737,9.4436,13.6365,7.2528,"2"
