"var760","var1834","var1882","var2288","var3320","var4847","var5772","var6200","var6201","var6218"
2.00432137378264,2.3096301674259,2.00432137378264,2.00432137378264,3.06892761168207,2.84571801796666,3.27253777737524,3.6306312440205,3.96712658107641,2.00432137378264
2.00432137378264,2.11058971029925,2.00432137378264,2.00432137378264,2.90633504180509,2.63748972951251,3.51401618040065,2.00432137378264,2.26481782300954,2.00432137378264
2.13987908640124,2.00432137378264,2.00432137378264,2.00432137378264,3.10957854690439,2.00432137378264,3.45909078960059,2.00432137378264,2.17897694729317,2.19033169817029
2.41995574848976,2.50105926221775,3.03100428136354,2.00432137378264,3.21537315278342,3.34733001531695,2.90036712865647,4.02023694391081,4.18192929550323,2.48287358360875
3.19534605834842,2.74507479158206,3.84279639517558,3.81756536955978,3.40585839931764,3.52491514753987,3.11826472608948,3.21853550521653,3.4920616045126,4.03257847192431
3.98231646969207,3.05346260492546,4.1630420469142,3.8676442339031,3.58194965837332,3.79372055681352,2.68663626926229,3.47304880508854,3.81338080673386,3.34966598409663
2.95182303531591,3.12678057701201,3.85967857662845,3.68430664607163,3.46893780566546,3.19005141775921,2.61172330800734,2.83821922190763,3.32159843046534,3.03542973818455
2.54157924394658,2.88930170250631,4.09131515969722,2.15228834438306,3.40414924920969,3.5182506513085,3.02036128264771,3.85180851422824,4.10435051924274,2.57518784492766
3.00603795499732,2.64738297011462,3.56288738129388,3.30124708863621,3.13798673272353,3.54195347445824,2.52633927738984,4.11981654593722,4.20414712521285,3.62603224782902
2.86272752831797,3.16166741243774,3.18695633546541,3.68403703748652,3.3807537708039,3.46952747918701,3.05192391604611,3.56749689110422,3.90606554475524,3.24303804868629
2.931457870689,2.89320675305985,3.17084820364331,2.00432137378264,3.33000770087276,3.02160271602824,2.94497590841205,2.00432137378264,2.33645973384853,2.33645973384853
3.85186960072977,2.987219229908,4.20414712521285,3.66029616027073,3.59835270986928,3.68699356626468,2.67577834167409,4.06137707419389,4.20414712521285,2.5705429398819
3.58489634413745,2.61172330800734,4.12375366875584,3.82994669594164,3.40483371661994,3.41713940972733,2.2718416065365,4.11327469246435,4.20414712521285,3.20057692675485
3.17840134153376,2.44090908206522,3.22063101944809,3.19589965240923,3.35926616460675,3.223236273103,2.83314711191279,3.7052648623174,4.00190670404089,2.86213137931304
