"var1","var2","var3","var4","var5","var6","var7","var8","var107","var129","var187","var246","var248","var255","var422","var509","var545","var554","var566","var603","var742","var842","var1645"
0.6570536,-1.378326,-0.5542552,-1.998046,-1.089752,0.9530083,2.002925,0.3042442,-0.2373693,-1.495663,1.561549,1.90163,-1.023598,-1.942117,-0.5801757,2.021137,1.674101,-1.096315,0.03710309,-1.081165,-1.526476,0.7614131,0.4404461
1.285507,-2.248097,-0.5390536,-1.274395,-0.8092317,1.111825,1.44206,0.9566262,0.8483544,-1.729912,-1.000488,0.6409587,-0.5086613,-2.081043,-0.9339457,0.05078817,1.299374,-1.307483,1.565277,-1.639897,-2.000261,0.4746802,1.415003
0.7659329,-2.337177,-0.6947485,-1.508688,-0.7760941,1.110244,1.865227,-0.1972322,1.184576,-2.138767,-0.9152912,1.580009,-0.1558354,-1.92278,-0.5459348,-0.4298603,1.798553,-1.209991,-0.1700768,-1.782602,-0.9085706,0.8518162,1.430742
0.8382427,-1.833207,-0.5471439,-0.6808234,-0.7865791,2.452728,2.374962,0.2571971,-1.354796,-1.958286,-1.804237,2.000804,-0.1926143,-2.199126,-0.3136155,-0.5466255,0.8896182,-0.8523774,1.088192,-1.240291,-0.4574428,0.3205606,1.612374
0.313496,-1.797576,-0.3166304,0.3557145,-2.126114,0.2980284,1.909557,0.1708392,0.7338092,-0.09442058,0.952854,0.9265183,-0.2336991,-0.6254885,0.5161116,2.244628,-0.06560576,0.9553191,-1.595042,-0.3450287,0.7069021,0.5513532,-0.7431781
0.7376424,-1.056703,-1.782602,-1.598498,-1.006215,1.187996,1.153984,0.3332528,0.1209779,-0.3044892,1.508954,-0.5535592,-0.1384578,-1.399582,-0.0692429,1.814515,-0.6587458,-0.04992581,-1.054691,0.2551072,-0.6337468,0.6714127,-0.5947509
1.026257,-2.640859,-0.05013607,-1.033387,-2.001,1.632236,1.51017,0.6803658,-0.2248951,-0.836325,2.424643,-0.7145751,-0.2980018,-2.869981,0.000499875,2.52704,0.7425562,1.880869,-0.8646475,0.4304829,-0.148268,0.5858403,-1.79096
0.2157563,-1.085597,-1.546463,0.2784647,-1.532477,-0.2547632,1.674383,-0.1374247,-0.09717191,0.8274158,1.727772,-1.102319,-0.8081092,-2.628315,-0.06166266,1.804643,0.07547846,-0.1734015,-1.188099,-0.4604494,0.09984533,0.4617194,-0.951141
-0.1619309,-1.025827,0.03101405,0.2958734,-1.82573,-0.06091841,1.427628,0.328152,0.3544525,-0.2611051,1.627533,-1.383099,-0.5807118,-1.169893,0.2787675,1.583238,-0.3514032,1.093298,-1.515037,0.3583036,0.6004835,0.03207989,-1.575036
0.3710117,-1.813392,-0.953214,0.1127928,-1.852147,-0.0697789,1.931565,-0.3649952,0.8092844,0.355294,1.824936,-0.9560716,-0.5198664,-2.066723,0.08194858,1.823258,0.1715134,-1.033668,-1.199981,-0.4097744,-0.1505904,0.6450068,-1.297917
-0.03180031,-0.0790432,-0.573588,-2.556188,-0.2647471,0.3333244,1.088461,0.6430111,1.026866,-1.634243,1.428467,-0.6126738,-0.6460728,-1.643512,0.2580473,1.435323,0.3784364,-1.859824,-2.534517,0.3096148,-0.3578185,1.147879,-1.406497
0.3067491,-1.259133,-1.851509,0.4583105,-1.7065,0.1883036,1.764594,-0.2625343,0.5086833,-0.9720677,0.6173994,-0.6066026,-0.801178,-1.820776,-0.4615594,2.431638,-0.6502793,-0.6597124,-1.259838,-1.513673,-0.8787541,0.5704144,-1.047824
0.4324316,-2.700082,-0.4021207,0.1307651,-3.216379,-0.5533852,1.809714,-0.6416939,0.4221255,0.1917767,1.319299,-0.671973,-0.2497442,-2.079442,0.6240114,2.109413,-0.156303,-0.08555789,-1.615456,0.6621208,-0.08088473,0.8067437,-0.8986964
0.8929402,0.02683665,-0.06262036,-2.216407,-0.9771029,0.8870267,1.265595,0.7777181,0.8894538,-2.403511,1.106481,-0.7402388,0.08378953,-0.4480073,0.3645042,1.508224,0.2184124,-1.240983,-2.383795,0.06485097,-0.3875761,1.330359,-1.756199
0.1084059,0.3235317,-1.338266,-2.613195,-0.5266163,0.6773734,1.461054,-0.2358489,0.7899108,1.456077,1.927281,-0.5573933,0.5188533,-1.639382,0.1963066,1.978004,0.2799775,1.855407,-1.96326,0.602073,-0.1624013,1.169537,-1.522802
0.7331368,-0.09025299,-0.5436932,-2.698595,-0.3774609,0.6252965,1.394287,0.2395679,0.6254035,1.044825,1.622631,-0.3582476,-0.03417745,-1.102319,-0.0849045,1.609358,0.4121097,1.376446,-1.968974,0.646789,-0.8400244,1.134751,-1.106846
0.2394105,-0.7642136,-0.06785067,-2.688248,-0.9339457,1.182616,1.570884,0.4229775,-0.5594908,1.105389,1.958319,-0.5987465,-0.5554744,-0.409172,-0.2789206,1.871525,-0.2034635,0.4146891,-2.395797,1.283929,0.0593061,1.595582,-0.9498475
1.242309,0.2511477,-1.092133,-2.415754,-1.133514,0.8693249,1.413691,0.6869782,0.489132,1.095307,2.078541,-0.7612119,-0.05858296,-0.5020311,-0.346159,2.098202,0.735488,1.428923,-1.671313,0.5254975,-0.8027389,1.344508,-1.071776
0.6202539,-0.6462636,-0.3844867,-1.199649,-0.9135445,1.25937,1.985543,-0.1026974,0.3981048,1.880792,2.401244,0.02936461,-0.6234346,-1.284099,-0.2868824,2.288831,0.4203537,1.112647,-0.8758688,-0.5013705,-0.4531858,-0.02767957,-0.944176
1.131821,-0.9390477,-0.932166,-1.236152,-2.195526,1.739922,1.701087,0.4304829,0.09020627,-0.5207076,2.438339,0.006776984,0.09984533,-2.45807,0.2220229,2.489181,0.2277728,-0.1228458,-1.489435,0.6719746,-1.098112,0.8162936,-0.8255364
0.7066555,-0.5974734,-0.9975008,-1.014179,-0.4889011,1.760252,1.950044,-0.4405225,-0.07915144,1.237243,-0.244878,0.06803241,-0.531879,-2.046394,-0.02132579,2.943639,-1.107451,2.32177,-1.13538,0.3453612,-1.789761,1.617446,-0.9281103
0.8025844,0.6547701,-1.223156,-1.736136,-0.953214,1.686362,1.965685,0.2198582,0.7528773,0.629728,2.393339,-0.7857012,-0.492822,-1.580365,-0.2621443,2.367577,0.5371949,1.011492,-0.5093267,0.1890489,-1.205975,0.979303,-0.5079963
0.2442003,-0.2523149,-1.508688,-1.943513,-1.79036,-0.7457044,2.250397,0.5745325,0.1579435,-0.5767874,1.680884,-0.9670578,-0.01877516,0.1019246,-1.067986,2.051839,1.045106,-0.6147058,-0.2451336,-1.245489,-0.2838229,1.028833,-2.314658
0.7079373,-0.347149,0.0429637,-2.286712,-1.538514,-1.118101,2.864085,0.8072791,-0.954512,0.3068227,2.950269,-1.549755,-1.057566,-0.4621942,-0.6204545,3.486154,0.3098349,-0.5864476,-1.114742,-1.802416,-1.388296,1.95229,-0.2744368
0.2240232,-1.495217,0.3864182,-2.297598,-0.8319496,1.045809,1.257921,0.3469882,-2.161954,-1.587187,1.350356,-1.439695,-0.4777133,1.002065,0.8417827,1.544686,-0.08012604,-2.04562,-2.99174,-2.345493,1.386819,-0.5773216,-0.2648774
0.216884,-2.058072,1.061257,-2.121097,-0.7213409,0.3359721,1.081229,-0.1634605,-2.200931,-1.937942,1.046933,-1.00076,0.4488438,0.3848542,0.8161167,1.315308,0.1986869,-1.250366,-1.623537,-2.052605,1.125157,-1.572624,-1.625567
-0.2429637,-1.949818,0.1507449,-1.918003,-1.211669,0.9384827,1.741413,-0.8105803,0.03469124,-1.237874,2.185332,-1.597015,0.07139,1.125092,1.028011,2.093936,0.4837216,-1.18417,-1.914605,-1.629131,1.336579,-1.551169,-0.7689489
-0.4193105,-2.552329,0.3343271,-0.08741146,-2.359155,-0.1594648,1.581244,-0.5257701,-1.606941,-1.92278,-0.9602426,-0.7254638,-0.2156715,0.1819882,0.7232883,-1.398367,-0.009848336,-1.931022,-1.497002,-2.015153,1.227943,0.5313927,0.724549
-0.5261085,-2.068304,-1.134136,0.2332523,-1.979053,0.1577727,1.516862,-0.5723465,-2.335108,-1.959705,-1.729348,-1.404458,-1.112914,-0.1059162,0.4388999,-1.543182,-0.5497397,-1.853422,-1.373181,-2.842153,1.254761,-1.29244,0.1153802
-0.3273936,-2.504701,-0.4480073,0.4814998,-2.130314,0.2654365,1.690114,-0.4552333,-1.915284,-2.639457,-3.310443,0.1365394,-0.5101592,0.2428677,0.8453102,-2.782235,-0.4633061,-2.069095,-1.285183,-3.564893,0.824877,-0.565986,-0.1877764
0.2965427,-2.065144,1.160742,0.4363176,-2.278869,-0.3945252,1.417454,-0.3379934,-2.04099,-2.097198,-0.4812668,0.1908683,0.1210665,0.3490358,0.5789141,0.585005,0.5777363,-1.291348,-1.715354,-2.47813,0.6265799,-0.8896488,-0.661261
-0.5878867,-1.637837,-0.3465832,0.4916428,-1.698816,0.5237813,1.855188,-0.3629805,-2.534517,-1.84074,0.4262476,-1.056128,-1.184824,0.09157594,0.5699621,1.653991,-1.142251,-1.858541,-2.796881,-2.4986,1.055879,-0.2134408,0.002097798
-0.061131,-2.056507,0.6195006,0.3079258,-1.881903,0.291699,1.559806,-0.4576009,-1.309704,-1.852784,-1.629641,-0.2851519,-0.4106787,-0.5940261,1.237069,-1.00076,0.2781619,-1.718695,-0.7892176,-2.047168,1.362079,-1.064791,0.01999869
0.2040015,-2.043302,0.2456875,0.1144887,-2.139616,0.5525049,1.408961,0.1365394,-2.000261,-0.6804284,0.488764,-1.041571,-0.2886158,0.2268168,1.209498,1.07606,-1.033949,-1.805453,-1.704848,-1.972562,1.103202,-1.280854,0.3970296
0.2424755,-2.859455,0.2603623,0.3612345,-2.69711,0.4368992,1.933418,-0.4007761,-1.971125,-2.24055,-1.104429,-0.01227503,-0.4055651,0.2302383,0.8823202,-0.03946874,-0.08599371,-2.024953,-0.5071657,-3.579129,0.857941,-1.550226,-0.06400533
0.5337997,-1.529241,0.436059,0.5837786,-1.648179,-0.01298393,1.736106,0.1288329,-1.343618,-1.952633,-4.000854,-1.050966,-0.2643562,0.293341,0.824614,-3.557851,0.04094999,-1.547403,-1.357124,-0.9160408,1.782567,-0.9390477,0.3199798
-1.940027,-2.877061,0.07129688,-2.121932,-0.9326742,0.84998,1.203993,0.09048035,-2.126114,-2.04176,-2.124439,-1.096614,-1.958286,-1.610939,0.3038015,-2.141317,-0.8178038,-1.459726,-2.571773,-2.51084,-2.291645,1.413982,-1.859824
-1.051824,-2.887775,0.6408534,-2.085057,-1.087079,0.695644,1.50964,0.7975072,-2.254748,-1.571661,-1.871452,-1.085005,-1.283016,-1.664422,-0.4967584,-1.677717,-0.9942523,-1.089157,-2.902242,-0.5428324,-1.520054,0.1139535,-1.94561
-0.9686372,-2.748872,0.3336826,-1.144133,-0.7721904,0.7488184,1.209677,0.4921931,-2.647896,-1.905824,-2.224699,-1.395941,-1.199317,-2.069095,0.2436518,-1.789761,-0.3862509,-1.316768,-2.787093,0.3073376,-1.344385,1.101707,-1.799388
-2.683846,-2.117767,-0.5232356,-2.174192,-0.4489469,0.5430217,1.338731,0.1942501,-1.817077,-1.831957,-1.751001,-0.847698,-1.515037,-0.435409,0.4120434,-1.023319,-0.1537341,-1.427116,-2.569158,-1.770194,-1.629641,1.142693,-1.873403
-1.207646,-2.47813,0.09430968,0.2734564,-1.113218,-0.2836901,1.105985,0.8012838,-2.939352,-1.746977,-2.248097,-0.6358221,-2.336142,-2.175952,0.1398489,-2.346537,-0.951141,-1.878625,-1.71758,-1.347843,-1.925519,0.7852705,-0.67119
-1.684161,-2.053384,0.5638354,0.3144457,-2.052605,-0.6301724,1.570967,0.1373242,-2.30559,-1.530627,-3.182062,-1.104731,-2.189256,-1.822631,0.3241827,-1.992897,0.08691137,-2.028748,-1.61445,-2.828524,-0.3046248,0.6119371,-0.9182927
-2.258568,-2.308603,-1.443076,0.2330939,-1.779633,-0.03066541,1.532665,-0.4084195,-2.795243,-1.404866,-2.24526,-1.312672,-2.416874,-2.407946,0.1544364,-1.895788,-0.735846,-1.712579,-1.414282,-0.8365558,-1.352473,0.05154826,-1.290257
-1.146333,-3.007805,-0.02932583,0.2378351,-2.859455,0.04229291,1.318417,-0.5404261,-2.63666,-2.011409,-2.375156,-2.053384,-1.501032,-3.125841,0.5388882,-1.779633,-0.8287378,-1.931022,-1.087376,-2.427015,-1.857258,0.3080728,-1.120245
