"var842","var1645","var1","var603","var2","var545","var509","var3","var8","var187","var246","var4","var7","var129","var248","var255","var554","var742","var107","var566","var6","var5","Class"
0.8518162,1.430742,0.7659329,-1.782602,-2.337177,1.798553,-0.4298603,-0.6947485,-0.1972322,-0.9152912,1.580009,-1.508688,1.865227,-2.138767,-0.1558354,-1.92278,-1.209991,-0.9085706,1.184576,-0.1700768,1.110244,-0.7760941,"2"
0.3205606,1.612374,0.8382427,-1.240291,-1.833207,0.8896182,-0.5466255,-0.5471439,0.2571971,-1.804237,2.000804,-0.6808234,2.374962,-1.958286,-0.1926143,-2.199126,-0.8523774,-0.4574428,-1.354796,1.088192,2.452728,-0.7865791,"2"
0.5513532,-0.7431781,0.313496,-0.3450287,-1.797576,-0.06560576,2.244628,-0.3166304,0.1708392,0.952854,0.9265183,0.3557145,1.909557,-0.09442058,-0.2336991,-0.6254885,0.9553191,0.7069021,0.7338092,-1.595042,0.2980284,-2.126114,"4"
0.6714127,-0.5947509,0.7376424,0.2551072,-1.056703,-0.6587458,1.814515,-1.782602,0.3332528,1.508954,-0.5535592,-1.598498,1.153984,-0.3044892,-0.1384578,-1.399582,-0.04992581,-0.6337468,0.1209779,-1.054691,1.187996,-1.006215,"4"
0.5858403,-1.79096,1.026257,0.4304829,-2.640859,0.7425562,2.52704,-0.05013607,0.6803658,2.424643,-0.7145751,-1.033387,1.51017,-0.836325,-0.2980018,-2.869981,1.880869,-0.148268,-0.2248951,-0.8646475,1.632236,-2.001,"4"
0.4617194,-0.951141,0.2157563,-0.4604494,-1.085597,0.07547846,1.804643,-1.546463,-0.1374247,1.727772,-1.102319,0.2784647,1.674383,0.8274158,-0.8081092,-2.628315,-0.1734015,0.09984533,-0.09717191,-1.188099,-0.2547632,-1.532477,"4"
0.03207989,-1.575036,-0.1619309,0.3583036,-1.025827,-0.3514032,1.583238,0.03101405,0.328152,1.627533,-1.383099,0.2958734,1.427628,-0.2611051,-0.5807118,-1.169893,1.093298,0.6004835,0.3544525,-1.515037,-0.06091841,-1.82573,"4"
0.6450068,-1.297917,0.3710117,-0.4097744,-1.813392,0.1715134,1.823258,-0.953214,-0.3649952,1.824936,-0.9560716,0.1127928,1.931565,0.355294,-0.5198664,-2.066723,-1.033668,-0.1505904,0.8092844,-1.199981,-0.0697789,-1.852147,"4"
1.147879,-1.406497,-0.03180031,0.3096148,-0.0790432,0.3784364,1.435323,-0.573588,0.6430111,1.428467,-0.6126738,-2.556188,1.088461,-1.634243,-0.6460728,-1.643512,-1.859824,-0.3578185,1.026866,-2.534517,0.3333244,-0.2647471,"4"
0.5704144,-1.047824,0.3067491,-1.513673,-1.259133,-0.6502793,2.431638,-1.851509,-0.2625343,0.6173994,-0.6066026,0.4583105,1.764594,-0.9720677,-0.801178,-1.820776,-0.6597124,-0.8787541,0.5086833,-1.259838,0.1883036,-1.7065,"4"
0.8067437,-0.8986964,0.4324316,0.6621208,-2.700082,-0.156303,2.109413,-0.4021207,-0.6416939,1.319299,-0.671973,0.1307651,1.809714,0.1917767,-0.2497442,-2.079442,-0.08555789,-0.08088473,0.4221255,-1.615456,-0.5533852,-3.216379,"4"
1.330359,-1.756199,0.8929402,0.06485097,0.02683665,0.2184124,1.508224,-0.06262036,0.7777181,1.106481,-0.7402388,-2.216407,1.265595,-2.403511,0.08378953,-0.4480073,-1.240983,-0.3875761,0.8894538,-2.383795,0.8870267,-0.9771029,"4"
1.169537,-1.522802,0.1084059,0.602073,0.3235317,0.2799775,1.978004,-1.338266,-0.2358489,1.927281,-0.5573933,-2.613195,1.461054,1.456077,0.5188533,-1.639382,1.855407,-0.1624013,0.7899108,-1.96326,0.6773734,-0.5266163,"4"
1.134751,-1.106846,0.7331368,0.646789,-0.09025299,0.4121097,1.609358,-0.5436932,0.2395679,1.622631,-0.3582476,-2.698595,1.394287,1.044825,-0.03417745,-1.102319,1.376446,-0.8400244,0.6254035,-1.968974,0.6252965,-0.3774609,"4"
1.595582,-0.9498475,0.2394105,1.283929,-0.7642136,-0.2034635,1.871525,-0.06785067,0.4229775,1.958319,-0.5987465,-2.688248,1.570884,1.105389,-0.5554744,-0.409172,0.4146891,0.0593061,-0.5594908,-2.395797,1.182616,-0.9339457,"4"
1.344508,-1.071776,1.242309,0.5254975,0.2511477,0.735488,2.098202,-1.092133,0.6869782,2.078541,-0.7612119,-2.415754,1.413691,1.095307,-0.05858296,-0.5020311,1.428923,-0.8027389,0.489132,-1.671313,0.8693249,-1.133514,"4"
-0.02767957,-0.944176,0.6202539,-0.5013705,-0.6462636,0.4203537,2.288831,-0.3844867,-0.1026974,2.401244,0.02936461,-1.199649,1.985543,1.880792,-0.6234346,-1.284099,1.112647,-0.4531858,0.3981048,-0.8758688,1.25937,-0.9135445,"4"
0.8162936,-0.8255364,1.131821,0.6719746,-0.9390477,0.2277728,2.489181,-0.932166,0.4304829,2.438339,0.006776984,-1.236152,1.701087,-0.5207076,0.09984533,-2.45807,-0.1228458,-1.098112,0.09020627,-1.489435,1.739922,-2.195526,"4"
1.617446,-0.9281103,0.7066555,0.3453612,-0.5974734,-1.107451,2.943639,-0.9975008,-0.4405225,-0.244878,0.06803241,-1.014179,1.950044,1.237243,-0.531879,-2.046394,2.32177,-1.789761,-0.07915144,-1.13538,1.760252,-0.4889011,"4"
0.979303,-0.5079963,0.8025844,0.1890489,0.6547701,0.5371949,2.367577,-1.223156,0.2198582,2.393339,-0.7857012,-1.736136,1.965685,0.629728,-0.492822,-1.580365,1.011492,-1.205975,0.7528773,-0.5093267,1.686362,-0.953214,"4"
1.028833,-2.314658,0.2442003,-1.245489,-0.2523149,1.045106,2.051839,-1.508688,0.5745325,1.680884,-0.9670578,-1.943513,2.250397,-0.5767874,-0.01877516,0.1019246,-0.6147058,-0.2838229,0.1579435,-0.2451336,-0.7457044,-1.79036,"4"
1.95229,-0.2744368,0.7079373,-1.802416,-0.347149,0.3098349,3.486154,0.0429637,0.8072791,2.950269,-1.549755,-2.286712,2.864085,0.3068227,-1.057566,-0.4621942,-0.5864476,-1.388296,-0.954512,-1.114742,-1.118101,-1.538514,"4"
-0.5773216,-0.2648774,0.2240232,-2.345493,-1.495217,-0.08012604,1.544686,0.3864182,0.3469882,1.350356,-1.439695,-2.297598,1.257921,-1.587187,-0.4777133,1.002065,-2.04562,1.386819,-2.161954,-2.99174,1.045809,-0.8319496,"3"
-1.572624,-1.625567,0.216884,-2.052605,-2.058072,0.1986869,1.315308,1.061257,-0.1634605,1.046933,-1.00076,-2.121097,1.081229,-1.937942,0.4488438,0.3848542,-1.250366,1.125157,-2.200931,-1.623537,0.3359721,-0.7213409,"3"
-1.551169,-0.7689489,-0.2429637,-1.629131,-1.949818,0.4837216,2.093936,0.1507449,-0.8105803,2.185332,-1.597015,-1.918003,1.741413,-1.237874,0.07139,1.125092,-1.18417,1.336579,0.03469124,-1.914605,0.9384827,-1.211669,"3"
0.5313927,0.724549,-0.4193105,-2.015153,-2.552329,-0.009848336,-1.398367,0.3343271,-0.5257701,-0.9602426,-0.7254638,-0.08741146,1.581244,-1.92278,-0.2156715,0.1819882,-1.931022,1.227943,-1.606941,-1.497002,-0.1594648,-2.359155,"3"
-1.29244,0.1153802,-0.5261085,-2.842153,-2.068304,-0.5497397,-1.543182,-1.134136,-0.5723465,-1.729348,-1.404458,0.2332523,1.516862,-1.959705,-1.112914,-0.1059162,-1.853422,1.254761,-2.335108,-1.373181,0.1577727,-1.979053,"3"
-0.565986,-0.1877764,-0.3273936,-3.564893,-2.504701,-0.4633061,-2.782235,-0.4480073,-0.4552333,-3.310443,0.1365394,0.4814998,1.690114,-2.639457,-0.5101592,0.2428677,-2.069095,0.824877,-1.915284,-1.285183,0.2654365,-2.130314,"3"
-0.8896488,-0.661261,0.2965427,-2.47813,-2.065144,0.5777363,0.585005,1.160742,-0.3379934,-0.4812668,0.1908683,0.4363176,1.417454,-2.097198,0.1210665,0.3490358,-1.291348,0.6265799,-2.04099,-1.715354,-0.3945252,-2.278869,"3"
-0.2134408,0.002097798,-0.5878867,-2.4986,-1.637837,-1.142251,1.653991,-0.3465832,-0.3629805,0.4262476,-1.056128,0.4916428,1.855188,-1.84074,-1.184824,0.09157594,-1.858541,1.055879,-2.534517,-2.796881,0.5237813,-1.698816,"3"
-1.064791,0.01999869,-0.061131,-2.047168,-2.056507,0.2781619,-1.00076,0.6195006,-0.4576009,-1.629641,-0.2851519,0.3079258,1.559806,-1.852784,-0.4106787,-0.5940261,-1.718695,1.362079,-1.309704,-0.7892176,0.291699,-1.881903,"3"
-1.280854,0.3970296,0.2040015,-1.972562,-2.043302,-1.033949,1.07606,0.2456875,0.1365394,0.488764,-1.041571,0.1144887,1.408961,-0.6804284,-0.2886158,0.2268168,-1.805453,1.103202,-2.000261,-1.704848,0.5525049,-2.139616,"3"
-1.550226,-0.06400533,0.2424755,-3.579129,-2.859455,-0.08599371,-0.03946874,0.2603623,-0.4007761,-1.104429,-0.01227503,0.3612345,1.933418,-2.24055,-0.4055651,0.2302383,-2.024953,0.857941,-1.971125,-0.5071657,0.4368992,-2.69711,"3"
-0.9390477,0.3199798,0.5337997,-0.9160408,-1.529241,0.04094999,-3.557851,0.436059,0.1288329,-4.000854,-1.050966,0.5837786,1.736106,-1.952633,-0.2643562,0.293341,-1.547403,1.782567,-1.343618,-1.357124,-0.01298393,-1.648179,"3"
1.413982,-1.859824,-1.940027,-2.51084,-2.877061,-0.8178038,-2.141317,0.07129688,0.09048035,-2.124439,-1.096614,-2.121932,1.203993,-2.04176,-1.958286,-1.610939,-1.459726,-2.291645,-2.126114,-2.571773,0.84998,-0.9326742,"1"
0.1139535,-1.94561,-1.051824,-0.5428324,-2.887775,-0.9942523,-1.677717,0.6408534,0.7975072,-1.871452,-1.085005,-2.085057,1.50964,-1.571661,-1.283016,-1.664422,-1.089157,-1.520054,-2.254748,-2.902242,0.695644,-1.087079,"1"
1.101707,-1.799388,-0.9686372,0.3073376,-2.748872,-0.3862509,-1.789761,0.3336826,0.4921931,-2.224699,-1.395941,-1.144133,1.209677,-1.905824,-1.199317,-2.069095,-1.316768,-1.344385,-2.647896,-2.787093,0.7488184,-0.7721904,"1"
1.142693,-1.873403,-2.683846,-1.770194,-2.117767,-0.1537341,-1.023319,-0.5232356,0.1942501,-1.751001,-0.847698,-2.174192,1.338731,-1.831957,-1.515037,-0.435409,-1.427116,-1.629641,-1.817077,-2.569158,0.5430217,-0.4489469,"1"
0.7852705,-0.67119,-1.207646,-1.347843,-2.47813,-0.951141,-2.346537,0.09430968,0.8012838,-2.248097,-0.6358221,0.2734564,1.105985,-1.746977,-2.336142,-2.175952,-1.878625,-1.925519,-2.939352,-1.71758,-0.2836901,-1.113218,"1"
0.6119371,-0.9182927,-1.684161,-2.828524,-2.053384,0.08691137,-1.992897,0.5638354,0.1373242,-3.182062,-1.104731,0.3144457,1.570967,-1.530627,-2.189256,-1.822631,-2.028748,-0.3046248,-2.30559,-1.61445,-0.6301724,-2.052605,"1"
0.05154826,-1.290257,-2.258568,-0.8365558,-2.308603,-0.735846,-1.895788,-1.443076,-0.4084195,-2.24526,-1.312672,0.2330939,1.532665,-1.404866,-2.416874,-2.407946,-1.712579,-1.352473,-2.795243,-1.414282,-0.03066541,-1.779633,"1"
0.3080728,-1.120245,-1.146333,-2.427015,-3.007805,-0.8287378,-1.779633,-0.02932583,-0.5404261,-2.375156,-2.053384,0.2378351,1.318417,-2.011409,-1.501032,-3.125841,-1.931022,-1.857258,-2.63666,-1.087376,0.04229291,-2.859455,"1"
