"V4","V5","V9","V11","V27","V31","V40","V41","Class"
69,67,73,71,55,70,80,77,"1"
71,77,72,65,43,67,63,58,"1"
75,74,71,63,59,73,78,75,"1"
51,65,25,41,31,43,36,47,"1"
65,65,78,70,51,63,76,64,"1"
74,72,66,55,68,40,62,47,"1"
76,69,66,53,65,62,71,62,"1"
58,55,74,58,19,56,61,62,"1"
59,54,75,61,50,47,68,59,"1"
67,58,79,75,42,66,70,69,"1"
54,68,69,70,61,72,68,70,"1"
57,60,54,22,38,22,23,28,"1"
68,71,75,63,57,69,71,77,"1"
77,80,67,68,54,64,60,65,"1"
71,74,64,68,38,68,66,59,"1"
74,73,71,69,57,59,68,63,"1"
63,61,69,69,63,63,70,64,"1"
78,76,70,57,29,63,72,62,"1"
61,74,70,65,35,64,69,61,"1"
66,63,75,63,55,48,78,67,"1"
56,53,56,66,41,61,57,52,"1"
70,69,74,70,56,65,62,64,"1"
71,51,45,39,65,25,74,40,"1"
59,44,32,57,20,25,37,12,"1"
64,63,77,74,61,40,60,57,"1"
66,71,60,58,14,36,56,58,"1"
68,54,72,54,57,60,79,67,"1"
63,48,75,52,62,59,72,61,"1"
78,83,74,61,58,53,69,65,"1"
68,70,23,54,16,19,48,44,"1"
69,73,71,58,55,67,67,68,"1"
78,70,75,66,56,66,68,63,"1"
64,65,75,59,78,70,77,76,"1"
76,84,75,70,47,64,67,58,"1"
66,66,80,65,52,61,73,68,"1"
82,84,75,58,63,57,55,49,"1"
77,74,71,69,59,66,66,51,"1"
77,79,66,66,63,60,53,62,"1"
72,75,63,63,54,64,72,78,"1"
74,75,72,66,68,67,79,71,"1"
55,51,79,59,44,61,73,77,"1"
80,77,76,68,45,65,55,60,"1"
67,67,69,62,64,63,62,47,"1"
65,74,73,71,60,65,72,66,"1"
72,68,78,62,67,72,79,75,"1"
72,70,72,57,57,61,76,77,"1"
70,74,73,65,64,70,75,80,"1"
75,78,71,59,75,75,72,75,"1"
75,77,75,75,63,65,73,71,"1"
73,75,71,61,51,63,61,59,"1"
58,67,76,61,57,68,63,71,"1"
64,72,69,70,62,68,53,64,"1"
71,72,72,55,76,68,73,68,"1"
70,70,74,70,66,68,81,75,"1"
69,62,69,59,77,72,73,67,"1"
74,72,77,66,75,78,66,68,"1"
64,65,69,74,59,74,59,68,"1"
66,74,71,42,75,69,75,76,"1"
60,65,70,63,71,70,66,69,"1"
65,57,76,55,60,63,79,77,"1"
69,68,77,68,56,70,77,70,"1"
71,71,74,63,62,67,72,70,"1"
73,78,62,63,55,66,69,73,"1"
71,72,65,65,75,58,65,58,"1"
62,59,67,62,64,66,69,57,"1"
72,74,77,73,62,75,71,75,"1"
70,72,76,71,71,66,76,76,"1"
62,67,76,59,63,52,60,62,"1"
69,74,49,62,57,42,47,52,"1"
72,73,68,70,61,72,45,66,"1"
64,71,71,60,73,70,66,68,"1"
72,56,54,56,47,45,51,54,"1"
69,70,77,66,59,66,70,61,"1"
70,75,75,67,51,64,50,59,"1"
54,35,46,28,56,25,39,39,"1"
70,72,72,56,54,38,68,46,"1"
62,66,75,67,35,67,70,61,"1"
63,60,55,56,32,44,63,59,"1"
66,62,79,55,49,52,67,58,"1"
70,67,20,32,76,15,21,22,"1"
79,72,68,62,43,65,73,66,"1"
68,74,60,63,53,62,67,69,"1"
69,75,68,56,46,36,65,48,"1"
70,74,74,67,64,69,68,76,"1"
46,44,67,56,64,40,47,48,"1"
64,71,79,39,74,40,41,43,"1"
72,82,73,63,17,67,48,74,"1"
73,72,72,66,63,63,73,69,"1"
64,62,67,66,75,67,63,66,"1"
64,54,72,52,71,63,72,70,"1"
72,69,67,61,67,70,76,66,"1"
58,51,76,58,67,63,75,71,"1"
65,67,76,68,63,65,68,65,"1"
75,79,61,68,59,67,70,72,"1"
76,71,75,58,80,67,70,67,"1"
76,34,54,51,19,30,29,31,"1"
60,40,50,37,23,32,43,39,"1"
75,60,55,61,47,48,62,53,"1"
71,69,64,59,59,53,65,65,"1"
66,76,72,64,48,67,72,69,"1"
74,79,75,64,48,63,61,65,"1"
58,75,73,69,60,67,67,66,"1"
69,70,80,56,46,73,64,66,"1"
65,64,76,68,44,68,76,73,"1"
70,74,74,69,65,71,69,71,"1"
82,76,67,58,48,35,71,49,"1"
73,68,72,50,78,61,70,61,"1"
77,69,71,53,67,64,70,59,"1"
62,59,74,63,55,64,77,65,"1"
61,74,75,71,63,66,59,66,"1"
70,70,65,72,68,68,69,65,"0"
64,66,77,66,61,60,73,75,"0"
69,74,73,68,63,66,69,62,"0"
70,78,72,63,53,61,74,72,"0"
80,71,71,63,71,39,76,73,"0"
62,70,71,77,67,68,67,66,"0"
78,78,75,66,60,58,64,64,"0"
63,66,73,54,64,74,61,73,"0"
65,66,81,62,63,70,74,76,"0"
69,74,68,55,69,75,74,71,"0"
75,70,77,67,61,69,71,68,"0"
64,66,66,66,68,64,69,68,"0"
72,77,73,65,69,68,79,75,"0"
72,74,76,67,69,65,77,78,"0"
68,71,73,67,62,67,75,72,"0"
