"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","177_at","179_at","1861_at","200000_s_at","200001_at","200002_at","200003_s_at","200004_at","200005_at","200006_at","201983_s_at","202018_s_at","202088_at","202089_s_at","203256_at","203628_at","203963_at","204508_s_at","204623_at","204863_s_at","205009_at","205029_s_at","205225_at","205440_s_at","205472_s_at","205696_s_at","205862_at","205916_at","206378_at","206754_s_at","206799_at","207038_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210096_at","210735_s_at","211000_s_at","211233_x_at","212148_at","212195_at","212496_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","214552_s_at","215552_s_at","215729_s_at","215867_x_at","217528_at","217838_s_at","218195_at","218259_at","218807_at","220414_at","221765_at","39549_at"
12.2528,8.6071,7.4646,10.6053,6.1659,8.3096,7.104,4.9369,7.4585,6.149,7.2871,9.4115,8.7185,9.407,9.2333,9.5082,6.7707,6.7566,10.3034,8.7115,9.4187,11.4843,12.5546,13.3871,12.5858,10.4889,13.2237,9.3609,9.5032,11.6744,10.3277,11.2047,5.8185,9.1563,7.4136,8.3072,7.4085,7.2945,11.8964,8.3414,3.317,3.0225,5.9541,6.9568,7.3988,6.4237,7.5195,3.5392,3.4455,4.3705,12.4807,4.9035,8.8358,8.3591,11.8983,8.2085,8.1442,6.7106,5.44,9.5001,9.2125,10.4192,11.046,8.9584,4.212,10.4863,8.0963,7.2631,7.1052,9.2198,10.269,10.5576,7.721,9.4153,10.0397,10.6186,13.9885,7.7375,6.3757
10.2911,5.7879,8.5336,11.6995,8.1639,9.9601,8.9861,7.162,9.558,7.5353,7.9248,9.0243,9.7136,11.0381,10.639,9.5838,7.8199,7.4914,10.7512,7.6112,10.5334,11.0756,14.2022,15.5433,12.1661,11.8452,12.4291,6.3052,13.7812,12.6162,11.8285,5.6587,6.7312,9.7647,5.8756,11.4314,9.5758,12.8889,4.4416,10.9402,5.5166,5.0968,6.9549,3.802,4.6933,12.476,8.2209,11.5105,7.8202,5.7241,12.5537,6.2231,8.6016,8.3425,12.0589,7.1153,9.129,9.5113,6.7497,8.1169,10.6369,9.3468,10.4459,8.8066,5.6907,10.2178,11.0476,8.8998,8.0167,3.1912,10.473,6.7874,11.0498,7.9303,9.3227,9.2289,6.4715,8.5004,3.5423
11.8509,8.7986,7.6671,10.6416,6.4239,8.1251,7.1824,6.529,8.5529,6.0187,8.441,9.2792,8.5001,10.046,9.3963,8.941,7.313,7.0272,10.1394,7.9419,10.0799,12.2004,13.7371,13.7052,12.4964,11.1983,13.1206,11.2328,14.2109,11.63,10.3873,11.4899,6.5279,8.5081,3.5539,7.5816,7.5143,4.5465,11.3565,8.4434,5.0648,2.9244,4.5812,5.6521,14.3711,15.2336,4.8825,14.4102,5.4548,6.4954,12.0414,4.8564,8.2769,7.8074,11.6384,6.4588,7.7571,7.2258,5.7074,8.8201,8.2386,9.6462,10.7341,8.5333,6.7862,8.621,8.1796,7.5123,5.8928,8.1825,8.864,7.7905,8.2362,8.6869,9.4549,9.0708,10.9704,7.4437,5.7942
12.1978,8.8164,8.9842,10.5874,7.2049,8.95,7.7544,7.2877,6.4243,6.9372,8.0925,9.1405,9.2357,11.8148,9.3907,9.5181,7.1772,7.4319,10.3669,8.5178,9.8427,12.5206,13.538,14.5285,12.6346,10.341,12.9284,9.2392,6.4072,11.5562,10.5635,11.831,7.3048,9.4466,5.0213,9.6049,8.067,7.8511,3.335,8.7318,3.8427,4.9403,5.7546,5.4735,8.1334,13.989,8.0147,11.1748,7.8656,6.4645,9.9522,5.8309,7.8013,7.9237,11.3765,8.2726,8.9674,8.336,6.9613,11.8922,9.4741,8.7944,9.7123,8.719,4.9857,10.2349,8.0022,8.1653,4.8191,8.7423,9.9293,6.09,8.7649,7.8626,9.7411,10.4835,8.2077,7.2979,6.5989
11.4072,8.1883,8.4065,10.7249,6.6201,9.2892,8.5075,6.2735,7.2973,6.6559,10.2841,9.1494,9.304,10.4739,9.5436,9.2246,8.126,7.4715,10.8227,8.1214,10.0273,11.3734,13.1061,14.0479,12.5559,11.5755,12.9981,8.1637,10.8437,10.1381,9.7386,9.0139,6.0125,8.6174,5.3555,8.1773,7.8179,6.4334,9.0374,8.3963,9.5074,4.548,4.8185,4.8994,13.1745,8.751,8.1672,4.4583,6.9003,7.0351,4.5639,5.7452,8.7655,8.2396,11.8763,6.5711,8.6388,8.2757,4.4084,10.9657,8.8618,8.9045,9.4395,9.1617,5.0668,9.8033,9.3316,8.1448,6.9301,7.9547,9.9754,4.5262,9.2812,8.2893,8.7897,9.0058,7.0179,7.7095,6.1517
12.7367,8.0052,7.2505,10.6778,6.5738,8.7399,7.74,5.6843,8.5646,6.0655,8.639,8.9123,9.1296,10.8055,9.2998,7.2355,7.5879,7.2002,10.9175,8.04,9.3337,12.2645,13.1961,14.2341,12.5076,12.0378,13.3589,7.7882,11.2407,14.587,13.8794,7.162,10.1825,12.3017,9.9006,12.6171,11.4973,12.8536,2.2825,12.5963,11.0595,7.7328,8.9338,9.7226,8.8374,12.9903,8.4653,9.6497,8.529,7.5355,14.0042,10.9999,10.9173,10.448,14.3791,8.0725,11.1387,11.1682,7.6727,11.2714,13.205,11.1141,13.5241,10.8224,4.6854,12.7444,11.8985,9.677,7.3151,2.9889,12.8062,6.0929,10.7076,10.7644,10.2278,12.2834,4.0302,10.2417,5.0339
11.9765,7.6044,7.7339,10.9484,6.7136,9.6752,8.1703,7.3857,5.3547,7.4749,7.7381,9.0538,11.5037,10.6595,9.4525,9.2517,7.619,7.3297,10.5561,8.5752,9.9065,11.7365,13.6742,14.8828,12.1478,9.859,12.6931,7.4735,12.7967,13.8645,13.1479,5.5588,10.3907,12.0313,10.1724,14.592,11.6142,15.2081,4.1053,11.8094,13.1976,8.0518,9.6278,10.2337,4.9845,12.7586,11.673,12.5231,7.8639,8.4044,14.8256,10.7909,11.2801,11.5412,14.6664,7.8664,11.0806,11.6268,8.5252,10.9644,12.9553,12.1375,12.4003,10.2197,5.834,12.8842,14.5615,9.8983,8.5027,2.149,12.651,3.7586,12.0041,9.0354,10.2837,11.9493,4.202,10.1093,3.8456
11.3246,8.2015,9.2606,11.486,8.4001,9.6273,8.933,5.7281,8.1677,7.9294,8.5019,8.6831,9.5009,11.0306,10.8174,8.3336,7.7293,7.6573,10.8152,7.9595,8.9946,10.7322,13.0766,14.3994,11.6876,11.1975,12.5665,7.8049,11.1131,10.4833,9.5786,7.6968,5.1206,9.388,5.0777,9.2357,9.2735,7.9403,6.9436,9.5325,4.5438,4.6045,8.2068,5.026,10.4487,11.3211,8.523,5.5402,5.134,7.9566,8.8531,6.2905,7.2842,8.5502,11.2533,5.2669,9.4834,8.5178,5.6607,9.5496,9.5152,6.81,9.5156,9.0003,5.5338,9.7176,9.6311,9.334,7.924,4.9883,9.8165,7.8395,9.5736,8.0861,9.5348,10.3809,8.4892,8.8375,5.0044
12.0941,7.8253,8.07,11.1146,6.5496,9.0196,8.194,7.2592,7.8971,7.0046,8.252,8.6259,12.9323,10.2277,9.7601,8.4235,7.6115,6.4083,10.8732,8.7771,10.1291,12.273,13.4731,14.4729,11.9747,11.0081,13.4358,6.3678,5.9921,14.3957,13.7431,5.1315,10.3884,12.2924,9.9225,13.9574,12.2371,14.2037,5.136,13.2295,13.5228,7.7357,10.6705,10.7522,4.6247,13.5734,10.6489,13.2658,8.797,7.4713,14.4807,11.3928,11.4294,11.2723,14.6063,5.9107,11.7505,12.1685,8.5586,10.4911,13.7872,10.7337,13.3231,11.1793,8.7384,12.8662,12.8826,10.0167,9.3434,1.9647,12.8399,5.4381,10.7607,10.156,10.4297,11.6609,4.917,10.9107,4.6667
10.7466,4.913,8.4845,11.3563,7.8941,10.443,8.911,7.9951,11.3123,7.5872,8.9707,9.0271,9.9302,11.4727,10.8446,9.4984,6.816,8.1,10.4361,8.5556,9.6343,10.7153,13.2649,14.5784,12.3507,10.6122,12.1842,8.4665,11.4312,10.3433,9.5884,6.5442,7.9524,9.3836,4.9111,8.3919,9.4011,8.2241,3.5758,9.8211,7.6988,2.8868,7.1302,5.0579,5.8824,5.6305,6.9457,5.0914,6.4254,6.5916,9.2244,6.0094,8.0979,8.0455,11.8927,7.9534,9.4546,9.2162,6.986,9.5399,10.8507,9.3246,9.7818,9.0483,5.5371,10.1881,9.3739,8.7276,7.6652,6.2769,10.2575,4.8481,10.3397,8.2747,9.7139,9.5664,7.1022,8.7608,6.7271
11.0495,9.2408,8.9309,10.4922,7.2295,8.6119,7.8846,7.1852,7.4827,6.5649,8.3315,9.3238,9.194,10.2669,9.5775,7.9829,7.5449,7.9255,10.2949,8.6138,10.237,10.7873,14.32,13.3902,13.2896,10.8466,13.0911,8.694,4.4194,11.2105,10.5122,7.1631,7.0103,8.1414,4.8718,10.5586,8.0041,7.9279,11.3807,8.0818,3.8364,2.9302,6.9497,4.8091,4.82,6.9865,6.3319,4.2433,4.9202,7.6336,4.141,5.2971,3.1345,3.262,9.0602,3.5241,7.6381,8.1861,6.0816,10.7002,8.4681,9.9687,10.2891,8.5045,6.0719,8.413,8.4302,9.1904,6.201,3.0053,8.6043,5.9698,9.3229,7.9089,9.0371,8.773,6.2263,8.0331,3.6856
11.7385,8.1488,8.3088,10.7651,8.2121,9.5151,8.5127,4.8171,9.2808,6.7311,10.2199,9.0383,9.3126,10.9788,9.4329,9.2649,7.6719,7.3451,10.3231,7.9668,10.1126,11.2284,13.5086,13.8186,13.2694,11.022,12.4515,8.9503,9.2606,11.0056,10.1565,10.7207,8.861,8.6106,4.6842,8.5223,8.3295,7.2515,7.6181,8.2941,7.6448,3.4821,6.7366,3.1729,5.5311,3.139,5.8694,4.2842,7.5116,5.354,7.2935,7.725,7.0294,6.7032,9.8569,6.6749,8.3423,7.7313,7.041,9.9686,9.179,9.7253,9.4854,8.5315,8.3038,9.2377,8.0744,7.7299,4.8848,10.9867,9.4152,4.8057,9.332,7.4759,9.4332,8.9585,6.7785,7.6099,5.8714
11.5092,8.145,7.5542,10.0921,6.0793,9.1847,7.1954,6.792,9.2349,5.7371,8.4388,8.5486,8.5658,11.7082,9.3615,8.8179,7.8923,7.2192,9.8233,8.1957,10.1077,11.9299,13.936,14.2535,12.7048,11.9372,12.9797,9.1788,13.8131,12.9367,11.5638,10.2098,9.0276,10.4926,8.6045,8.6982,10.1953,7.8954,9.6987,10.7936,8.1116,7.3025,6.6943,6.7335,4.6673,12.3731,7.308,10.9854,6.019,6.5441,10.6397,7.3876,9.9289,9.9565,13.3907,9.2182,9.5395,10.2277,6.0199,10.0011,12.0459,9.3725,12.3283,9.8337,4.589,10.9763,10.7099,8.7541,7.0036,7.1663,11.0839,7.0683,9.6999,9.3887,10.3118,11.2424,5.2811,9.0589,6.4747
11.7728,8.6772,8.4128,10.8636,6.835,8.9426,7.9112,7.9824,8.8552,6.5393,8.2452,9.1476,9.0064,10.2042,9.9367,8.5273,6.7979,7.1722,10.9252,8.1042,9.9041,11.9757,12.9035,14.4064,12.9809,11.0226,12.9834,10.5122,14.8871,12.5052,11.1767,11.0462,7.4228,10.5662,7.9291,8.6489,8.2316,7.8215,11.7015,10.5265,6.1495,4.348,6.7143,6.8044,15.2635,11.2854,5.7323,7.6674,7.2752,7.503,11.1319,5.1298,8.5997,8.3648,11.6264,7.438,9.5487,7.7024,5.7983,9.4493,10.3748,9.3271,10.6652,8.6718,5.1815,11.2218,8.8677,7.9667,5.3818,9.4107,11.1135,11.1852,9.1552,8.9085,9.4909,10.588,11.3149,7.9285,3.9281
12.1022,7.6784,9.1484,11.4147,7.6491,9.1721,8.5591,8.296,9.9587,7.0013,7.7727,8.9601,9.9262,10.9382,10.7747,8.8623,7.3482,7.9989,11.466,7.915,9.148,11.1877,13.1311,13.9663,12.1792,10.5918,12.486,7.8957,13.0336,13.4201,12.0921,7.1319,9.437,10.9169,6.8564,11.9101,10.23,13.5663,6.1097,10.9363,6.9588,8.1683,7.9986,9.3554,10.9184,11.9552,11.8804,10.8981,6.8156,8.5327,13.6772,8.5501,10.4971,9.4729,13.6854,4.7085,9.8627,9.8,6.4836,10.5873,11.5076,10.4335,11.7619,9.514,5.5012,11.6355,12.0207,9.3858,7.4005,4.8463,11.483,7.4004,9.5207,9.174,9.7284,10.4028,5.9316,8.7088,3.7048
