"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","177_at","179_at","1861_at","200000_s_at","200001_at","200002_at","200003_s_at","200004_at","200005_at","200006_at","201983_s_at","202018_s_at","202088_at","202089_s_at","203256_at","203628_at","203963_at","204508_s_at","204623_at","204863_s_at","205009_at","205029_s_at","205225_at","205440_s_at","205472_s_at","205696_s_at","205862_at","205916_at","206378_at","206754_s_at","206799_at","207038_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210096_at","210735_s_at","211000_s_at","211233_x_at","212148_at","212195_at","212496_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","214552_s_at","215552_s_at","215729_s_at","215867_x_at","217528_at","217838_s_at","218195_at","218259_at","218807_at","220414_at","221765_at","39549_at"
11.1349,7.6111,8.7835,11.1829,6.7063,9.6152,8.0528,7.6256,10.7755,6.8954,7.1327,9.4504,9.6148,10.2857,9.7649,8.603,7.4258,7.6221,11.1939,7.4639,9.4765,11.9097,12.9414,14.5296,12.5495,11.5819,12.5722,6.5064,9.3446,13.8576,12.7289,5.298,8.7482,10.975,9.0767,11.2664,8.8275,11.8091,4.0579,12.4562,7.4452,4.0195,6.3237,4.9057,3.6204,7.6646,7.9484,5.0535,8.5858,6.8438,12.2194,7.439,9.9895,10.0288,14.088,4.3891,10.7399,8.4126,7.8977,10.9404,10.1435,9.7337,12.4273,9.1346,6.6855,11.9349,10.5,8.8118,7.7336,5.2469,12.0586,4.76,11.1963,10.4579,9.748,11.0891,6.7949,8.3236,3.8037
11.8757,8.0035,8.1103,10.6567,5.7084,8.7424,7.2557,5.0792,7.1722,5.6942,8.1523,9.4601,8.8981,11.1904,9.5604,8.5714,6.9379,7.3482,10.9024,8.1791,10.73,11.8351,13.3566,14.2474,12.8513,11.4301,13.486,8.0534,4.1536,14.5652,13.5852,5.3675,11.4914,10.7894,8.8618,14.4328,7.4494,14.9576,3.4555,12.2024,12.6169,8.7569,9.9414,10.0934,5.9456,7.3443,9.1798,4.3108,6.5963,4.9164,12.7413,8.8159,10.9835,10.9478,14.6333,8.08,9.7376,7.3408,8.1619,11.7877,8.6414,11.2621,12.4745,9.951,9.4616,11.1997,10.7921,8.3807,8.469,3.9259,11.2566,1.081,11.7824,11.9377,10.105,12.4416,4.5903,8.8997,4.258
12.6326,8.3098,7.4773,10.4499,6.2087,8.9361,8.2354,6.9086,7.8135,6.3751,9.0223,9.147,8.7184,9.9515,9.6527,9.3843,5.7332,7.7427,10.439,7.3065,9.744,11.3139,14.4188,15.4687,13.035,12.0123,12.8019,9.9087,14.3548,11.6836,10.383,11.2289,7.6174,9.2444,7.2568,9.975,8.1566,7.2508,4.3995,7.987,2.4328,4.5828,6.4253,6.5143,15.1772,10.9761,5.6576,6.0717,7.9957,3.8961,11.9726,4.4313,9.1959,8.886,13.2361,6.4216,9.0941,7.4405,5.477,10.4846,9.3846,10.0212,10.9061,8.6924,10.8879,9.802,8.4331,8.1282,5.5439,5.8684,9.8661,11.3404,9.5908,7.4925,9.8298,10.5185,10.4507,8.3369,6.6734
12.5807,8.0104,7.5885,10.1383,6.7935,9.2063,8.0392,5.0627,8.2889,6.2767,8.3341,9.2451,8.7851,10.0506,9.734,9.7469,5.4319,6.6881,9.9532,8.2013,11.2362,12.4592,13.4936,14.5481,12.8306,11.2119,12.593,7.1925,11.2998,12.932,11.4773,6.5259,8.2848,10.8107,8.201,10.1691,9.0422,12.0302,3.5527,10.1026,3.6658,7.1145,5.1879,6.6643,3.9717,11.6957,7.2889,8.0237,8.1231,2.8542,12.5589,5.789,10.1162,10.1557,14.1058,4.1454,9.6425,8.3312,4.6674,10.5958,10.8553,9.8405,10.9066,8.57,3.5288,10.9737,10.0989,8.2668,6.691,5.6927,10.931,7.1607,9.714,8.3895,9.3036,10.1134,5.8312,7.9097,6.7817
12.4304,7.6919,8.0937,10.1545,5.2033,8.8423,8.6325,6.1289,9.7141,6.2651,9.7055,8.6808,8.6243,9.7571,8.9612,9.7308,7.7353,6.1512,10.5991,8.0952,9.8559,12.4097,13.105,14.1558,12.7563,10.607,12.9117,7.5673,12.2624,11.4543,10.0365,7.4434,6.3248,10.3061,8.4555,10.7314,8.9011,11.2714,6.2372,8.0999,6.5555,7.968,6.1162,6.7538,12.5958,7.1321,7.9678,3.6556,9.2714,4.2359,12.1779,5.2473,9.2392,9.0275,12.722,6.3464,9.4931,7.5125,6.9219,11.2868,9.9773,9.593,10.6692,8.664,3.8446,10.8545,8.7904,7.846,6.7015,2.1542,10.7828,7.4035,9.5206,7.6365,9.6706,10.5153,12.2095,8.9592,5.6251
11.9454,7.4614,8.4695,10.7476,4.7954,8.6858,7.9473,4.9733,9.1354,7.0174,7.0581,9.644,8.919,10.5439,10.0771,9.5098,7.1117,7.8706,10.2799,7.8308,9.9598,11.7537,13.4807,14.2832,12.5523,11.2913,12.8772,8.2242,6.167,11.3805,10.3296,11.1149,7.8213,9.284,5.8544,8.859,7.5339,4.2927,2.8189,8.5567,2.5115,4.2492,2.4784,4.3118,4.6777,15.5148,5.7934,10.8039,7.2436,3.2843,13.0221,5.6199,8.8079,8.4549,12.5708,9.3961,8.8212,7.8092,8.0029,9.2244,9.8942,8.6252,10.2593,8.0576,10.1851,10.1915,8.9649,6.7915,6.1294,3.3872,10.5213,3.4108,8.8303,7.4394,8.7706,10.9975,11.1919,6.9937,6.7875
12.1154,7.9201,6.207,10.5313,5.2639,8.59,7.6032,4.6133,7.9468,6.1417,9.6857,8.368,8.1788,9.7441,9.2182,8.2669,7.6312,6.8738,10.2114,8.6042,11.0635,11.7299,13.9215,14.0743,12.3229,12.1698,12.6983,8.8581,10.5876,13.8154,12.8094,7.6736,10.7013,10.3446,7.7363,11.71,9.6556,12.4858,7.2878,10.7157,9.3726,3.954,5.6437,8.3615,3.9487,12.0641,7.5721,10.6691,6.2922,5.5392,11.9956,9.5573,8.9575,8.9255,12.6522,5.7228,10.0638,9.1445,7.3947,11.5945,11.6532,10.1644,11.99,9.418,4.0985,10.8192,8.9039,9.9873,7.9518,9.8497,10.7924,5.9924,9.5858,10.2975,9.8164,10.4554,10.4939,8.1902,5.9577
11.9077,7.6548,9.1468,11.5483,7.6554,7.8311,8.4888,7.8146,8.4765,6.7768,8.9326,8.6963,10.1714,10.8412,10.3506,9.3646,8.1402,7.4114,11.4165,7.6473,9.78,10.1749,14.2503,14.1533,12.1177,11.1057,11.8461,9.4118,14.0833,10.0835,9.6299,11.4311,6.6642,8.508,5.4881,8.2119,9.1329,8.3331,5.4765,8.5834,7.9959,4.0421,6.4871,3.9198,8.6976,6.7285,7.9186,4.064,4.744,5.5657,4.7856,9.2807,3.9655,8.068,10.8359,6.4527,8.9721,7.9869,8.4599,8.2524,8.9414,7.5801,8.9875,9.2876,5.8045,8.7484,8.8652,8.1365,6.1542,8.4034,9.3723,5.4461,9.1748,7.7218,9.3663,9.3621,8.6401,6.6231,3.168
11.8592,8.7641,6.7698,10.6987,4.7912,8.5815,6.656,6.4332,4.2077,6.6082,8.3433,9.045,12.5937,9.516,9.5605,8.3146,7.3738,6.5593,10.5892,8.4886,9.5852,11.4238,13.9455,14.8494,13.1332,11.0099,13.0706,3.3533,4.1745,12.1994,10.989,5.5007,9.6999,12.0857,10.3608,13.6114,8.8289,11.2981,4.905,12.8623,8.8473,2.1265,10.0839,10.2367,4.6423,15.0287,12.6914,14.3858,8.3711,6.7468,12.4992,8.3941,11.2706,11.4367,14.664,9.1493,11.9763,8.3199,9.2682,11.3568,11.2945,10.9343,11.6637,9.3393,9.3871,12.8061,10.0699,8.7791,8.8905,2.3699,12.5183,2.6382,10.4109,12.0681,11.0696,12.541,10.988,9.1526,2.4011
12.0612,8.3111,8.0799,10.6865,5.6633,9.3624,7.5659,6.3549,8.3521,6.6752,7.8008,8.2427,8.7859,9.2409,9.544,8.8943,8.0573,6.7703,10.7374,7.975,10.2404,11.9185,12.6025,14.1437,12.6099,10.8398,12.8177,4.4415,14.3073,14.8448,14.4436,5.276,10.5476,12.6455,10.4822,12.8885,10.5581,14.0007,3.6396,13.764,12.6589,9.0869,10.2329,8.6706,5.2947,15.4702,11.5871,14.9648,8.7704,8.4885,12.7371,9.254,11.3341,10.3884,14.508,10.2489,12.0741,10.5145,9.6846,12.2201,12.6114,10.6542,13.9558,11.7924,4.9498,13.1942,14.6369,9.9123,10.8226,1.7151,12.9994,4.9353,11.8275,10.8388,11.0321,12.5266,4.5141,11.026,7.881
12.7259,8.4282,8.3729,10.7377,6.5928,8.8756,7.8665,4.2708,8.7554,6.5377,7.651,9.0271,8.7727,11.1278,8.8911,10.0216,7.9343,6.9827,10.9194,8.6166,9.6706,11.4543,12.6187,14.6939,12.2464,10.8042,12.5852,4.235,12.0015,14.7702,14.2569,6.0226,10.3318,11.916,9.5693,14.7619,10.1392,15.2189,6.3044,11.444,3.4679,8.7825,9.1186,10.0397,3.9888,11.2528,10.4399,10.9951,7.2939,4.9683,14.6533,11.6737,10.8359,10.9906,14.3534,10.9835,11.0802,9.4412,7.9792,10.8587,11.9628,11.0843,13.1016,10.4734,7.9428,11.9813,12.7442,9.0683,8.1825,4.4885,12.217,1.3409,10.139,11.0545,9.9305,10.0633,4.0739,8.0802,5.2643
12.3641,8.9391,7.882,10.1676,5.9152,8.0743,6.9513,7.0466,8.9847,6.2463,9.2795,9.2244,8.3646,9.3593,9.5821,10.0033,7.546,6.7652,10.722,8.453,9.8086,12.3148,13.31,13.4736,13.0014,10.9215,12.8209,7.567,7.4813,12.2009,11.1723,4.5132,4.6809,8.6398,6.3788,14.0944,7.1922,11.6909,1.2731,7.4728,6.0069,5.6818,6.0267,5.5229,3.8175,9.0831,7.1454,3.4943,4.4333,4.0705,12.0081,4.8692,10.3926,10.4111,13.6927,5.0276,8.6477,7.0588,5.635,11.0426,9.0738,10.0733,11.971,9.4486,3.6708,9.5298,9.0391,7.9074,6.7452,3.8248,9.5794,11.5271,9.6102,9.1125,9.508,9.4642,4.2236,7.6985,7.3757
12.0602,8.6066,7.6073,10.6249,6.8988,7.933,7.7108,7.1393,7.5392,6.4236,4.8455,9.4301,13.6194,10.3105,8.8503,9.0523,6.9995,6.6218,10.5026,8.1325,9.6952,12.0903,11.9637,13.1499,12.9403,10.6628,13.1267,11.1111,12.733,12.9895,12.0075,4.5812,7.168,8.8253,6.2395,10.9136,8.5096,6.9303,10.658,8.4135,1.7375,2.9987,6.1564,7.8444,11.0183,6.0913,14.3442,2.756,5.5157,4.5808,10.4745,5.2307,6.7092,7.4519,10.2794,6.8039,8.9561,7.4195,4.0768,8.9488,10.0313,10.8041,9.7345,8.2824,4.3296,9.7979,8.6642,7.6204,6.8016,5.049,9.7829,8.8607,8.1124,8.4745,9.2563,8.2852,8.0419,8.3157,4.9221
11.281,8.6218,8.3951,10.6988,6.4474,8.9903,7.8661,4.4736,9.5239,5.8614,10.5521,8.9671,8.9173,9.5446,9.807,8.7159,7.3566,7.4064,10.7378,7.9941,9.8869,11.5652,14.2544,14.162,12.2242,11.3682,12.7776,7.7024,11.6285,10.7953,9.9015,10.5841,8.3783,8.6587,4.7333,5.3226,8.1448,7.6352,7.271,6.8669,5.9043,1.5165,5.2398,2.7226,8.0269,5.5193,4.8695,4.766,4.6579,5.361,3.8255,7.0025,7.6899,7.9928,11.3702,2.6125,7.6934,7.2478,5.239,9.096,8.8029,8.4195,9.3805,8.1298,5.8475,9.1679,8.574,7.9097,6.8075,7.03,9.5442,6.3143,8.8584,7.3297,9.4573,9.4746,10.925,7.6277,5.2721
12.5553,7.4527,8.5629,10.3224,6.174,8.7361,7.4899,6.7191,6.6043,6.8494,8.2723,9.0767,8.6566,9.8901,9.1857,8.5891,7.5356,6.3274,10.1947,8.2907,10.257,12.3123,13.1255,13.9447,12.6938,11.6091,13.353,5.6613,13.8382,14.5712,13.7197,5.5915,10.3855,11.7422,9.3072,9.4095,11.1168,11.2667,10.7932,14.2366,6.9536,9.9076,6.1592,8.2397,12.9162,6.1735,12.5693,3.4826,8.3189,6.1054,12.5434,7.7317,11.4216,11.508,14.4045,7.3081,10.4727,10.2516,9.0935,11.7366,12.5457,11.406,13.1174,10.643,6.4542,11.8014,13.5126,9.1478,9.0253,3.5265,11.9344,12.2423,12.1268,10.5461,10.7207,12.111,4.1541,9.0061,6.0256
12.2333,7.8985,7.4182,10.2844,5.0717,8.3558,6.6916,3.891,9.7605,6.2231,7.8735,8.4661,8.3698,9.6028,8.8064,8.2932,7.4296,5.133,10.2684,7.7961,9.675,12.7374,13.3013,13.7466,13.1751,11.8615,13.4994,6.2229,3.9512,14.1932,13.4658,4.2987,9.9131,11.728,9.7793,13.6572,9.2481,11.9065,2.5779,13.7238,7.232,8.7108,8.2701,9.5064,2.8848,10.7462,10.1326,6.6525,10.3166,5.7895,14.0505,11.2273,11.2286,11.5596,14.3113,8.4482,10.7946,8.5213,9.1204,13.1219,11.2633,11.286,13.7972,12.27,9.4534,12.0271,12.3125,8.3457,9.0103,1.9596,11.8592,4.6182,11.5888,12.3787,10.219,10.3827,3.7768,10.3056,1.2808
11.8859,7.5916,7.0778,10.6391,6.5024,9.3544,7.797,6.2379,6.6208,6.411,9.9146,8.5494,9.0752,10.1253,9.7449,8.3363,8.1204,6.7684,10.4295,8.0608,10.3805,11.7503,13.8973,14.7284,12.7116,12.1137,12.948,6.937,14.5845,13.0582,11.9682,5.1766,9.1156,10.3171,8.1056,10.2115,10.2326,10.5717,4.9048,11.4232,10.0487,6.5219,6.3474,7.0217,11.9476,6.5996,11.0953,4.0803,8.2277,7.8673,12.0435,7.1301,11.578,11.7166,14.7897,3.9653,9.9596,10.2295,6.0156,11.451,12.1061,10.1959,13.2411,10.8471,8.4078,10.4683,13.3354,8.9398,7.996,1.7007,10.5819,3.9565,11.5862,9.0447,10.2563,11.6894,8.4732,8.6289,6.4407
12.1708,7.8654,8.1378,10.9722,6.3551,8.1934,8.5748,4.9378,8.2851,7.7601,9.5658,6.4902,9.3212,11.3701,10.2517,8.6335,7.4304,7.7724,10.9306,6.8076,10.2701,12.0978,13.2669,14.6174,12.9222,10.9495,12.9538,8.1656,9.1685,13.8039,12.3272,8.7017,8.7747,11.356,8.7031,15.3439,9.7008,15.1741,3.4077,11.3391,8.7703,6.7646,9.4033,8.9754,4.8,15.1746,8.4029,12.6767,7.8316,4.6189,13.3049,12.1653,8.3442,8.9839,13.169,7.963,10.3508,8.6925,7.5628,10.44,10.9762,9.8117,12.5047,10.4006,9.2998,11.6847,11.2106,9.457,8.0386,6.2134,11.6647,9.3068,10.318,9.421,9.8752,11.6335,7.4573,9.083,3.7341
12.8908,8.094,9.3695,10.7094,3.5129,9.282,7.1841,7.1036,10.6763,6.255,8.011,8.8111,9.1533,10.8976,9.4865,7.9428,7.4633,7.2096,11.1521,8.0109,9.5009,11.7734,12.2254,13.6938,12.8855,11.1342,12.0692,9.336,11.6158,10.5884,9.5577,10.3593,4.9963,8.3462,4.5763,5.9321,8.0287,7.456,3.8579,8.4676,2.2866,3.1389,6.0849,2.612,14.8488,9.9633,6.8341,5.1505,5.8543,4.1226,2.7363,5.6811,8.2722,7.8222,12.1343,5.6678,8.6782,7.9352,5.7654,8.5953,9.9126,8.3537,8.9354,8.0405,5.4763,8.8358,8.3989,7.6856,5.7397,10.3828,9.0829,7.4824,9.5531,8.1754,9.2783,9.5097,5.0819,7.3754,7.7487
12.0125,8.3706,7.5099,10.5047,6.609,8.3223,7.8796,6.8698,6.6663,6.17,9.1196,9.1538,9.153,9.8895,8.9049,9.165,7.9794,7.7482,10.6199,8.3279,9.545,12.0731,12.9723,13.0881,12.9436,10.9807,12.6451,14.7814,9.0121,12.3104,11.1846,9.0198,6.7392,7.7502,4.1328,11.9416,7.4103,8.7801,13.6065,7.6136,5.8714,3.9771,6.1126,6.982,8.9222,6.5231,6.3841,4.6445,4.7978,4.8073,12.1989,6.2502,7.4846,7.5922,11.4554,3.3835,7.4385,5.4796,5.493,10.7819,8.6073,10.9105,10.5317,8.7878,4.8261,8.3473,9.2643,8.044,6.5195,1.8945,8.7861,10.866,8.3891,9.3182,9.2516,11.5272,10.972,8.2982,7.137
11.1958,8.5326,8.0492,10.1873,4.7842,9.0845,7.3467,5.1661,10.953,6.0888,9.4018,8.5791,8.5725,10.166,9.7567,10.08,7.8007,7.189,9.7045,7.6055,10.0349,11.4588,13.5893,13.8348,12.1341,10.9273,13.1452,8.3823,13.2913,11.0008,10.1474,11.2605,7.6927,7.0838,4.7115,6.0993,8.4199,7.0622,9.5716,8.4559,6.831,2.8677,5.3526,5.1907,4.2833,5.1079,6.7498,3.2458,6.1169,6.7218,3.0943,4.6403,6.5262,6.7856,10.1851,5.8662,7.6504,7.9163,6.5231,9.6663,9.5308,9.2127,10.1753,8.5951,4.3345,7.5039,8.8052,7.7708,6.5877,10.5956,8.1038,4.5233,8.5696,8.0894,10.0361,7.8797,8.4484,7.8555,5.5392
11.5379,8.6753,7.9931,10.5404,2.4833,9.0678,7.2883,7.1591,8.1448,5.322,10.4916,8.5851,8.7777,9.6302,9.7392,9.7123,8.0631,7.0201,10.4962,7.6773,9.5698,11.5576,13.1581,14.0658,12.6044,11.605,13.163,8.8751,12.6323,11.6687,9.9148,11.3929,7.1012,8.9223,5.852,7.9525,7.3272,8.2434,10.2186,7.8963,9.2353,2.268,6.0802,6.9668,4.3842,14.2867,5.48,12.1276,5.6979,4.3891,8.6453,5.6468,7.2882,7.3408,10.699,6.4795,8.5991,7.3067,5.8696,9.5647,8.9099,8.5889,9.7544,8.3719,7.3113,9.6233,9.2215,7.7673,5.251,8.0793,9.7983,5.381,9.1637,8.8225,9.0473,8.9031,12.4711,6.345,6.805
12.2426,8.6863,9.017,10.358,3.8942,8.1464,7.724,6.2153,8.4125,5.773,10.5751,8.3001,8.7398,9.9899,10.1677,9.0011,6.8822,8.1024,10.7968,8.2002,9.5273,11.466,13.485,13.4795,12.3079,11.1518,12.249,9.1262,14.4907,12.2739,11.2576,10.1492,8.0613,8.1957,5.6595,7.4379,8.4059,7.0424,7.0262,8.15,8.8528,3.4143,5.1908,5.7937,10.6874,9.1909,7.1052,6.6746,6.0081,4.7844,6.9472,7.9377,8.4579,8.4789,12.1241,3.4783,7.985,8.1422,6.2028,10.0428,10.3064,8.8874,9.7492,8.2607,4.0866,9.2567,9.0208,7.9405,6.6996,10.2683,9.3203,4.0805,9.3707,7.3223,9.2727,8.4921,4.9686,7.7467,5.5615
