"1007_s_at","1053_at","117_at","121_at","1316_at","1431_at","1438_at","1487_at","160020_at","1773_at","200000_s_at","200001_at","200002_at","200005_at","200006_at","201983_s_at","202088_at","203256_at","203628_at","203963_at","204508_s_at","204863_s_at","205029_s_at","205472_s_at","205696_s_at","205862_at","206754_s_at","207626_s_at","209602_s_at","209603_at","209604_s_at","210735_s_at","211000_s_at","212148_at","212195_at","212956_at","213201_s_at","215552_s_at","215729_s_at","215867_x_at","217528_at","220414_at","221765_at","39549_at","Class"
11.4072,8.1883,8.4065,10.7249,8.5075,6.6559,10.2841,9.1494,9.5436,8.126,10.0273,11.3734,13.1061,11.5755,12.9981,8.1637,10.1381,9.0139,6.0125,8.6174,5.3555,7.8179,9.0374,4.548,4.8185,4.8994,8.1672,7.0351,8.7655,8.2396,11.8763,8.6388,8.2757,10.9657,8.8618,9.4395,5.0668,6.9301,7.9547,9.9754,4.5262,7.0179,7.7095,6.1517,"1"
12.7367,8.0052,7.2505,10.6778,7.74,6.0655,8.639,8.9123,9.2998,7.5879,9.3337,12.2645,13.1961,12.0378,13.3589,7.7882,14.587,7.162,10.1825,12.3017,9.9006,11.4973,2.2825,7.7328,8.9338,9.7226,8.4653,7.5355,10.9173,10.448,14.3791,11.1387,11.1682,11.2714,13.205,13.5241,4.6854,7.3151,2.9889,12.8062,6.0929,4.0302,10.2417,5.0339,"2"
11.9765,7.6044,7.7339,10.9484,8.1703,7.4749,7.7381,9.0538,9.4525,7.619,9.9065,11.7365,13.6742,9.859,12.6931,7.4735,13.8645,5.5588,10.3907,12.0313,10.1724,11.6142,4.1053,8.0518,9.6278,10.2337,11.673,8.4044,11.2801,11.5412,14.6664,11.0806,11.6268,10.9644,12.9553,12.4003,5.834,8.5027,2.149,12.651,3.7586,4.202,10.1093,3.8456,"2"
11.3246,8.2015,9.2606,11.486,8.933,7.9294,8.5019,8.6831,10.8174,7.7293,8.9946,10.7322,13.0766,11.1975,12.5665,7.8049,10.4833,7.6968,5.1206,9.388,5.0777,9.2735,6.9436,4.6045,8.2068,5.026,8.523,7.9566,7.2842,8.5502,11.2533,9.4834,8.5178,9.5496,9.5152,9.5156,5.5338,7.924,4.9883,9.8165,7.8395,8.4892,8.8375,5.0044,"1"
12.0941,7.8253,8.07,11.1146,8.194,7.0046,8.252,8.6259,9.7601,7.6115,10.1291,12.273,13.4731,11.0081,13.4358,6.3678,14.3957,5.1315,10.3884,12.2924,9.9225,12.2371,5.136,7.7357,10.6705,10.7522,10.6489,7.4713,11.4294,11.2723,14.6063,11.7505,12.1685,10.4911,13.7872,13.3231,8.7384,9.3434,1.9647,12.8399,5.4381,4.917,10.9107,4.6667,"2"
10.7466,4.913,8.4845,11.3563,8.911,7.5872,8.9707,9.0271,10.8446,6.816,9.6343,10.7153,13.2649,10.6122,12.1842,8.4665,10.3433,6.5442,7.9524,9.3836,4.9111,9.4011,3.5758,2.8868,7.1302,5.0579,6.9457,6.5916,8.0979,8.0455,11.8927,9.4546,9.2162,9.5399,10.8507,9.7818,5.5371,7.6652,6.2769,10.2575,4.8481,7.1022,8.7608,6.7271,"1"
11.0495,9.2408,8.9309,10.4922,7.8846,6.5649,8.3315,9.3238,9.5775,7.5449,10.237,10.7873,14.32,10.8466,13.0911,8.694,11.2105,7.1631,7.0103,8.1414,4.8718,8.0041,11.3807,2.9302,6.9497,4.8091,6.3319,7.6336,3.1345,3.262,9.0602,7.6381,8.1861,10.7002,8.4681,10.2891,6.0719,6.201,3.0053,8.6043,5.9698,6.2263,8.0331,3.6856,"2"
11.7385,8.1488,8.3088,10.7651,8.5127,6.7311,10.2199,9.0383,9.4329,7.6719,10.1126,11.2284,13.5086,11.022,12.4515,8.9503,11.0056,10.7207,8.861,8.6106,4.6842,8.3295,7.6181,3.4821,6.7366,3.1729,5.8694,5.354,7.0294,6.7032,9.8569,8.3423,7.7313,9.9686,9.179,9.4854,8.3038,4.8848,10.9867,9.4152,4.8057,6.7785,7.6099,5.8714,"1"
11.5092,8.145,7.5542,10.0921,7.1954,5.7371,8.4388,8.5486,9.3615,7.8923,10.1077,11.9299,13.936,11.9372,12.9797,9.1788,12.9367,10.2098,9.0276,10.4926,8.6045,10.1953,9.6987,7.3025,6.6943,6.7335,7.308,6.5441,9.9289,9.9565,13.3907,9.5395,10.2277,10.0011,12.0459,12.3283,4.589,7.0036,7.1663,11.0839,7.0683,5.2811,9.0589,6.4747,"1"
11.7728,8.6772,8.4128,10.8636,7.9112,6.5393,8.2452,9.1476,9.9367,6.7979,9.9041,11.9757,12.9035,11.0226,12.9834,10.5122,12.5052,11.0462,7.4228,10.5662,7.9291,8.2316,11.7015,4.348,6.7143,6.8044,5.7323,7.503,8.5997,8.3648,11.6264,9.5487,7.7024,9.4493,10.3748,10.6652,5.1815,5.3818,9.4107,11.1135,11.1852,11.3149,7.9285,3.9281,"1"
12.1022,7.6784,9.1484,11.4147,8.5591,7.0013,7.7727,8.9601,10.7747,7.3482,9.148,11.1877,13.1311,10.5918,12.486,7.8957,13.4201,7.1319,9.437,10.9169,6.8564,10.23,6.1097,8.1683,7.9986,9.3554,11.8804,8.5327,10.4971,9.4729,13.6854,9.8627,9.8,10.5873,11.5076,11.7619,5.5012,7.4005,4.8463,11.483,7.4004,5.9316,8.7088,3.7048,"2"
12.0736,7.816,6.7201,10.5351,7.7879,6.0041,8.295,8.7101,9.6375,6.7673,9.8188,12.0032,14.1057,11.6258,13.0488,4.5402,13.3529,4.1626,8.6975,12.0188,10.2253,10.5736,2.6155,8.9959,7.1989,6.6352,10.0473,8.3741,10.9421,11.2154,14.3026,11.1049,11.0503,11.5187,13.1086,13.7027,9.0583,8.0269,3.8809,12.7932,5.8608,4.3572,9.8798,6.115,"2"
11.2111,7.323,8.6958,11.0041,8.2641,7.1016,10.1784,8.3054,10.4238,6.8555,9.3354,11.1825,12.8199,11.0034,11.8437,7.9263,10.4181,8.8794,7.9236,8.4605,4.3686,8.2498,6.7941,4.4625,6.5774,2.5537,7.1169,6.628,3.3417,6.819,10.0601,8.4864,7.8094,9.0706,9.0529,8.6748,7.0039,7.5594,10.3695,9.281,2.234,6.2868,7.5689,4.8933,"1"
11.8962,8.1039,8.2509,10.5824,7.8663,6.05,9.7116,8.5927,11.0428,6.8688,10.1852,12.037,13.292,11.1178,12.1519,10.1251,11.6431,12.1983,7.8752,8.1379,3.8683,8.9572,5.6704,2.0967,5.7465,5.8338,6.8085,4.3361,9.2261,8.2934,12.4318,8.0598,8.2555,10.5866,10.5086,9.8927,4.7759,6.4279,9.3743,8.8671,3.4693,7.4474,8.379,3.5243,"1"
12.124,8.588,8.1537,10.6233,7.6919,6.4074,7.2379,8.4107,10.1582,7.7225,9.164,12.7318,13.6819,11.594,13.292,6.434,11.6854,6.9553,8.7981,11.6258,9.0213,10.0994,6.6189,7.408,8.4959,7.8691,6.4077,7.6251,10.8712,10.2029,14.2924,10.7424,9.884,11.2079,11.6831,13.6215,10.4425,7.9159,3.5025,12.3853,7.7791,4.3046,9.5021,3.195,"2"
10.9237,8.298,10.4419,10.07,7.5397,6.3483,6.6811,9.3462,9.1708,7.21,9.9293,11.6999,14.0531,11.0534,12.9636,7.5548,10.4844,8.5272,4.4798,6.7377,4.3544,8.2676,12.3075,3.7918,4.968,5.1665,5.1583,6.3489,8.666,8.1925,11.803,7.2459,8.4208,8.5804,10.2071,9.1482,3.8551,6.632,1.0689,8.1403,4.201,6.0541,8.1772,1.9775,"1"
12.236,7.4006,7.7955,10.547,8.112,6.2059,8.6469,8.4169,10.2023,6.7217,9.799,11.9369,13.6652,10.5625,13.3018,7.972,14.8134,7.6882,10.4302,12.0679,10.3597,9.3982,4.9253,8.5104,6.7808,6.0367,6.9298,6.576,10.8978,11.2649,14.2572,10.4453,8.5758,12.6007,10.6556,13.7271,9.0206,7.3005,1.2775,12.7802,3.368,6.2709,10.6507,5.9704,"2"
10.7914,8.6287,6.9254,10.3318,7.6991,7.2502,9.0154,8.8014,9.8213,5.2918,10.0658,10.7356,13.587,11.2374,13.153,8.8592,11.6542,10.4046,4.6028,8.3612,4.4654,8.8727,8.7764,5.363,5.4711,2.3261,7.3472,7.9794,8.2167,8.8613,11.6091,8.0616,8.8394,8.6209,10.1,9.7463,4.4112,7.6918,7.8107,7.8319,5.1211,4.2764,8.9419,4.421,"1"
12.2148,7.8514,6.9006,11.031,8.6755,7.3908,8.7886,9.4431,9.9841,7.817,9.0001,11.8038,12.8623,11.2773,12.7993,7.9835,9.9053,8.579,8.7041,11.0286,7.6664,9.3775,4.0845,5.3311,7.8373,4.6947,8.6548,6.6679,9.2572,8.69,12.2612,10.3045,8.6292,9.8801,9.9385,11.4818,5.6749,7.719,3.1003,11.6908,7.523,11.1442,8.0426,6.728,"1"
11.7166,8.6037,6.9041,10.2148,7.7002,5.4535,6.9686,8.7431,9.5277,7.3395,9.455,11.4493,13.8398,11.7233,12.8079,6.6465,14.4335,4.33,9.1625,12.7713,10.8188,10.0075,3.129,3.2097,11.1961,9.3341,8.7383,8.3148,11.146,10.7143,14.4516,11.756,9.9412,12.1747,11.898,12.0823,8.9997,9.4679,1.4498,13.0931,2.5635,11.6587,10.5067,5.2823,"2"
12.7646,6.7644,8.079,11.1874,8.4016,6.8874,9.7158,8.6482,10.0653,7.666,10.5047,11.2163,12.7481,11.5696,11.7486,9.998,10.4389,6.3611,9.0528,8.4904,4.2515,7.7809,3.763,4.2926,6.4973,7.3433,6.5909,6.8115,2.8049,6.3456,9.323,8.3506,7.8074,10.9075,8.1032,8.2743,4.8822,5.9369,10.4698,9.2041,5.7657,12.6471,7.6656,6.776,"1"
11.9024,7.9691,7.5642,10.7593,8.5068,7.0175,9.6001,8.5832,9.9714,7.0951,9.9229,12.1017,13.5689,11.5341,12.9503,8.7885,12.4781,8.4431,9.6508,11.2715,8.7817,10.6572,7.2348,5.2718,8.0269,7.7624,8.1456,6.4608,9.8207,10.454,13.8873,10.3099,9.8768,10.2774,11.6631,12.12,4.9234,5.666,7.7638,11.738,6.5868,6.2086,9.7609,5.6814,"2"
12.0173,5.1489,8.6382,11.3509,8.6227,7.5915,9.029,9.2669,10.8103,8.0792,10.0697,11.2713,12.6426,10.2345,12.7503,7.2068,14.6152,6.6806,9.4672,11.6632,9.417,10.7449,2.8312,7.548,6.0614,6.9366,12.5153,8.8404,11.5757,12.1875,15.0499,10.6589,10.2672,11.5994,12.1569,12.9248,6.4109,8.673,2.9577,12.1934,7.5962,5.7023,9.9093,7.1539,"2"
11.2714,7.226,9.7721,11.7383,8.8532,8.0422,8.4674,9.342,11.0187,8.6031,9.4229,11.6398,12.4661,10.6897,12.0785,7.8147,12.7589,6.0775,9.1514,11.5773,9.2128,9.5245,2.9817,6.4187,8.6672,8.5264,8.2431,5.9986,9.8421,9.8295,12.857,10.5568,9.6268,10.0559,10.6475,11.1322,5.9295,8.5291,3.1549,12.0557,5.6434,6.8591,8.9088,4.8051,"2"
11.2179,8.7762,7.8778,10.7529,8.2276,6.6534,8.1926,9.2466,9.9553,7.2671,10.1828,10.8914,14.427,11.7455,12.6477,8.3124,10.395,7.5598,7.9267,8.2061,3.8957,9.085,6.5037,3.4998,5.6557,2.6012,5.892,4.8625,7.0231,6.7513,10.9505,8.4672,8.8733,9.9961,10.49,9.0008,3.9414,5.6896,5.5568,8.5595,5.5926,8.7638,8.437,2.7918,"1"
11.2065,8.4165,8.0671,10.8857,7.8152,4.8446,10.1328,9.3775,10.3133,6.3808,10.7851,11.2107,12.7931,11.329,12.3191,8.6542,10.1468,8.394,8.3347,7.6781,4.5598,8.8182,12.0989,4.7953,5.6125,6.0721,7.6677,4.3334,9.408,8.5707,12.9642,8.3953,8.219,10.2361,9.0793,9.5846,4.3284,7.1376,6.1849,8.4711,3.4973,7.1003,7.6471,4.0649,"1"
11.4876,8.1887,6.4387,10.4598,7.7155,5.9448,6.5608,8.541,10.5084,5.1677,9.8337,12.1895,13.8552,11.3147,12.6443,9.1731,9.9248,12.5679,4.0254,7.8703,4.1196,8.3269,7.8635,3.1162,7.1078,3.18,5.9233,4.5703,7.7035,7.8886,11.1661,7.7053,8.6987,8.5439,9.7702,10.3331,4.5722,6.8736,1.9105,9.3975,5.7337,6.3027,8.2223,5.4665,"1"
11.8805,9.0496,8.175,10.5756,7.6498,6.1937,8.6273,8.8455,9.4442,7.8245,9.9934,11.695,14.4712,12.2331,13.1331,8.0153,11.1792,7.9444,8.5249,7.937,4.4122,7.0116,4.3274,3.8714,5.6592,5.6576,5.3579,3.817,6.2378,4.2335,8.4591,7.6586,7.3972,9.1591,8.7448,8.2055,4.9951,7.0337,6.772,8.5712,4.5197,11.0107,6.6713,3.1002,"1"
11.939,8.5198,11.3532,11.0197,8.657,8.1443,9.8449,9.2683,10.1752,5.7504,9.8796,11.8879,13.8898,10.6055,13.1287,5.902,13.8364,7.0038,9.8129,12.1423,9.0992,11.1963,2.0825,7.0354,9.3591,10.2231,9.5652,8.1773,11.4442,10.985,14.4863,10.8523,11.2361,11.0909,13.2804,13.3762,9.1188,8.9579,2.8635,12.3886,4.0593,5.5629,11.4072,6.3081,"2"
11.5551,7.835,7.5747,10.7609,7.6761,6.8448,8.8108,8.6025,9.1581,7.1184,10.157,11.5835,13.9493,11.2926,12.7404,6.8647,14.4914,5.153,9.9881,12.7245,10.6052,10.6474,3.6224,3.3509,8.8045,9.7532,9.7597,8.8012,10.8067,10.4355,14.0091,11.9909,9.8319,12.4284,12.3288,13.0526,8.5006,8.8669,2.8702,13.0533,5.2946,4.035,9.7922,7.0434,"2"
11.6529,7.4979,7.279,11.2683,8.4852,8.007,9.7164,9.7119,10.2021,8.2892,9.7178,11.3857,12.9396,10.7325,12.1613,6.9319,11.5951,6.7025,7.435,10.1671,5.4812,8.7793,5.9209,4.8821,7.2749,7.0746,9.7464,6.3966,9.2669,9.0036,12.7246,9.5823,8.9099,9.5838,9.891,10.7508,7.5706,7.9859,4.536,11.3191,5.7632,10.5244,9.0454,6.1486,"1"
12.0608,7.8334,8.1746,10.8744,8.0919,7.4336,8.6051,8.2852,9.4391,7.8024,9.1958,11.0528,13.4901,11.4361,12.7984,6.4928,12.4875,6.1645,12.2986,12.6005,10.8056,9.7055,1.6891,7.9766,8.5301,8.2678,8.6569,5.779,10.7378,10.3411,14.1508,11.3658,9.3744,10.8212,11.5565,11.8967,5.2788,8.3301,2.5142,13.306,6.3917,6.3039,9.5449,4.9637,"2"
11.5139,8.6451,7.7891,10.7761,7.7018,6.8205,7.9352,8.7273,9.896,7.3761,10.1775,12.003,13.5925,11.5793,13.1406,6.6063,11.5107,6.2232,6.5843,11.18,8.6574,8.717,5.998,7.6273,7.4952,4.8891,6.7339,6.5992,10.6317,10.6374,13.903,10.1202,8.0304,10.7416,9.9629,12.0272,3.5194,8.4691,1.5145,11.3663,6.4144,3.9766,8.3016,6.4184,"2"
11.8896,8.1589,8.4072,11.0195,7.7565,5.7432,10.2304,8.4826,10.7749,7.4814,10.2297,12.1694,13.8093,10.9677,12.14,9.5841,11.5837,11.7442,7.5966,8.0563,3.7011,8.7113,6.2828,3.4075,5.8765,2.8532,5.9303,6.7046,8.819,8.07,11.9822,8.4238,8.7329,10.2531,10.2052,9.3578,6.4048,7.2521,8.8079,8.7921,6.2733,5.8072,8.298,3.1027,"1"
11.5006,9.1396,7.8892,10.3686,7.5734,6.5158,7.4858,9.825,9.8518,6.6723,9.8335,11.5981,14.3331,11.6337,13.3014,8.0673,12.2467,10.4748,7.1474,7.4903,3.9342,8.8353,3.2282,2.2784,6.0208,6.4788,4.3457,4.3811,7.2429,6.4117,10.0502,7.6035,8.0676,9.1002,10.1248,8.7783,5.3882,7.005,1.7874,8.3667,1.6268,6.571,7.9358,3.4637,"1"
11.9052,7.7421,7.9753,11.0098,8.5149,7.1504,8.9352,9.237,10.5625,7.555,10.2517,11.3234,13.7064,11.6574,12.6432,8.8021,10.2335,6.0742,8.2433,7.8818,4.0861,9.0588,3.1677,2.6106,5.8961,2.145,7.8528,5.1149,7.1435,6.8301,10.4376,7.9673,8.5185,8.8058,10.33,9.5652,5.1909,6.882,10.4593,8.7027,2.8221,11.4839,8.471,7.9516,"1"
11.959,9.4844,7.2895,10.5525,7.5141,6.5926,10.9877,9.2754,9.5936,6.6848,10.4581,12.2126,13.8525,11.2021,13.5197,10.2173,9.6612,9.8016,7.4085,9.027,5.4141,7.8089,3.5993,2.4604,5.8165,1.515,5.9165,4.0958,2.3006,4.5568,8.647,8.9002,7.789,9.4729,8.6015,8.6382,5.3574,6.8069,8.8795,10.6489,7.6307,10.9856,7.01,9.3845,"1"
12.218,7.7593,8.1299,10.744,7.8769,7.1486,7.4954,8.8115,9.5338,7.6998,9.962,12.544,12.8639,10.9758,13.6167,6.4546,10.5907,4.9374,10.1112,12.0581,9.8616,9.2621,3.3055,9.3768,6.5298,10.072,13.8159,4.1917,11.5952,11.0723,14.6049,11.3096,10.0276,10.365,11.6295,12.9626,5.6805,9.0032,3.0363,12.5229,5.4056,4.2609,10.3494,2.6102,"2"
12.3984,8.5418,7.4417,10.7718,8.0335,6.7426,9.6928,8.8282,10.1484,7.9463,9.8043,12.0009,14.11,11.6001,12.4532,10.2817,10.5152,9.3527,9.5169,8.3196,4.4204,7.9154,4.6607,4.041,5.8136,3.3562,7.4362,4.73,3.8402,6.0447,9.2359,7.9996,8.0166,9.5236,8.7691,8.4697,4.0213,5.4647,11.8767,8.7484,5.7521,12.1217,7.7607,7.3519,"1"
