"var1","var2","var246","var255","var742","var819","var842","var846","var1003","Class"
1.242309,0.2511477,-0.7612119,-0.5020311,-0.8027389,0.5149172,1.344508,0.0280042,0.5558372,"4"
0.6202539,-0.6462636,0.02936461,-1.284099,-0.4531858,0.2506031,-0.02767957,-0.69555,0.2175278,"4"
1.131821,-0.9390477,0.006776984,-2.45807,-1.098112,0.9934,0.8162936,-0.6062358,-0.8622761,"4"
0.7066555,-0.5974734,0.06803241,-2.046394,-1.789761,-0.6115672,1.617446,-1.049536,-1.010052,"4"
0.8025844,0.6547701,-0.7857012,-1.580365,-1.205975,-0.6857744,0.979303,-0.3821393,0.2216224,"4"
0.2442003,-0.2523149,-0.9670578,0.1019246,-0.2838229,1.201199,1.028833,-0.596202,-0.5161732,"4"
0.7079373,-0.347149,-1.549755,-0.4621942,-1.388296,-1.385894,1.95229,-1.50914,-0.3339355,"4"
0.2240232,-1.495217,-1.439695,1.002065,1.386819,-2.935578,-0.5773216,-2.667868,-1.975442,"3"
0.216884,-2.058072,-1.00076,0.3848542,1.125157,-2.344449,-1.572624,-1.996572,-1.679324,"3"
-0.2429637,-1.949818,-1.597015,1.125092,1.336579,-2.391416,-1.551169,-1.931022,-1.453717,"3"
-0.4193105,-2.552329,-0.7254638,0.1819882,1.227943,-3.442019,0.5313927,-2.273998,-1.595535,"3"
-0.5261085,-2.068304,-1.404458,-0.1059162,1.254761,-2.933697,-1.29244,-2.217325,-0.9142927,"3"
-0.3273936,-2.504701,0.1365394,0.2428677,0.824877,-4.635629,-0.565986,-2.62279,-1.831332,"3"
0.2965427,-2.065144,0.1908683,0.3490358,0.6265799,-3.272804,-0.8896488,-1.563509,-1.805453,"3"
-0.5878867,-1.637837,-1.056128,0.09157594,1.055879,-4.615221,-0.2134408,-2.350725,-1.317142,"3"
-0.061131,-2.056507,-0.2851519,-0.5940261,1.362079,-2.7774,-1.064791,-2.271086,-1.669188,"3"
0.2040015,-2.043302,-1.041571,0.2268168,1.103202,-3.798694,-1.280854,-2.409057,-1.099613,"3"
0.2424755,-2.859455,-0.01227503,0.2302383,0.857941,-3.79424,-1.550226,-3.402198,-2.204551,"3"
0.5337997,-1.529241,-1.050966,0.293341,1.782567,-0.9296293,-0.9390477,-2.229335,-1.137249,"3"
-1.940027,-2.877061,-1.096614,-1.610939,-2.291645,-2.69711,1.413982,0.3438734,-2.524479,"1"
-1.051824,-2.887775,-1.085005,-1.664422,-1.520054,-1.549755,0.1139535,0.8247455,-2.131999,"1"
-0.9686372,-2.748872,-1.395941,-2.069095,-1.344385,-2.440698,1.101707,0.8445799,-1.673976,"1"
-2.683846,-2.117767,-0.847698,-0.435409,-1.629641,-2.680922,1.142693,0.1861476,-1.836339,"1"
-1.207646,-2.47813,-0.6358221,-2.175952,-1.925519,-1.926892,0.7852705,1.321169,-1.222476,"1"
-1.684161,-2.053384,-1.104731,-1.822631,-0.3046248,-2.893176,0.6119371,0.8088391,-0.8262215,"1"
-2.258568,-2.308603,-1.312672,-2.407946,-1.352473,-2.960365,0.05154826,0.6124793,-0.8641728,"1"
-1.146333,-3.007805,-2.053384,-3.125841,-1.857258,-0.3429129,0.3080728,0.28563,-1.49388,"1"
