"var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var107","var123","var129","var174","var187","var246","var248","var255","var276","var368","var422","var509","var545","var554","var566","var603","var742","var819","var842","var846","var1003","Class"
1.163932,-2.686778,0.04497337,-2.085057,-0.7050174,1.138057,1.311194,0.6106348,0.2316671,1.064745,1.393022,0.0623173,1.301635,-1.690648,-2.253795,-1.597509,-2.272056,1.086978,0.210909,-1.4503,0.8309071,0.4741824,-0.2088709,-1.639897,1.372018,-1.136626,0.00856323,-1.232029,-1.697723,-0.3458763,1.282599,-0.951141,-2.429283,"2"
0.5036197,-2.645075,0.04008572,-2.956512,-1.587187,0.7705248,0.894127,0.1374114,-0.3050317,0.692597,0.9605373,-0.157707,0.6826422,-1.261249,-2.237734,-2.009169,-1.67451,0.8735085,-0.2724651,-1.615959,-0.5675724,0.03343478,-0.1938275,-0.7520483,1.497903,-1.236496,0.524255,-0.9160408,-0.06999337,0.4515214,1.199965,-0.4560218,-2.251892,"2"
1.187203,-2.154165,-0.1136167,-2.288682,-1.266558,0.6817323,1.18142,0.3440151,-0.04625338,0.7311652,1.571508,-0.8540204,0.491031,-1.30453,-1.835085,-1.433805,-0.1631073,-0.2596779,-0.1852458,-1.664951,0.3151756,0.4134994,-0.6077037,0.7812038,0.6981845,-1.339029,0.395886,-1.65026,-1.31565,-0.04730127,1.269423,-1.140372,-1.708154,"2"
0.005982072,-1.657578,-0.843505,-2.268184,-1.20932,0.5190319,1.773273,-1.218072,-0.303676,0.5074198,1.591376,0.4615934,1.4418,-1.123007,-0.8458323,-1.536187,-1.118407,0.5122846,-0.4340189,-0.9142927,1.336579,1.428971,1.060633,1.321249,1.465591,-0.4780358,-0.9080746,-1.971125,-0.4974159,-0.02572815,1.844194,-1.662311,-1.063342,"2"
0.9968748,-1.440962,-0.996146,-1.518684,-0.9912837,0.5766134,1.174832,-0.3902317,-0.1571218,-0.3844867,1.506386,-0.436801,0.6040974,-1.35286,-1.603456,-1.413049,-1.331049,1.61917,0.4447499,-1.103223,1.417405,0.693647,-0.1320468,-0.7164158,1.207795,-1.056991,1.541609,-0.293566,-1.253864,-0.8991878,0.8010594,-1.296819,-1.515492,"2"
0.7221233,-2.497384,-0.1030299,-2.049494,-0.9260886,0.5422661,0.7760627,0.4452626,-0.4183984,0.4079952,1.908104,-0.626985,0.5863412,-1.492544,-1.462744,-1.891138,-1.354021,1.729654,0.1181385,-1.398772,-0.1545508,1.053371,-0.409925,-0.3218595,1.624149,-1.156453,1.671736,-0.6921477,-0.9856408,0.4281394,0.6905939,-1.063052,-1.535259,"2"
0.6142663,-2.092324,-0.001701447,-1.512765,-0.9765717,0.5625258,1.226155,0.7853617,0.05240268,0.4743069,2.049098,-0.5390536,0.703147,-0.9075788,-0.9308969,-0.9980432,-0.6375233,1.403397,-0.2215199,-1.796973,0.5868974,1.302097,-0.3897886,0.07445791,1.87017,-0.7080578,0.5109056,-1.04868,-0.7164158,0.01449445,1.429402,-0.9560716,-0.9996723,"2"
0.9984236,-1.712025,-0.7003732,-1.382701,-0.7435987,1.178932,1.908772,-0.2872822,-0.2878154,0.04363404,1.938166,-1.00076,0.7526418,-1.040438,-1.432967,-1.263723,-1.46404,1.547711,-0.503519,-1.033387,0.3383277,1.273406,-0.5493932,-0.954512,1.629946,-0.7459152,1.855954,-1.329536,-0.6343124,-0.6038551,1.425203,-1.275469,-1.700457,"2"
0.856753,-2.535779,-0.2725964,-1.677717,-0.8753887,1.03741,1.603541,-0.4001791,0.0605305,-0.01005034,1.893609,-0.3076127,1.340486,-1.901798,-1.959705,-1.707051,-1.547403,2.11031,-0.5457622,-0.9867132,0.1966353,1.010437,-0.657394,-0.5223923,2.083234,-1.00076,1.871541,-0.1174331,-1.609938,0.3524862,0.5362594,-1.938637,-1.799993,"2"
0.6570536,-1.378326,-0.5542552,-1.998046,-1.089752,0.9530083,2.002925,0.3042442,0.5693398,0.3511497,1.315147,0.05391984,-0.2373693,-1.540845,-1.495663,-0.9956045,1.561549,1.90163,-1.023598,-1.942117,2.109946,-0.008132983,-0.5801757,2.021137,1.674101,-1.096315,0.03710309,-1.081165,-1.526476,-0.463783,0.7614131,0.3391116,-1.782602,"2"
1.285507,-2.248097,-0.5390536,-1.274395,-0.8092317,1.111825,1.44206,0.9566262,-0.001601281,0.6941966,2.029056,-0.370629,0.8483544,-1.859824,-1.729912,-1.962548,-1.000488,0.6409587,-0.5086613,-2.081043,0.6776274,0.583946,-0.9339457,0.05078817,1.299374,-1.307483,1.565277,-1.639897,-2.000261,-1.653912,0.4746802,-1.178955,-2.051826,"2"
0.7659329,-2.337177,-0.6947485,-1.508688,-0.7760941,1.110244,1.865227,-0.1972322,0.07936556,-0.1281743,1.902152,-0.9416085,1.184576,-1.638867,-2.138767,-1.712025,-0.9152912,1.580009,-0.1558354,-1.92278,0.9548189,1.38934,-0.5459348,-0.4298603,1.798553,-1.209991,-0.1700768,-1.782602,-0.9085706,0.2359413,0.8518162,-0.7843857,-1.833832,"2"
0.8382427,-1.833207,-0.5471439,-0.6808234,-0.7865791,2.452728,2.374962,0.2571971,-0.5033536,-0.02050888,1.791759,-0.4076675,-1.354796,-1.006763,-1.958286,-1.655482,-1.804237,2.000804,-0.1926143,-2.199126,0.03014116,0.4205507,-0.3136155,-0.5466255,0.8896182,-0.8523774,1.088192,-1.240291,-0.4574428,-0.2347102,0.3205606,-1.321256,-1.79276,"2"
0.313496,-1.797576,-0.3166304,0.3557145,-2.126114,0.2980284,1.909557,0.1708392,0.1452253,-0.1333028,2.210536,-0.7620686,0.7338092,-1.751578,-0.09442058,0.03893221,0.952854,0.9265183,-0.2336991,-0.6254885,0.4071304,-2.147292,0.5161116,2.244628,-0.06560576,0.9553191,-1.595042,-0.3450287,0.7069021,-1.992164,0.5513532,-1.688481,0.4948182,"4"
0.7376424,-1.056703,-1.782602,-1.598498,-1.006215,1.187996,1.153984,0.3332528,-0.08741146,-0.2415621,1.711958,-0.4220519,0.1209779,-1.212677,-0.3044892,-0.157707,1.508954,-0.5535592,-0.1384578,-1.399582,-0.02757677,-1.05843,-0.0692429,1.814515,-0.6587458,-0.04992581,-1.054691,0.2551072,-0.6337468,0.1292723,0.6714127,-1.288079,-0.2699731,"4"
1.026257,-2.640859,-0.05013607,-1.033387,-2.001,1.632236,1.51017,0.6803658,-0.2011375,0.7675123,1.861798,-0.5271244,-0.2248951,-0.6620362,-0.836325,-1.4503,2.424643,-0.7145751,-0.2980018,-2.869981,-2.813411,-0.2896841,0.000499875,2.52704,0.7425562,1.880869,-0.8646475,0.4304829,-0.148268,0.2158369,0.5858403,-1.240983,-0.065072,"4"
0.2157563,-1.085597,-1.546463,0.2784647,-1.532477,-0.2547632,1.674383,-0.1374247,-0.05171444,0.0617534,1.305843,-0.3969019,-0.09717191,-1.889813,0.8274158,-0.874669,1.727772,-1.102319,-0.8081092,-2.628315,-0.04342956,-1.477095,-0.06166266,1.804643,0.07547846,-0.1734015,-1.188099,-0.4604494,0.09984533,0.3882511,0.4617194,-1.84833,0.3565549,"4"
-0.1619309,-1.025827,0.03101405,0.2958734,-1.82573,-0.06091841,1.427628,0.328152,0.03169245,0.8882616,1.263985,-0.2830263,0.3544525,-1.9951,-0.2611051,-1.332564,1.627533,-1.383099,-0.5807118,-1.169893,-1.090644,-0.3971994,0.2787675,1.583238,-0.3514032,1.093298,-1.515037,0.3583036,0.6004835,0.3789158,0.03207989,-1.064211,0.625457,"4"
0.3710117,-1.813392,-0.953214,0.1127928,-1.852147,-0.0697789,1.931565,-0.3649952,0.2352302,0.03748844,1.830948,-0.02922286,0.8092844,-1.311929,0.355294,-1.590126,1.824936,-0.9560716,-0.5198664,-2.066723,-0.9829649,-1.274038,0.08194858,1.823258,0.1715134,-1.033668,-1.199981,-0.4097744,-0.1505904,-0.02613866,0.6450068,-2.407946,0.1150237,"4"
-0.03180031,-0.0790432,-0.573588,-2.556188,-0.2647471,0.3333244,1.088461,0.6430111,0.4469909,1.080109,1.108695,0.5199241,1.026866,-1.820159,-1.634243,-1.21672,1.428467,-0.6126738,-0.6460728,-1.643512,-1.545056,-1.876011,0.2580473,1.435323,0.3784364,-1.859824,-2.534517,0.3096148,-0.3578185,0.05211795,1.147879,-2.042531,-0.7940731,"4"
0.3067491,-1.259133,-1.851509,0.4583105,-1.7065,0.1883036,1.764594,-0.2625343,-0.3276711,-0.7819784,2.631054,-1.804845,0.5086833,-1.293168,-0.9720677,0.4030622,0.6173994,-0.6066026,-0.801178,-1.820776,0.6826927,-1.10262,-0.4615594,2.431638,-0.6502793,-0.6597124,-1.259838,-1.513673,-0.8787541,-0.3329584,0.5704144,-1.258781,0.02058663,"4"
0.4324316,-2.700082,-0.4021207,0.1307651,-3.216379,-0.5533852,1.809714,-0.6416939,-0.3400988,0.03372487,2.029713,-0.3974969,0.4221255,-2.582299,0.1917767,-1.230659,1.319299,-0.671973,-0.2497442,-2.079442,0.2302383,-1.80667,0.6240114,2.109413,-0.156303,-0.08555789,-1.615456,0.6621208,-0.08088473,-0.463942,0.8067437,-3.162968,0.01410012,"4"
0.8929402,0.02683665,-0.06262036,-2.216407,-0.9771029,0.8870267,1.265595,0.7777181,0.4787156,1.097812,1.411011,0.25278,0.8894538,-2.291645,-2.403511,0.2384656,1.106481,-0.7402388,0.08378953,-0.4480073,-1.611941,-1.320132,0.3645042,1.508224,0.2184124,-1.240983,-2.383795,0.06485097,-0.3875761,-1.297185,1.330359,-1.549755,0.2568878,"4"
0.1084059,0.3235317,-1.338266,-2.613195,-0.5266163,0.6773734,1.461054,-0.2358489,0.308587,0.4323667,1.579102,0.4940253,0.7899108,-1.328403,1.456077,-0.744651,1.927281,-0.5573933,0.5188533,-1.639382,1.122687,-0.02963481,0.1963066,1.978004,0.2799775,1.855407,-1.96326,0.602073,-0.1624013,0.05467756,1.169537,-0.451928,1.026006,"4"
0.7331368,-0.09025299,-0.5436932,-2.698595,-0.3774609,0.6252965,1.394287,0.2395679,0.3543823,0.7858175,1.455051,0.2508365,0.6254035,-0.5271244,1.044825,-0.2546342,1.622631,-0.3582476,-0.03417745,-1.102319,0.6687008,-0.1824816,-0.0849045,1.609358,0.4121097,1.376446,-1.968974,0.646789,-0.8400244,-0.4732088,1.134751,-1.903809,0.991324,"4"
0.2394105,-0.7642136,-0.06785067,-2.688248,-0.9339457,1.182616,1.570884,0.4229775,0.4545092,0.4703786,1.823274,-0.3651392,-0.5594908,-1.232715,1.105389,0.07788654,1.958319,-0.5987465,-0.5554744,-0.409172,-0.6182253,0.5637216,-0.2789206,1.871525,-0.2034635,0.4146891,-2.395797,1.283929,0.0593061,-1.992164,1.595582,-1.857899,0.1935911,"4"
1.242309,0.2511477,-1.092133,-2.415754,-1.133514,0.8693249,1.413691,0.6869782,-0.09014355,1.04767,1.427868,0.1491956,0.489132,-1.218748,1.095307,-0.00040008,2.078541,-0.7612119,-0.05858296,-0.5020311,0.927824,-1.250017,-0.346159,2.098202,0.735488,1.428923,-1.671313,0.5254975,-0.8027389,0.5149172,1.344508,0.0280042,0.5558372,"4"
0.6202539,-0.6462636,-0.3844867,-1.199649,-0.9135445,1.25937,1.985543,-0.1026974,0.6527418,-0.1684187,1.362437,-0.3586769,0.3981048,-0.9945226,1.880792,-0.3720787,2.401244,0.02936461,-0.6234346,-1.284099,1.455144,-0.713554,-0.2868824,2.288831,0.4203537,1.112647,-0.8758688,-0.5013705,-0.4531858,0.2506031,-0.02767957,-0.69555,0.2175278,"4"
1.131821,-0.9390477,-0.932166,-1.236152,-2.195526,1.739922,1.701087,0.4304829,-0.2704972,0.2489672,1.513191,-0.3701945,0.09020627,-1.883217,-0.5207076,-0.283159,2.438339,0.006776984,0.09984533,-2.45807,0.01350835,-0.8881893,0.2220229,2.489181,0.2277728,-0.1228458,-1.489435,0.6719746,-1.098112,0.9934,0.8162936,-0.6062358,-0.8622761,"4"
0.7066555,-0.5974734,-0.9975008,-1.014179,-0.4889011,1.760252,1.950044,-0.4405225,-0.6335584,0.825096,2.513219,0.1699959,-0.07915144,-1.80363,1.237243,-1.043272,-0.244878,0.06803241,-0.531879,-2.046394,-1.245489,-1.001849,-0.02132579,2.943639,-1.107451,2.32177,-1.13538,0.3453612,-1.789761,-0.6115672,1.617446,-1.049536,-1.010052,"4"
0.8025844,0.6547701,-1.223156,-1.736136,-0.953214,1.686362,1.965685,0.2198582,0.2709427,0.5714879,1.882925,0.1438406,0.7528773,-1.594057,0.629728,-1.206643,2.393339,-0.7857012,-0.492822,-1.580365,1.21755,-0.7689489,-0.2621443,2.367577,0.5371949,1.011492,-0.5093267,0.1890489,-1.205975,-0.6857744,0.979303,-0.3821393,0.2216224,"4"
0.2442003,-0.2523149,-1.508688,-1.943513,-1.79036,-0.7457044,2.250397,0.5745325,0.1698272,0.2569651,2.20441,-0.09080036,0.1579435,-1.897787,-0.5767874,-1.04384,1.680884,-0.9670578,-0.01877516,0.1019246,0.2097746,-2.542112,-1.067986,2.051839,1.045106,-0.6147058,-0.2451336,-1.245489,-0.2838229,1.201199,1.028833,-0.596202,-0.5161732,"4"
0.7079373,-0.347149,0.0429637,-2.286712,-1.538514,-1.118101,2.864085,0.8072791,0.5519868,0.2907274,2.323563,-1.387495,-0.954512,-1.745831,0.3068227,-0.340661,2.950269,-1.549755,-1.057566,-0.4621942,-1.632707,0.4473745,-0.6204545,3.486154,0.3098349,-0.5864476,-1.114742,-1.802416,-1.388296,-1.385894,1.95229,-1.50914,-0.3339355,"4"
0.2240232,-1.495217,0.3864182,-2.297598,-0.8319496,1.045809,1.257921,0.3469882,-0.6392273,0.6413274,1.395105,0.1061602,-2.161954,-1.830708,-1.587187,-2.709051,1.350356,-1.439695,-0.4777133,1.002065,-1.253513,-1.236496,0.8417827,1.544686,-0.08012604,-2.04562,-2.99174,-2.345493,1.386819,-2.935578,-0.5773216,-2.667868,-1.975442,"3"
0.216884,-2.058072,1.061257,-2.121097,-0.7213409,0.3359721,1.081229,-0.1634605,0.8288574,0.3865541,1.300192,-0.1718565,-2.200931,-1.603953,-1.937942,-1.910543,1.046933,-1.00076,0.4488438,0.3848542,-0.5992926,-1.015559,0.8161167,1.315308,0.1986869,-1.250366,-1.623537,-2.052605,1.125157,-2.344449,-1.572624,-1.996572,-1.679324,"3"
-0.2429637,-1.949818,0.1507449,-1.918003,-1.211669,0.9384827,1.741413,-0.8105803,0.5404038,-0.08359902,1.976966,0.02244619,0.03469124,-1.351313,-1.237874,-1.94561,2.185332,-1.597015,0.07139,1.125092,-0.7094798,-0.6749144,1.028011,2.093936,0.4837216,-1.18417,-1.914605,-1.629131,1.336579,-2.391416,-1.551169,-1.931022,-1.453717,"3"
-0.4193105,-2.552329,0.3343271,-0.08741146,-2.359155,-0.1594648,1.581244,-0.5257701,-0.5739429,0.01400152,1.340172,-0.1090339,-1.606941,-1.15233,-1.92278,-2.721135,-0.9602426,-0.7254638,-0.2156715,0.1819882,-0.8442027,-1.606941,0.7232883,-1.398367,-0.009848336,-1.931022,-1.497002,-2.015153,1.227943,-3.442019,0.5313927,-2.273998,-1.595535,"3"
-0.5261085,-2.068304,-1.134136,0.2332523,-1.979053,0.1577727,1.516862,-0.5723465,-0.2775997,0.06100102,1.437439,0.0185273,-2.335108,-1.889813,-1.959705,-2.430418,-1.729348,-1.404458,-1.112914,-0.1059162,-0.008939842,-1.139747,0.4388999,-1.543182,-0.5497397,-1.853422,-1.373181,-2.842153,1.254761,-2.933697,-1.29244,-2.217325,-0.9142927,"3"
-0.3273936,-2.504701,-0.4480073,0.4814998,-2.130314,0.2654365,1.690114,-0.4552333,0.0453557,0.350516,1.62109,-0.3803823,-1.915284,-2.640859,-2.639457,-3.733877,-3.310443,0.1365394,-0.5101592,0.2428677,-0.07526248,-2.43726,0.8453102,-2.782235,-0.4633061,-2.069095,-1.285183,-3.564893,0.824877,-4.635629,-0.565986,-2.62279,-1.831332,"3"
0.2965427,-2.065144,1.160742,0.4363176,-2.278869,-0.3945252,1.417454,-0.3379934,0.9948061,0.5952587,1.541887,-0.4455062,-2.04099,-1.702102,-2.097198,-2.854233,-0.4812668,0.1908683,0.1210665,0.3490358,0.4222567,-2.108664,0.5789141,0.585005,0.5777363,-1.291348,-1.715354,-2.47813,0.6265799,-3.272804,-0.8896488,-1.563509,-1.805453,"3"
-0.5878867,-1.637837,-0.3465832,0.4916428,-1.698816,0.5237813,1.855188,-0.3629805,-0.2915562,0.1654297,1.922378,0.0453557,-2.534517,-2.582299,-1.84074,-3.042824,0.4262476,-1.056128,-1.184824,0.09157594,-0.05213575,-1.342086,0.5699621,1.653991,-1.142251,-1.858541,-2.796881,-2.4986,1.055879,-4.615221,-0.2134408,-2.350725,-1.317142,"3"
-0.061131,-2.056507,0.6195006,0.3079258,-1.881903,0.291699,1.559806,-0.4576009,0.5915573,0.5352645,1.714446,-0.02296161,-1.309704,-1.613446,-1.852784,-2.69711,-1.629641,-0.2851519,-0.4106787,-0.5940261,0.2049796,-2.191939,1.237069,-1.00076,0.2781619,-1.718695,-0.7892176,-2.047168,1.362079,-2.7774,-1.064791,-2.271086,-1.669188,"3"
0.2040015,-2.043302,0.2456875,0.1144887,-2.139616,0.5525049,1.408961,0.1365394,1.255815,0.2755842,1.427916,-0.04489277,-2.000261,-1.422129,-0.6804284,-2.400198,0.488764,-1.041571,-0.2886158,0.2268168,-0.08392523,-3.072613,1.209498,1.07606,-1.033949,-1.805453,-1.704848,-1.972562,1.103202,-3.798694,-1.280854,-2.409057,-1.099613,"3"
0.2424755,-2.859455,0.2603623,0.3612345,-2.69711,0.4368992,1.933418,-0.4007761,1.050787,0.1176941,1.772475,0.3377571,-1.971125,-3.313187,-2.24055,-2.835316,-1.104429,-0.01227503,-0.4055651,0.2302383,0.1054405,-2.700082,0.8823202,-0.03946874,-0.08599371,-2.024953,-0.5071657,-3.579129,0.857941,-3.79424,-1.550226,-3.402198,-2.204551,"3"
0.5337997,-1.529241,0.436059,0.5837786,-1.648179,-0.01298393,1.736106,0.1288329,0.3491769,0.7904554,1.671699,-0.4481639,-1.343618,-2.328929,-1.952633,-2.985782,-4.000854,-1.050966,-0.2643562,0.293341,0.1791499,-2.432694,0.824614,-3.557851,0.04094999,-1.547403,-1.357124,-0.9160408,1.782567,-0.9296293,-0.9390477,-2.229335,-1.137249,"3"
-1.940027,-2.877061,0.07129688,-2.121932,-0.9326742,0.84998,1.203993,0.09048035,0.8189425,0.6291952,1.540431,0.321141,-2.126114,-0.2241441,-2.04176,-2.077843,-2.124439,-1.096614,-1.958286,-1.610939,0.9577014,-1.435905,0.3038015,-2.141317,-0.8178038,-1.459726,-2.571773,-2.51084,-2.291645,-2.69711,1.413982,0.3438734,-2.524479,"1"
-1.051824,-2.887775,0.6408534,-2.085057,-1.087079,0.695644,1.50964,0.7975072,0.3704595,1.027939,1.650849,0.1576019,-2.254748,-0.1497769,-1.571661,-1.649739,-1.871452,-1.085005,-1.283016,-1.664422,1.535813,-1.486778,-0.4967584,-1.677717,-0.9942523,-1.089157,-2.902242,-0.5428324,-1.520054,-1.549755,0.1139535,0.8247455,-2.131999,"1"
-0.9686372,-2.748872,0.3336826,-1.144133,-0.7721904,0.7488184,1.209677,0.4921931,0.501684,1.122492,1.398791,0.132168,-2.647896,-0.05361177,-1.905824,-1.549755,-2.224699,-1.395941,-1.199317,-2.069095,1.330676,-1.412638,0.2436518,-1.789761,-0.3862509,-1.316768,-2.787093,0.3073376,-1.344385,-2.440698,1.101707,0.8445799,-1.673976,"1"
-2.683846,-2.117767,-0.5232356,-2.174192,-0.4489469,0.5430217,1.338731,0.1942501,0.599276,0.6373702,1.527772,0.287357,-1.817077,0.2314291,-1.831957,-1.789163,-1.751001,-0.847698,-1.515037,-0.435409,1.512288,-1.2269,0.4120434,-1.023319,-0.1537341,-1.427116,-2.569158,-1.770194,-1.629641,-2.680922,1.142693,0.1861476,-1.836339,"1"
-1.207646,-2.47813,0.09430968,0.2734564,-1.113218,-0.2836901,1.105985,0.8012838,0.3815822,0.7148108,1.480194,-0.5461074,-2.939352,-0.2352161,-1.746977,-2.047168,-2.248097,-0.6358221,-2.336142,-2.175952,1.739097,-1.634756,0.1398489,-2.346537,-0.951141,-1.878625,-1.71758,-1.347843,-1.925519,-1.926892,0.7852705,1.321169,-1.222476,"1"
-1.684161,-2.053384,0.5638354,0.3144457,-2.052605,-0.6301724,1.570967,0.1373242,1.036985,0.9736536,1.509463,-0.2471801,-2.30559,-0.05045154,-1.530627,-2.339249,-3.182062,-1.104731,-2.189256,-1.822631,1.704494,-1.667597,0.3241827,-1.992897,0.08691137,-2.028748,-1.61445,-2.828524,-0.3046248,-2.893176,0.6119371,0.8088391,-0.8262215,"1"
-2.258568,-2.308603,-1.443076,0.2330939,-1.779633,-0.03066541,1.532665,-0.4084195,0.7951621,0.3762422,1.762142,-0.1963799,-2.795243,0.2689579,-1.404866,-2.020418,-2.24526,-1.312672,-2.416874,-2.407946,1.718149,-1.422543,0.1544364,-1.895788,-0.735846,-1.712579,-1.414282,-0.8365558,-1.352473,-2.960365,0.05154826,0.6124793,-0.8641728,"1"
-1.146333,-3.007805,-0.02932583,0.2378351,-2.859455,0.04229291,1.318417,-0.5404261,0.1830713,0.5034384,1.73725,-0.140182,-2.63666,0.3290159,-2.011409,-2.135377,-2.375156,-2.053384,-1.501032,-3.125841,1.847257,-1.150432,0.5388882,-1.779633,-0.8287378,-1.931022,-1.087376,-2.427015,-1.857258,-0.3429129,0.3080728,0.28563,-1.49388,"1"
