"var36","var37","var39","var40","var41","var760","var1144","var1779","var1834","var1882","var2288","var2349","var2642","var3320","var4847","var5039","var5552","var5772","var6041","var6200","var6201","var6218","var6884","Class"
2.00432137378264,2.00432137378264,2.89872518158949,2.0899051114394,3.1914510144649,2.00432137378264,3.20085049809108,2.00432137378264,2.14921911265538,2.00432137378264,2.00432137378264,2.00432137378264,2.17026171539496,2.79726754083072,2.00432137378264,2.24303804868629,3.56596581744667,3.45545396877863,2.32428245529769,2.27875360095283,3.10687054447865,2.00432137378264,2.38021124171161,"-1"
2.00432137378264,2.00432137378264,3.91907809237607,3.62376600013393,3.72851610475977,2.48713837547719,2.23044892137827,3.16226561429802,2.45939248775923,2.03342375548695,2.00432137378264,2.61909333062674,3.39880773020326,2.87390159786446,2.61172330800734,2.41329976408125,3.75633176732106,2.7419390777292,2.16731733474818,3.26857797188284,3.56643749219507,2.00432137378264,2.01283722470517,"-1"
2.00432137378264,2.30749603791321,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.85733249643127,2.00432137378264,2.1846914308176,2.00432137378264,2.00432137378264,2.00432137378264,3.70552161342267,2.8494194137969,2.86033800657099,2.30535136944662,4.14251460499937,3.67641923171836,2.91698004732038,2.00432137378264,2.06818586174616,2.00432137378264,2.13672056715641,"-1"
2.00432137378264,2.26951294421792,2.9604707775343,2.7664128471124,3.28262211287806,2.51719589794997,2.93449845124357,2.00432137378264,2.16435285578444,2.91434315711944,2.00432137378264,2.8109042806687,2.19312459835446,2.93701610746481,2.55750720190566,2.25767857486918,2.9304395947667,3.18610837981321,2.71096311899528,2.00432137378264,2.00432137378264,2.00432137378264,2.69722934275972,"-1"
2.77451696572855,2.89042101880091,3.83257277484618,3.84179729887436,3.4379090355395,2.11058971029925,2.8208579894397,2.52374646681156,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.76102525171137,2.71264970162721,2.97266559226611,2.79657433321043,3.93293014283079,3.72525806635996,2.64443858946784,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,"-1"
2.00432137378264,2.06069784035361,2.00432137378264,2.00432137378264,2.00432137378264,2.12710479836481,3.01494034979294,3.55181582235102,2.30749603791321,2.00432137378264,2.00432137378264,2.05307844348342,3.56229286445647,2.91698004732038,2.92890769024395,2.51982799377572,3.72073797701843,3.63618689519872,2.00432137378264,2.00432137378264,2.00432137378264,2.24303804868629,2.26717172840301,"-1"
2.00432137378264,2.42488163663107,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.65127801399814,3.15896526038341,2.45788189673399,2.57518784492766,2.00432137378264,3.72435780422643,2.34044411484012,3.26434550705009,2.9670797341445,2.89486965674525,3.5532760461371,3.85467033189534,3.57472558359407,2.00432137378264,2.45178643552429,2.17609125905568,2.69196510276736,"-1"
2.00432137378264,2.00432137378264,2.92064500140679,2.97034687623009,2.43775056282039,2.00432137378264,2.40312052117582,2.26717172840301,2.15228834438306,2.00432137378264,2.00432137378264,2.00432137378264,3.52374646681156,2.94645226501307,2.59217675739587,2.4983105537896,2.97909290063833,3.07151380509509,2.2405492482826,2.00432137378264,2.13672056715641,2.25527250510331,2.05307844348342,"-1"
2.00432137378264,2.10380372095596,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.01786771896351,2.68033551341456,2.19312459835446,2.00432137378264,2.00432137378264,2.00432137378264,3.43088094645289,3.11727129565576,2.78958071216443,2.16731733474818,4.02710486587935,3.53504081325116,2.42488163663107,2.00432137378264,2.00432137378264,2.00432137378264,3.70671778233676,"-1"
2.00432137378264,2.65224634100332,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.23502315949522,2.57978359661681,2.25767857486918,2.31386722036915,2.00432137378264,2.9982593384237,3.91110431780404,2.91275330367132,2.91803033678488,2.80413943233535,4.18633466325295,3.83701994854091,2.9532763366673,2.38560627359831,2.07918124604762,2.36735592102602,3.91954875896885,"-1"
2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.10380372095596,2.78175537465247,2.00432137378264,2.14612803567824,2.00432137378264,2.00432137378264,2.6730209071289,3.44808766669234,2.58433122436753,2.00432137378264,2.5705429398819,3.862906213563,3.96274805335864,2.54157924394658,2.26717172840301,2.07554696139253,2.19589965240923,2.29003461136252,"-1"
2.00432137378264,2.00432137378264,4.20414712521285,4.12648857070037,4.00311571709981,2.00432137378264,2.48429983934679,2.00432137378264,2.09691001300806,2.00432137378264,2.00432137378264,2.00432137378264,3.7322328802205,2.91698004732038,2.0899051114394,2.25767857486918,4.01724208454765,3.68457608738846,2.41329976408125,2.19312459835446,2.31597034545692,2.13987908640124,2.56584781867352,"-1"
2.00432137378264,2.00432137378264,4.20414712521285,4.20414712521285,3.76982025776359,2.00432137378264,2.59988307207369,2.00432137378264,2.03742649794062,2.62940959910272,2.00432137378264,2.00432137378264,2.94001815500766,2.86451108105839,2.00432137378264,2.8926510338773,3.40500466505037,3.48939592172713,2.49415459401844,2.17318626841227,2.16731733474818,2.00432137378264,2.16731733474818,"-1"
2.00432137378264,2.17026171539496,2.00432137378264,2.00432137378264,2.00432137378264,2.25042000230889,2.80821097292422,2.00432137378264,2.01283722470517,2.00432137378264,2.00432137378264,3.04218159451577,3.77495468908014,2.95424250943932,2.34830486304816,2.81690383937566,3.65485009056139,3.76462439785098,2.77378644498119,2.00432137378264,2.26951294421792,2.00432137378264,2.2148438480477,"-1"
2.00432137378264,2.28330122870355,3.69539410829111,3.42602301568988,3.63326641115542,2.00432137378264,2.47129171105894,2.13353890837022,2.3096301674259,2.00432137378264,2.00432137378264,2.95568775031351,3.70509361054787,3.06892761168207,2.84571801796666,2.60530504614111,4.01266853389633,3.27253777737524,2.02118929906994,3.6306312440205,3.96712658107641,2.00432137378264,3.72859724338343,"-1"
2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.05037975626146,2.29446622616159,2.11058971029925,2.00432137378264,2.00432137378264,2.27646180417324,3.91487181754005,2.90633504180509,2.63748972951251,2.28103336724773,3.93701610746481,3.51401618040065,2.87040390527903,2.00432137378264,2.26481782300954,2.00432137378264,2.99519629159718,"-1"
2.00432137378264,2.00432137378264,3.90058558664996,3.60260252042026,3.41246054742996,2.13987908640124,2.32221929473392,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,3.62169546232928,3.10957854690439,2.00432137378264,2.43775056282039,3.63083451782805,3.45909078960059,2.00432137378264,2.00432137378264,2.17897694729317,2.19033169817029,2.00432137378264,"-1"
2.00432137378264,2.12385164096709,3.02775720469055,2.69810054562339,3.3096301674259,2.41995574848976,2.01283722470517,2.63346845557959,2.50105926221775,3.03100428136354,2.00432137378264,3.60627385316999,2.00432137378264,3.21537315278342,3.34733001531695,2.86569605991607,3.78731875662455,2.90036712865647,3.13225968953104,4.02023694391081,4.18192929550323,2.48287358360875,3.4379090355395,"1"
2.00432137378264,2.00432137378264,2.64640372622307,2.00432137378264,2.00432137378264,3.19534605834842,2.37657695705651,3.34340859380386,2.74507479158206,3.84279639517558,3.81756536955978,3.39759243403812,2.6159500516564,3.40585839931764,3.52491514753987,3.11293997608408,3.26552533521907,3.11826472608948,3.34635297445064,3.21853550521653,3.4920616045126,4.03257847192431,3.95385629822499,"1"
2.00432137378264,2.13353890837022,2.00432137378264,2.00432137378264,2.00432137378264,3.98231646969207,2.37839790094814,2.54900326202579,3.05346260492546,4.1630420469142,3.8676442339031,2.56110138364906,2.53655844257153,3.58194965837332,3.79372055681352,2.81157500587059,3.15411952551585,2.68663626926229,3.66351247041516,3.47304880508854,3.81338080673386,3.34966598409663,3.14921911265538,"1"
2.00432137378264,2.00432137378264,3.95631253084119,3.585799009013,3.45606222445495,2.95182303531591,2.00432137378264,4.04945061813155,3.12678057701201,3.85967857662845,3.68430664607163,3.44746813094976,2.43616264704076,3.46893780566546,3.19005141775921,3.03582982525283,2.69897000433602,2.61172330800734,3.00774777800074,2.83821922190763,3.32159843046534,3.03542973818455,2.15533603746506,"1"
2.00432137378264,2.09342168516224,3.7160033436348,3.2718416065365,3.13545069934551,2.54157924394658,2.79865064544527,2.32221929473392,2.88930170250631,4.09131515969722,2.15228834438306,4.12185518216685,2.48713837547719,3.40414924920969,3.5182506513085,3.16672605558005,3.263399331334,3.02036128264771,3.34498141392726,3.85180851422824,4.10435051924274,2.57518784492766,3.05230909964732,"1"
3.30189771719521,3.23954972084047,3.09898963940118,2.00432137378264,2.47856649559384,3.00603795499732,2.00432137378264,3.90703495248342,2.64738297011462,3.56288738129388,3.30124708863621,2.64048143697042,2.00432137378264,3.13798673272353,3.54195347445824,3.18012587516405,3.37948681371727,2.52633927738984,3.62314587463794,4.11981654593722,4.20414712521285,3.62603224782902,3.53630587235103,"1"
2.00432137378264,2.26245108973043,2.70329137811866,2.00432137378264,2.06069784035361,2.86272752831797,2.31597034545692,3.84267163376079,3.16166741243774,3.18695633546541,3.68403703748652,3.68574173860226,2.85247999363686,3.3807537708039,3.46952747918701,3.25719842613934,2.66464197555613,3.05192391604611,3.07664044367034,3.56749689110422,3.90606554475524,3.24303804868629,2.21748394421391,"1"
2.00432137378264,2.00432137378264,3.33685982091681,3.24378191609379,2.9566485792052,2.931457870689,2.00432137378264,4.19843713532556,2.89320675305985,3.17084820364331,2.00432137378264,2.72754125702856,2.81624129999178,3.33000770087276,3.02160271602824,3.01661554755718,2.33645973384853,2.94497590841205,3.0948203803548,2.00432137378264,2.33645973384853,2.33645973384853,3.78979216773068,"1"
2.33645973384853,2.35793484700045,2.76417613239033,2.11727129565576,2.00432137378264,3.85186960072977,2.00432137378264,3.3023309286844,2.987219229908,4.20414712521285,3.66029616027073,2.00432137378264,2.00432137378264,3.59835270986928,3.68699356626468,3.02201573981772,3.64855515566267,2.67577834167409,3.76454971906447,4.06137707419389,4.20414712521285,2.5705429398819,2.89097959698969,"1"
3.10991586302379,2.90902085421116,3.3392526340327,3.19423674872383,2.94001815500766,3.58489634413745,2.00432137378264,3.001733712809,2.61172330800734,4.12375366875584,3.82994669594164,3.42291798076766,2.34044411484012,3.40483371661994,3.41713940972733,3.02734960777476,3.08707120590654,2.2718416065365,3.46701581843844,4.11327469246435,4.20414712521285,3.20057692675485,4.20414712521285,"1"
2.31806333496276,2.41664050733828,2.91381385238372,2.71096311899528,3.28757780907871,3.17840134153376,2.00432137378264,3.75610337158511,2.44090908206522,3.22063101944809,3.19589965240923,2.97772360528885,2.40140054078154,3.35926616460675,3.223236273103,3.40466270087372,3.11226976841727,2.83314711191279,3.02571538390134,3.7052648623174,4.00190670404089,2.86213137931304,4.20414712521285,"1"
