"","","","","","","","","","",""
-0.262423443211113,-0.925110545985889,-0.69017290384539,-0.859610110626355,-0.922231826895169,0.374189556538225,-0.997037524228474,1.12778390809688,1.44218181752986,-0.955374298415152,-1.17823812648641
-0.84745789157159,-0.944277651092495,1.29355758555376,1.39501538810648,-0.941434352474,-0.891079188494624,2.41314826599047,2.87934905732961,-0.734955144009769,-0.974168694829775,-1.19428787694066
-1.02042939424741,-0.93548367946994,-0.962967601164903,-0.870040823041083,-0.932607458865805,0.160044138508842,-0.588092130930669,1.23162171650692,-0.723737318194076,-0.965720848883203,2.67123349045396
0.0735399306061985,-0.9296135789044,-0.95666439487163,-0.865202014642987,-0.356946336872066,-1.15663406137885,0.0693544183402432,2.86577172011649,-0.473028602842344,-0.565071378813299,0.81371119292119
-0.832023513331962,-0.93108309243367,3.26544329371205,3.22789991690455,-0.928174049390533,0.995389983040749,-0.524045402832205,1.54737432998134,1.77632051565925,0.318405392911827,-0.452232420107479
-0.82986126141811,-0.927661447380436,-0.95510595996762,-0.862312562770816,0.278877882414614,0.296432432966905,0.0858434818758029,1.26858308175997,1.20456998803784,0.858071394064252,-1.18020354773965
-0.812571746482744,2.39252519953722,-0.855363338980965,-0.798063773102627,0.0465609888181858,-0.303096217908805,-1.12342606878678,-1.11714251423734,-1.18246668675525,-1.13199682112094,0.277601468848419
-0.817727947023902,0.129300302102016,-0.860835247797997,-0.803112958419209,1.4543377806361,-0.510815392592835,-0.66507732845065,-0.0340129895827939,1.67288941912376,0.397346904165362,0.581163433381892
1.36997300965811,-0.102668756930349,0.209618661793751,-0.844177275137355,1.43002915079879,-1.13591047316051,0.720746859639494,0.766059335439926,-0.700030574484405,-0.216189164829394,-1.15783240454625
3.32275750782459,-0.945891644901553,2.39257115658397,2.53069086248622,-0.943023775648287,-0.0729616449316426,-1.16708594468006,1.1471618543513,-1.22764536887375,-0.293171929102685,1.80170719845552
-0.822996710931132,1.3803726311002,1.69314907698337,1.8163981921994,1.03951963393537,-0.926823774269105,1.8507273437794,0.86241272597414,-0.712339306107765,0.497352382502266,0.202817856681146
2.34630170517086,0.264175394157617,1.15238071030842,1.354076412136,0.398797360402193,1.02845410810978,-1.1432707486414,-0.563441176251173,0.794633974801777,0.612188967393699,-0.82613969673661
-0.531966232154805,0.440236513052355,-0.857226208428869,-0.7997396976822,-1.11985938765647,1.02145451873212,-1.12616344078891,-1.11985935809698,0.347495531952857,-1.13476215448181,0.805650753840445
-0.825998492751767,-0.246756470086919,-0.869267088978547,-0.81132882499414,-1.13396412734169,-1.03797986364674,1.46038351433392,-1.13396409754992,1.0970527055694,-1.14898400834117,-0.507121810146554
-0.820695943126667,0.791277225147933,0.320477767678116,-0.150428548473736,0.215097459347219,0.130053710200691,1.98614246998166,-1.1262917825833,-0.540677164769928,0.0990926723569234,0.180572049848631
-0.834751471473346,0.0265647768235147,-0.878342772494339,-0.819972392059251,-1.14501397347485,-1.04831391121443,0.725211835335289,1.09196900465882,0.488994139951903,-0.538988378704148,-0.834751471473346
2.90118745374291,-0.924107134875905,-0.870938332248812,-0.812815470872339,-0.921271056685274,-1.15154648330391,-1.14285258559648,1.67599508039266,-1.20274149872321,0.61409571958904,0.172377237260246
-0.958051359902762,1.13707501937252,0.988168218630267,0.880001942132268,2.13115678694444,1.15783393100037,-0.454190256454716,-0.537476084902381,-1.22514629822857,-0.675033772052138,2.15205762016043
-0.822657089800644,-0.242101131526417,-0.0760444113422506,-0.0330415563578155,0.824105360120902,0.188389452125413,1.09649061069931,1.12284820858003,-0.618056360863473,-0.00994450427534195,-1.17212991408239
-0.175516495620754,-0.932790230327283,-0.96020567037011,-0.867510445461181,-0.929921176492053,-1.16287062347783,0.235774501238225,0.432152049835694,-0.721571634489538,-0.869016410697823,1.00157296714787
-1.16432489361788,-0.823085216330493,-0.942335163708175,-0.850822938344016,-0.147642279299487,0.27692179322232,-1.07643542327467,-0.912437173077348,-0.534191253669646,1.33353038615175,-0.449033891938763
-0.842169659496616,0.794545801853175,-0.885911541610903,-0.827339527466887,1.14986715464913,0.718752277062183,-1.15992704843234,-0.361477831842538,-1.06687848602552,1.01783736201077,1.522447838834
-0.816192662646035,-0.91208582434921,1.83340601600514,1.79814053873404,0.603486772942121,-1.13791864063672,-1.12928614140058,0.212460536767074,0.659980696537757,-0.27115200180916,0.273732850287034
