"k"	"w"	"num_featg"	"fitness_gbest"	"min_fit_x"	""
166	1.68438671494547	100	-111.73	-111.68	57
167	0.913838927541102	100	-111.73	-111.7	50
168	0.849984610451389	100	-111.73	-111.68	68
169	0.560774644714741	100	-111.73	-111.67	54
170	0.361717311572515	100	-111.73	-111.68	62
171	0.250130303174167	100	-111.73	-111.73	47
172	0.147465299352072	100	-111.73	-111.68	46
173	0.457929584127696	100	-111.73	-111.7	51
174	0.913838927541102	100	-111.76	-111.76	65
175	0.614826157186554	100	-111.76	-111.72	54
176	0.560774644714741	100	-111.76	-111.74	69
177	1.04811397056488	100	-111.76	-111.72	55
178	0.147465299352072	100	-111.76	-111.71	67
179	0.483001682874639	100	-111.76	-111.73	60
180	0.913838927541102	100	-111.76	-111.64	47
181	0.614826157186554	100	-111.76	-111.69	48
182	0.788223686876935	100	-111.76	-111.69	49
183	0.457929584127696	100	-111.76	-111.73	48
184	0.409021753141763	100	-111.76	-111.71	51
185	0.361717311572515	100	-111.76	-111.73	40
186	1.11868390480601	100	-111.76	-111.67	48
187	0.670709751809179	100	-111.76	-111.63	70
188	0.614826157186554	100	-111.76	-111.72	48
189	1.01370138727488	100	-111.76	-111.7	54
190	0.187507644646596	100	-111.76	-111.66	47
191	0.979857593956903	100	-111.76	-111.68	46
192	0.457929584127696	100	-111.76	-111.68	50
193	0.433271890722681	100	-111.76	-111.65	51
194	0.0898496721445403	100	-111.76	-111.72	70
195	0.788223686876935	100	-111.76	-111.66	45
196	0.560774644714741	100	-111.76	-111.62	41
197	0.913838927541102	100	-111.76	-111.68	50
198	1.50907652429438	100	-111.76	-111.67	56
199	0.534417071976595	100	-111.76	-111.66	48
200	0.293652490427113	100	-111.76	-111.71	50
201	0.250130303174167	100	-111.76	-111.66	44
202	0.946573189339634	100	-111.76	-111.7	48
203	0.187507644646596	100	-111.76	-111.66	47
204	0.385172435079683	100	-111.76	-111.67	49
205	0.788223686876935	100	-111.76	-111.7	40
206	1.34507261639306	100	-111.76	-111.66	43
207	0.108735698282149	100	-111.76	-111.72	64
208	0.457929584127696	100	-111.76	-111.68	46
209	0.483001682874639	100	-111.76	-111.66	53
210	1.19164581497889	100	-111.76	-111.7	59
211	1.42570799764338	100	-111.76	-111.65	45
212	0.108735698282149	100	-111.76	-111.68	49
213	0.338649867157356	100	-111.76	-111.65	48
214	0.271710058551378	100	-111.76	-111.69	60
215	0.508495151596601	100	-111.76	-111.7	43
216	0.01737598286245	100	-111.76	-111.63	46
217	0.788223686876935	100	-111.76	-111.63	63
218	0.271710058551378	100	-111.76	-111.67	48
219	0.0530089360076549	100	-111.76	-111.69	54
220	0.385172435079683	100	-111.76	-111.71	67
221	1.42570799764338	100	-111.76	-111.7	50
222	0.728487527215084	100	-111.76	-111.66	46
223	1.59527083661968	100	-111.76	-111.67	70
224	1.68438671494547	100	-111.76	-111.71	64
225	1.22904899111128	100	-111.76	1e+21	51
226	1.01370138727488	100	-111.76	-111.64	50
227	0.699357904353821	100	-111.76	-111.69	61
228	0.0712758045620736	100	-111.76	-111.69	48
229	1.46704490014855	100	-111.76	-111.71	48
230	0.385172435079683	100	-111.76	-111.69	52
231	0	100	-111.76	-111.68	47
232	1.26708077737925	100	-111.76	-111.76	53
233	1.26708077737925	100	-111.76	-111.68	59
234	0.0898496721445403	100	-111.76	-111.66	48
235	0.385172435079683	100	-111.76	-111.68	52
236	0.534417071976595	100	-111.76	-111.64	49
237	0.385172435079683	100	-111.76	-111.65	46
238	0.0712758045620736	100	-111.76	-111.65	49
239	0.560774644714741	100	-111.76	-111.74	63
240	0.788223686876935	100	-111.76	-111.7	54
241	1.11868390480601	100	-111.76	-111.64	46
242	0.0530089360076549	100	-111.76	-111.66	47
243	1.68438671494547	100	-111.76	-111.68	52
244	1.19164581497889	100	-111.76	-111.69	50
245	1.34507261639306	100	-111.76	-111.72	67
246	1.46704490014855	100	-111.76	-111.71	57
247	0.338649867157356	100	-111.76	-111.64	48
248	0.587575191528505	100	-111.76	-111.69	63
249	1.59527083661968	100	-111.76	-111.68	48
250	1.59527083661968	100	-111.76	-111.63	51
251	1.50907652429438	100	-111.76	-111.68	45
252	1.11868390480601	100	-111.76	-111.68	52
253	0.293652490427113	100	-111.76	-111.69	47
254	1.26708077737925	100	-111.76	-111.71	58
255	0.108735698282149	100	-111.76	-111.64	44
256	0.849984610451389	100	-111.76	-111.72	69
257	1.30575173841242	100	-111.76	-111.66	65
258	0.849984610451389	100	-111.76	-111.73	65
259	0.01737598286245	100	-111.76	-111.7	60
260	0.670709751809179	100	-111.76	-111.68	48
261	0.127939129214709	100	-111.76	-111.66	55
262	0.250130303174167	100	-111.76	-111.68	64
263	1.30575173841242	100	-111.76	-111.68	66
264	0.208034942934926	100	-111.76	-111.69	47
265	0.642535111576797	100	-111.76	-111.65	51
266	1.68438671494547	100	-111.76	-111.69	46
267	0.338649867157356	100	-111.76	-111.65	46
268	0.108735698282149	100	-111.76	-111.64	66
269	1.46704490014855	100	-111.76	-111.64	39
270	0.167319632755942	100	-111.76	-111.69	66
271	0.187507644646596	100	-111.76	-111.71	55
272	0.208034942934926	100	-111.76	-111.65	56
273	0.728487527215084	100	-111.76	-111.69	50
274	0.849984610451389	100	-111.76	-111.64	46
275	1.46704490014855	100	-111.76	-111.68	66
276	0.483001682874639	100	-111.76	1e+21	46
277	0.614826157186554	100	-111.76	-111.66	48
278	1.26708077737925	100	-111.76	-111.72	50
279	0.0350439922336723	100	-111.76	-111.68	60
280	1.34507261639306	100	-111.76	-111.65	66
281	0.534417071976595	100	-111.76	-111.66	55
282	0.250130303174167	100	-111.76	-111.66	57
283	1.34507261639306	100	-111.76	-111.66	58
284	0.728487527215084	100	-111.76	-111.69	49
285	0.913838927541102	100	-111.76	-111.66	37
286	0.508495151596601	100	-111.76	-111.69	49
287	1.11868390480601	100	-111.76	-111.74	49
288	0.271710058551378	100	-111.76	-111.73	74
289	0.0898496721445403	100	-111.76	-111.67	47
290	1.42570799764338	100	-111.76	-111.66	50
291	0.315963694062429	100	-111.76	-111.67	65
292	1.26708077737925	100	-111.76	-111.76	67
293	0.108735698282149	100	-111.76	-111.73	45
294	0.560774644714741	100	-111.76	-111.68	61
295	1.50907652429438	100	-111.76	-111.66	63
296	0.147465299352072	100	-111.76	-111.71	72
297	0.361717311572515	100	-111.76	-111.64	64
298	1.11868390480601	100	-111.76	-111.68	49
299	0.385172435079683	100	-111.76	-111.66	49
300	0.699357904353821	100	-111.76	-111.67	64
301	0.728487527215084	100	-111.76	-111.71	50
302	1.42570799764338	100	-111.76	-111.68	51
303	1.55181454580227	100	-111.76	-111.69	48
304	0.271710058551378	100	-111.76	-111.64	48
305	0.913838927541102	100	-111.76	-111.69	54
306	0.228907229780227	100	-111.76	-111.71	45
307	1.42570799764338	100	-111.76	-111.67	64
308	0.508495151596601	100	-111.76	-111.7	54
309	0.315963694062429	100	-111.76	-111.66	42
310	1.50907652429438	100	-111.76	-111.74	50
311	0.642535111576797	100	-111.76	-111.72	54
312	0.670709751809179	100	-111.76	-111.66	33
313	0.361717311572515	100	-111.76	-111.68	49
314	1.19164581497889	100	-111.76	-111.65	52
315	0.534417071976595	100	-111.76	-111.67	48
316	0.913838927541102	100	-111.76	-111.66	37
317	1.22904899111128	100	-111.76	-111.76	42
318	0	100	-111.76	-111.69	45
319	1.04811397056488	100	-111.76	-111.67	40
320	0.508495151596601	100	-111.76	-111.68	44
321	0.788223686876935	100	-111.76	-111.76	73
322	0.271710058551378	100	-111.76	-111.62	49
323	0.758106712142181	100	-111.76	-111.66	53
324	0.208034942934926	100	-111.76	-111.69	57
325	1.04811397056488	100	-111.76	-111.7	51
326	0.228907229780227	100	-111.76	-111.64	52
327	0.508495151596601	100	-111.76	1e+21	44
328	0.385172435079683	100	-111.76	-111.64	40
329	0.699357904353821	100	-111.76	-111.69	53
330	0.560774644714741	100	-111.76	-111.67	55
331	1.0831049030991	100	-111.76	-111.74	53
332	0.849984610451389	100	-111.76	-111.69	54
333	0.0530089360076549	100	-111.76	-111.66	47
334	0.849984610451389	100	-111.76	-111.65	48
335	0.728487527215084	100	-111.76	-111.73	55
336	0.913838927541102	100	-111.76	-111.64	61
337	0.818846817439315	100	-111.76	-111.62	42
338	1.0831049030991	100	-111.76	-111.73	44
339	0.913838927541102	100	-111.76	-111.7	39
340	0.0898496721445403	100	-111.76	-111.68	56
341	0.670709751809179	100	-111.76	-111.65	62
342	0.167319632755942	100	-111.76	-111.67	40
343	0	100	-111.76	-111.66	59
344	1.55181454580227	100	-111.76	-111.71	63
345	0.534417071976595	100	-111.76	-111.63	52
346	1.42570799764338	100	-111.76	-111.62	49
347	0.0350439922336723	100	-111.76	-111.69	47
348	0.315963694062429	100	-111.76	-111.66	56
349	0.560774644714741	100	-111.76	-111.72	53
350	0.0530089360076549	100	-111.76	-111.66	65
351	1.50907652429438	100	-111.76	-111.67	45
352	0.788223686876935	100	-111.76	-111.7	67
353	0.913838927541102	100	-111.76	-111.7	64
354	0.293652490427113	100	-111.76	-111.72	68
355	0.728487527215084	100	-111.76	-111.67	53
356	0	100	-111.76	-111.71	46
357	1.26708077737925	100	-111.76	-111.67	43
358	0.670709751809179	100	-111.76	-111.65	52
359	0.433271890722681	100	-111.76	-111.68	48
360	0.01737598286245	100	-111.76	-111.67	59
361	1.30575173841242	100	-111.76	-111.71	49
362	0.409021753141763	100	-111.76	-111.72	49
363	0.187507644646596	100	-111.76	-111.67	54
364	1.34507261639306	100	-111.76	-111.66	58
365	0.361717311572515	100	-111.76	-111.74	54
366	0.127939129214709	100	-111.76	-111.69	53
367	0.187507644646596	100	-111.76	-111.68	53
368	0.979857593956903	100	-111.76	-111.67	51
369	0.670709751809179	100	-111.76	-111.67	64
370	0.250130303174167	100	-111.76	-111.67	59
371	1.34507261639306	100	-111.76	-111.74	71
372	0.271710058551378	100	-111.76	-111.66	50
373	0.0530089360076549	100	-111.76	-111.65	58
374	0.979857593956903	100	-111.76	-111.61	60
375	0.670709751809179	100	-111.76	-111.7	44
376	0.315963694062429	100	-111.76	-111.68	46
377	0.315963694062429	100	-111.76	-111.67	39
378	0.483001682874639	100	-111.76	1e+21	58
379	0.614826157186554	100	-111.76	-111.7	35
380	0.560774644714741	100	-111.76	-111.71	57
381	0.127939129214709	100	-111.76	-111.65	52
382	1.04811397056488	100	-111.76	-111.71	46
383	0.758106712142181	100	-111.76	-111.76	54
384	0.208034942934926	100	-111.76	-111.63	55
385	0.728487527215084	100	-111.76	-111.65	62
386	0.0350439922336723	100	-111.76	-111.72	45
387	1.42570799764338	100	-111.76	-111.68	56
388	0.167319632755942	100	-111.76	-111.66	69
389	1.26708077737925	100	-111.76	-111.68	50
390	0.728487527215084	100	-111.76	-111.65	43
391	1.34507261639306	100	-111.76	-111.68	45
392	0.315963694062429	100	-111.76	-111.66	51
393	0.208034942934926	100	-111.76	-111.71	44
394	1.59527083661968	100	-111.76	-111.7	65
395	0.409021753141763	100	-111.76	-111.67	40
396	0.534417071976595	100	-111.76	-111.68	60
397	0.127939129214709	100	-111.76	-111.71	70
398	0.385172435079683	100	-111.76	-111.68	54
399	0.361717311572515	100	-111.76	-111.63	37
400	0.361717311572515	100	-111.76	-111.69	53
401	0.560774644714741	100	-111.76	-111.64	55
402	1.34507261639306	100	-111.76	-111.68	50
403	0.979857593956903	100	-111.76	-111.71	47
404	0.728487527215084	100	-111.76	-111.63	49
405	0.409021753141763	100	-111.76	-111.67	49
406	0.614826157186554	100	-111.76	-111.73	63
407	0.0712758045620736	100	-111.76	-111.7	48
408	0.167319632755942	100	-111.76	-111.66	45
409	0.508495151596601	100	-111.76	-111.69	46
410	0.0712758045620736	100	-111.76	-111.67	51
411	0.457929584127696	100	-111.76	-111.74	53
412	0.788223686876935	100	-111.76	-111.71	59
413	0.293652490427113	100	-111.76	-111.66	45
414	1.34507261639306	100	-111.76	-111.72	60
415	0.560774644714741	100	-111.76	-111.7	50
416	0.228907229780227	100	-111.76	-111.67	46
417	0.979857593956903	100	-111.76	-111.67	41
418	0.147465299352072	100	-111.76	-111.69	41
419	0.315963694062429	100	-111.76	-111.72	55
420	0.228907229780227	100	-111.76	-111.71	55
421	0.409021753141763	100	-111.76	-111.63	68
422	0.108735698282149	100	-111.76	-111.72	64
423	0.670709751809179	100	-111.76	-111.72	70
424	1.50907652429438	100	-111.76	-111.69	54
425	0.508495151596601	100	-111.76	-111.66	61
426	0.670709751809179	100	-111.76	-111.61	50
427	0.534417071976595	100	-111.76	-111.65	43
428	0.587575191528505	100	-111.76	-111.67	53
429	0	100	-111.76	1e+21	63
430	0.946573189339634	100	-111.76	-111.65	49
431	0.560774644714741	100	-111.76	-111.71	49
432	1.11868390480601	100	-111.76	-111.69	44
433	0.187507644646596	100	-111.76	-111.68	52
434	1.68438671494547	100	-111.76	-111.7	52
435	1.68438671494547	100	-111.76	-111.68	44
436	1.19164581497889	100	-111.76	-111.64	51
437	1.30575173841242	100	-111.76	-111.64	39
438	0.0350439922336723	100	-111.76	-111.71	47
439	0.788223686876935	100	-111.76	-111.64	48
440	0.913838927541102	100	-111.76	-111.7	56
441	0.147465299352072	100	-111.76	-111.66	52
442	0.788223686876935	100	-111.76	-111.68	47
443	0.788223686876935	100	-111.76	-111.71	60
444	0.457929584127696	100	-111.76	-111.71	54
445	0	100	-111.76	-111.67	50
446	0.457929584127696	100	-111.76	-111.67	49
447	0.108735698282149	100	-111.76	-111.65	37
448	1.04811397056488	100	-111.76	-111.68	51
449	0.642535111576797	100	-111.76	-111.63	52
450	1.42570799764338	100	-111.76	-111.64	48
451	0.409021753141763	100	-111.76	-111.68	47
452	0.250130303174167	100	-111.76	-111.66	40
453	0.534417071976595	100	-111.76	-111.65	52
454	1.68438671494547	100	-111.76	-111.65	58
455	0.534417071976595	100	-111.76	-111.71	49
456	1.26708077737925	100	-111.76	-111.68	49
457	0.385172435079683	100	-111.76	-111.7	66
458	0.614826157186554	100	-111.76	-111.69	50
459	1.59527083661968	100	-111.76	-111.71	66
460	0.560774644714741	100	-111.76	-111.69	51
461	0.187507644646596	100	-111.76	-111.66	66
462	0.560774644714741	100	-111.76	-111.66	63
463	0.409021753141763	100	-111.76	-111.67	47
464	1.11868390480601	100	-111.76	-111.67	43
465	0.127939129214709	100	-111.76	-111.67	41
466	0.670709751809179	100	-111.76	-111.67	46
467	0.758106712142181	100	-111.76	-111.69	45
468	0.187507644646596	100	-111.76	-111.65	58
469	1.42570799764338	100	-111.76	-111.67	50
470	0.409021753141763	100	-111.76	-111.66	59
471	0.913838927541102	100	-111.76	-111.68	58
472	0.913838927541102	100	-111.76	-111.69	64
473	0.979857593956903	100	-111.76	-111.67	40
474	0.0350439922336723	100	-111.76	-111.7	59
475	1.59527083661968	100	-111.76	-111.73	62
476	0.0350439922336723	100	-111.76	-111.68	43
477	0.728487527215084	100	-111.76	-111.65	61
478	0.0530089360076549	100	-111.76	-111.73	47
479	0.409021753141763	100	-111.76	-111.73	44
480	0.208034942934926	100	-111.76	1e+21	39
481	0.0712758045620736	100	-111.76	-111.71	49
482	0.508495151596601	100	-111.76	-111.71	50
483	1.26708077737925	100	-111.76	-111.67	45
484	1.50907652429438	100	-111.76	-111.68	56
485	0.979857593956903	100	-111.76	-111.69	58
486	0.946573189339634	100	-111.76	-111.7	56
487	0.728487527215084	100	-111.76	-111.68	57
488	0.228907229780227	100	-111.76	-111.67	49
489	0.642535111576797	100	-111.76	-111.67	44
490	0.167319632755942	100	-111.76	-111.69	47
491	1.15486085897043	100	-111.76	-111.69	56
492	1.11868390480601	100	-111.76	-111.68	49
493	1.50907652429438	100	-111.76	-111.68	45
494	0.361717311572515	100	-111.76	-111.73	61
495	0.293652490427113	100	-111.76	-111.68	67
496	0.0350439922336723	100	-111.76	-111.65	42
497	0.560774644714741	100	-111.76	-111.73	55
498	0.293652490427113	100	-111.76	-111.65	48
499	0.0712758045620736	100	-111.76	-111.67	46
500	0.483001682874639	100	-111.76	-111.66	49
501	1.59527083661968	100	-111.76	-111.68	55
502	0.147465299352072	100	-111.76	-111.66	47
503	1.59527083661968	100	-111.76	-111.7	51
504	0.0712758045620736	100	-111.76	-111.74	73
505	1.59527083661968	100	-111.76	-111.71	46
506	0.208034942934926	100	-111.76	-111.7	43
507	0.818846817439315	100	-111.76	-111.67	48
508	0.0350439922336723	100	-111.76	-111.71	51
509	1.68438671494547	100	-111.76	-111.68	53
510	0.0898496721445403	100	-111.78	-111.78	44
511	0.849984610451389	100	-111.78	-111.69	48
512	0.108735698282149	100	-111.78	-111.66	49
513	1.11868390480601	100	-111.78	-111.66	53
514	0.0712758045620736	100	-111.78	-111.65	44
515	0.293652490427113	100	-111.78	-111.71	59
516	0.614826157186554	100	-111.78	-111.71	46
517	1.26708077737925	100	-111.78	-111.68	47
518	0.534417071976595	100	-111.78	-111.72	48
519	1.50907652429438	100	-111.78	-111.68	44
520	0.0898496721445403	100	-111.78	-111.67	66
521	0.0712758045620736	100	-111.78	-111.66	63
522	1.04811397056488	100	-111.78	-111.66	63
523	1.42570799764338	100	-111.78	-111.69	43
524	1.11868390480601	100	-111.78	-111.68	57
525	0.979857593956903	100	-111.78	-111.66	48
526	0.127939129214709	100	-111.78	-111.7	61
527	0.147465299352072	100	-111.78	-111.67	50
528	0.560774644714741	100	-111.8	-111.8	65
529	0.315963694062429	100	-111.8	-111.71	50
530	0.642535111576797	100	-111.8	-111.7	66
531	1.04811397056488	100	-111.8	-111.7	55
532	0.315963694062429	100	-111.8	-111.68	59
533	1.59527083661968	100	-111.8	-111.68	49
534	0.167319632755942	100	-111.8	-111.69	66
535	0.108735698282149	100	-111.8	-111.69	60
536	0.979857593956903	100	-111.8	-111.69	49
537	0.250130303174167	100	-111.8	-111.68	50
538	1.68438671494547	100	-111.8	-111.69	49
539	1.68438671494547	100	-111.8	-111.66	62
540	0.614826157186554	100	-111.8	-111.7	58
541	1.55181454580227	100	-111.8	-111.69	63
542	0.508495151596601	100	-111.8	-111.68	42
543	1.50907652429438	100	-111.8	-111.68	53
544	0.979857593956903	100	-111.8	-111.66	53
545	1.19164581497889	100	-111.8	-111.67	52
546	0.315963694062429	100	-111.8	-111.69	40
547	0.127939129214709	100	-111.8	-111.7	51
548	0.728487527215084	100	-111.8	-111.68	54
549	1.34507261639306	100	-111.8	-111.74	52
550	0	100	-111.8	-111.68	50
551	0.560774644714741	100	-111.8	-111.66	38
552	0.818846817439315	100	-111.8	-111.73	53
553	0.433271890722681	100	-111.8	-111.71	42
554	0.271710058551378	100	-111.8	-111.72	58
555	0.433271890722681	100	-111.8	-111.66	38
556	0.293652490427113	100	-111.8	-111.68	46
557	0.457929584127696	100	-111.8	-111.69	63
558	0.167319632755942	100	-111.8	-111.73	50
559	0.409021753141763	100	-111.8	-111.69	52
560	0.147465299352072	100	-111.8	-111.7	47
561	0.457929584127696	100	-111.8	-111.7	49
562	0.508495151596601	100	-111.8	-111.76	60
563	0.208034942934926	100	-111.8	-111.74	50
564	0.508495151596601	100	-111.8	-111.69	48
565	1.11868390480601	100	-111.8	-111.72	51
566	0.508495151596601	100	-111.8	-111.71	50
567	0	100	-111.8	-111.68	60
568	1.59527083661968	100	-111.8	-111.7	70
569	0.409021753141763	100	-111.8	-111.68	41
570	0.338649867157356	100	-111.8	-111.71	45
571	0.670709751809179	100	-111.8	-111.75	55
572	0.409021753141763	100	-111.8	-111.7	60
573	0.187507644646596	100	-111.8	-111.72	44
574	0.147465299352072	100	-111.8	-111.65	54
575	1.59527083661968	100	-111.8	-111.67	45
576	0.0898496721445403	100	-111.8	-111.69	53
577	0.409021753141763	100	-111.8	-111.65	54
578	1.68438671494547	100	-111.8	-111.71	45
579	0.979857593956903	100	-111.8	1e+21	56
580	0	100	-111.8	-111.75	53
581	1.68438671494547	100	-111.8	-111.66	55
