"var1","var246","var255","var842","var1003","var1389","var1427","var1954","var1955","Class"
0.8929402,-0.7402388,-0.4480073,1.330359,0.2568878,-0.3776068,-0.3495575,-0.7635696,1.253762,"4"
0.1084059,-0.5573933,-1.639382,1.169537,1.026006,-1.265848,-0.2637052,-0.6097256,1.599993,"4"
0.7331368,-0.3582476,-1.102319,1.134751,0.991324,-1.057854,-1.226559,-0.5261085,1.352738,"4"
0.2394105,-0.5987465,-0.409172,1.595582,0.1935911,-0.4436344,-1.876664,-0.5716378,1.006826,"4"
1.242309,-0.7612119,-0.5020311,1.344508,0.5558372,-0.006923915,0.4953058,-0.4500442,1.720389,"4"
0.6202539,0.02936461,-1.284099,-0.02767957,0.2175278,-0.4118857,-0.5656339,-0.488575,2.068697,"4"
1.131821,0.006776984,-2.45807,0.8162936,-0.8622761,-0.145257,-0.4352544,-0.09332216,1.39669,"4"
0.7066555,0.06803241,-2.046394,1.617446,-1.010052,0.3647126,-1.196666,-0.8928184,-0.5261085,"4"
0.8025844,-0.7857012,-1.580365,0.979303,0.2216224,-0.608071,-0.3591065,-1.168927,0.7185225,"4"
0.2442003,-0.9670578,0.1019246,1.028833,-0.5161732,-0.1453727,-0.1070286,-0.2600669,1.093801,"4"
0.7079373,-1.549755,-0.4621942,1.95229,-0.3339355,-1.544118,-0.08218667,-0.4164249,-0.4552333,"4"
0.2240232,-1.439695,1.002065,-0.5773216,-1.975442,-1.177655,-0.2923597,-0.1002624,-1.026385,"3"
0.216884,-1.00076,0.3848542,-1.572624,-1.679324,-1.040438,0.01014833,0.1451388,-0.5239109,"3"
-0.2429637,-1.597015,1.125092,-1.551169,-1.453717,-0.8205261,-0.3149848,-0.5296687,-0.9125477,"3"
-0.4193105,-0.7254638,0.1819882,0.5313927,-1.595535,-1.145704,-0.6725605,-0.5518212,-1.180908,"3"
-0.5261085,-1.404458,-0.1059162,-1.29244,-0.9142927,-1.109572,0.262595,-1.174738,-1.004576,"3"
-0.3273936,0.1365394,0.2428677,-0.565986,-1.831332,-1.184497,-0.2296648,-0.4552333,-1.066823,"3"
0.2965427,0.1908683,0.3490358,-0.8896488,-1.805453,-0.838173,-0.4377301,-0.1351327,-0.5124937,"3"
-0.5878867,-1.056128,0.09157594,-0.2134408,-1.317142,-1.707051,0.2992153,-0.6616485,-0.6804284,"3"
-0.061131,-0.2851519,-0.5940261,-1.064791,-1.669188,-0.7377262,0.4685651,-0.4596573,-1.033105,"3"
0.2040015,-1.041571,0.2268168,-1.280854,-1.099613,-0.8173508,-0.684584,-0.7391911,-0.8237116,"3"
0.2424755,-0.01227503,0.2302383,-1.550226,-2.204551,-0.7368901,-0.2506432,-0.6808234,-1.397962,"3"
0.5337997,-1.050966,0.293341,-0.9390477,-1.137249,-1.36375,0.4660584,-1.129175,-0.7528972,"3"
-1.940027,-1.096614,-1.610939,1.413982,-2.524479,-2.336142,-2.135377,-1.117795,-0.5507799,"1"
-1.051824,-1.085005,-1.664422,0.1139535,-2.131999,-1.017217,-1.901798,-0.7800131,-0.9576337,"1"
-0.9686372,-1.395941,-2.069095,1.101707,-1.673976,-0.8523774,-2.214574,0.0292675,-0.2600669,"1"
-2.683846,-0.847698,-0.435409,1.142693,-1.836339,-1.74985,-2.025711,-1.020541,-0.7985077,"1"
-1.207646,-0.6358221,-2.175952,0.7852705,-1.222476,-1.80363,-2.250942,0.1346183,-0.5598408,"1"
-1.684161,-1.104731,-1.822631,0.6119371,-0.8262215,-1.084709,-2.849038,-0.2475643,-0.7027936,"1"
-2.258568,-1.312672,-2.407946,0.05154826,-0.8641728,-2.704556,-2.695628,-0.7044104,-0.123864,"1"
-1.146333,-2.053384,-3.125841,0.3080728,-1.49388,-1.942815,-2.277892,-0.6751108,-1.076166,"1"
