"","","","","","","","","","","","","","","","",""
2.2148438480477,2.32428245529769,2.87966920563205,2.00432137378264,2.00432137378264,2.00432137378264,3.35063560825895,2.54777470538782,4.20414712521285,2.79934054945358,4.03092339962722,3.64018319192134,2.19312459835446,3.03502928220237,3.64384731029971,3.4291060083327,4.20414712521285
2.00432137378264,2.00432137378264,2.13987908640124,2.00432137378264,2.00432137378264,2.00432137378264,2.27415784926368,2.62531245096167,3.35602585719312,2.20411998265592,2.55630250076729,2.00432137378264,3.21563756343506,2.93550726582471,2.94398887507377,3.07518185461869,3.32283927268632
2.00432137378264,2.00432137378264,2.81624129999178,2.00432137378264,2.00432137378264,2.00432137378264,2.23044892137827,3.13353890837022,2.47275644931721,2.40312052117582,2.74350976472843,2.00432137378264,3.69390274106606,2.98855895687862,2.21218760440396,3.31722734917642,2.99651167215418
2.00432137378264,2.00432137378264,2.50105926221775,2.00432137378264,2.00432137378264,2.00432137378264,3.30341207059674,2.00432137378264,3.99943504987633,2.91803033678488,3.5009222391903,4.00522342485814,2.24303804868629,2.85853719756964,3.35945602012099,3.36097188372594,4.17487352888742
2.00432137378264,2.33645973384853,2.75966784468963,2.00432137378264,2.00432137378264,2.00432137378264,3.17143390094301,2.18184358794477,4.1532354186523,2.8109042806687,4.15210480089287,3.77114634881499,2.84447717574568,3.37894269861344,3.45818443557026,2.75050839485135,3.35468455395473
2.00432137378264,2.00432137378264,2.20682587603185,2.00432137378264,2.00432137378264,2.00432137378264,2.60959440922522,2.86923171973098,3.42845877351558,2.0899051114394,2.25767857486918,2.00432137378264,3.35850591149024,2.75739602879302,2.57287160220048,3.69565675993619,3.93921963585482
2.00432137378264,2.00432137378264,2.57749179983723,2.00432137378264,2.00432137378264,2.00432137378264,3.62096843564429,2.52762990087134,4.20414712521285,2.52762990087134,3.3911116137028,3.57030938543588,2.4983105537896,2.85973856619715,3.326949994166,3.40908736944783,4.20414712521285
2.00432137378264,2.00432137378264,2.54900326202579,2.00432137378264,2.00432137378264,2.00432137378264,2.14921911265538,2.46089784275655,4.20414712521285,2.72181061521255,2.09342168516224,3.3285834497142,2.51321760006794,3.01029995663981,3.50338206347373,2.97081161087252,3.53415307418506
2.00432137378264,2.05690485133647,3.11859536522376,2.00432137378264,2.00432137378264,2.00432137378264,3.83972937520639,2.45178643552429,3.41614103116833,3.20574554094266,4.20414712521285,3.72015930340596,3.24129738710999,3.01325866528352,3.85333310500234,2.62117628177504,2.42324587393681
2.00432137378264,2.26481782300954,2.81822589361396,3.57553421831986,3.33545790068938,3.03221570329798,3.89253980465864,2.00432137378264,3.770557474851,3.27508089845686,4.20414712521285,3.89899927088979,2.54654266347813,3.39846084960822,3.77451696572855,2.73078227566639,3.34321159017975
2.00432137378264,2.00432137378264,2.67942789661212,2.00432137378264,2.00432137378264,2.00432137378264,2.81888541459401,2.29225607135648,3.59306443165872,3.34340859380386,3.51772359483374,3.4323277922616,3.02978947083186,3.50392680419351,3.62065647981962,3.50542132758328,2.45484486000851
2.00432137378264,2.00432137378264,2.42324587393681,2.02118929906994,2.00432137378264,2.08278537031645,3.1296898921993,2.34439227368511,4.20414712521285,2.74896286125616,4.10503305039359,3.66913084737333,2.48000694295715,3.37106786227174,3.34143452457814,2.63144376901317,3.59239884611556
2.00432137378264,2.00432137378264,2.48713837547719,2.75587485567249,2.68033551341456,2.11727129565576,2.02938377768521,2.36361197989214,2.35983548233989,2.53402610605613,3.3230457354817,2.00432137378264,2.79518458968242,2.88986172125819,2.73559889969818,2.9216864754836,2.07188200730613
2.00432137378264,2.3654879848909,2.98317507203781,2.02938377768521,2.00432137378264,2.00432137378264,2.53655844257153,2.7160033436348,2.00432137378264,2.39445168082622,3.32035403281767,2.17609125905568,2.85003325768977,2.99738638439731,3.38952046584638,3.13321945673249,2.00432137378264
2.00432137378264,2.26951294421792,2.84198480459011,2.00432137378264,2.00432137378264,2.00432137378264,2.31175386105575,3.088844562727,2.00432137378264,2.00432137378264,2.2148438480477,2.06445798922692,3.78547220330639,3.02118929906994,3.28600712207947,3.92443436354323,2.00432137378264
2.78390357927274,2.76566855475901,3.17983892802319,2.00432137378264,2.00432137378264,2.00432137378264,2.25285303097989,2.8842287696326,2.89097959698969,2.40312052117582,2.00432137378264,2.00432137378264,3.66604973848052,3.17522180034305,2.59769518592551,3.70182693039714,2.66745295288995
2.00432137378264,2.16731733474818,2.45788189673399,3.92319219042067,3.62808226099068,3.83467497446274,2.07188200730613,2.53781909507327,2.96284268120124,2.04921802267018,2.38021124171161,2.00432137378264,3.68993010401822,2.83442070368153,2.00432137378264,3.33825723024626,2.79865064544527
2.00432137378264,2.13672056715641,2.74585519517373,2.00432137378264,2.00432137378264,2.00432137378264,2.00860017176192,3.06632592536204,2.00432137378264,2.11727129565576,2.00432137378264,2.00432137378264,3.63528263799821,2.96941591235398,2.70757017609794,2.48713837547719,2.00432137378264
2.00432137378264,2.00432137378264,2.50379068305718,2.00432137378264,2.00432137378264,2.00432137378264,2.00432137378264,2.95182303531591,2.49415459401844,2.36361197989214,2.6570558528571,2.00432137378264,3.81411435612913,3.01283722470517,2.62117628177504,3.13830269816628,2.19033169817029
