"1053_at","117_at","201555_at","201798_s_at","202683_s_at","202752_x_at","204681_s_at","204825_at","205225_at","205347_s_at","205713_s_at","205751_at","205830_at","206401_s_at","208670_s_at","208712_at","208893_s_at","212583_at","216092_s_at","218862_at","220034_at","Class"
7.8514,6.9006,10.1827,9.3597,9.1852,7.254,7.8248,8.9125,8.8267,9.1417,7.2639,6.1203,8.9144,8.695,8.425,9.5929,9.0735,8.6011,8.5892,7.7076,4.9472,"2"
8.6037,6.9041,10.1311,10.5934,8.7934,10.0033,7.7376,8.4362,13.2534,7.1129,8.723,6.3451,6.5015,10.579,9.0205,11.3263,4.0993,4.5842,9.8961,10.0707,5.4778,"2"
6.7644,8.079,10.4069,10.8618,9.6754,7.5647,8.8206,8.8502,8.2067,8.9361,9.4737,7.6142,2.2047,5.9527,7.9348,9.7388,5.315,8.0775,8.6072,9.7441,6.5097,"2"
7.9691,7.5642,9.9425,11.7361,8.9794,10.4982,7.6431,8.2648,11.2609,8.1174,8.3146,6.2785,5.26,9.2157,9.066,10.1889,8.6689,4.7439,10.1541,10.1144,4.6694,"2"
5.1489,8.6382,9.9246,11.0359,9.732,10.3891,6.9959,5.7963,13.2832,8.7478,5.5457,6.829,8.2675,10.3971,9.1481,10.228,7.2983,5.1674,9.9988,10.1254,7.1595,"2"
7.226,9.7721,10.1045,9.9509,8.3362,8.0903,6.1257,7.4187,11.7827,8.8145,4.8913,7.2013,7.1594,9.6402,9.0941,10.3152,9.0033,6.2842,8.9726,9.1027,7.0801,"2"
8.7762,7.8778,10.2922,9.3733,9.1888,6.5404,7.9378,8.8774,8.3335,8.8397,2.7439,6.7483,3.6536,7.1881,9.1704,8.7649,4.8235,6.9331,7.8557,9.6785,4.9339,"2"
8.4165,8.0671,10.7976,8.584,9.5305,6.4227,9.0016,9.6189,8.3603,12.3387,3.5051,7.4123,6.4954,7.634,8.6767,7.9274,7.1927,5.2151,7.6429,9.5292,4.6022,"2"
8.1887,6.4387,9.9193,10.9366,8.4065,8.083,7.1888,10.4084,8.9474,7.804,5.9713,6.0104,4.0022,6.5879,8.4339,8.9866,6.4955,6.7661,9.0188,10.1062,5.1003,"2"
9.0496,8.175,11.1067,9.5165,9.0967,7.2505,8.4429,10.6941,7.5993,8.2868,4.0529,5.9168,1.426,7.4536,8.0023,7.4653,4.4449,4.3494,8.3968,11.1788,3.7516,"2"
8.5198,11.3532,10.2627,11.0705,9.0406,10.5333,5.4836,8.2705,12.0116,8.731,4.275,7.3701,7.8463,9.2329,10.2698,10.6392,6.0858,7.7169,10.4383,11.2317,5.1731,"2"
7.835,7.5747,10.1205,11.6048,9.126,10.4153,7.8862,7.7684,13.5384,8.1218,4.9142,6.5208,8.2898,10.3414,9.7947,11.4895,7.2707,8.2784,10.3444,9.5802,5.0364,"2"
7.4979,7.279,10.5694,8.9818,9.1328,8.9021,7.1362,9.1799,10.3875,10.0557,5.4672,6.9684,7.9069,8.8899,9.5053,11.1447,9.365,8.7053,9.7632,9.9842,4.7169,"2"
7.8334,8.1746,10.5091,10.2976,9.7022,9.2601,6.3258,9.4735,11.8833,8.434,10.2309,4.4373,6.3912,8.2523,8.6987,9.867,5.73,4.7161,9.5601,10.1676,7.1331,"1"
8.6451,7.7891,10.4853,9.3692,8.6979,10.3469,9.1487,8.9111,12.7416,9.5755,2.8616,4.341,8.0384,5.6146,9.2852,9.9927,8.4235,6.2963,9.9723,9.5381,5.8624,"2"
8.1589,8.4072,11.7161,10.9924,9.0326,8.5491,8.1273,10.9768,8.3177,10.511,8.6929,6.7453,6.183,6.2623,8.6884,9.5273,5.9387,7.0704,9.2066,9.2286,5.8008,"2"
9.1396,7.8892,10.7116,9.0044,8.814,7.128,6.823,11.6927,7.5472,12.4452,3.4848,5.7208,6.4791,5.1178,8.5107,9.8433,4.525,3.9278,7.5665,9.8695,3.9824,"1"
7.7421,7.9753,10.201,10.987,9.5662,7.2762,7.5523,9.1457,8.1155,9.031,4.9832,7.1759,6.069,6.6198,9.4734,10.8701,5.2535,7.4266,8.732,9.343,3.3885,"2"
9.4844,7.2895,11.1944,8.1067,8.8981,7.4419,8.9186,12.2988,7.6352,8.7364,2.5223,2.8199,5.345,9.6811,3.4689,7.9745,9.9444,6.4274,8.6512,9.4611,3.7816,"1"
7.7593,8.1299,10.1557,10.7253,8.4416,10.3076,11.2775,8.6314,12.7813,7.6986,5.0756,6.2132,6.8202,10.555,9.3536,10.9089,9.7407,7.8471,9.74,10.9119,3.0109,"2"
8.5418,7.4417,10.9253,10.5801,8.2546,7.98,8.3393,10.8008,8.1508,9.6908,5.2358,6.5668,5.6094,7.5951,7.5242,7.3889,4.4128,4.2771,8.8986,9.4168,6.8401,"1"
7.7959,8.5725,10.1983,10.1551,8.8814,10.4608,8.0973,9.2168,13.5231,8.6324,6.837,6.5325,5.8672,8.5435,8.2889,10.2673,6.6454,7.4613,10.1036,10.1228,5.5444,"2"
7.7519,8.6974,9.8452,9.8476,9.0486,9.5494,7.3254,9.2658,10.1043,7.8355,4.0583,6.9933,7.3698,5.635,8.6652,9.6643,6.9586,7.4893,9.6737,8.7888,6.9875,"2"
8.1094,8.0351,9.1121,11.4567,8.8423,9.2693,7.7298,8.0939,12.7246,7.3736,7.033,4.3638,7.3358,11.0557,10.4276,13.6158,5.3078,7.9137,9.5547,11.4999,3.8635,"2"
7.5099,8.514,9.3665,10.9512,8.6827,9.0702,7.4204,8.6671,8.3319,8.4597,8.8862,5.8975,8.0722,5.6118,8.4628,11.4835,4.9031,4.203,9.7951,9.2487,6.8984,"2"
8.9165,8.1214,11.1404,10.0693,8.3331,7.7993,5.9274,9.6546,10.8645,8.2264,5.1546,5.4147,6.8631,6.085,9.457,11.3111,6.3533,6.9711,8.3089,8.353,6.677,"2"
7.9313,9.3479,10.4456,10.1734,9.231,7.9592,7.1462,9.9084,8.744,9.6104,7.9064,4.5862,6.8573,6.5555,8.9888,8.4946,5.6931,6.3193,9.4175,9.6023,7.629,"2"
8.126,7.3146,10.5987,12.0118,8.9036,10.7045,6.9701,9.6487,12.8959,10.5289,3.7811,5.962,5.5767,9.4376,9.4484,10.4596,5.2135,7.1311,10.3948,10.215,4.3039,"2"
8.8091,7.8527,10.7568,8.9823,9.2716,6.7456,7.7838,9.5514,9.0738,7.7863,4.5262,3.0726,3.1484,6.8711,8.665,8.3608,4.0775,4.7155,7.7106,9.4058,5.9702,"2"
9.0085,6.3289,12.086,9.4224,9.0063,6.777,8.8447,10.7541,8.9677,10.8018,3.0774,7.6041,6.7216,6.8248,7.0171,7.1066,4.0082,3.3668,7.6074,9.0644,4.3264,"2"
8.1614,6.6753,9.8688,11.702,8.8268,9.948,8.0851,8.7317,12.9696,7.7472,6.6904,5.2699,8.1495,10.969,9.3027,11.0598,5.2023,6.2981,10.1647,10.852,3.9993,"2"
7.5817,7.7215,10.0665,8.4753,8.9819,9.8292,6.8907,9.1103,12.6311,7.064,3.0512,6.1943,9.4571,11.1151,7.8627,12.9215,4.3883,5.8406,10.0524,11.1719,4.768,"2"
8.1642,7.8343,9.8911,11.6951,8.683,10.4905,5.7195,7.2066,13.8544,6.6841,2.9774,5.4456,6.2368,10.5063,9.5811,10.5045,4.2696,7.5119,10.2925,9.5872,5.6715,"2"
8.5171,8.0176,10.3435,9.7357,8.9132,10.2008,6.8544,9.2476,13.5618,8.1244,8.0578,3.8803,7.3169,8.7001,9.2101,12.0313,4.5864,6.3942,10.0256,10.4657,3.9232,"2"
8.4071,8.0141,10.258,9.8582,8.8511,8.6777,8.8051,8.6683,7.8646,6.8871,3.6715,5.3418,5.3207,5.4944,8.9967,11.6371,4.2323,5.4546,8.4964,8.9777,5.6393,"1"
7.9059,7.4239,9.8626,10.7469,8.7207,9.296,6.6015,7.1589,11.5611,8.5404,3.5516,7.6633,6.652,9.4868,9.1719,8.8588,6.845,6.9989,9.8628,9.4543,3.4075,"2"
7.6896,7.7091,10.3334,10.1407,9.013,10.2776,5.1087,8.5032,12.3547,8.0737,8.5302,7.5268,8.025,9.9486,8.2545,9.7671,4.6656,4.7041,9.9313,10.2078,7.6284,"2"
9.9503,7.1183,10.7116,10.3453,8.2951,5.8357,8.449,11.7906,7.3536,12.7186,7.7396,6.0372,4.5292,9.1448,6.3564,6.5151,8.8595,3.728,7.5391,9.58,5.0957,"1"
7.914,7.9862,10.5117,10.0471,9.2731,6.7204,8.6666,9.089,8.1917,11.3061,3.5181,7.0657,5.6017,6.2461,8.3016,10.4877,6.2286,7.0151,8.6541,9.9352,6.9895,"1"
8.425,7.7688,10.251,10.4099,8.7815,10.3563,4.8619,9.3878,13.2489,8.4864,6.2089,6.8215,3.8411,10.2965,9.4975,8.7914,5.1268,8.2158,10.2116,8.9094,6.0242,"2"
6.838,7.9928,10.3313,11.2247,8.6359,7.9206,8.6547,9.4349,8.9833,10.0765,9.1481,6.9307,7.4765,8.2527,8.7781,10.0938,11.0029,5.2385,9.6518,8.9764,6.8489,"2"
7.8347,5.3019,9.7521,11.1198,9.134,10.5341,8.6997,6.801,13.0124,7.9465,2.8476,6.2648,8.8885,10.3819,9.2935,10.3071,7.5715,6.544,10.365,9.8979,4.2812,"2"
7.0411,8.4763,10.6242,10.2385,8.4841,7.1178,4.8359,9.2044,8.5951,9.4945,7.8698,6.9738,5.1489,3.7298,9.3368,9.5876,5.6745,5.4865,8.3797,8.5411,4.7652,"2"
7.8143,7.3539,9.5305,11.7529,8.8401,10.5776,7.7886,7.2849,13.0147,7.3771,9.1997,6.3605,7.6574,9.4121,10.0719,10.6184,5.3882,6.4864,10.0754,10.3526,5.3529,"2"
8.3576,7.6182,10.828,11.3051,8.7175,9.4434,7.3854,8.976,12.4514,7.9109,6.4745,5.7264,6.7156,11.7719,9.3897,12.4811,4.7203,7.1624,9.1524,10.5226,2.8143,"2"
8.7054,7.5483,10.8125,10.8953,8.7778,9.2825,7.0089,9.2016,13.1648,9.637,8.3678,6.6712,7.6044,10.9702,8.3276,12.8923,5.8961,7.1711,8.9102,10.2601,3.2588,"2"
8.7217,8.3809,11.0857,10.2555,9.2654,7.0965,7.6015,11.2279,7.2934,11.6118,4.2499,6.7439,6.1934,5.5395,9.3042,8.8702,4.8696,3.8298,8.6834,10.0241,5.4969,"2"
7.8179,7.5622,9.8613,11.9817,9.1256,10.6406,5.1606,8.7446,11.514,7.7679,8.6283,5.5979,7.1128,10.3931,9.4687,11.9435,6.1287,8.0036,10.5801,9.8127,4.7204,"2"
7.6113,8.4018,10.239,7.8747,9.2367,7.3479,4.3958,7.5735,10.5752,7.5481,3.2404,6.4278,6.3317,8.2257,9.6939,9.1174,5.661,7.8638,8.3647,9.0381,6.077,"2"
7.7361,7.9245,9.9379,10.396,9.0848,9.7696,7.213,6.2465,12.9474,8.5723,5.9209,6.5943,8.549,10.7027,9.5981,11.1709,5.7103,6.0671,9.0615,10.3111,6.5402,"2"
7.7427,10.1666,10.3559,9.909,9.802,8.1423,7.3904,8.7333,12.5366,8.2976,8.1414,7.244,8.1907,8.1389,8.469,14.3228,5.4561,7.3122,9.4801,9.1134,4.1856,"2"
7.8715,7.5772,10.0374,10.7321,8.7298,8.8546,7.583,7.4826,12.2221,8.737,9.7418,6.8328,6.7048,9.4539,9.0811,9.7435,5.6585,6.5264,10.03,10.053,5.8087,"2"
7.7001,6.4521,9.7018,12.5935,9.4444,10.1317,8.2964,7.7057,13.6248,7.6772,3.1697,7.113,7.1075,9.379,9.8545,11.5987,5.5724,7.5522,10.0893,10.6625,2.5951,"1"
6.8594,8.429,10.1254,10.4893,8.8494,10.54,4.2309,8.1332,11.4629,8.6788,8.9822,6.9637,7.8338,9.5328,8.881,9.6833,5.4658,8.1035,10.2134,9.4656,4.2885,"2"
7.1246,8.224,9.9156,11.2751,8.8102,10.4645,7.4625,7.8245,12.0708,9.0922,5.9249,7.5802,3.9759,9.0032,9.2812,10.3006,5.5095,6.9866,10.7078,10.2786,5.8074,"2"
7.8182,8.0532,10.1322,9.5114,9.5611,8.9534,5.0562,8.3821,11.3971,7.7489,3.2454,7.6008,7.8959,5.3993,9.5254,9.9573,5.2545,7.6312,9.4244,9.8404,5.868,"2"
8.0488,8.2875,10.681,9.4559,9.3899,8.4405,7.6081,9.0323,13.2511,10.227,3.4315,4.7707,5.1725,9.5047,8.6014,9.3165,5.7013,6.3595,8.6566,10.436,4.0062,"2"
7.389,8.2965,9.3947,10.8125,9.0499,10.0162,6.5433,7.7237,12.1679,7.5563,2.6787,3.346,6.8598,9.2736,9.5188,8.879,5.2605,6.1653,9.8081,9.7562,6.5554,"2"
7.7375,8.5987,9.2209,10.8651,9.1513,8.2927,4.3332,8.9736,11.8665,8.7888,6.575,7.5919,7.1129,8.4442,9.0708,12.7926,5.6077,7.7757,9.7423,9.6354,5.9684,"2"
7.9905,7.4312,10.9649,9.1697,9.4754,9.4491,7.659,9.0318,12.3368,8.5214,3.2547,7.3383,7.0847,5.0787,8.7589,10.5933,4.9683,7.2969,8.8404,9.5625,7.4299,"2"
