"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","177_at","179_at","200670_at","200711_s_at","200810_s_at","201231_s_at","201413_at","201508_at","201826_s_at","201983_s_at","202088_at","202089_s_at","202504_at","202641_at","203144_s_at","203256_at","203628_at","203963_at","204497_at","204508_s_at","204667_at","204798_at","204863_s_at","204881_s_at","205009_at","205066_s_at","205186_at","205225_at","205471_s_at","205696_s_at","205862_at","206754_s_at","207038_at","208615_s_at","208682_s_at","209602_s_at"
12.1154,7.9201,6.207,10.5313,5.2639,8.59,7.6032,4.6133,7.9468,6.1417,9.6857,8.368,8.1788,9.7441,9.2182,8.2669,7.6312,6.8738,10.2114,13.132,11.4002,10.8828,13.0719,9.7682,10.017,8.2352,8.8581,13.8154,12.8094,8.5333,10.1928,6.6712,7.6736,10.7013,10.3446,8.3086,7.7363,9.8205,12.7023,9.6556,9.9255,12.4858,10.2349,7.2529,10.7157,7.0503,5.6437,8.3615,7.5721,6.2922,10.5252,11.0533,8.9575
11.9077,7.6548,9.1468,11.5483,7.6554,7.8311,8.4888,7.8146,8.4765,6.7768,8.9326,8.6963,10.1714,10.8412,10.3506,9.3646,8.1402,7.4114,11.4165,10.8487,9.4238,9.2529,12.8614,8.9542,8.0961,8.4429,9.4118,10.0835,9.6299,9.2123,9.2523,7.8551,11.4311,6.6642,8.508,4.9083,5.4881,8.1093,5.7403,9.1329,9.2424,8.3331,6.282,4.3859,8.5834,5.5474,6.4871,3.9198,7.9186,4.744,9.5751,9.3447,3.9655
11.8592,8.7641,6.7698,10.6987,4.7912,8.5815,6.656,6.4332,4.2077,6.6082,8.3433,9.045,12.5937,9.516,9.5605,8.3146,7.3738,6.5593,10.5892,14.4693,11.3875,11.3197,13.0046,10.1884,10.2777,8.6599,3.3533,12.1994,10.989,7.5629,10.8245,8.8548,5.5007,9.6999,12.0857,9.8384,10.3608,11.1903,11.1614,8.8289,10.4363,11.2981,8.9881,9.0041,12.8623,5.9712,10.0839,10.2367,12.6914,8.3711,11.3998,9.9053,11.2706
12.0612,8.3111,8.0799,10.6865,5.6633,9.3624,7.5659,6.3549,8.3521,6.6752,7.8008,8.2427,8.7859,9.2409,9.544,8.8943,8.0573,6.7703,10.7374,14.2987,11.509,11.798,11.4553,11.8005,9.7021,10.3149,4.4415,14.8448,14.4436,7.9143,10.6241,8.4786,5.276,10.5476,12.6455,9.3377,10.4822,11.5188,10.8506,10.5581,12.4399,14.0007,10.7661,9.6022,13.764,8.2749,10.2329,8.6706,11.5871,8.7704,10.9619,12.1195,11.3341
12.7259,8.4282,8.3729,10.7377,6.5928,8.8756,7.8665,4.2708,8.7554,6.5377,7.651,9.0271,8.7727,11.1278,8.8911,10.0216,7.9343,6.9827,10.9194,13.6348,12.1112,12.1143,11.693,11.1881,10.9105,9.4151,4.235,14.7702,14.2569,7.2285,8.8616,9.1589,6.0226,10.3318,11.916,9.7969,9.5693,10.692,8.9787,10.1392,9.8834,15.2189,9.1242,8.1725,11.444,9.119,9.1186,10.0397,10.4399,7.2939,11.4171,12.5853,10.8359
12.3641,8.9391,7.882,10.1676,5.9152,8.0743,6.9513,7.0466,8.9847,6.2463,9.2795,9.2244,8.3646,9.3593,9.5821,10.0033,7.546,6.7652,10.722,13.2116,10.766,11.6629,12.4866,8.7777,5.044,10.0563,7.567,12.2009,11.1723,8.0875,8.4074,8.5905,4.5132,4.6809,8.6398,3.0404,6.3788,11.1752,9.9596,7.1922,9.7449,11.6909,8.3123,4.8118,7.4728,7.4151,6.0267,5.5229,7.1454,4.4333,9.5169,9.6745,10.3926
12.0602,8.6066,7.6073,10.6249,6.8988,7.933,7.7108,7.1393,7.5392,6.4236,4.8455,9.4301,13.6194,10.3105,8.8503,9.0523,6.9995,6.6218,10.5026,12.8163,10.971,11.0739,11.9171,10.8168,7.7515,7.2594,11.1111,12.9895,12.0075,6.8326,7.9411,5.533,4.5812,7.168,8.8253,6.7753,6.2395,10.544,6.8284,8.5096,9.9552,6.9303,6.2393,6.8754,8.4135,3.3123,6.1564,7.8444,14.3442,5.5157,9.4112,9.8108,6.7092
11.281,8.6218,8.3951,10.6988,6.4474,8.9903,7.8661,4.4736,9.5239,5.8614,10.5521,8.9671,8.9173,9.5446,9.807,8.7159,7.3566,7.4064,10.7378,10.5054,10.2248,9.0735,13.5301,9.3037,7.2746,8.0395,7.7024,10.7953,9.9015,11.3178,8.7286,6.9065,10.5841,8.3783,8.6587,7.8894,4.7333,7.3275,7.2392,8.1448,9.4503,7.6352,7.2613,4.0071,6.8669,5.9488,5.2398,2.7226,4.8695,4.6579,8.8497,9.5312,7.6899
12.5553,7.4527,8.5629,10.3224,6.174,8.7361,7.4899,6.7191,6.6043,6.8494,8.2723,9.0767,8.6566,9.8901,9.1857,8.5891,7.5356,6.3274,10.1947,13.5115,11.7904,11.8777,12.1744,11.6519,10.4442,9.8355,5.6613,14.5712,13.7197,8.1022,10.1526,10.1573,5.5915,10.3855,11.7422,7.8265,9.3072,11.3218,11.1945,11.1168,10.4931,11.2667,9.7966,9.1125,14.2366,9.8603,6.1592,8.2397,12.5693,8.3189,10.5299,12.487,11.4216
12.2333,7.8985,7.4182,10.2844,5.0717,8.3558,6.6916,3.891,9.7605,6.2231,7.8735,8.4661,8.3698,9.6028,8.8064,8.2932,7.4296,5.133,10.2684,13.7493,12.266,11.0567,12.6895,11.0339,10.7909,9.3707,6.2229,14.1932,13.4658,6.5112,10.7482,9.1997,4.2987,9.9131,11.728,7.611,9.7793,11.1973,11.4055,9.2481,12.0545,11.9065,10.0614,8.9393,13.7238,10.0667,8.2701,9.5064,10.1326,10.3166,11.0314,12.2879,11.2286
11.8859,7.5916,7.0778,10.6391,6.5024,9.3544,7.797,6.2379,6.6208,6.411,9.9146,8.5494,9.0752,10.1253,9.7449,8.3363,8.1204,6.7684,10.4295,12.8717,11.242,11.992,12.2396,11.7166,9.1808,9.4711,6.937,13.0582,11.9682,9.2228,9.3274,9.716,5.1766,9.1156,10.3171,8.4003,8.1056,10.5357,10.6998,10.2326,10.3183,10.5717,10.0236,10.2751,11.4232,7.0128,6.3474,7.0217,11.0953,8.2277,11.3363,10.8882,11.578
12.1708,7.8654,8.1378,10.9722,6.3551,8.1934,8.5748,4.9378,8.2851,7.7601,9.5658,6.4902,9.3212,11.3701,10.2517,8.6335,7.4304,7.7724,10.9306,13.6942,10.9982,10.5491,13.3109,10.1406,10.7339,9.1428,8.1656,13.8039,12.3272,8.3413,10.0477,8.629,8.7017,8.7747,11.356,8.342,8.7031,10.6694,10.5164,9.7008,9.9539,15.1741,9.7478,7.7069,11.3391,8.3013,9.4033,8.9754,8.4029,7.8316,9.6862,11.8838,8.3442
12.8908,8.094,9.3695,10.7094,3.5129,9.282,7.1841,7.1036,10.6763,6.255,8.011,8.8111,9.1533,10.8976,9.4865,7.9428,7.4633,7.2096,11.1521,10.4032,10.4509,9.2783,13.0163,9.6825,8.6288,8.6974,9.336,10.5884,9.5577,12.0257,8.8627,5.6103,10.3593,4.9963,8.3462,6.9528,4.5763,7.3697,7.1046,8.0287,9.9051,7.456,7.8288,4.0229,8.4676,4.6967,6.0849,2.612,6.8341,5.8543,9.3115,9.971,8.2722
12.0125,8.3706,7.5099,10.5047,6.609,8.3223,7.8796,6.8698,6.6663,6.17,9.1196,9.1538,9.153,9.8895,8.9049,9.165,7.9794,7.7482,10.6199,13.1163,10.9653,9.6873,13.1789,10.5714,8.4517,7.5311,14.7814,12.3104,11.1846,9.5267,9.4142,5.9403,9.0198,6.7392,7.7502,4.2104,4.1328,10.5331,10.0299,7.4103,10.0684,8.7801,9.9816,4.3161,7.6136,5.9926,6.1126,6.982,6.3841,4.7978,9.4663,11.8471,7.4846
11.1958,8.5326,8.0492,10.1873,4.7842,9.0845,7.3467,5.1661,10.953,6.0888,9.4018,8.5791,8.5725,10.166,9.7567,10.08,7.8007,7.189,9.7045,10.8913,10.4386,9.7782,12.9875,8.9214,7.9887,7.5089,8.3823,11.0008,10.1474,9.6,8.6813,7.9945,11.2605,7.6927,7.0838,6.6267,4.7115,7.3272,8.5842,8.4199,9.6394,7.0622,6.752,6.1982,8.4559,3.4603,5.3526,5.1907,6.7498,6.1169,9.8853,9.9441,6.5262
11.5379,8.6753,7.9931,10.5404,2.4833,9.0678,7.2883,7.1591,8.1448,5.322,10.4916,8.5851,8.7777,9.6302,9.7392,9.7123,8.0631,7.0201,10.4962,11.8173,10.7063,10.1839,13.8456,10.381,8.4881,7.0889,8.8751,11.6687,9.9148,10.0829,8.6836,5.3532,11.3929,7.1012,8.9223,6.281,5.852,7.7178,9.7118,7.3272,9.56,8.2434,6.6375,5.1501,7.8963,6.5747,6.0802,6.9668,5.48,5.6979,8.9459,9.9268,7.2882
12.2426,8.6863,9.017,10.358,3.8942,8.1464,7.724,6.2153,8.4125,5.773,10.5751,8.3001,8.7398,9.9899,10.1677,9.0011,6.8822,8.1024,10.7968,11.6471,10.6966,10.6425,12.7401,9.5416,8.1943,7.5545,9.1262,12.2739,11.2576,9.2907,9.1133,6.6584,10.1492,8.0613,8.1957,6.6452,5.6595,8.1495,7.3934,8.4059,9.2831,7.0424,7.3117,4.0638,8.15,5.6161,5.1908,5.7937,7.1052,6.0081,9.9335,8.8272,8.4579
11.7422,8.3868,7.0016,10.2935,6.3874,8.5742,7.5293,6.7464,5.7107,6.6221,7.7011,8.5411,8.3461,11.1475,9.5436,9.2656,7.7301,7.0509,9.9012,14.0649,11.3388,12.0097,12.1713,11.2212,12.1223,9.3937,7.5562,14.3521,13.7677,8.4617,11.1484,9.2813,9.7639,10.119,12.1092,9.1016,10.076,10.8555,11.5245,10.37,10.9344,12.8873,8.7155,8.6085,12.7341,8.2723,9.3567,10.8913,7.0218,9.9091,11.1681,12.1953,10.9844
12.1271,7.2132,7.9736,10.9648,6.1438,9.4323,8.5276,6.3717,7.539,7.4931,8.5073,8.8522,8.9289,10.0888,9.8854,9.6013,8.23,8.2585,11.0302,13.2213,11.0056,11.287,12.4233,10.7933,9.5181,10.9213,7.7752,14.6268,13.4121,8.4739,9.9847,8.6452,5.8088,9.7976,11.6731,9.1165,8.0906,10.8265,10.2155,8.1351,11.4219,11.5199,10.634,8.4514,12.9117,8.8717,7.7112,8.8619,8.3354,9.4439,10.0539,11.1816,11.3471
11.9852,7.7999,8.0232,10.4751,6.0201,8.6265,7.0972,6.1842,4.6252,6.7049,7.9032,8.6658,8.4117,11.3044,9.4632,9.0039,7.0766,6.7919,10.1277,14.3479,12.0675,12.0792,11.9058,10.9111,10.9705,9.9348,6.5727,14.6215,13.7118,6.9437,10.068,9.3906,6.4944,10.4411,13.0861,10.4909,11.4458,11.2336,11.4661,9.1509,11.1725,14.5542,9.2512,9.4512,13.8611,8.4307,10.8799,9.2879,8.2143,8.5205,11.4437,11.0502,11.4407
11.831,7.5973,7.9636,10.3086,3.9819,9.2248,8.3119,4.5094,8.5723,6.6006,7.803,8.3713,9.0472,10.2091,9.4609,9.1231,7.8282,7.7512,10.2702,13.9949,11.7129,12.2401,11.7065,10.6076,12.0761,9.9456,6.9257,14.5849,13.5653,7.7835,10.544,7.8991,5.0626,10.1586,12.2741,9.504,9.7068,10.9062,10.71,11.6872,12.3831,14.3963,10.3004,10.0867,11.6071,8.5828,10.502,8.2527,12.9351,7.7991,11.5715,13.0456,10.8253
11.9298,6.9393,8.6826,11.1207,7.2069,9.045,8.8439,5.089,8.2054,7.541,8.8032,9.4167,8.9572,10.9467,9.537,9.0028,5.4525,7.9257,10.4607,13.8779,11.511,11.4184,12.4427,11.5665,9.9011,9.4123,7.4022,12.272,10.9032,8.4665,9.5332,9.2002,9.7619,8.2562,11.9837,9.5854,9.3395,10.5898,10.6948,9.5861,10.2985,8.9114,8.8424,8.1003,12.9999,8.4283,9.0638,9.0777,11.1861,8.2306,10.155,10.6646,10.7504
11.5563,8.5456,7.1632,10.3012,6.4049,8.6548,7.781,7.0353,4.3758,6.2408,9.228,8.3581,8.2636,9.4228,9.1108,8.3771,7.7609,6.9372,10.4637,13.9234,11.6813,12.3738,11.4059,11.3665,10.4931,9.7951,5.7415,14.6166,14.0442,7.1289,10.1918,9.1984,4.3802,10.7554,12.1658,9.3538,9.8688,11.5064,11.8757,10.2815,11.3247,11.7011,9.3458,9.6518,14.1548,8.8376,9.9024,9.2368,10.1335,7.4836,11.9492,13.2664,11.2149
12.3898,8.2476,8.0326,10.5134,5.3924,8.1164,7.9979,4.8716,7.7394,6.8398,8.2578,8.7604,8.8876,10.2979,9.8293,8.5529,7.0107,6.8125,10.3118,13.2281,11.6554,10.5242,12.3559,11.0225,9.7694,9.9184,6.8964,13.5248,12.5275,8.2685,9.0585,7.4275,6.7781,8.2252,11.7799,7.9542,9.4071,10.1394,9.492,8.3545,10.7347,14.4898,10.5875,5.075,11.7896,6.8849,8.8339,7.0331,8.3816,8.0604,10.3315,10.6068,10.5645
12.2223,8.2085,6.9243,10.6213,6.4243,8.1863,7.6972,5.2509,6.6306,5.8929,9.0887,9.0371,8.5975,9.9443,9.4665,9.3887,7.5015,6.4403,9.5981,13.8868,11.9161,10.7237,12.2538,10.8989,10.259,9.9683,6.5298,14.1483,13.6885,8.1279,9.7565,9.605,6.2268,10.0395,12.0982,8.9584,10.1436,11.4421,10.8095,10.3415,13.484,12.5176,11.7033,8.3379,13.1663,8.782,6.5267,9.2656,13.0941,9.4697,11.0767,11.4847,11.4773
12.2161,8.3784,9.2722,10.2165,6.3052,8.6948,8.0228,6.6273,9.0395,6.6244,10.5251,9.2971,8.7027,9.3682,9.3717,9.6604,7.111,7.3103,10.2233,11.4711,10.8595,9.1675,13.0694,9.7692,5.8614,7.7302,8.7545,9.1827,8.807,11.9281,8.8059,7.4936,11.1185,9.4743,7.3925,6.9655,3.1318,7.6378,7.7564,7.7077,9.3544,7.6229,7.2383,4.0131,7.4166,5.955,6.2507,5.7083,5.3369,3.8101,9.6615,9.5082,7.8565
11.3958,9.0461,7.7128,10.5946,5.9523,9.7664,7.8164,6.5998,10.243,6.2809,10.4048,9.1636,8.6115,9.5468,9.3718,9.5035,7.6112,8.2805,10.141,11.4507,10.5157,9.9218,13.4283,9.9902,5.2786,7.7806,8.8483,10.9274,9.6906,10.6447,9.173,4.8559,9.5173,8.5987,7.9611,7.5435,4.7862,4.1183,10.3513,7.949,9.4331,7.6033,5.9828,4.5126,8.6856,3.8412,3.6644,6.1798,6.7483,6.1812,9.7083,9.0867,5.773
11.9744,8.3758,7.0766,10.8679,6.8361,9.6753,8.2426,5.1371,8.2829,6.4484,9.1156,9.1713,9.3323,10.3977,9.8459,8.8546,8.0899,7.6077,11.0969,13.8379,10.9766,12.1834,12.368,11.0801,10.027,8.7471,4.9106,13.5231,12.0902,6.318,10.177,8.1933,6.09,9.4791,11.8307,8.7366,9.3766,10.827,10.371,10.6974,10.4579,14.0673,10.3629,8.3204,12.0832,7.6739,9.0476,8.8133,9.9301,7.8687,10.3185,11.8161,10.3976
11.7052,8.1315,8.3681,10.8449,3.8701,10.0139,8.0314,6.7988,9.0597,6.5377,10.6929,8.8065,9.3574,11.1905,9.8109,9.4688,8.1636,6.807,10.6089,10.9146,10.5613,9.7328,13.2009,9.9949,8.1111,7.6267,9.8788,11.337,10.3754,10.3074,9.0736,7.7623,10.9988,7.0101,8.0296,5.9099,3.5843,7.4444,6.7943,8.7409,9.6884,5.4989,7.6235,4.653,8.1952,2.9794,6.6152,2.664,4.486,5.1372,9.3078,9.6567,7.2402
12.7443,8.4647,7.8223,10.5702,5.4462,9.6306,7.9954,5.0945,9.2264,5.9951,8.7336,8.6847,8.9623,8.7422,9.4497,8.0765,7.6333,6.1578,10.3391,13.217,11.2962,9.9388,12.5009,10.5961,7.4009,8.66,4.6514,11.9665,11.1186,9.844,9.8649,8.4804,6.2285,4.1982,11.5362,8.5574,8.9374,10.8306,9.0528,8.1693,10.4295,11.159,9.9505,9.0951,10.719,7.548,6.3311,5.3361,5.5528,7.9784,9.0489,9.8274,10.4453
12.2154,8.3121,7.2899,10.1917,6.2535,8.3476,7.8315,4.248,6.798,5.9374,8.1621,8.7758,8.6652,11.1737,8.7004,9.8993,4.7694,7.3138,10.4563,13.8926,11.3641,11.5732,11.8764,11.0113,11.8225,9.4988,3.8544,12.5746,10.8328,8.0099,10.3267,8.957,4.8085,9.39,12.0082,9.0914,10.1122,11.3334,9.8472,10.1343,10.2968,15.1283,9.4801,9.3548,12.9374,9.2933,1.9752,9.328,6.7119,9.5559,10.5356,12.3332,11.2285
13.312,7.8254,6.9466,10.4662,6.848,9.5929,8.022,7.1205,7.4278,7.3725,9.0078,8.5027,9.6079,10.7923,9.5388,6.6957,7.5294,7.3074,11.2658,13.1117,12.0871,11.0395,11.8593,10.5434,11.42,10.0009,5.264,14.5636,13.7449,8.7193,10.6717,9.7772,6.5111,9.9992,13.321,9.1205,11.2929,10.5563,10.5105,9.2737,11.896,7.9923,8.5308,9.1507,12.5191,9.0294,11.4275,6.7728,13.6082,9.2461,9.6744,10.4225,11.2332
12.2111,9.0572,8.5728,10.062,6.2139,9.6644,7.0238,6.6909,7.8728,7.1817,8.4561,8.973,8.3603,9.9974,9.3471,9.0879,7.9095,7.6085,10.3594,12.6192,10.5446,10.0419,13.9677,10.3742,8.2516,6.4023,9.1271,12.0894,10.6339,9.2493,8.9365,7.538,9.6587,9.0128,8.8828,4.1461,6.8452,9.6497,8.1111,7.5126,9.8881,5.4583,9.0905,3.9267,3.6784,5.6717,6.4629,6.0758,3.9488,7.0147,9.5786,10.3933,6.7967
11.175,7.5085,6.6375,9.8587,5.1536,7.6266,7.558,7.4825,8.0259,6.5518,8.6835,8.5064,7.9145,9.5349,8.142,9.6777,7.5412,5.7553,9.6635,13.1492,12.4779,11.8823,11.6333,11.0876,12.2679,8.0306,6.5102,13.293,12.0619,6.8087,10.5767,8.0093,4.2153,11.8109,11.0726,8.8324,9.1324,11.3381,11.1275,9.4073,11.0832,13.8246,7.8953,8.0061,12.0389,9.6441,9.3333,10.3847,10.7713,8.733,11.1959,12.8651,10.9272
12.1514,8.1922,7.162,9.8131,5.6407,7.8944,6.1357,6.8133,8.3269,6.4509,7.8662,9.259,8.2066,9.4723,8.0749,9.7183,7.0438,6.5582,10.0423,13.4413,11.6167,11.4046,12.7785,10.5937,8.4695,9.4368,8.2248,11.7379,10.5638,8.8106,10.4444,8.1687,8.824,7.5772,8.5622,8.8891,7.0044,10.5443,9.5023,7.9706,9.9532,14.8624,9.84,6.8576,8.2599,5.2962,5.2885,2.6665,6.3018,6.9382,9.8108,11.6363,8.2617
