"213201_s_at","1007_s_at","206378_at","206754_s_at","1053_at","209443_at","39549_at","207626_s_at","212956_at","215729_s_at","205440_s_at","205862_at","210735_s_at","209604_s_at","215867_x_at","217838_s_at","1255_g_at","1405_i_at","1487_at","204508_s_at","Class"
8.568,11.8791,4.298,6.9641,8.9005,4.7869,3.7634,4.2194,9.5513,8.876,11.6823,5.431,7.8667,11.5877,7.9949,8.7102,6.27,9.6931,8.305,3.8022,"1"
5.7739,11.9716,14.0024,8.3146,7.647,6.2959,6.4125,4.2603,10.8375,8.288,10.8164,6.793,9.7417,13.5929,11.5012,10.1793,7.8584,10.1236,9.0212,7.5111,"2"
8.4083,11.961,6.0815,5.2538,8.9507,9.5265,4.2342,3.7342,9.0847,8.7505,3.4729,5.0019,8.1083,8.6007,8.5402,9.1543,6.8427,8.0565,9.6682,3.9454,"2"
8.9007,12.3903,13.6016,13.943,8.0982,9.8668,3.2103,4.391,11.4833,2.9568,6.1659,5.8828,11.2976,13.8736,12.3636,10.2576,3.267,7.2098,8.6572,9.7169,"2"
7.3905,11.707,11.6865,8.0468,7.8371,8.0787,5.6691,6.8467,13.0667,6.3008,11.0031,8.3146,10.3298,13.9525,12.1581,10.7912,6.1602,7.765,8.6682,9.3821,"2"
5.2514,11.5398,13.7742,5.7238,8.3329,5.1414,7.5111,2.2826,9.9522,6.3368,2.5738,2.0689,7.1372,11.1446,8.486,8.3438,6.2704,8.3489,9.3156,5.8315,"1"
8.5655,11.1113,5.5063,9.045,8.3937,6.2109,3.9283,7.7453,13.1867,3.5299,11.9046,8.8679,11.7014,14.0451,12.3287,10.0695,7.7993,7.2821,8.8531,9.8595,"2"
6.5161,11.4986,9.9874,8.3567,6.841,6.0855,2.193,6.2733,12.6923,4.7914,12.118,6.4155,9.7647,14.2077,11.2978,9.5477,7.2697,10.0948,8.8688,8.5211,"2"
4.212,12.2528,6.4237,7.5195,8.6071,4.9035,6.3757,4.3705,11.046,9.2198,3.317,6.9568,8.1442,11.8983,10.269,7.721,6.1659,7.4585,9.4115,7.4136,"2"
5.6907,10.2911,12.476,8.2209,5.7879,6.2231,3.5423,5.7241,10.4459,3.1912,5.5166,3.802,9.129,12.0589,10.473,11.0498,8.1639,9.558,9.0243,5.8756,"2"
6.7862,11.8509,15.2336,4.8825,8.7986,4.8564,5.7942,6.4954,10.7341,8.1825,5.0648,5.6521,7.7571,11.6384,8.864,8.2362,6.4239,8.5529,9.2792,3.5539,"2"
4.9857,12.1978,13.989,8.0147,8.8164,5.8309,6.5989,6.4645,9.7123,8.7423,3.8427,5.4735,8.9674,11.3765,9.9293,8.7649,7.2049,6.4243,9.1405,5.0213,"1"
5.0668,11.4072,8.751,8.1672,8.1883,5.7452,6.1517,7.0351,9.4395,7.9547,9.5074,4.8994,8.6388,11.8763,9.9754,9.2812,6.6201,7.2973,9.1494,5.3555,"1"
4.6854,12.7367,12.9903,8.4653,8.0052,10.9999,5.0339,7.5355,13.5241,2.9889,11.0595,9.7226,11.1387,14.3791,12.8062,10.7076,6.5738,8.5646,8.9123,9.9006,"2"
5.834,11.9765,12.7586,11.673,7.6044,10.7909,3.8456,8.4044,12.4003,2.149,13.1976,10.2337,11.0806,14.6664,12.651,12.0041,6.7136,5.3547,9.0538,10.1724,"2"
5.5338,11.3246,11.3211,8.523,8.2015,6.2905,5.0044,7.9566,9.5156,4.9883,4.5438,5.026,9.4834,11.2533,9.8165,9.5736,8.4001,8.1677,8.6831,5.0777,"1"
8.7384,12.0941,13.5734,10.6489,7.8253,11.3928,4.6667,7.4713,13.3231,1.9647,13.5228,10.7522,11.7505,14.6063,12.8399,10.7607,6.5496,7.8971,8.6259,9.9225,"2"
5.5371,10.7466,5.6305,6.9457,4.913,6.0094,6.7271,6.5916,9.7818,6.2769,7.6988,5.0579,9.4546,11.8927,10.2575,10.3397,7.8941,11.3123,9.0271,4.9111,"1"
6.0719,11.0495,6.9865,6.3319,9.2408,5.2971,3.6856,7.6336,10.2891,3.0053,3.8364,4.8091,7.6381,9.0602,8.6043,9.3229,7.2295,7.4827,9.3238,4.8718,"2"
8.3038,11.7385,3.139,5.8694,8.1488,7.725,5.8714,5.354,9.4854,10.9867,7.6448,3.1729,8.3423,9.8569,9.4152,9.332,8.2121,9.2808,9.0383,4.6842,"1"
4.589,11.5092,12.3731,7.308,8.145,7.3876,6.4747,6.5441,12.3283,7.1663,8.1116,6.7335,9.5395,13.3907,11.0839,9.6999,6.0793,9.2349,8.5486,8.6045,"1"
5.1815,11.7728,11.2854,5.7323,8.6772,5.1298,3.9281,7.503,10.6652,9.4107,6.1495,6.8044,9.5487,11.6264,11.1135,9.1552,6.835,8.8552,9.1476,7.9291,"1"
5.5012,12.1022,11.9552,11.8804,7.6784,8.5501,3.7048,8.5327,11.7619,4.8463,6.9588,9.3554,9.8627,13.6854,11.483,9.5207,7.6491,9.9587,8.9601,6.8564,"2"
9.0583,12.0736,12.8403,10.0473,7.816,8.093,6.115,8.3741,13.7027,3.8809,6.9838,6.6352,11.1049,14.3026,12.7932,10.2892,6.5638,6.1205,8.7101,10.2253,"2"
7.0039,11.2111,5.0394,7.1169,7.323,5.7655,4.8933,6.628,8.6748,10.3695,8.235,2.5537,8.4864,10.0601,9.281,8.8599,7.2929,9.7755,8.3054,4.3686,"1"
4.7759,11.8962,11.4325,6.8085,8.1039,5.9726,3.5243,4.3361,9.8927,9.3743,8.6676,5.8338,8.0598,12.4318,8.8671,9.1811,6.6114,7.3316,8.5927,3.8683,"1"
10.4425,12.124,14.5502,6.4077,8.588,5.4308,3.195,7.6251,13.6215,3.5025,7.4277,7.8691,10.7424,14.2924,12.3853,10.9368,6.2107,9.5459,8.4107,9.0213,"2"
3.8551,10.9237,4.9343,5.1583,8.298,5.2649,1.9775,6.3489,9.1482,1.0689,3.528,5.1665,7.2459,11.803,8.1403,10.0251,6.5363,12.5265,9.3462,4.3544,"1"
9.0206,12.236,8.3512,6.9298,7.4006,5.6223,5.9704,6.576,13.7271,1.2775,9.9342,6.0367,10.4453,14.2572,12.7802,9.8541,6.97,10.07,8.4169,10.3597,"2"
4.4112,10.7914,3.4982,7.3472,8.6287,6.14,4.421,7.9794,9.7463,7.8107,6.5326,2.3261,8.0616,11.6091,7.8319,9.4187,7.0566,6.7997,8.8014,4.4654,"1"
5.6749,12.2148,14.1469,8.6548,7.8514,6.0496,6.728,6.6679,11.4818,3.1003,6.9673,4.6947,10.3045,12.2612,11.6908,10.0276,7.705,7.2788,9.4431,7.6664,"1"
8.9997,11.7166,12.0829,8.7383,8.6037,10.7697,5.2823,8.3148,12.0823,1.4498,10.4338,9.3341,11.756,14.4516,13.0931,11.0405,5.6824,6.5325,8.7431,10.8188,"2"
4.8822,12.7646,7.23,6.5909,6.7644,5.3236,6.776,6.8115,8.2743,10.4698,10.6848,7.3433,8.3506,9.323,9.2041,9.428,7.4942,6.6707,8.6482,4.2515,"1"
4.9234,11.9024,14.1466,8.1456,7.9691,8.8103,5.6814,6.4608,12.12,7.7638,9.9571,7.7624,10.3099,13.8873,11.738,10.4974,6.2799,7.2339,8.5832,8.7817,"2"
6.4109,12.0173,6.3348,12.5153,5.1489,7.0105,7.1539,8.8404,12.9248,2.9577,9.86,6.9366,10.6589,15.0499,12.1934,11.661,8.0343,8.7628,9.2669,9.417,"2"
5.9295,11.2714,15.1279,8.2431,7.226,9.8275,4.8051,5.9986,11.1322,3.1549,12.3232,8.5264,10.5568,12.857,12.0557,10.6303,7.2381,9.2752,9.342,9.2128,"2"
3.9414,11.2179,4.1722,5.892,8.7762,6.9906,2.7918,4.8625,9.0008,5.5568,6.6963,2.6012,8.4672,10.9505,8.5595,10.6666,6.4465,9.333,9.2466,3.8957,"1"
4.3284,11.2065,4.6735,7.6677,8.4165,5.5589,4.0649,4.3334,9.5846,6.1849,4.2248,6.0721,8.3953,12.9642,8.4711,9.3561,7.5553,9.5005,9.3775,4.5598,"1"
4.5722,11.4876,3.3179,5.9233,8.1887,5.6452,5.4665,4.5703,10.3331,1.9105,3.0887,3.18,7.7053,11.1661,9.3975,8.6768,6.4744,10.6336,8.541,4.1196,"1"
4.9951,11.8805,6.135,5.3579,9.0496,5.323,3.1002,3.817,8.2055,6.772,5.7663,5.6576,7.6586,8.4591,8.5712,8.8433,6.6547,8.7811,8.8455,4.4122,"1"
9.1188,11.939,12.5007,9.5652,8.5198,5.7722,6.3081,8.1773,13.3762,2.8635,13.8127,10.2231,10.8523,14.4863,12.3886,10.5775,7.7268,4.2532,9.2683,9.0992,"2"
8.5006,11.5551,11.0361,9.7597,7.835,10.6517,7.0434,8.8012,13.0526,2.8702,13.0434,9.7532,11.9909,14.0091,13.0533,10.3611,6.4348,7.7779,8.6025,10.6052,"2"
7.5706,11.6529,10.8471,9.7464,7.4979,6.6035,6.1486,6.3966,10.7508,4.536,8.902,7.0746,9.5823,12.7246,11.3191,9.1112,8.1479,8.1585,9.7119,5.4812,"1"
5.2788,12.0608,14.5282,8.6569,7.8334,7.6581,4.9637,5.779,11.8967,2.5142,7.5963,8.2678,11.3658,14.1508,13.306,10.9281,6.8828,8.0222,8.2852,10.8056,"2"
3.5194,11.5139,9.9846,6.7339,8.6451,4.8659,6.4184,6.5992,12.0272,1.5145,7.3556,4.8891,10.1202,13.903,11.3663,10.7592,6.4863,9.193,8.7273,8.6574,"2"
6.4048,11.8896,6.3827,5.9303,8.1589,9.0112,3.1027,6.7046,9.3578,8.8079,8.4301,2.8532,8.4238,11.9822,8.7921,9.2582,7.7235,8.6382,8.4826,3.7011,"1"
5.3882,11.5006,5.3701,4.3457,9.1396,5.1382,3.4637,4.3811,8.7783,1.7874,5.3488,6.4788,7.6035,10.0502,8.3667,8.6521,5.5763,8.2266,9.825,3.9342,"1"
5.1909,11.9052,6.5428,7.8528,7.7421,5.3973,7.9516,5.1149,9.5652,10.4593,7.2201,2.145,7.9673,10.4376,8.7027,10.4217,6.7901,7.6089,9.237,4.0861,"1"
5.3574,11.959,8.4115,5.9165,9.4844,5.252,9.3845,4.0958,8.6382,8.8795,2.575,1.515,8.9002,8.647,10.6489,9.007,6.4399,4.5543,9.2754,5.4141,"1"
5.6805,12.218,10.2469,13.8159,7.7593,5.9309,2.6102,4.1917,12.9626,3.0363,4.0914,10.072,11.3096,14.6049,12.5229,8.6044,6.7948,7.7614,8.8115,9.8616,"2"
4.0213,12.3984,5.8935,7.4362,8.5418,5.8902,7.3519,4.73,8.4697,11.8767,6.1454,3.3562,7.9996,9.2359,8.7484,9.1707,5.9748,10.0838,8.8282,4.4204,"1"
9.425,12.7551,11.8966,12.3207,7.7959,11.0585,2.6864,5.8354,12.9057,2.9162,4.1792,8.4962,10.8409,14.6885,12.4093,9.7364,7.3523,8.1232,9.3073,9.7046,"2"
9.9689,11.9883,14.3972,9.1966,7.7519,5.8207,3.7332,8.4307,10.9192,2.592,5.1855,7.0835,9.1752,13.4794,10.2875,10.5967,7.0225,11.1891,8.6408,7.569,"2"
8.2472,12.0864,13.671,10.4358,8.1094,10.2811,6.5274,8.0183,14.0948,5.4828,13.1664,10.1068,9.346,14.8864,11.0852,11.6772,6.1589,5.3643,8.973,8.4344,"2"
7.9914,11.9235,6.1693,6.0087,7.5099,5.5781,2.875,7.3098,10.3159,7.7407,2.1198,8.5838,8.2949,12.9919,8.8986,7.8945,5.8074,4.2576,9.1455,4.4874,"1"
9.5234,11.9922,10.4678,5.4413,8.9165,9.7769,5.546,6.1719,11.6761,4.7745,11.2211,8.9769,8.8543,14.0646,10.8125,10.5001,6.6755,10.1766,8.9059,7.3645,"2"
5.8108,11.9809,4.4611,5.8108,7.9313,8.2557,6.4632,5.1527,8.8847,6.6003,8.4889,3.5257,9.3786,10.9437,9.4512,9.1463,7.4666,11.3091,8.6469,4.621,"1"
10.0317,11.9526,7.1646,11.4088,8.126,11.0009,7.1329,7.572,12.6705,2.5212,10.198,8.6749,11.5847,14.8459,12.6447,10.1883,6.5379,8.4022,8.6228,10.6938,"1"
7.0966,12.0866,4.9813,7.4451,8.8091,7.6502,6.5401,6.2418,9.2594,7.4796,2.7208,6.406,7.844,11.9892,9.1299,8.5906,6.6364,9.9429,9.3154,3.8038,"1"
8.5889,12.0421,6.5221,5.6621,9.0085,9.4012,6.2251,5.7737,9.6087,10.3429,7.1947,6.4707,7.7047,9.7365,8.3024,8.1355,6.3169,10.7309,8.4622,3.5465,"1"
5.054,12.0653,8.6697,12.4497,8.1614,10.1209,4.8917,10.684,13.312,1.356,9.056,9.0976,11.6419,14.639,12.5712,10.8445,6.976,4.4726,9.0446,10.235,"2"
5.1474,11.6125,15.6543,8.8733,7.5817,8.5497,2.7696,3.3381,12.2282,4.579,8.885,7.9027,9.2559,14.6195,11.5409,11.2483,6.2512,4.7153,10.1509,8.3783,"1"
4.6156,11.8752,13.8956,7.465,8.1642,9.5506,2.3341,6.9667,13.6781,5.4642,12.1748,8.8866,11.7322,14.0292,12.6061,11.1312,5.8704,4.6728,8.6334,10.4104,"2"
9.3796,12.2996,13.5956,11.9148,8.5171,12.3805,6.8928,6.8521,12.3461,4.7537,8.4265,7.19,10.8803,14.4498,12.6699,11.6875,6.6318,8.8997,8.6987,9.8327,"2"
8.2061,12.3869,13.2654,4.9465,8.4071,5.1329,8.0181,4.3045,9.0089,10.2946,7.3411,7.2091,7.8393,10.3847,9.4503,9.0201,6.1521,8.2316,10.0435,5.6005,"1"
8.1211,11.8751,8.4672,8.1142,7.9059,6.6868,4.3678,7.1909,12.0361,2.0104,8.1643,7.8686,9.7352,13.9413,11.2266,10.9813,6.7024,9.9847,9.2131,8.922,"2"
9.6175,12.2129,14.4426,11.5898,7.6896,10.2184,4.3634,4.6494,12.7646,3.1339,6.0408,9.6719,10.995,14.3246,12.8086,11.5595,6.3709,10.3541,9.3338,9.7447,"2"
4.2222,11.5913,12.9868,5.4581,9.9503,4.7015,6.7787,3.6912,8.1965,8.1741,7.8629,4.4383,7.5732,11.2951,8.6197,9.4162,5.9959,9.1174,9.0005,3.8208,"1"
5.7698,11.954,7.1953,6.0547,7.914,5.6405,6.7023,7.6643,8.736,9.1545,9.5374,5.0723,8.1753,10.5017,9.392,9.09,7.158,8.7653,9.2885,4.5014,"1"
6.0886,12.1595,8.6295,8.3222,8.425,7.0301,3.8161,8.2793,11.845,3.266,6.7096,7.2659,10.2669,13.7316,12.0584,10.813,6.4659,9.16,8.4753,8.9709,"2"
4.5832,11.9564,13.765,7.5481,6.838,4.9098,7.2337,7.4407,10.8705,8.1018,3.324,4.8206,8.775,11.9141,9.6844,8.3992,7.3389,6.7125,9.1219,4.998,"2"
7.9131,12.1499,8.5874,11.6878,7.8347,5.499,5.6211,9.124,13.3811,1.3298,9.9712,8.0266,10.4834,15.222,11.5182,12.0618,6.662,6.4562,8.8097,9.0212,"2"
4.4852,11.8839,6.9455,7.624,7.0411,5.738,4.5629,5.1944,10.0212,9.7757,9.7359,6.1378,8.5244,11.3661,9.1443,9.5862,6.5616,9.6767,9.3664,4.368,"1"
8.3576,12.7356,12.2237,9.8576,7.8143,10.2479,5.6685,5.9819,13.1573,3.5209,7.1415,7.85,9.0532,14.1921,11.2601,10.4721,5.8676,5.7929,8.8041,8.5372,"2"
10.5715,12.1771,8.8934,7.0101,8.3576,9.9781,4.6862,10.1577,13.6726,0.9008,12.114,8.5473,11.7672,14.4429,13.3787,9.192,6.138,4.2524,8.5375,11.019,"2"
10.1969,11.6306,1.333,10.9327,8.7054,5.0333,3.5118,7.1211,12.805,2.3728,9.4473,7.9839,11.2628,14.8381,12.4702,10.5493,6.2623,4.5369,8.6043,10.3132,"2"
8.8784,12.1274,6.4421,6.4378,8.7217,5.1334,3.9896,3.834,8.1995,7.6396,5.5188,5.185,7.8259,10.9706,8.4328,9.5441,6.7888,8.4924,9.2336,4.2482,"1"
11.0542,12.5949,13.0001,12.9019,7.8179,9.2305,6.3305,8.1752,13.3285,2.8214,13.1827,10.0118,12.3671,14.6411,13.3901,9.954,6.6165,4.965,7.9157,10.9903,"2"
5.253,11.0304,7.1944,6.2417,7.6113,8.66,3.1921,4.6082,12.0188,4.3842,8.2365,8.0215,9.6912,13.0389,10.943,11.2768,6.7776,10.5626,9.1067,7.3388,"2"
5.4151,12.4597,12.9495,9.3094,7.7361,10.7317,6.8226,7.1589,12.5319,4.381,9.4671,7.9671,11.0926,14.4864,12.9145,10.7069,7.3149,4.9987,9.5098,10.4579,"2"
9.6038,12.1696,3.617,12.5,7.7427,11.5558,3.3488,8.8421,12.3395,2.4005,8.5422,9.7474,11.7477,13.9689,13.1952,9.4763,8.0945,6.5283,8.7806,9.7538,"2"
8.4073,12.4202,12.9773,9.1604,7.8715,6.0449,6.9035,7.9402,12.829,5.5252,5.6468,2.8416,10.1454,13.8432,12.0116,11.0714,7.2712,10.5428,9.1187,8.6446,"2"
4.572,11.9979,11.5175,6.9684,7.7001,9.3818,5.0798,8.0886,13.6042,2.07,14.4983,8.7927,11.8694,14.191,13.4781,11.4006,7.1452,6.1015,8.8852,11.0725,"2"
5.9896,11.9181,12.4722,11.0155,6.8594,8.1904,5.8957,5.4846,11.8887,3.3747,7.8008,8.6307,9.8313,13.8913,12.0543,11.6344,7.0283,8.6419,9.7433,9.2554,"2"
5.2104,11.9971,14.3196,9.4397,7.1246,9.7562,6.1694,7.9432,11.2556,4.5574,5.8334,9.6684,10.2106,13.8067,12.2357,9.2436,6.9619,7.4552,9.0612,8.7978,"2"
4.2453,11.8023,14.7957,12.4601,7.8182,6.3317,5.8167,7.1657,12.8832,2.4756,11.1944,6.1291,10.9497,14.3569,12.5264,10.518,6.7603,10.312,8.0206,9.4939,"2"
10.1796,11.4574,7.0435,10.5182,8.0488,6.225,3.1929,6.8591,11.7287,1.7527,4.0449,8.5982,10.1313,14.808,11.8742,9.4141,6.8105,11.2255,8.811,8.5265,"2"
10.0258,11.9181,8.945,8.962,7.389,5.4593,2.9538,6.5991,12.2949,1.2091,3.3636,5.7397,8.2756,14.0629,10.1786,10.5639,6.735,11.9945,8.7531,4.8506,"2"
10.6924,11.7012,6.9088,8.781,7.7375,12.6852,3.6889,8.2029,13.1773,1.9382,10.2147,9.7487,11.8078,14.0113,13.6142,11.1589,7.5786,6.7621,9.0656,10.9406,"2"
5.2712,11.9795,7.0351,8.241,7.9905,5.6371,5.5825,5.3924,12.7605,2.6365,10.4994,8.0337,10.9835,13.6365,12.507,9.877,7.2528,8.896,9.0667,9.1084,"2"
