"1007_s_at","201508_at","201555_at","201798_s_at","202683_s_at","203139_at","203628_at","203928_x_at","203963_at","204508_s_at","204681_s_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206401_s_at","208670_s_at","208712_at","208893_s_at","209173_at","209560_s_at","209603_at","209942_x_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","214164_x_at","214612_x_at","215729_s_at","215867_x_at","216092_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","220034_at","220773_s_at","222256_s_at"
11.1349,7.6511,10.1897,9.9683,8.5682,9.5816,8.7482,8.6564,10.975,9.0767,5.6522,8.2958,5.0531,12.4562,6.3837,7.4083,8.7115,6.3237,7.5548,4.6883,3.2755,5.181,8.618,9.253,9.5579,9.3808,12.2194,6.9034,10.0288,6.437,8.772,8.612,6.9287,3.5067,12.4273,11.9349,6.9196,5.2469,12.0586,9.5618,11.0891,9.1809,8.7606,8.3161,9.1717,6.5528,7.5869,5.1925
11.8757,10.7154,11.135,9.3501,8.6604,8.304,11.4914,8.5152,10.7894,8.8618,8.1933,10.2055,9.7108,12.2024,10.5185,10.0071,4.0478,9.9414,6.3082,2.1806,6.2579,2.5879,8.3769,8.1136,12.6188,5.0468,12.7413,6.4177,10.9478,8.2382,7.9844,8.1047,4.4384,4.3931,12.4745,11.1997,7.3174,3.9259,11.2566,8.7275,12.4416,7.9257,10.035,9.5219,8.4103,6.1829,6.5969,4.3361
12.6326,7.5828,10.5686,10.704,8.7974,7.9712,7.6174,8.3645,9.2444,7.2568,9.3327,9.0139,10.5103,7.987,5.8487,9.2506,10.9115,6.4253,8.4364,3.8238,7.3116,3.0908,8.0774,8.6673,10.7266,9.6696,11.9726,7.0161,8.886,5.6848,9.2198,9.495,7.7082,3.2395,10.9061,9.802,5.4143,5.8684,9.8661,9.7697,10.5185,10.5549,8.6279,9.7687,6.1511,6.5667,7.2619,5.0226
12.5807,9.3184,10.2337,9.4685,9.1983,9.0914,8.2848,7.677,10.8107,8.201,8.3981,8.9473,4.9466,10.1026,4.2645,6.3837,7.9034,5.1879,9.5474,4.0047,6.9799,2.7015,6.4595,8.5376,12.8134,10.688,12.5589,6.4264,10.1557,6.9406,7.8811,8.5059,5.3406,5.9804,10.9066,10.9737,3.3469,5.6927,10.931,8.8687,10.1134,9.6717,7.9186,9.7579,7.4243,3.5997,7.2842,4.9062
12.4304,8.6862,10.2255,9.6554,8.9442,7.7525,6.3248,6.5244,10.3061,8.4555,7.525,9.3343,4.9721,8.0999,6.9088,7.2145,7.2613,6.1162,6.7426,4.4955,7.261,4.3351,4.9002,8.8444,10.8236,11.2491,12.1779,6.0344,9.0275,6.6127,7.6334,8.2585,5.9449,4.422,10.6692,10.8545,5.501,2.1542,10.7828,8.2961,10.5153,6.7234,6.1713,8.348,6.6081,4.0618,6.5981,6.3075
11.9454,8.6876,9.3428,10.9245,8.9176,9.6027,7.8213,9.3462,9.284,5.8544,8.3388,10.0021,10.4273,8.5567,6.899,8.9599,9.6388,2.4784,9.596,6.4841,4.9777,3.3823,8.9199,7.3558,8.7205,4.9197,13.0221,5.9522,8.4549,7.445,9.5882,9.5647,7.2319,2.8807,10.2593,10.1915,4.4655,3.3872,10.5213,9.0413,10.9975,9.6038,9.0809,9.2747,8.3101,6.7558,6.069,5.6486
12.1154,10.017,11.5675,11.1908,9.0899,9.5148,10.7013,8.1382,10.3446,7.7363,9.0957,11.4325,8.1355,10.7157,7.1564,8.1346,6.7973,5.6437,3.8133,5.8432,8.7999,2.7149,8.3074,8.4846,8.0605,4.5694,11.9956,7.4149,8.9255,6.605,10.1424,8.0389,7.547,6.7753,11.99,10.8192,5.9304,9.8497,10.7924,8.8514,10.4554,10.0903,9.3209,6.883,5.6502,5.9786,8.15,4.8064
11.9077,8.0961,10.2344,10.4369,9.248,9.5171,6.6642,7.7369,8.508,5.4881,6.7644,10.7551,8.1079,8.5834,7.4084,9.6133,4.3896,6.4871,3.6812,6.6251,6.9349,3.9018,7.585,8.6838,9.8031,6.339,4.7856,8.4058,8.068,6.5089,9.6206,9.074,7.5022,4.2654,8.9875,8.7484,7.2942,8.4034,9.3723,8.957,9.3621,8.2963,9.8252,6.7185,6.5946,4.4349,6.9762,4.5856
11.8592,10.2777,10.9565,10.8567,8.7792,8.0143,9.6999,10.0494,12.0857,10.3608,6.3047,10.1406,6.2449,12.8623,6.7249,7.3622,3.1396,10.0839,2.9578,5.8076,6.0788,2.422,9.7653,8.1874,10.8215,4.4572,12.4992,7.0201,11.4367,6.8617,9.4938,11.4288,4.6239,1.3053,11.6637,12.8061,5.1278,2.3699,12.5183,8.8968,12.541,9.1022,11.6778,9.4973,8.4474,2.6589,8.6731,4.3311
12.0612,9.7021,10.2032,11.7043,8.5043,8.2271,10.5476,10.4272,12.6455,10.4822,8.2889,7.9566,2.6181,13.764,6.7412,7.5825,5.9173,10.2329,4.1856,4.9222,8.0772,3.3263,10.7203,9.7715,9.6503,7.7039,12.7371,7.5959,10.3884,4.2952,10.2837,8.7721,7.6018,6.144,13.9558,13.1942,5.3933,1.7151,12.9994,10.1147,12.5266,8.0118,9.5801,9.3241,6.8787,4.052,7.3862,8.2076
12.7259,10.9105,10.6043,12.4564,8.8928,8.0005,10.3318,7.4149,11.916,9.5693,8.6237,9.0227,3.6802,11.444,5.7812,7.7381,3.5356,9.1186,2.8687,6.6194,5.3742,4.5573,7.6448,9.7065,12.2449,4.5745,14.6533,7.5242,10.9906,4.1054,10.9838,7.2641,6.5478,5.9103,13.1016,11.9813,6.833,4.4885,12.217,10.1453,10.0633,5.9866,10.3149,9.5304,8.3183,5.8878,7.1299,6.5372
12.3641,5.044,10.179,10.3349,9.0843,10.0065,4.6809,5.5583,8.6398,6.3788,8.0483,10.1624,10.215,7.4728,5.8082,10.6476,5.1732,6.0267,1.9372,3.4495,6.0438,6.9393,5.5551,7.9681,9.5906,11.3159,12.0081,6.7369,10.4111,5.5924,9.2341,5.6085,6.2444,4.7975,11.971,9.5298,3.5181,3.8248,9.5794,9.2462,9.4642,6.4745,8.7312,7.5159,7.3714,3.401,7.2553,4.6163
12.0602,7.7515,9.7768,10.847,8.671,8.2522,7.168,9.0413,8.8253,6.2395,8.3131,7.8425,2.116,8.4135,5.8388,8.8222,2.6208,6.1564,7.2473,1.2254,7.8806,6.5284,8.1616,8.4329,8.4438,8.1595,10.4745,6.7025,7.4519,5.0773,9.3856,8.4594,4.9762,2.396,9.7345,9.7979,4.0635,5.049,9.7829,11.0201,8.2852,6.8297,9.4588,8.0183,7.0716,3.923,7.965,5.3459
11.281,7.2746,11.3627,10.8392,8.4774,10.3578,8.3783,8.1531,8.6587,4.7333,6.9096,10.9267,8.3987,6.8669,8.3626,9.6485,5.4269,5.2398,3.0084,5.1843,3.3592,6.1483,7.4557,7.9754,7.4293,7.3924,3.8255,7.4059,7.9928,5.0796,9.2235,4.1423,4.01,5.5162,9.3805,9.1679,4.9402,7.03,9.5442,8.25,9.4746,11.4885,9.4357,6.3887,4.951,3.6024,7.657,5.2175
12.5553,10.4442,10.0811,10.6651,8.7929,7.5071,10.3855,10.9183,11.7422,9.3072,8.0487,8.0305,3.3158,14.2366,5.9812,7.4195,9.8865,6.1592,4.1976,5.6462,10.4562,2.7421,10.706,9.0115,9.9654,10.0373,12.5434,7.1752,11.508,5.2227,9.8816,7.1565,7.2114,3.0078,13.1174,11.8014,5.4404,3.5265,11.9344,11.1471,12.111,6.4027,10.6393,10.1672,5.1858,6.6055,7.9731,5.2219
12.2333,10.7909,10.9399,11.1003,8.5249,8.1332,9.9131,10.7598,11.728,9.7793,8.1944,9.2584,3.3644,13.7238,6.6363,7.5515,2.9942,8.2701,1.9739,6.3242,7.0074,2.3907,10.9245,9.4589,12.59,3.7585,14.0505,6.2301,11.5596,4.7089,10.0165,7.1925,7.6974,4.6056,13.7972,12.0271,5.393,1.9596,11.8592,10.4007,10.3827,5.5001,7.7134,10.883,9.8618,2.8204,6.9365,6.4472
11.8859,9.1808,9.6737,10.8877,9.3496,8.8334,9.1156,10.6699,10.3171,8.1056,8.1527,6.5086,4.2034,11.4232,6.2017,7.8687,4.4651,6.3474,8.3189,7.0117,8.6194,4.8861,10.6312,9.6399,9.7057,7.4601,12.0435,7.0723,11.7166,5.0297,9.8874,11.1151,7.0385,1.3336,13.2411,10.4683,4.37,1.7007,10.5819,9.5301,11.6894,6.0286,9.7131,9.9682,7.8036,3.5271,7.823,5.1381
12.1708,10.7339,10.4243,10.5641,9.0988,9.0063,8.7747,9.2531,11.356,8.7031,6.329,8.7244,8.4014,11.3391,6.2836,7.8192,3.7401,9.4033,8.3858,7.1863,7.2543,4.8133,9.0516,9.5235,9.3675,4.7845,13.3049,8.592,8.9839,6.8618,9.5065,8.8724,7.3632,8.2071,12.5047,11.6847,6.9447,6.2134,11.6647,9.6559,11.6335,9.4644,9.5686,9.8368,8.5605,4.5569,7.8715,5.4672
12.8908,8.6288,11.489,11.1045,8.7428,9.6055,4.9963,7.3691,8.3462,4.5763,7.6082,10.147,6.9427,8.4676,6.8129,7.7452,4.4475,6.0849,3.5091,4.9541,1.455,7.3277,5.2623,8.555,8.393,9.9467,2.7363,7.4676,7.8222,6.7576,10.1989,6.0757,6.3673,8.5389,8.9354,8.8358,5.3537,10.3828,9.0829,8.6213,9.5097,10.5669,9.7675,5.3568,7.1697,6.7596,3.4792,5.6151
12.0125,8.4517,10.7828,10.0689,8.3378,9.2518,6.7392,6.409,7.7502,4.1328,8.3982,10.2818,9.8379,7.6136,6.9092,9.2266,7.5044,6.1126,7.6023,5.2113,7.0114,4.0866,6.7671,8.9291,4.942,10.2675,12.1989,11.5765,7.5922,10.8144,9.2142,7.2754,4.3566,5.5409,10.5317,8.3473,10.1724,1.8945,8.7861,9.9085,11.5272,9.4318,8.2309,7.3035,7.6041,5.2808,7.21,5.5858
11.1958,7.9887,11.1756,9.7689,9.4808,10.3812,7.6927,4.5157,7.0838,4.7115,8.0842,11.3874,9.0031,8.4559,10.5168,11.3462,2.8789,5.3526,3.1262,7.5126,6.8685,4.3168,4.5541,8.9693,8.5806,4.3763,3.0943,6.2898,6.7856,5.0131,8.6278,8.7767,4.3464,1.1651,10.1753,7.5039,5.6241,10.5956,8.1038,7.6612,7.8797,9.2655,9.4998,6.8864,7.0328,3.7997,5.8366,4.4848
11.5379,8.4881,10.9818,9.501,8.6481,9.7145,7.1012,7.7143,8.9223,5.852,9.2965,9.3234,10.3579,7.8963,10.513,10.9086,9.7345,6.0802,6.5944,2.326,4.725,6.5715,6.711,8.5741,8.7624,6.42,8.6453,6.6771,7.3408,9.1603,7.8446,4.4879,3.763,7.165,9.7544,9.6233,7.8355,8.0793,9.7983,8.8773,8.9031,10.4797,9.775,8.8829,7.2091,5.9363,7.9782,3.837
12.2426,8.1943,10.5183,10.7505,8.8667,10.3462,8.0613,7.4348,8.1957,5.6595,9.2926,9.1115,8.8849,8.15,7.8297,9.3755,4.9566,5.1908,2.7958,2.1703,0.7312,5.3541,7.4051,8.9399,10.0643,8.7184,6.9472,6.5998,8.4789,3.8801,9.5701,8.0752,5.0429,9.9379,9.7492,9.2567,5.5599,10.2683,9.3203,7.5883,8.4921,10.9426,8.6868,4.4204,7.0028,6.7768,7.6245,4.1544
11.7422,12.1223,10.1097,12.3745,8.8376,8.1674,10.119,11.0085,12.1092,10.076,7.7931,8.7482,6.3029,12.7341,5.4748,7.7963,7.4237,9.3567,9.9649,5.8002,7.4238,2.3913,11.0641,9.5603,11.9017,7.1009,12.8912,6.5574,11.1457,6.4719,11.2018,9.2471,7.4359,1.7604,12.6052,12.2213,3.6112,1.6071,12.3123,10.5436,11.8633,7.2106,10.7866,10.6273,8.1975,5.2779,7.1009,6.4532
12.1271,9.5181,9.8389,10.1102,8.8409,8.5174,9.7976,8.0426,11.6731,8.0906,8.0223,8.9516,3.5354,12.9117,6.8918,7.5627,4.8151,7.7112,6.3908,5.8737,4.109,6.0185,7.0907,9.1595,10.5825,4.9203,10.1942,7.7768,10.9915,5.8548,8.7516,7.7074,7.868,5.7446,12.7904,11.885,6.1484,3.94,12.1451,8.8647,12.6619,7.0925,10.0058,8.8144,7.712,6.37,7.8494,5.1612
11.9852,10.9705,10.3356,10.9478,8.5476,7.8799,10.4411,10.3173,13.0861,11.4458,7.2182,9.2962,4.2096,13.8611,6.1555,6.3085,3.2367,10.8799,7.9133,4.1024,6.5967,2.1217,10.205,8.8288,13.5594,3.8805,14.6352,6.5813,11.4351,4.7572,9.5334,9.0934,7.6307,5.5094,13.3609,13.5777,2.6299,1.5849,13.3377,9.6685,12.3172,6.0669,9.5268,11.1123,10.0095,3.686,9.3458,4.4539
11.831,12.0761,10.1426,11.5942,8.8273,8.953,10.1586,9.4932,12.2741,9.7068,7.5663,9.2599,3.6442,11.6071,6.9823,7.5325,3.2967,10.502,8.402,5.1685,9.1012,8.5999,9.6662,9.228,12.9048,8.563,13.5063,6.5594,11.157,6.7322,10.4619,9.6082,7.7124,6.1627,12.8879,12.6334,6.272,3.4418,12.4268,9.4151,11.7564,6.3153,9.5466,9.8677,9.4837,2.1582,7.5018,8.4022
11.9298,9.9011,10.2234,11.1675,8.9186,9.3156,8.2562,9.7224,11.9837,9.3395,6.969,8.861,7.1841,12.9999,5.7927,7.3226,6.1233,9.0638,8.4926,6.9631,5.7058,3.8191,9.1906,8.2561,9.6908,5.045,10.5679,8.3669,11.0987,5.3864,9.925,10.4061,7.7493,3.9556,11.3677,12.2108,6.8536,2.2721,12.156,10.8503,12.7905,8.2849,9.6403,8.5531,9.1505,3.7695,6.5917,3.912
11.5563,10.4931,9.8379,11.3726,9.0872,8.1751,10.7554,10.4527,12.1658,9.8688,9.5969,7.1354,3.4054,14.1548,3.6554,8.4298,3.5523,9.9024,3.4367,6.941,10.3224,4.4571,10.6106,9.7086,8.687,7.213,13.1252,6.3773,11.3986,6.0832,10.0806,6.8467,7.7057,3.5802,13.2225,12.3533,3.4303,2.6906,12.3598,10.232,13.2121,5.7805,9.4672,8.8412,7.8036,3.2054,8.0729,5.3613
12.3898,9.7694,10.7093,11.1294,8.6772,10.3661,8.2252,6.1058,11.7799,9.4071,8.8394,9.7813,3.9695,11.7896,7.415,8.8431,4.4137,8.8339,10.7881,5.3949,6.6161,2.9787,6.9617,8.8503,11.6025,6.5781,15.2752,7.6234,10.7427,4.4406,10.0417,9.786,8.0479,5.0011,12.177,11.7466,5.2022,4.5106,11.7531,9.2289,10.8692,7.0412,8.6189,8.2652,7.7981,3.6005,7.1301,4.4139
12.2223,10.259,10.6596,10.0451,9.3781,8.3005,10.0395,8.2385,12.0982,10.1436,8.5111,9.8995,8.1808,13.1663,7.3463,9.6022,2.9041,6.5267,6.5252,2.2611,7.4575,8.9114,7.8234,8.9428,10.449,9.9378,11.7927,6.9117,12.036,5.0862,8.9259,9.1737,7.4066,1.8627,13.0678,12.6511,5.1362,2.1948,12.4881,9.9047,10.0033,9.1809,9.8881,9.0344,7.9674,5.0134,7.6129,3.4506
12.2161,5.8614,11.1921,11.6723,8.4318,8.1621,9.4743,7.5649,7.3925,3.1318,7.7967,10.9992,9.4442,7.4166,5.3739,8.558,6.2121,6.2507,3.441,6.3584,5.577,3.127,7.0607,8.6123,9.5105,4.1973,3.553,4.8272,7.7591,7.2283,10.7442,7.176,6.4754,2.7121,9.2101,7.8891,5.9747,10.8661,7.8491,8.3375,9.3224,8.6155,9.0254,5.3936,5.2278,3.3009,7.6729,4.6868
11.3958,5.2786,10.5659,10.0889,8.8182,9.8878,8.5987,7.2136,7.9611,4.7862,8.2888,11.3268,8.1417,8.6856,8.3009,7.4041,8.7101,3.6644,4.8939,6.5829,5.638,8.0416,4.6072,8.3668,10.8179,4.0311,8.3373,6.8715,5.3853,5.2133,8.5207,7.6509,5.0654,7.4478,8.8312,8.2866,4.7106,6.6686,8.7277,8.2948,9.6071,9.7438,9.5725,7.8476,5.3458,5.856,7.5578,4.5239
11.9744,10.027,10.2238,11.4763,8.5136,8.976,9.4791,10.055,11.8307,9.3766,7.5869,8.811,3.3113,12.0832,6.3023,8.5517,7.9625,9.0476,6.7067,3.2886,9.6608,4.991,10.0213,9.3115,11.0687,7.1212,14.1774,7.563,10.4631,6.7612,10.0269,8.7605,7.4383,0.8578,12.2257,12.2398,4.2709,2.6082,12.3237,9.6809,11.8582,5.0442,9.4968,9.3622,8.1757,7.4329,7.4055,6.0786
11.7052,8.1111,10.6924,9.6204,8.6583,9.3423,7.0101,8.3198,8.0296,3.5843,8.2718,9.5556,7.81,8.1952,8.3615,8.2874,5.0039,6.6152,8.0697,6.0104,6.9061,6.1373,6.0234,9.0937,10.443,5.2871,6.6653,6.5812,7.2157,10.4885,8.7046,10.9249,6.4938,5.6534,8.6669,8.1543,9.708,6.1628,8.8596,8.3491,10.0948,10.22,8.675,5.3634,6.6298,3.9802,7.7009,5.0436
12.7443,7.4009,11.686,9.3804,8.8859,9.2525,4.1982,6.5081,11.5362,8.9374,7.7982,10.1972,3.0484,10.719,3.4731,7.3624,8.9875,6.3311,2.8617,2.8318,6.9259,3.1614,5.0672,8.3819,6.7677,6.5167,11.7801,7.7327,9.6384,5.4242,8.4118,7.0731,6.2201,4.2659,10.5998,11.4492,6.4351,3.5924,11.3998,11.132,10.0707,9.0296,8.6492,8.7416,7.0091,6.281,6.8801,5.6328
12.2154,11.8225,10.4251,11.449,8.3075,8.0614,9.39,10.1413,12.0082,10.1122,8.2759,9.282,4.0528,12.9374,5.7539,6.9085,2.804,1.9752,6.1982,4.4016,3.7065,4.5939,10.1324,9.653,12.3403,3.6254,14.2068,7.0086,12.2846,6.4282,10.3397,8.0798,7.0152,1.99,13.022,12.5708,5.028,1.6383,12.2942,10.6706,10.9744,7.7663,10.291,9.8858,10.2179,3.5788,6.5462,7.236
13.312,11.42,9.3162,12.3482,8.8435,8.752,9.9992,10.7286,13.321,11.2929,7.6141,7.6357,4.1443,12.5191,6.7953,7.2406,7.1309,11.4275,3.761,6.4676,6.8416,3.643,10.8409,9.442,10.3076,5.2725,12.4865,7.6883,11.2264,6.8815,11.4915,7.9097,7.0636,3.6867,13.4395,13.7442,3.9293,2.9893,13.5062,10.1108,11.8726,7.609,10.8427,10.1553,8.8771,4.1771,6.115,9.1584
12.2111,8.2516,11.4136,10.2126,8.1166,9.434,9.0128,6.7929,8.8828,6.8452,6.2864,8.1501,8.5338,3.6784,7.2671,8.9752,5.7896,6.4629,4.9964,6.6674,5.4935,3.2312,4.3572,9.8019,8.8258,10.2591,11.402,4.7639,7.164,9.4302,9.7848,7.6573,6.7262,6.089,8.8364,9.882,8.262,1.7282,9.9496,8.4253,10.704,11.2093,9.2753,9.278,6.5186,7.4273,7.8379,7.0179
11.175,12.2679,9.52,11.8912,8.967,8.0303,11.8109,10.3902,11.0726,9.1324,7.3689,8.1192,3.4692,12.0389,7.0346,7.352,4.2491,9.3333,7.0111,4.5499,8.7637,3.4672,9.968,10.7207,12.1723,6.828,13.3625,5.8951,11.0791,5.6226,10.5472,7.9792,7.7437,2.0151,13.5637,11.2563,3.1199,3.1802,11.2328,8.1619,11.9333,4.5827,10.5976,9.6481,9.7387,4.9292,6.7673,7.3181
12.1514,8.4695,9.9158,10.5386,8.4002,8.0292,7.5772,7.1661,8.5622,7.0044,7.9604,9.082,9.1586,8.2599,6.3792,9.2222,8.1078,5.2885,7.0009,5.4407,7.6185,3.442,6.9801,10.0824,10.5113,10.3347,14.1808,7.6456,7.8118,10.3865,9.1299,8.9503,6.4894,2.6571,11.359,9.4506,9.6803,9.8613,9.7074,8.7965,9.0201,10.6269,7.9881,10.3363,7.0935,4.3139,7.0018,7.88
11.4223,10.1222,9.6217,11.591,8.5629,8.1989,10.4012,10.3217,11.5175,9.7578,7.0612,7.6574,3.1625,13.6226,5.87,6.5204,3.6617,10.5906,8.0277,5.2043,8.1699,4.4584,10.0142,9.215,10.2953,10.1861,13.2253,6.3235,10.6735,5.0796,10.0276,7.9975,6.5855,2.3067,12.5382,12.0394,4.5713,2.6362,11.5032,11.1699,12.339,5.5114,9.86,10.4495,8.2198,5.8753,7.8864,5.333
12.0307,8.5398,10.61,9.2002,8.4951,8.155,7.119,6.5788,10.3906,8.353,7.418,10.2918,9.7616,10.8245,6.1757,9.3941,9.7834,5.9502,1.5564,5.6975,9.7015,2.0721,6.3512,8.9089,10.0825,6.0076,13.6606,12.9893,9.0168,11.4612,8.0407,7.7853,7.379,4.9981,11.1295,11.076,10.3551,3.3684,11.2002,10.3819,10.734,9.2879,9.2165,8.0683,6.5335,3.0172,7.5048,7.5979
12.7472,7.8102,10.2746,10.1666,8.7774,9.1708,6.2579,8.0263,11.86,10.3654,8.3282,9.495,10.1648,7.4097,7.595,8.3357,8.5992,4.6478,5.6778,3.2196,5.1033,4.4717,4.6829,9.3043,9.6233,11.3229,13.5065,8.09,8.0759,5.9198,9.2956,7.7537,7.3659,5.6042,9.6608,12.7615,4.4934,8.5637,12.6609,8.5291,9.3795,11.0744,8.4062,9.1489,5.5184,7.8791,6.3518,6.3622
11.2817,10.869,9.9329,10.7946,9.7883,9.4519,9.5526,11.2551,12.4411,10.7588,7.1954,9.2073,3.4271,13.5035,5.7393,5.8788,1.6566,11.7225,6.8589,5.0061,9.153,3.0111,11.2591,9.4618,11.1538,8.0512,13.0059,5.7895,10.629,13.3776,9.7682,7.9702,7.0065,4.0973,12.2744,12.7348,13.0734,-0.4146,12.4754,9.3779,10.9875,8.8475,10.5581,10.6303,9.3234,2.9659,7.7588,8.6515
13.2494,10.3684,11.1504,9.8926,9.1798,8.8264,9.3018,9.4908,11.8202,10.1203,7.2407,9.0335,7.8617,12.0186,6.6562,8.738,8.0919,6.5669,7.6482,3.2306,1.8715,4.3876,9.2235,8.9624,9.7677,8.0197,12.3969,4.584,10.7869,6.5005,9.2415,9.1804,6.6906,4.9461,10.9664,12.2847,4.1718,5.1159,12.3601,9.2028,11.083,9.6037,8.2541,9.9204,7.0585,6.8479,6.7802,5.3734
