"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","201508_at","201555_at","201930_at","202683_s_at","203139_at","203625_x_at","203628_at","203928_x_at","203963_at","204508_s_at","204667_at","204681_s_at","204822_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206391_at","206401_s_at","206509_at","206793_at","208582_s_at","208670_s_at","208712_at","208893_s_at","209173_at","209366_x_at","209560_s_at","209603_at","209604_s_at","209942_x_at","210735_s_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","213527_s_at","214164_x_at","214612_x_at","215304_at","215432_at","215609_at","215729_s_at","215867_x_at","216092_s_at","217257_at","218002_s_at","218211_s_at","218483_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","219919_s_at","220034_at","220773_s_at","221704_s_at","222256_s_at"
11.8791,8.9005,7.5754,10.3995,6.27,8.3605,7.3417,6.8264,9.6931,5.5575,10.8538,7.0344,10.2953,10.8276,8.6115,9.2549,10.7475,8.2839,5.1021,7.2156,3.8022,6.4307,6.9664,9.1005,10.7267,4.085,7.3225,8.2921,9.4939,5.9865,6.0438,6.9006,4.5127,4.42,3.536,3.2304,4.7161,7.2321,7.4525,1.6738,8.1283,9.0662,3.7827,3.2267,10.5804,7.7383,7.8765,11.5877,10.9728,7.8667,9.1898,6.7721,6.0959,0.9574,9.5513,8.2022,7.9435,10.3564,4.5153,4.6232,6.2217,8.876,7.9949,7.8574,5.848,8.9042,8.8455,9.0312,9.5914,10.4246,9.988,9.5693,6.1314,7.0135,6.3385,7.5315,8.515,3.001
11.9716,7.647,9.4074,11.1072,7.8584,10.0372,8.6529,5.6754,10.1236,7.2111,8.4535,9.2956,9.9562,8.3971,9.3272,9.5308,7.3814,9.0017,7.6512,9.9232,7.5111,9.4184,6.1453,7.1952,7.478,7.8358,10.5792,7.3219,8.1364,10.3423,7.6756,4.5409,6.7532,7.0115,7.0166,11.581,7.238,11.2696,6.1131,4.3111,9.931,9.2055,7.6142,12.0077,11.5441,8.3721,9.942,13.5929,7.972,9.7417,9.28,8.8372,5.6577,7.6695,10.8375,8.6271,11.2051,6.1075,7.5544,4.1204,7.8295,8.288,11.5012,9.7508,3.8847,9.3933,12.1513,9.8609,10.1533,9.2016,9.6389,5.8086,8.4296,6.2812,4.8138,7.8532,7.7797,5.993
11.961,8.9507,7.8502,12.5159,6.8427,8.7011,7.2018,6.7969,8.0565,5.867,7.289,7.1646,10.168,10.95,8.635,8.9875,9.3148,5.2418,4.7908,7.5919,3.9454,7.7385,8.5195,9.6841,10.8804,2.4966,10.5622,6.1828,7.5671,2.2352,6.6799,1.7593,3.0293,9.8675,8.328,4.8446,3.65,6.7996,5.9263,2.6992,8.6945,8.4912,4.7939,9.6504,10.6344,6.9641,4.1991,8.6007,5.3225,8.1083,11.9445,7.342,4.2233,1.2145,9.0847,7.6046,8.3261,5.0784,6.7486,3.1941,6.1185,8.7505,8.5402,7.9543,4.4553,7.3994,9.8767,9.2168,9.3176,11.9928,7.1632,8.6684,6.4979,8.403,3.2631,6.177,7.1668,4.6789
12.3903,8.0982,8.3035,10.5475,3.267,8.9163,7.1127,5.5099,7.2098,5.9611,7.6954,10.4797,9.9726,9.3732,8.1599,7.829,8.5543,9.4664,9.6353,12.1442,9.7169,10.9757,7.4677,7.0444,8.6607,3.2678,13.3712,6.6325,8.323,4.4006,8.9283,6.0129,3.9041,5.8204,4.0766,6.4924,9.5991,10.007,7.1238,4.7321,9.2531,9.9347,4.5708,12.2897,12.6867,7.5544,10.4073,13.8736,6.7479,11.2976,9.2068,8.5354,7.179,6.7728,11.4833,8.6445,12.5048,4.5001,7.654,2.6807,3.6904,2.9568,12.3636,10.7211,0.8426,9.8048,12.233,9.7334,11.7613,6.769,10.185,10.5102,8.8838,7.3748,3.5877,8.292,8.3832,4.4785
11.707,7.8371,7.9844,10.1832,6.1602,9.4334,7.6083,5.839,7.765,7.2809,8.6306,10.9438,10.065,8.816,8.3325,9.3678,6.8049,9.48,8.6687,11.5607,9.3821,10.2059,7.9681,5.6787,6.766,6.6552,12.4182,5.9372,7.0496,10.5365,7.9204,9.9627,5.8034,7.5517,6.8433,7.2282,8.8056,14.8154,7.3167,6.1301,9.4525,9.726,7.8242,11.8047,12.473,6.8721,10.3235,13.9525,6.8153,10.3298,10.4572,9.156,7.4363,7.5149,13.0667,9.6277,12.3616,4.1468,9.2533,6.5259,7.3937,6.3008,12.1581,9.9597,6.6165,11.277,13.277,9.9647,11.7116,6.7571,9.5749,9.4369,6.4887,8.721,6.3822,7.3543,8.6685,7.3899
11.5398,8.3329,8.1751,10.1268,6.2704,8.3766,7.7473,6.7413,8.3489,6.1272,7.3158,5.578,10.1748,10.844,8.6214,9.5396,11.8311,7.4912,5.3288,7.8746,5.8315,9.9867,9.7549,9.6514,9.7675,10.713,8.3408,6.3203,11.4922,8.3674,6.6681,2.9505,3.5526,6.7371,4.6032,12.0378,7.5217,9.5288,8.4087,5.4615,8.6802,9.9102,10.5707,11.8799,13.0849,6.9345,7.6337,11.1446,9.6627,7.1372,8.9316,7.3206,6.4616,8.5935,9.9522,8.3475,8.8009,8.9303,8.1411,3.8672,6.3773,6.3368,8.486,8.1195,5.7569,6.7802,12.4184,8.9747,10.6896,10.3308,8.5396,8.5262,5.9505,8.2878,7.9476,6.8771,9.8812,4.8788
11.1113,8.3937,8.1448,11.3997,7.7993,9.1167,8.47,7.2533,7.2821,7.4128,8.6307,11.0139,10.1409,9.8881,9.4828,9.124,7.7854,9.6527,9.4309,12.2552,9.8595,10.2334,6.7336,5.5273,9.8635,4.5766,13.0582,5.9751,9.0497,4.7363,10.1645,7.1801,3.908,6.849,4.0795,4.3493,9.4601,12.8157,6.1625,4.9191,9.5551,10.4318,5.88,14.1781,11.6632,8.0151,10.7095,14.0451,6.8581,11.7014,9.9049,9.2143,5.8374,5.2724,13.1867,8.1191,12.4874,5.617,7.7594,4.4613,7.2835,3.5299,12.3287,9.8092,3.4259,11.9215,12.0846,9.4688,11.8855,8.4338,10.3279,8.671,9.7413,4.8193,6.3279,7.5076,7.5393,6.4885
11.4986,6.841,8.4572,11.3217,7.2697,9.351,8.0053,6.741,10.0948,7.4189,8.7391,8.3513,9.7696,9.2635,9.2349,9.7394,7.503,8.4765,7.7927,10.3641,8.5211,10.3027,6.5078,3.1388,5.131,7.2286,11.1112,6.9528,8.4444,7.4835,8.2787,7.0996,6.9308,7.1388,5.0518,9.1608,6.5679,13.1117,6.332,6.5695,8.6223,9.2862,8.3351,12.1042,11.4908,8.5531,10.4716,14.2077,6.2431,9.7647,9.39,8.0318,7.48,8.9873,12.6923,8.1947,11.1489,7.2041,7.5702,5.115,6.5176,4.7914,11.2978,9.7664,5.2179,8.357,11.7591,9.6004,11.0762,10.014,8.9251,8.4779,6.1078,6.1104,5.6253,7.4403,8.3227,5.0853
12.2528,8.6071,7.4646,10.6053,6.1659,8.3096,7.104,4.9369,7.4585,6.149,7.2871,7.1072,9.7629,11.2493,9.5725,8.38,8.8886,5.8185,8.105,9.1563,7.4136,9.975,8.1432,8.3947,9.5011,9.6536,8.3414,5.8739,11.7702,4.321,5.9541,7.302,4.1376,7.2829,5.8167,8.2238,7.9526,13.4536,13.5248,3.5036,9.0472,9.9431,9.1135,12.4807,12.8401,7.386,8.3591,11.8983,9.8522,8.1442,9.2731,7.9109,6.5584,9.9277,11.046,7.9771,10.4863,9.7575,6.8301,7.7367,4.3954,9.2198,10.269,9.5203,6.1741,6.914,13.1141,10.6614,10.6186,9.9491,10.1516,10.2026,6.2126,8.3027,3.8067,7.1126,10.6212,5.4322
10.2911,5.7879,8.5336,11.6995,8.1639,9.9601,8.9861,7.162,9.558,7.5353,7.9248,6.0122,10.3438,10.2858,9.28,9.2906,8.7868,6.7312,6.2511,9.7647,5.8756,9.2547,8.2574,6.1449,7.7534,4.6913,10.9402,7.7302,8.6552,4.3474,6.9549,3.7231,6.2246,6.8361,8.8493,5.5452,5.6745,13.1615,7.0976,3.1976,9.1214,8.0228,5.9221,12.5537,10.3156,8.6728,8.3425,12.0589,7.9673,9.129,6.8246,6.0723,8.2812,6.2555,10.4459,8.5916,10.2178,7.8696,6.5162,5.5719,7.4937,3.1912,10.473,8.4435,6.1993,8.9522,10.8002,9.367,9.2289,6.4822,8.4966,7.8203,7.7307,4.5818,4.7716,7.7254,7.8313,5.5804
11.8509,8.7986,7.6671,10.6416,6.4239,8.1251,7.1824,6.529,8.5529,6.0187,8.441,6.3782,10.2161,10.8559,8.2933,8.3442,9.0308,6.5279,8.2616,8.5081,3.5539,9.6513,8.8303,8.4069,10.4037,7.8498,8.4434,6.1927,9.4055,6.9048,4.5812,7.4311,3.6381,6.3994,3.8042,8.2881,7.6048,14.1928,6.4692,5.0444,8.9399,9.8512,9.6461,12.0414,12.3705,5.0979,7.8074,11.6384,13.1345,7.7571,10.1455,8.1183,6.5729,6.2255,10.7341,8.0872,8.621,12.3455,6.8275,4.46,5.7158,8.1825,8.864,8.2704,6.5245,7.9388,12.6782,9.2136,9.0708,8.5293,9.5559,9.6338,6.89,7.8852,7.2052,6.8399,7.7634,5.6803
12.1978,8.8164,8.9842,10.5874,7.2049,8.95,7.7544,7.2877,6.4243,6.9372,8.0925,9.0884,10.1697,10.7763,9.1473,8.4578,9.5787,7.3048,6.564,9.4466,5.0213,10.2026,7.9567,8.2774,10.9307,11.036,8.7318,7.5264,8.6184,9.3658,5.7546,2.7854,6.2403,6.8826,3.8754,10.6086,6.7645,11.1334,5.1072,4.1523,8.6684,10.7242,5.7518,9.9522,12.3501,7.0252,7.9237,11.3765,5.7974,8.9674,9.9033,7.7723,5.4214,4.654,9.7123,7.4046,10.2349,6.8165,7.693,3.45,5.7671,8.7423,9.9293,8.8652,6.622,8.2346,10.415,9.0961,10.4835,9.4082,9.3135,6.1497,5.8092,6.8914,5.5839,7.2134,8.6018,5.0952
11.4072,8.1883,8.4065,10.7249,6.6201,9.2892,8.5075,6.2735,7.2973,6.6559,10.2841,7.8273,10.5388,11.1793,8.0626,9.9106,9.1199,6.0125,7.4337,8.6174,5.3555,6.1804,6.5332,8.9813,9.8896,9.508,8.3963,8.0521,11.1825,6.883,4.8185,3.0531,6.5406,4.4021,8.63,12.4189,7.6486,8.6055,6.1022,5.8356,9.5982,7.8191,5.6327,4.5639,11.4773,8.2356,8.2396,11.8763,7.8205,8.6388,9.5125,4.3903,6.5685,7.7581,9.4395,8.3242,9.8033,5.4946,8.4594,4.894,7.7446,7.9547,9.9754,10.2043,6.2066,7.1029,10.1081,9.2149,9.0058,11.1806,9.5703,5.826,7.7114,4.7718,3.9087,7.5572,8.8991,5.3649
12.7367,8.0052,7.2505,10.6778,6.5738,8.7399,7.74,5.6843,8.5646,6.0655,8.639,11.0597,10.1804,9.113,8.5283,8.3011,8.0832,10.1825,10.413,12.3017,9.9006,11.2498,7.121,6.7177,7.5225,4.1512,12.5963,5.5413,7.5318,6.0811,8.9338,8.4969,5.4808,8.0925,2.853,7.5282,10.4524,14.94,5.7452,2.7142,9.5689,11.0693,6.4512,14.0042,12.3485,8.3088,10.448,14.3791,6.7334,11.1387,10.9302,9.1651,6.3768,6.0465,13.5241,8.4643,12.7444,5.6487,8.8895,4.0585,6.2924,2.9889,12.8062,10.5386,3.8176,11.2264,13.5014,10.3022,12.2834,8.9649,10.1788,8.9293,8.646,8.7018,3.7542,7.0501,8.0973,7.0601
11.9765,7.6044,7.7339,10.9484,6.7136,9.6752,8.1703,7.3857,5.3547,7.4749,7.7381,9.7576,9.7414,9.139,8.8818,8.8134,8.3321,10.3907,10.419,12.0313,10.1724,10.7664,6.2496,7.1889,8.6405,5.8945,11.8094,6.6512,8.4553,8.5975,9.6278,8.0966,6.4894,9.7937,9.5513,4.0623,10.3261,15.7039,7.2526,5.5818,9.4933,10.5058,6.6187,14.8256,12.3156,7.1226,11.5412,14.6664,5.8662,11.0806,9.8738,9.7341,7.135,7.4732,12.4003,8.3197,12.8842,6.8032,9.2921,4.3961,7.3604,2.149,12.651,9.5736,1.2945,12.9503,13.6971,10.2848,11.9493,5.499,9.9468,8.4213,8.799,8.4007,5.4664,7.3922,7.6399,5.9297
11.3246,8.2015,9.2606,11.486,8.4001,9.6273,8.933,5.7281,8.1677,7.9294,8.5019,5.6339,10.6784,10.2446,8.8102,9.7061,8.6401,5.1206,8.3603,9.388,5.0777,9.0133,6.5775,8.8671,9.3761,9.6348,9.5325,6.9183,10.6108,4.1732,8.2068,3.6195,8.0514,7.7493,6.4366,10.1651,5.5532,6.0044,9.9902,7.2235,8.9333,7.8496,6.1241,8.8531,11.4072,8.4237,8.5502,11.2533,7.969,9.4834,8.5828,9.0978,8.618,5.286,9.5156,6.134,9.7176,5.9877,8.3081,5.4208,6.8017,4.9883,9.8165,7.1506,6.3839,8.294,11.3327,9.2796,10.3809,8.3737,8.5661,7.219,8.3895,4.6618,6.3491,7.766,7.8112,4.8734
12.0941,7.8253,8.07,11.1146,6.5496,9.0196,8.194,7.2592,7.8971,7.0046,8.252,11.0073,10.2872,10.3187,8.8178,8.7764,8.1403,10.3884,10.376,12.2924,9.9225,11.3348,7.3132,6.8018,7.913,6.6723,13.2295,6.4985,7.2527,4.1062,10.6705,3.0033,2.8618,7.851,9.2093,4.0615,10.2809,12.9152,8.8844,2.555,10.044,10.2195,4.9612,14.4807,12.261,8.4525,11.2723,14.6063,5.8046,11.7505,10.7663,7.3662,7.9168,2.4529,13.3231,8.6584,12.8662,6.8228,9.2191,4.3552,4.8386,1.9647,12.8399,9.7678,2.7191,7.5521,13.7615,10.7382,11.6609,7.2611,11.0592,9.2239,7.4891,6.5011,4.9938,7.5714,8.0191,5.7747
10.7466,4.913,8.4845,11.3563,7.8941,10.443,8.911,7.9951,11.3123,7.5872,8.9707,9.7997,9.971,9.8888,8.9657,9.7097,8.779,7.9524,6.8961,9.3836,4.9111,8.9635,5.7637,7.2583,8.266,8.1688,9.8211,9.2418,9.2081,9.3168,7.1302,6.3255,5.4719,7.4201,5.1403,7.7358,5.4465,11.0275,7.5679,2.6819,8.916,9.4998,6.3888,9.2244,10.9342,7.5563,8.0455,11.8927,9.7945,9.4546,8.312,8.8656,6.9489,3.5606,9.7818,7.5406,10.1881,8.9527,8.4506,4.7564,7.7565,6.2769,10.2575,8.9952,5.2846,10.2051,10.9374,9.5279,9.5664,7.1367,9.8295,7.3153,7.059,4.3672,5.7662,8.0325,8.2661,5.5379
11.0495,9.2408,8.9309,10.4922,7.2295,8.6119,7.8846,7.1852,7.4827,6.5649,8.3315,7.1037,11.3858,12.2961,9.5847,9.9307,11.8962,7.0103,8.2953,8.1414,4.8718,9.469,8.0617,8.8461,10.5696,7.2173,8.0818,9.1681,13.0719,5.9196,6.9497,3.4543,7.662,9.2661,3.5423,4.0708,8.1006,5.7802,6.2678,2.636,9.2633,4.815,4.5178,4.141,10.8957,7.4816,3.262,9.0602,5.2644,7.6381,6.6097,5.53,6.4832,5.3572,10.2891,5.5312,8.413,7.5677,5.8649,4.4458,8.387,3.0053,8.6043,8.0624,6.2805,10.883,9.5975,9.682,8.773,10.9541,9.2716,6.4161,9.2088,4.262,6.4577,7.675,9.8293,3.8751
11.7385,8.1488,8.3088,10.7651,8.2121,9.5151,8.5127,4.8171,9.2808,6.7311,10.2199,9.2937,11.2473,10.8551,9.396,9.3468,9.0623,8.861,6.7556,8.6106,4.6842,7.8444,7.4295,8.8958,9.7544,7.7558,8.2941,7.7156,11.7092,3.4743,6.7366,10.6102,3.3061,6.3116,5.4869,9.684,6.1902,6.1258,6.9855,6.2384,8.3582,10.0978,5.5881,7.2935,10.4819,7.96,6.7032,9.8569,12.6307,8.3423,8.9915,9.5252,6.6063,3.8916,9.4854,8.0582,9.2377,12.0625,7.755,3.9628,7.6618,10.9867,9.4152,8.2192,6.2969,10.2025,10.1749,9.2448,8.9585,11.3906,8.9443,6.0221,7.3233,5.5106,3.0671,7.3433,8.8635,4.809
11.5092,8.145,7.5542,10.0921,6.0793,9.1847,7.1954,6.792,9.2349,5.7371,8.4388,12.5116,9.7646,9.5239,8.2116,9.2267,8.7653,9.0276,7.8698,10.4926,8.6045,8.9512,7.7176,5.9157,7.4019,5.8342,10.7936,6.9985,7.812,10.3618,6.6943,8.0656,3.7318,5.4072,7.0774,10.4996,7.7088,9.4558,7.1101,0.6517,9.6738,9.5612,9.344,10.6397,12.2014,7.375,9.9565,13.3907,5.229,9.5395,10.5188,9.008,6.6527,8.6353,12.3283,8.1566,10.9763,5.4697,4.5055,2.8721,5.3534,7.1663,11.0839,9.2433,6.3569,11.5808,10.9962,9.624,11.2424,10.5039,9.2129,7.5877,6.7042,7.7843,3.1203,7.2502,7.6704,7.3829
11.7728,8.6772,8.4128,10.8636,6.835,8.9426,7.9112,7.9824,8.8552,6.5393,8.2452,8.9315,9.3936,9.8874,8.9714,8.8209,8.663,7.4228,9.0553,10.5662,7.9291,9.3727,9.6798,8.2964,8.5758,8.6947,10.5265,6.217,10.1821,2.7613,6.7143,4.8122,5.6378,7.8192,6.6402,11.6182,8.3359,14.4798,6.0401,1.4053,9.0088,9.8615,8.6112,11.1319,12.4356,7.5549,8.3648,11.6264,12.6671,9.5487,9.2655,7.7539,6.9528,9.4928,10.6652,7.9658,11.2218,12.1671,7.4628,3.2053,7.2308,9.4107,11.1135,9.3554,2.8504,10.5951,10.9832,9.6004,10.588,8.688,9.1257,9.2754,7.5686,4.2909,7.8498,7.3474,8.4884,5.0269
12.1022,7.6784,9.1484,11.4147,7.6491,9.1721,8.5591,8.296,9.9587,7.0013,7.7727,9.6636,9.8132,9.3059,9.7897,9.3846,7.9592,9.437,8.6496,10.9169,6.8564,10.1356,5.8246,7.3487,7.8682,5.5625,10.9363,6.4983,8.918,4.883,7.9986,5.0795,6.7129,8.0249,4.1596,7.8447,9.4683,14.7356,6.1819,2.907,9.1828,9.5833,6.4709,13.6772,11.8342,7.8658,9.4729,13.6854,7.2921,9.8627,9.6002,8.8727,7.0073,6.8306,11.7619,7.5268,11.6355,5.0902,8.6223,4.6312,7.4471,4.8463,11.483,9.69,5.8502,6.907,12.2559,9.7888,10.4028,9.0242,8.6907,8.4996,8.6913,5.4902,5.7527,5.3186,7.3939,5.2905
12.0736,7.816,6.7201,10.5351,6.5638,9.1324,7.7879,5.097,6.1205,6.0041,8.295,11.3164,9.6172,9.3566,9.2809,9.1584,8.0623,8.6975,10.5942,12.0188,10.2253,10.3652,7.9062,6.6894,3.7292,6.298,12.3623,6.9902,7.8133,3.0628,7.1989,11.213,6.8895,6.2977,3.4971,3.9928,10.4172,11.8713,6.6571,1.9337,10.25,10.5873,7.1348,11.8078,12.9838,7.167,11.2154,14.3026,7.7151,11.1049,10.1093,10.1588,6.671,4.4609,13.7027,9.1385,12.7394,6.8708,7.5929,4.3882,4.3976,3.8809,12.7932,10.8367,2.3254,14.0397,12.6291,9.6295,12.0433,8.5034,10.3078,9.2045,7.5512,7.9623,2.8298,7.4205,8.499,5.4817
