"117_at","121_at","1320_at","1405_i_at","1438_at","201930_at","202683_s_at","203139_at","203625_x_at","203928_x_at","204681_s_at","204825_at","205225_at","205713_s_at","205751_at","206793_at","208582_s_at","208670_s_at","208893_s_at","209560_s_at","209603_at","209604_s_at","210735_s_at","211864_s_at","212344_at","212583_at","215432_at","215609_at","216092_s_at","217257_at","218002_s_at","218856_at","219438_at","219919_s_at","220034_at","221704_s_at","222256_s_at","Class"
8.5336,11.6995,7.162,9.558,7.9248,10.2858,9.28,9.2906,8.7868,6.2511,8.2574,7.7534,10.9402,3.7231,6.2246,7.0976,3.1976,9.1214,5.9221,8.6728,8.3425,12.0589,9.129,6.8246,6.0723,8.2812,5.5719,7.4937,8.4435,6.1993,8.9522,6.4822,7.7307,4.5818,4.7716,7.8313,5.5804,"2"
7.6671,10.6416,6.529,8.5529,8.441,10.8559,8.2933,8.3442,9.0308,8.2616,8.8303,10.4037,8.4434,7.4311,3.6381,6.4692,5.0444,8.9399,9.6461,5.0979,7.8074,11.6384,7.7571,10.1455,8.1183,6.5729,4.46,5.7158,8.2704,6.5245,7.9388,8.5293,6.89,7.8852,7.2052,7.7634,5.6803,"2"
8.9842,10.5874,7.2877,6.4243,8.0925,10.7763,9.1473,8.4578,9.5787,6.564,7.9567,10.9307,8.7318,2.7854,6.2403,5.1072,4.1523,8.6684,5.7518,7.0252,7.9237,11.3765,8.9674,9.9033,7.7723,5.4214,3.45,5.7671,8.8652,6.622,8.2346,9.4082,5.8092,6.8914,5.5839,8.6018,5.0952,"2"
8.4065,10.7249,6.2735,7.2973,10.2841,11.1793,8.0626,9.9106,9.1199,7.4337,6.5332,9.8896,8.3963,3.0531,6.5406,6.1022,5.8356,9.5982,5.6327,8.2356,8.2396,11.8763,8.6388,9.5125,4.3903,6.5685,4.894,7.7446,10.2043,6.2066,7.1029,11.1806,7.7114,4.7718,3.9087,8.8991,5.3649,"2"
7.2505,10.6778,5.6843,8.5646,8.639,9.113,8.5283,8.3011,8.0832,10.413,7.121,7.5225,12.5963,8.4969,5.4808,5.7452,2.7142,9.5689,6.4512,8.3088,10.448,14.3791,11.1387,10.9302,9.1651,6.3768,4.0585,6.2924,10.5386,3.8176,11.2264,8.9649,8.646,8.7018,3.7542,8.0973,7.0601,"2"
7.7339,10.9484,7.3857,5.3547,7.7381,9.139,8.8818,8.8134,8.3321,10.419,6.2496,8.6405,11.8094,8.0966,6.4894,7.2526,5.5818,9.4933,6.6187,7.1226,11.5412,14.6664,11.0806,9.8738,9.7341,7.135,4.3961,7.3604,9.5736,1.2945,12.9503,5.499,8.799,8.4007,5.4664,7.6399,5.9297,"2"
9.2606,11.486,5.7281,8.1677,8.5019,10.2446,8.8102,9.7061,8.6401,8.3603,6.5775,9.3761,9.5325,3.6195,8.0514,9.9902,7.2235,8.9333,6.1241,8.4237,8.5502,11.2533,9.4834,8.5828,9.0978,8.618,5.4208,6.8017,7.1506,6.3839,8.294,8.3737,8.3895,4.6618,6.3491,7.8112,4.8734,"1"
8.07,11.1146,7.2592,7.8971,8.252,10.3187,8.8178,8.7764,8.1403,10.376,7.3132,7.913,13.2295,3.0033,2.8618,8.8844,2.555,10.044,4.9612,8.4525,11.2723,14.6063,11.7505,10.7663,7.3662,7.9168,4.3552,4.8386,9.7678,2.7191,7.5521,7.2611,7.4891,6.5011,4.9938,8.0191,5.7747,"2"
8.4845,11.3563,7.9951,11.3123,8.9707,9.8888,8.9657,9.7097,8.779,6.8961,5.7637,8.266,9.8211,6.3255,5.4719,7.5679,2.6819,8.916,6.3888,7.5563,8.0455,11.8927,9.4546,8.312,8.8656,6.9489,4.7564,7.7565,8.9952,5.2846,10.2051,7.1367,7.059,4.3672,5.7662,8.2661,5.5379,"2"
8.9309,10.4922,7.1852,7.4827,8.3315,12.2961,9.5847,9.9307,11.8962,8.2953,8.0617,10.5696,8.0818,3.4543,7.662,6.2678,2.636,9.2633,4.5178,7.4816,3.262,9.0602,7.6381,6.6097,5.53,6.4832,4.4458,8.387,8.0624,6.2805,10.883,10.9541,9.2088,4.262,6.4577,9.8293,3.8751,"2"
8.3088,10.7651,4.8171,9.2808,10.2199,10.8551,9.396,9.3468,9.0623,6.7556,7.4295,9.7544,8.2941,10.6102,3.3061,6.9855,6.2384,8.3582,5.5881,7.96,6.7032,9.8569,8.3423,8.9915,9.5252,6.6063,3.9628,7.6618,8.2192,6.2969,10.2025,11.3906,7.3233,5.5106,3.0671,8.8635,4.809,"1"
7.5542,10.0921,6.792,9.2349,8.4388,9.5239,8.2116,9.2267,8.7653,7.8698,7.7176,7.4019,10.7936,8.0656,3.7318,7.1101,0.6517,9.6738,9.344,7.375,9.9565,13.3907,9.5395,10.5188,9.008,6.6527,2.8721,5.3534,9.2433,6.3569,11.5808,10.5039,6.7042,7.7843,3.1203,7.6704,7.3829,"2"
8.4128,10.8636,7.9824,8.8552,8.2452,9.8874,8.9714,8.8209,8.663,9.0553,9.6798,8.5758,10.5265,4.8122,5.6378,6.0401,1.4053,9.0088,8.6112,7.5549,8.3648,11.6264,9.5487,9.2655,7.7539,6.9528,3.2053,7.2308,9.3554,2.8504,10.5951,8.688,7.5686,4.2909,7.8498,8.4884,5.0269,"2"
9.1484,11.4147,8.296,9.9587,7.7727,9.3059,9.7897,9.3846,7.9592,8.6496,5.8246,7.8682,10.9363,5.0795,6.7129,6.1819,2.907,9.1828,6.4709,7.8658,9.4729,13.6854,9.8627,9.6002,8.8727,7.0073,4.6312,7.4471,9.69,5.8502,6.907,9.0242,8.6913,5.4902,5.7527,7.3939,5.2905,"2"
6.7201,10.5351,5.097,6.1205,8.295,9.3566,9.2809,9.1584,8.0623,10.5942,7.9062,3.7292,12.3623,11.213,6.8895,6.6571,1.9337,10.25,7.1348,7.167,11.2154,14.3026,11.1049,10.1093,10.1588,6.671,4.3882,4.3976,10.8367,2.3254,14.0397,8.5034,7.5512,7.9623,2.8298,8.499,5.4817,"2"
8.6958,11.0041,4.9723,9.7755,10.1784,9.4702,9.3533,9.9282,9.6599,6.2836,4.5705,8.4215,7.7249,8.0019,6.4521,5.7916,5.8994,8.021,8.4683,8.007,6.819,10.0601,8.4864,9.0219,9.4031,4.685,4.8622,5.9777,8.1451,1.9663,8.9759,10.0816,8.06,4.6034,9.6403,9.0253,4.2811,"1"
8.2509,10.5824,6.7729,7.3316,9.7116,10.5719,8.8077,9.5278,9.4477,5.8075,7.9715,10.3916,8.8049,9.4825,6.8028,6.4278,2.3998,8.2877,5.187,6.517,8.2934,12.4318,8.0598,10.1222,10.7373,4.5616,3.0806,4.273,8.4804,6.0447,9.4678,11.903,7.4254,7.3448,3.2815,8.2394,3.6889,"2"
8.1537,10.6233,6.1139,9.5459,7.2379,10.2092,8.5953,8.0395,8.4981,9.9707,7.3964,9.3481,10.9305,8.415,5.3719,7.1164,1.8879,9.5458,5.0588,7.2672,10.2029,14.2924,10.7424,9.9928,8.8443,5.7282,4.6291,5.2609,10.34,5.9753,5.8045,8.717,8.8564,7.1115,6.4394,8.8949,4.4158,"2"
10.4419,10.07,4.0967,12.5265,6.6811,11.3664,8.404,9.3293,9.3942,6.9747,6.3313,10.0711,7.6342,6.111,6.5476,5.9287,1.8851,8.8484,4.7105,6.5192,8.1925,11.803,7.2459,8.5897,9.1666,4.8408,3.4986,6.0743,7.9836,3.9308,11.361,9.5972,6.4902,4.5957,3.5253,8.8474,4.4607,"2"
7.7955,10.547,6.9437,10.07,8.6469,9.2878,9.0844,9.1309,8.6382,8.4221,7.7688,7.7212,12.3505,9.9134,5.2005,5.5206,3.0586,9.5123,4.5759,7.0271,11.2649,14.2572,10.4453,9.1775,9.5605,7.3189,3.6814,6.7581,10.6483,6.077,9.9295,6.514,9.7982,8.3409,5.8261,8.3137,6.5186,"2"
6.9254,10.3318,7.0096,6.7997,9.0154,10.6135,8.7151,9.7226,10.1171,8.5965,8.6893,10.9925,5.6522,4.6767,5.503,7.2037,3.6784,9.0311,6.5023,8.1942,8.8613,11.6091,8.0616,8.9805,7.6686,6.1067,3.2159,7.3984,8.5319,5.7785,8.8099,10.5749,7.6586,5.5183,6.1252,8.7012,4.337,"1"
6.9006,11.031,7.7324,7.2788,8.7886,9.1563,9.1852,10.3948,7.6386,8.054,7.8248,8.9125,8.8267,7.2639,6.1203,16.1294,3.9315,8.425,9.0735,8.4453,8.69,12.2612,10.3045,7.7709,7.8189,8.6011,5.522,6.3103,8.5892,4.0154,8.0808,9.513,6.3354,7.5505,4.9472,9.419,4.8741,"2"
6.9041,10.2148,6.7957,6.5325,6.9686,10.201,8.7934,8.2162,9.0806,10.5652,7.7376,8.4362,13.2534,8.723,6.3451,7.5778,2.353,9.0205,4.0993,6.969,10.7143,14.4516,11.756,9.0986,9.9876,4.5842,4.7084,6.5693,9.8961,5.3655,10.7175,5.5705,9.2045,8.139,5.4778,7.8561,5.5772,"2"
8.079,11.1874,7.1104,6.6707,9.7158,9.459,9.6754,10.4546,9.3513,6.2474,8.8206,8.8502,8.2067,9.4737,7.6142,7.9847,6.5246,7.9348,5.315,7.9911,6.3456,9.323,8.3506,9.4969,10.108,8.0775,4.1343,7.5028,8.6072,5.8088,8.8226,6.5878,7.9884,5.1742,6.5097,9.4068,4.3937,"2"
7.5642,10.7593,7.5574,7.2339,9.6001,9.1894,8.9794,9.6038,7.8216,9.2212,7.6431,8.2648,11.2609,8.3146,6.2785,7.4054,1.927,9.066,8.6689,6.9985,10.454,13.8873,10.3099,9.947,8.1856,4.7439,3.8691,5.892,10.1541,6.112,10.5904,9.661,9.0592,7.1554,4.6694,8.3368,5.5926,"2"
8.6382,11.3509,5.6652,8.7628,9.029,8.7622,9.732,9.2316,7.5953,9.8786,6.9959,5.7963,13.2832,5.5457,6.829,7.0269,4.8368,9.1481,7.2983,7.9645,12.1875,15.0499,10.6589,9.9427,8.9401,5.1674,5.7141,7.6296,9.9988,4.0257,10.3544,7.2396,7.8528,5.5968,7.1595,6.7498,5.1652,"2"
9.7721,11.7383,8.4947,9.2752,8.4674,9.3524,8.3362,9.7305,7.2603,9.3401,6.1257,7.4187,11.7827,4.8913,7.2013,5.9005,3.0496,9.0941,9.0033,8.4012,9.8295,12.857,10.5568,9.2526,8.7057,6.2842,5.2424,4.6168,8.9726,4.8488,7.9517,6.3978,6.5791,6.0718,7.0801,8.278,5.3017,"2"
7.8778,10.7529,5.0464,9.333,8.1926,10.8761,9.1888,9.7847,9.6699,7.2963,7.9378,8.8774,8.3335,2.7439,6.7483,6.2464,2.2884,9.1704,4.8235,7.4123,6.7513,10.9505,8.4672,7.848,6.9945,6.9331,3.476,5.7974,7.8557,6.2733,8.8789,6.6801,5.6657,4.1188,4.9339,7.7607,5.4487,"2"
8.0671,10.8857,6.8182,9.5005,10.1328,11.2387,9.5305,9.6846,10.6147,7.9989,9.0016,9.6189,8.3603,3.5051,7.4123,7.3769,6.456,8.6767,7.1927,8.2047,8.5707,12.9642,8.3953,7.0598,8.3146,5.2151,4.582,6.117,7.6429,2.4125,6.9475,7.4619,8.3376,6.3209,4.6022,9.1433,4.0442,"2"
6.4387,10.4598,5.0553,10.6336,6.5608,10.504,8.4065,10.3689,8.6589,5.6363,7.1888,10.4084,8.9474,5.9713,6.0104,5.536,2.1038,8.4339,6.4955,6.2671,7.8886,11.1661,7.7053,10.0147,8.2136,6.7661,5.1352,6.9893,9.0188,6.3516,7.632,10.2016,5.407,6.2489,5.1003,8.1884,4.9718,"2"
8.175,10.5756,6.4126,8.7811,8.6273,11.1793,9.0967,9.755,9.9434,7.4563,8.4429,10.6941,7.5993,4.0529,5.9168,6.5055,5.5556,8.0023,4.4449,6.97,4.2335,8.4591,7.6586,8.6222,7.6287,4.3494,2.5888,7.1047,8.3968,4.9173,3.633,9.5708,6.3001,5.5587,3.7516,8.502,4.3286,"2"
11.3532,11.0197,7.8144,4.2532,9.8449,9.8451,9.0406,9.6663,7.9284,8.8842,5.4836,8.2705,12.0116,4.275,7.3701,7.047,6.6294,10.2698,6.0858,8.6048,10.985,14.4863,10.8523,9.9791,9.4755,7.7169,5.4584,5.3643,10.4383,5.2724,8.0903,7.5293,8.5088,6.5921,5.1731,6.2567,5.4052,"2"
7.5747,10.7609,7.109,7.7779,8.8108,9.9791,9.126,8.4742,8.2716,10.3643,7.8862,7.7684,13.5384,4.9142,6.5208,6.3388,3.1815,9.7947,7.2707,7.7216,10.4355,14.0091,11.9909,10.4644,10.4264,8.2784,3.3702,5.9932,10.3444,5.8679,7.6282,6.3947,8.7088,8.2593,5.0364,8.2668,4.5339,"2"
7.279,11.2683,8.2738,8.1585,9.7164,9.3891,9.1328,9.5024,8.3431,9.0326,7.1362,9.1799,10.3875,5.4672,6.9684,8.28,3.9484,9.5053,9.365,8.48,9.0036,12.7246,9.5823,7.8027,6.2702,8.7053,4.0798,9.1487,9.7632,2.6124,9.3334,9.7462,6.5041,5.5402,4.7169,8.6365,4.7893,"2"
8.1746,10.8744,4.8469,8.0222,8.6051,10.1714,9.7022,9.2025,8.0219,8.8751,6.3258,9.4735,11.8833,10.2309,4.4373,5.9155,6.3578,8.6987,5.73,6.9429,10.3411,14.1508,11.3658,8.873,10.8306,4.7161,4.8205,6.4061,9.5601,5.631,8.991,10.0542,8.4661,8.9865,7.1331,6.6473,4.419,"1"
7.7891,10.7761,6.6003,9.193,7.9352,10.5973,8.6979,9.1493,9.117,5.7287,9.1487,8.9111,12.7416,2.8616,4.341,7.354,4.7438,9.2852,8.4235,7.1571,10.6374,13.903,10.1202,8.0089,9.3953,6.2963,4.5158,5.6308,9.9723,6.0867,9.393,6.7905,7.6789,6.3849,5.8624,7.7802,4.6517,"2"
8.4072,11.0195,7.5734,8.6382,10.2304,10.5032,9.0326,9.2057,10.1946,7.2927,8.1273,10.9768,8.3177,8.6929,6.7453,7.7736,5.7302,8.6884,5.9387,7.697,8.07,11.9822,8.4238,9.5963,9.9678,7.0704,3.636,6.5123,9.2066,4.874,9.8521,11.2576,5.4279,5.6729,5.8008,8.3154,4.4945,"2"
7.8892,10.3686,6.5772,8.2266,7.4858,11.2193,8.814,10.6,10.3839,5.7898,6.823,11.6927,7.5472,3.4848,5.7208,5.9372,1.4483,8.5107,4.525,6.9896,6.4117,10.0502,7.6035,7.7963,10.1492,3.9278,4.4137,6.9886,7.5665,6.7652,6.4092,11.3677,6.8562,5.3576,3.9824,8.9767,4.0389,"1"
7.9753,11.0098,6.8797,7.6089,8.9352,10.4121,9.5662,10.2846,8.9044,6.8756,7.5523,9.1457,8.1155,4.9832,7.1759,6.8254,1.8977,9.4734,5.2535,7.7178,6.8301,10.4376,7.9673,9.4279,10.0258,7.4266,5.4524,6.2254,8.732,6.8428,10.39,9.4296,5.9641,6.8442,3.3885,8.2563,4.8851,"2"
7.2895,10.5525,7.3492,4.5543,10.9877,11.9965,8.8981,8.1836,11.3929,9.8646,8.9186,12.2988,7.6352,2.5223,2.8199,8.3552,5.6782,3.4689,9.9444,7.6479,4.5568,8.647,8.9002,7.049,6.1308,6.4274,4.5686,4.5241,8.6512,2.9684,5.0051,10.2988,6.0082,4.1924,3.7816,8.8374,4.493,"1"
8.1299,10.744,6.0541,7.7614,7.4954,9.7893,8.4416,8.3288,7.5832,10.6292,11.2775,8.6314,12.7813,5.0756,6.2132,6.4009,2.3859,9.3536,9.7407,7.4501,11.0723,14.6049,11.3096,9.5046,8.0611,7.8471,4.9727,5.6068,9.74,1.6267,5.6057,8.6682,6.9928,8.2943,3.0109,8.2322,5.3785,"2"
7.4417,10.7718,7.2477,10.0838,9.6928,10.6585,8.2546,10.1838,10.0501,7.998,8.3393,10.8008,8.1508,5.2358,6.5668,5.5662,3.5179,7.5242,4.4128,6.8184,6.0447,9.2359,7.9996,9.5055,8.4034,4.2771,4.1566,5.8989,8.8986,3.1135,7.027,10.3515,6.941,4.7276,6.8401,9.0927,3.9481,"1"
8.5725,10.9763,6.6659,8.1232,7.0283,9.6408,8.8814,8.5274,8.1372,8.2143,8.0973,9.2168,13.5231,6.837,6.5325,6.3258,6.2344,8.2889,6.6454,7.4281,11.3949,14.6885,10.8409,9.1399,8.174,7.4613,5.2103,3.7324,10.1036,5.0113,4.8813,9.5344,9.1171,8.0913,5.5444,8.5619,5.7098,"2"
8.6974,11.1198,7.3107,11.1891,8.8565,10.4116,9.0486,9.3554,7.6689,6.7394,7.3254,9.2658,10.1043,4.0583,6.9933,5.4987,2.5785,8.6652,6.9586,8.2701,9.5043,13.4794,9.1752,8.8011,8.5793,7.4893,4.2143,4.8366,9.6737,6.2826,11.5203,8.6698,6.6768,4.6622,6.9875,8.9641,4.7857,"2"
8.0351,10.5097,6.7028,5.3643,8.7221,9.9152,8.8423,8.6908,4.7713,11.2316,7.7298,8.0939,12.7246,7.033,4.3638,9.0175,1.4428,10.4276,5.3078,7.5182,12.7051,14.8864,9.346,10.5573,7.9436,7.9137,3.2842,6.4166,9.5547,6.3175,11.766,6.4867,9.441,9.5465,3.8635,7.7817,7.9775,"2"
8.514,10.9006,5.2107,4.2576,7.2276,9.9168,8.6827,8.3987,8.6093,5.5485,7.4204,8.6671,8.3319,8.8862,5.8975,7.4281,3.3165,8.4628,4.9031,4.045,9.3373,12.9919,8.2949,9.3414,9.8224,4.203,2.7886,4.8565,9.7951,5.8581,8.5051,6.5311,7.221,5.4531,6.8984,8.1509,4.8555,"2"
8.1214,10.7784,7.0833,10.1766,6.7562,10.2695,8.3331,8.9443,9.0254,7.9457,5.9274,9.6546,10.8645,5.1546,5.4147,6.2325,3.2347,9.457,6.3533,7.1145,9.5157,14.0646,8.8543,8.7124,7.8878,6.9711,5.4826,6.1153,8.3089,6.3512,7.6638,8.1421,9.1413,6.6417,6.677,8.5195,4.9037,"2"
9.3479,11.1509,5.6923,11.3091,10.1233,9.6122,9.231,9.7465,8.5466,7.2602,7.1462,9.9084,8.744,7.9064,4.5862,7.539,2.5301,8.9888,5.6931,7.4503,5.7116,10.9437,9.3786,8.8833,8.3298,6.3193,4.7411,6.0082,9.4175,4.4185,5.4992,10.5634,6.7456,4.8229,7.629,8.4373,4.8198,"2"
7.3146,10.6894,3.9012,8.4022,8.0753,11.1274,8.9036,7.9255,8.6435,9.9957,6.9701,9.6487,12.8959,3.7811,5.962,8.252,1.5451,9.4484,5.2135,6.7101,12.5287,14.8459,11.5847,10.7546,7.766,7.1311,2.6631,6.4821,10.3948,1.5533,8.4711,6.0249,8.4716,8.1744,4.3039,7.0619,5.2948,"2"
7.8527,10.2094,5.0491,9.9429,6.9454,10.558,9.2716,8.1558,8.9055,7.2382,7.7838,9.5514,9.0738,4.5262,3.0726,5.4031,3.165,8.665,4.0775,7.43,7.8664,11.9892,7.844,8.0037,5.0567,4.7155,4.7065,5.6444,7.7106,2.0969,7.0228,10.1467,7.5186,7.3837,5.9702,7.1175,4.7635,"2"
6.3289,10.3453,6.2319,10.7309,9.6587,11.2878,9.0063,10.1437,10.6564,6.4663,8.8447,10.7541,8.9677,3.0774,7.6041,5.3703,5.3618,7.0171,4.0082,7.0044,7.5786,9.7365,7.7047,8.2511,7.4672,3.3668,3.8847,6.5023,7.6074,4.7199,8.088,11.0868,5.2869,6.5778,4.3264,8.7285,3.4245,"2"
6.6753,10.5544,6.6443,4.4726,7.466,9.3816,8.8268,7.9162,8.8777,10.7779,8.0851,8.7317,12.9696,6.6904,5.2699,8.0645,3.0515,9.3027,5.2023,7.52,11.8311,14.639,11.6419,10.5106,11.9849,6.2981,3.6578,5.7494,10.1647,4.5428,9.163,7.5845,7.4653,8.5989,3.9993,6.9406,5.7574,"2"
7.7215,10.5264,4.7221,4.7153,7.182,10.2673,8.9819,8.2061,10.7041,11.3737,6.8907,9.1103,12.6311,3.0512,6.1943,7.6655,4.2983,7.8627,4.3883,6.4437,11.2871,14.6195,9.2559,6.9787,8.6507,5.8406,4.0503,6.1175,10.0524,6.6318,13.8284,9.4721,6.0491,9.0337,4.768,8.8858,4.7009,"2"
7.8343,10.802,6.567,4.6728,6.1979,8.6321,8.683,7.6204,8.2763,10.5091,5.7195,7.2066,13.8544,2.9774,5.4456,7.3321,2.0473,9.5811,4.2696,6.6548,10.8398,14.0292,11.7322,10.4108,9.776,7.5119,3.689,4.8374,10.2925,5.8452,5.9477,5.4703,8.351,8.5935,5.6715,8.3794,8.1297,"2"
