"var1","var2","var3","var6","var7","var16","var17","var19","var21","var22","var25","var27","var28","var107","var119","var246","var255","var336","var338","var365","var545","var566","var729","var819","var1003","var1319","var1601","var1954","var1955","var2046","var2050","var2162","Class"
0.6570536,-1.378326,-0.5542552,0.9530083,2.002925,-0.6279214,0.2134164,-1.616966,1.211584,1.937287,1.348047,0.5250243,-0.1406423,-0.2373693,-0.1749488,1.90163,-1.942117,0.2188945,-0.2851519,-0.9331826,1.674101,0.03710309,0.2376774,-0.463783,-1.782602,-1.301953,0.4553975,0.4825496,-0.7164158,-0.9956045,-1.815847,0.2073393,"2"
1.285507,-2.248097,-0.5390536,1.111825,1.44206,-1.159318,-0.4293993,-0.921806,0.6255105,2.115279,0.5001084,0.5449372,-0.3532522,0.8483544,-0.1449102,0.6409587,-2.081043,0.986339,-1.354408,-0.003305457,1.299374,1.565277,-1.613948,-1.653912,-2.051826,1.388367,-1.196997,1.972719,-1.39191,-2.640859,-2.324831,-0.004309272,"2"
0.7659329,-2.337177,-0.6947485,1.110244,1.865227,-0.4895535,0.059683,-1.188099,-0.09684135,1.822418,0.8717953,0.1417599,-0.2989453,1.184576,1.14298,1.580009,-1.92278,0.6435367,-1.405681,-1.389901,1.798553,-0.1700768,-1.138185,0.2359413,-1.833832,0.8833956,-0.6356333,1.496829,-1.6847,-2.177716,-2.271086,0.3969624,"2"
0.8382427,-1.833207,-0.5471439,2.452728,2.374962,-0.04510197,-0.04196848,-0.6931472,0.5611575,2.23452,1.316247,0.9711955,-0.127947,-1.354796,-1.048965,2.000804,-2.199126,0.3893357,-0.9683738,0.1049004,0.8896182,1.088192,-1.070025,-0.2347102,-1.79276,1.286115,0.5813773,1.311005,-0.8982053,-1.046969,-1.926206,0.5948726,"2"
0.313496,-1.797576,-0.3166304,0.2980284,1.909557,-0.1293117,-0.02061095,0.9753895,0.910675,2.129505,0.802674,-0.2354692,0.1564053,0.7338092,-0.4492603,0.9265183,-0.6254885,0.5660522,-0.08534005,-0.3719336,-0.06560576,-1.595042,1.000926,-1.992164,0.4948182,-2.048718,-0.9431482,-1.553058,0.2359413,0.8774252,0.6570017,-0.5871669,"4"
0.7376424,-1.056703,-1.782602,1.187996,1.153984,-0.9689007,-0.6639768,0.6628941,0.6557049,1.797162,0.139501,0.5768381,-0.3029988,0.1209779,-0.8340197,-0.5535592,-1.399582,-0.117883,0.2912507,-0.4830483,-0.6587458,-1.054691,-0.6296092,0.1292723,-0.2699731,-0.745283,-0.3392561,-0.2194006,1.546434,0.4248755,0.3204154,0.2780862,"4"
1.026257,-2.640859,-0.05013607,1.632236,1.51017,-2.209095,0.09803374,-0.8223451,0.77781,1.793109,2.013929,0.1322556,0.2449833,-0.2248951,-2.008424,-0.7145751,-2.869981,-0.7524726,-0.184043,-1.168606,0.7425562,-0.8646475,-1.110786,0.2158369,-0.065072,-2.090705,0.5490458,-0.9662691,1.795652,1.29981,0.7951621,-0.2710216,"4"
0.2157563,-1.085597,-1.546463,-0.2547632,1.674383,-0.7337609,-0.1136167,0.8083937,0.1655992,1.773612,0.7673266,0.003294567,0.0153811,-0.09717191,-2.042531,-1.102319,-2.628315,0.2791457,-0.4716049,-1.596028,0.07547846,-1.188099,-1.225878,0.3882511,0.3565549,-1.974001,-1.368062,-0.08839415,1.62928,0.2291256,-0.3149848,0.3398238,"4"
-0.1619309,-1.025827,0.03101405,-0.06091841,1.427628,-0.8679769,0.06419471,0.531569,0.7507083,1.301798,1.398692,0.03873983,-0.1557186,0.3544525,-1.963972,-1.383099,-1.169893,-0.454918,-0.1972322,-0.099268,-0.3514032,-1.515037,-1.128247,0.3789158,0.625457,-2.414635,-0.4854828,-0.2978671,1.491037,1.134912,0.3356862,-0.3598228,"4"
0.3710117,-1.813392,-0.953214,-0.0697789,1.931565,-0.7425475,0.5233074,0.5128236,0.4851385,1.654392,0.600648,-0.8333292,-0.009040745,0.8092844,-2.66069,-0.9560716,-2.066723,-0.06357898,-0.6167418,-0.6616485,0.1715134,-1.199981,0.1661075,-0.02613866,0.1150237,-1.228607,-0.6141512,-1.054978,1.433011,-0.9988575,0.422912,-0.6784556,"4"
-0.03180031,-0.0790432,-0.573588,0.3333244,1.088461,0.4611521,0.5510074,-1.065081,0.06597499,1.332155,1.006497,-0.8537855,0.04094999,1.026866,-2.99174,-0.6126738,-1.643512,0.595369,-0.5902296,0.7070994,0.3784364,-2.534517,0.3493885,0.05211795,-0.7940731,-2.745752,-1.523719,-0.7036016,1.17844,-1.011976,1.124897,-0.1550177,"4"
0.3067491,-1.259133,-1.851509,0.1883036,1.764594,-1.200977,-0.6919479,0.7863187,1.10184,1.953524,-0.08251242,-0.09486028,-0.7064351,0.5086833,-2.528232,-0.6066026,-1.820776,0.2566557,-0.09167679,-1.093923,-0.6502793,-1.259838,-1.503727,-0.3329584,0.02058663,-1.889152,-1.46188,-1.673443,1.592231,-0.330868,-0.9426347,-0.4716049,"4"
0.4324316,-2.700082,-0.4021207,-0.5533852,1.809714,-1.767848,0.001498876,0.4399309,0.6967905,1.813015,1.069973,-1.133825,0.04583342,0.4221255,-3.280751,-0.671973,-2.079442,0.2263384,-0.5787476,-0.8330991,-0.156303,-1.615456,0.8105746,-0.463942,0.01410012,-1.752154,-1.03423,-0.7857012,1.061257,-0.6009327,0.1015633,0.2164009,"4"
0.8929402,0.02683665,-0.06262036,0.8870267,1.265595,0.4329506,0.2030225,-0.8720346,0.4988947,1.533528,1.281045,0.1987689,-0.02839947,0.8894538,-0.972861,-0.7402388,-0.4480073,0.4489077,-0.3069329,-0.6753073,0.2184124,-2.383795,0.5571556,-1.297185,0.2568878,-0.8228004,-0.01106095,-0.7635696,1.253762,0.02664193,1.12285,0.3578143,"4"
0.1084059,0.3235317,-1.338266,0.6773734,1.461054,-0.5725237,0.2863812,-1.072652,0.7677443,1.824146,1.579576,0.1706706,0.6847621,0.7899108,-2.140466,-0.5573933,-1.639382,0.2706376,-1.00403,-1.084118,0.2799775,-1.96326,-0.3615439,0.05467756,1.026006,-1.648179,-0.766148,-0.6097256,1.599993,1.795419,0.6242793,-0.474976,"4"
0.7331368,-0.09025299,-0.5436932,0.6252965,1.394287,-1.483687,0.1578581,-0.8250799,1.466929,1.544451,1.417841,0.6767129,0.8559036,0.6254035,-1.587187,-0.3582476,-1.102319,0.5753766,-0.3781905,-0.2830263,0.4121097,-1.968974,-1.683623,-0.4732088,0.991324,-1.162191,-0.7548098,-0.5261085,1.352738,1.437558,-1.653912,-0.519362,"4"
0.2394105,-0.7642136,-0.06785067,1.182616,1.570884,-0.1882591,-0.6009327,-0.5180181,0.8230784,1.848187,1.186501,1.278041,0.4772895,-0.5594908,0.5217656,-0.5987465,-0.409172,0.7301057,-0.9370038,-0.09673119,-0.2034635,-2.395797,-0.6508543,-1.992164,0.1935911,-1.254214,-1.278696,-0.5716378,1.006826,1.805909,-1.061895,-0.445194,"4"
1.242309,0.2511477,-1.092133,0.8693249,1.413691,0.09794307,0.1687296,-1.416754,0.3001787,1.982586,0.9062,0.5445312,0.6957438,0.489132,-0.9202988,-0.7612119,-0.5020311,0.8908909,-0.1264707,-0.7846048,0.735488,-1.671313,0.2544096,0.5149172,0.5558372,-0.9431482,-1.522343,-0.4500442,1.720389,1.130886,0.4698786,-0.02984084,"4"
0.6202539,-0.6462636,-0.3844867,1.25937,1.985543,-0.9205498,-0.7599282,-0.952177,-0.03180031,1.905847,0.9798663,-0.331425,-0.9594592,0.3981048,-0.77349,0.02936461,-1.284099,-0.1344461,-0.3720787,-1.05297,0.4203537,-0.8758688,-0.1174331,0.2506031,0.2175278,-0.9175415,0.7184737,-0.488575,2.068697,0.3773399,-0.1543174,-0.4187023,"4"
1.131821,-0.9390477,-0.932166,1.739922,1.701087,-0.3894933,-0.8423435,-0.8989421,-0.002603386,2.114652,1.256613,0.2667393,-0.05964385,0.09020627,-1.510045,0.006776984,-2.45807,0.586953,0.9635178,-1.4267,0.2277728,-1.489435,0.6477313,0.9934,-0.8622761,-1.992164,0.6029489,-0.09332216,1.39669,0.9306669,0.7691355,0.813549,"4"
0.7066555,-0.5974734,-0.9975008,1.760252,1.950044,0.4561582,-1.161552,-0.9347093,0.8113301,2.560833,0.09866817,-0.02234786,0.08920065,-0.07915144,-0.3522561,0.06803241,-2.046394,-0.1784092,-0.474976,-1.140998,-1.107451,-1.13538,0.2138202,-0.6115672,-1.010052,-2.132842,0.1802361,-0.8928184,-0.5261085,1.283846,-0.814637,0.176555,"4"
0.8025844,0.6547701,-1.223156,1.686362,1.965685,0.5888972,0.3214311,-1.476219,0.5675273,2.428751,0.9375041,0.4715025,-0.01633265,0.7528773,-1.848965,-0.7857012,-1.580365,0.501684,-0.09993084,-1.033949,0.5371949,-0.5093267,0.7390761,-0.6857744,0.2216224,-1.738408,0.3307416,-1.168927,0.7185225,1.233289,0.7810665,0.5380711,"4"
0.2442003,-0.2523149,-1.508688,-0.7457044,2.250397,-0.01420035,0.1328687,-1.397153,0.02683665,1.152279,-1.635782,-0.6335584,-0.4684049,0.1579435,-1.659679,-0.9670578,0.1019246,0.1824882,0.6858708,-1.959705,1.045106,-0.2451336,-1.789761,1.201199,-0.5161732,-1.232372,0.4951839,-0.2600669,1.093801,1.323275,0.6788454,0.605954,"4"
0.7079373,-0.347149,0.0429637,-1.118101,2.864085,-0.5992926,-0.578926,-2.058855,0.3957514,2.484165,-0.1701954,-0.278392,-0.267618,-0.954512,-1.779633,-1.549755,-0.4621942,-0.1556017,-0.7076519,-0.3538219,0.3098349,-1.114742,-0.1790071,-1.385894,-0.3339355,-1.400393,-0.8344804,-0.4164249,-0.4552333,0.4682521,-0.8928184,-0.6987629,"4"
0.2240232,-1.495217,0.3864182,1.045809,1.257921,-0.3255916,0.3167068,-0.808558,0.1784809,1.447037,1.427772,-0.592759,-0.1432932,-2.161954,-2.21549,-1.439695,1.002065,0.549854,-2.20274,-1.757938,-0.08012604,-2.99174,-1.773723,-2.935578,-1.975442,-0.9090669,1.303103,-0.1002624,-1.026385,-2.569158,0.6016896,-3.216379,"3"
0.216884,-2.058072,1.061257,0.3359721,1.081229,-0.03438443,0.4054651,-0.924827,0.6262058,1.463093,1.45241,-0.7219583,0.7411275,-2.200931,-1.812166,-1.00076,0.3848542,0.7126066,-0.2046899,-1.225537,0.1986869,-1.623537,-2.105375,-2.344449,-1.679324,-1.220102,1.396913,0.1451388,-0.5239109,-1.815847,-0.1220546,-0.3667253,"3"
-0.2429637,-1.949818,0.1507449,0.9384827,1.741413,-0.4612421,0.008662373,-1.171506,0.004290781,1.529572,2.073537,-1.246532,0.3190354,0.03469124,-1.826972,-1.597015,1.125092,0.7138807,-0.9055981,-0.9885926,0.4837216,-1.914605,-0.4222044,-2.391416,-1.453717,-1.152013,1.336369,-0.5296687,-0.9125477,-1.021096,0.7395536,-1.090049,"3"
-0.4193105,-2.552329,0.3343271,-0.1594648,1.581244,-0.4817524,0.6510223,0.9938812,0.210909,1.525752,1.21078,-0.2357223,0.3520643,-1.606941,-1.71758,-0.7254638,0.1819882,0.5520443,-2.136224,-1.735001,-0.009848336,-1.497002,-1.718137,-3.442019,-1.595535,-0.3821393,1.218201,-0.5518212,-1.180908,-2.371935,1.331865,-2.783852,"3"
-0.5261085,-2.068304,-1.134136,0.1577727,1.516862,-0.3191039,0.3954821,0.287957,0.08590243,1.239851,1.20153,-0.7072461,-0.6141512,-2.335108,-2.092324,-1.404458,-0.1059162,0.6511266,-2.130314,-1.539912,-0.5497397,-1.373181,-1.329536,-2.933697,-0.9142927,-0.7379354,0.9090647,-1.174738,-1.004576,-2.840439,1.114584,-2.36659,"3"
-0.3273936,-2.504701,-0.4480073,0.2654365,1.690114,-0.8864892,-0.05213575,0.8329091,0.75396,1.601023,1.402315,-0.8237116,0.6743211,-1.915284,-2.545931,0.1365394,0.2428677,0.4229775,-1.890475,-2.200931,-0.4633061,-1.285183,-2.728763,-4.635629,-1.831332,-1.063342,1.106944,-0.4552333,-1.066823,-0.2225187,0.9201632,-1.700457,"3"
0.2965427,-2.065144,1.160742,-0.3945252,1.417454,-0.3887555,0.04955178,0.5779608,0.9328725,1.492859,1.535447,-0.3518296,0.6260454,-2.04099,-2.318714,0.1908683,0.3490358,0.4571083,-0.8818893,-2.001,0.5777363,-1.715354,-2.747311,-3.272804,-1.805453,-1.496109,0.7955232,-0.1351327,-0.5124937,-3.174859,-0.2323104,-0.266312,"3"
-0.5878867,-1.637837,-0.3465832,0.5237813,1.855188,-0.771974,0.3215761,0.3545928,-0.4456623,1.809992,1.736846,-0.9063404,0.5418591,-2.534517,-1.360237,-1.056128,0.09157594,0.8027636,-2.50838,-1.332943,-1.142251,-2.796881,-0.9678472,-4.615221,-1.317142,-1.492544,0.8732997,-0.6616485,-0.6804284,-2.300587,0.5087435,-2.034086,"3"
-0.061131,-2.056507,0.6195006,0.291699,1.559806,-0.5644022,0.2268965,0.1329562,0.4131025,1.431339,1.692123,-1.821394,0.01911612,-1.309704,-2.052605,-0.2851519,-0.5940261,0.2409049,-2.504701,-1.865621,0.2781619,-0.7892176,-0.5454171,-2.7774,-1.669188,-1.349384,-0.0741849,-0.4596573,-1.033105,-1.864976,-0.09387122,-1.848965,"3"
0.2040015,-2.043302,0.2456875,0.5525049,1.408961,-0.2222689,0.8505782,-0.01055551,-0.03915672,1.292753,1.404036,-1.339793,0.002895803,-2.000261,-2.695628,-1.041571,0.2268168,0.08883471,-3.03864,-1.92278,-1.033949,-1.704848,-0.43866,-3.798694,-1.099613,-1.189741,0.9662231,-0.7391911,-0.8237116,-0.8901358,0.2502917,-2.265289,"3"
0.2424755,-2.859455,0.2603623,0.4368992,1.933418,-0.2684025,0.4756129,0.4427609,0.641538,1.714482,1.679076,-0.5983826,0.1999977,-1.971125,-2.229335,-0.01227503,0.2302383,0.3261333,-2.727233,-2.491327,-0.08599371,-0.5071657,-1.20364,-3.79424,-2.204551,-1.79096,0.4348945,-0.6808234,-1.397962,-4.840893,-0.5907711,-0.9966877,"3"
0.5337997,-1.529241,0.436059,-0.01298393,1.736106,-0.7605699,0.2129316,0.4043311,-0.6089899,1.753885,1.080075,-1.468807,-0.05508997,-1.343618,-1.621005,-1.050966,0.293341,0.5292155,-1.406905,-2.249044,0.04094999,-1.357124,-2.629701,-0.9296293,-1.137249,-1.564943,0.5900064,-1.129175,-0.7528972,0.06005976,0.5922213,-1.407314,"3"
-1.940027,-2.877061,0.07129688,0.84998,1.203993,-1.231001,-0.5481814,-0.4741723,0.3389691,1.625233,1.586313,0.05826891,0.9312188,-2.126114,-2.476938,-1.096614,-1.610939,-0.2643562,-2.51084,-1.601966,-0.8178038,-2.571773,-1.116878,-2.69711,-2.524479,-2.290657,-1.925519,-1.117795,-0.5507799,-1.976163,-0.2154234,-2.635265,"1"
-1.051824,-2.887775,0.6408534,0.695644,1.50964,-0.6367668,-0.2211455,-0.4409887,0.7626266,1.922656,1.306953,-0.04719643,0.7455973,-2.254748,-2.149006,-1.085005,-1.664422,-0.5707526,-2.521986,-0.850269,-0.9942523,-2.902242,-1.527397,-1.549755,-2.131999,-2.275943,-2.188364,-0.7800131,-0.9576337,-2.093135,-0.8449007,-2.574394,"1"
-0.9686372,-2.748872,0.3336826,0.7488184,1.209677,-0.3472905,-0.2686641,-0.3872814,0.2235435,1.466929,1.331865,0.2421616,1.09671,-2.647896,-1.544118,-1.395941,-2.069095,-0.102365,-2.419119,-0.8025157,-0.3862509,-2.787093,-0.1236376,-2.440698,-1.673976,-2.47813,-2.413517,0.0292675,-0.2600669,-1.962548,0.258279,-2.731831,"1"
-2.683846,-2.117767,-0.5232356,0.5430217,1.338731,-0.4381949,-0.4394356,-0.5732331,-0.5279718,1.664532,1.378111,-0.5402544,0.5113255,-1.817077,-2.284745,-0.847698,-0.435409,-0.1431778,-2.187472,-1.211669,-0.1537341,-2.569158,-0.159934,-2.680922,-1.836339,-1.096614,-1.906497,-1.020541,-0.7985077,-2.420243,-0.2392729,-2.430418,"1"
-1.207646,-2.47813,0.09430968,-0.2836901,1.105985,-0.9673209,-0.2212703,-0.02490764,-0.1786483,1.678628,1.428659,-0.2707594,0.1290966,-2.939352,-2.032558,-0.6358221,-2.175952,-0.7813229,-1.776674,-1.627602,-0.951141,-1.71758,-1.564943,-1.926892,-1.222476,-2.455736,-2.221005,0.1346183,-0.5598408,-2.653562,0.5601299,-2.466281,"1"
-1.684161,-2.053384,0.5638354,-0.6301724,1.570967,-0.7160065,-0.10425,0.6859715,-0.1742343,1.447977,0.9498802,0.9598865,-0.114962,-2.30559,-2.04176,-1.104731,-1.822631,0.06887286,-2.438405,-1.512765,0.08691137,-1.61445,-0.02132579,-2.893176,-0.8262215,-1.604948,-0.8063159,-0.2475643,-0.7027936,-3.112266,0.3161237,-2.911391,"1"
-2.258568,-2.308603,-1.443076,-0.03066541,1.532665,-0.9446902,-0.4208326,0.7124595,0.02975296,1.84803,1.39622,-0.683593,0.2523916,-2.795243,-1.443923,-1.312672,-2.407946,0.5722781,-2.200931,-1.015835,-0.735846,-1.414282,0.4984089,-2.960365,-0.8641728,-1.836966,-2.933697,-0.7044104,-0.123864,-2.688248,-0.4006268,-3.275446,"1"
-1.146333,-3.007805,-0.02932583,0.04229291,1.318417,-0.7412876,-0.3908228,-0.1751871,-0.7828531,1.850123,1.502409,-1.215708,0.9592736,-2.63666,-1.475344,-2.053384,-3.125841,0.5986167,-2.095571,-0.9662691,-0.8287378,-1.087376,0.6522731,-0.3429129,-1.49388,-1.820159,-2.744196,-0.6751108,-1.076166,-3.208925,-0.9829649,-2.877061,"1"
