"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
2.61278385671974,2.45024910831936,2.00432137378264,2.40483371661994,2.00432137378264,2.00432137378264,2.00432137378264,2.14612803567824,2.00432137378264,2.44247976906445,3.35583449588494,2.00432137378264,3.54406804435028,2.00432137378264,3.97469587190968,2.46982201597816,2.00432137378264,2.87390159786446,3.18582535961296,3.10071508657308,4.20414712521285,2.00432137378264,4.12784959018764,3.85817613798234,2.00432137378264,3.21404867941194,2.53402610605613,2.66370092538965,2.95085145888855,3.25743856685981,2.00432137378264,2.00432137378264,3.30276370847298,3.47957531017499,2.46538285144842,2.14612803567824
2.00432137378264,2.00432137378264,2.00432137378264,2.89762709129044,3.14519640611418,2.85064623518307,3.04139268515822,2.61804809671209,2.98855895687862,3.31827208021163,3.58035466110659,2.99166900737995,2.92685670894969,2.00432137378264,2.92992956008459,2.04139268515822,2.09342168516224,3.95458016274376,2.88649072517248,2.75358305889291,4.20414712521285,2.79098847508882,3.77429793849928,4.20414712521285,2.00432137378264,2.86864443839483,2.91381385238372,2.83695673705955,3.09131515969722,3.61762929775784,2.77378644498119,2.00432137378264,3.58782317131896,3.50009919191572,2.72509452108147,2.58994960132571
2.00432137378264,2.00432137378264,2.2148438480477,2.87966920563205,2.00432137378264,2.00432137378264,2.00432137378264,2.25527250510331,2.33645973384853,2.00432137378264,2.89817648349768,2.86272752831797,3.01703333929878,2.15228834438306,3.35063560825895,2.54777470538782,2.00432137378264,4.20414712521285,2.79934054945358,3.99466902182553,4.03092339962722,2.00432137378264,3.79098847508882,3.64018319192134,2.00432137378264,3.32448823330766,2.00432137378264,2.19312459835446,2.80888586735981,2.95133751879592,4.05173119605985,2.00432137378264,3.64384731029971,3.75625564875423,2.71432975974523,2.45178643552429
2.55870857053317,2.02118929906994,2.00432137378264,2.13987908640124,2.00432137378264,2.00432137378264,2.00432137378264,2.1846914308176,2.41995574848976,2.02118929906994,2.65030752313194,2.63548374681491,2.91750550955255,3.16613397030511,2.27415784926368,2.62531245096167,3.20303288701471,3.35602585719312,2.20411998265592,4.20414712521285,2.55630250076729,2.80617997398389,2.88592633980143,2.00432137378264,2.90955602924118,2.34830486304816,2.85672889038288,3.21563756343506,2.00432137378264,2.00432137378264,3.13956426617585,3.48699688843182,2.94398887507377,2.8109042806687,3.57287160220048,2.91487181754005
2.2380461031288,2.19865708695442,2.00432137378264,2.81624129999178,2.00432137378264,2.00432137378264,2.00432137378264,2.48713837547719,2.40654018043396,2.55144999797288,3.25959387888595,2.85973856619715,2.92839585225671,3.56062387454993,2.23044892137827,3.13353890837022,3.65686449154892,2.47275644931721,2.40312052117582,4.20414712521285,2.74350976472843,2.15228834438306,3.25911584418507,2.00432137378264,3.33000770087276,2.00432137378264,2.78746047451842,3.69390274106606,2.22530928172586,2.00432137378264,2.51587384371168,4.17067234031558,2.21218760440396,2.62117628177504,3.43488812086732,3.11327469246435
2.00432137378264,2.00432137378264,2.00432137378264,2.50105926221775,2.00432137378264,2.00432137378264,2.00432137378264,2.14612803567824,2.00432137378264,2.00432137378264,2.96848294855394,2.79518458968242,2.86981820797933,2.00432137378264,3.30341207059674,2.00432137378264,2.00432137378264,3.99943504987633,2.91803033678488,2.00432137378264,3.5009222391903,2.00432137378264,3.77611979905299,4.00522342485814,2.00432137378264,3.2817149700273,2.00432137378264,2.24303804868629,3.10311925354571,2.55388302664387,4.07802158052039,2.00432137378264,3.35945602012099,3.39075852873872,2.66651798055488,2.29446622616159
2.00432137378264,2.40483371661994,2.00432137378264,2.75966784468963,2.00432137378264,2.00432137378264,2.00432137378264,2.3541084391474,2.69196510276736,2.00432137378264,2.99255351783214,3.09131515969722,3.07591176148278,2.00432137378264,3.17143390094301,2.18184358794477,2.00432137378264,4.1532354186523,2.8109042806687,2.00432137378264,4.15210480089287,2.00432137378264,3.59262082132198,3.77114634881499,2.00432137378264,3.09236969962912,2.5327543789925,2.84447717574568,3.17055505852121,2.74350976472843,2.90687353472207,2.29003461136252,3.45818443557026,3.23678909940929,2.10380372095596,2.42975228000241
2.55509444857832,2.17026171539496,2.00432137378264,2.20682587603185,2.00432137378264,2.00432137378264,2.00432137378264,2.02118929906994,2.00432137378264,2.39794000867204,3.13193929521042,2.61489721603313,3.30016053695135,3.91413151263089,2.60959440922522,2.86923171973098,3.87395965474335,3.42845877351558,2.0899051114394,4.20414712521285,2.25767857486918,3.29181268746712,3.41128291301738,2.00432137378264,3.58274496569128,2.75587485567249,3.12057393120585,3.35850591149024,2.00432137378264,2.00432137378264,3.68024483704261,4.12648857070037,2.57287160220048,2.53019969820308,3.3451776165427,3.03662889536216
2.38560627359831,2.25527250510331,2.00432137378264,2.57749179983723,2.00432137378264,2.00432137378264,2.00432137378264,2.32428245529769,2.29446622616159,2.00432137378264,2.69108149212297,2.54777470538782,3.19700472802305,2.00432137378264,3.62096843564429,2.52762990087134,2.64933485871214,4.20414712521285,2.52762990087134,4.20414712521285,3.3911116137028,2.04921802267018,3.38792346697344,3.57030938543588,2.44090908206522,3.43312951758049,2.00432137378264,2.4983105537896,3.19562294358694,2.83122969386706,4.20414712521285,2.00432137378264,3.326949994166,3.39741854235135,2.81690383937566,2.66464197555613
2.3747483460101,2.3096301674259,2.00432137378264,2.54900326202579,2.00432137378264,2.00432137378264,2.00432137378264,2.4983105537896,2.48572142648158,2.00432137378264,2.65224634100332,2.7664128471124,2.987219229908,2.00432137378264,2.14921911265538,2.46089784275655,2.34635297445064,4.20414712521285,2.72181061521255,2.00432137378264,2.09342168516224,2.00432137378264,3.44357587975026,3.3285834497142,2.00432137378264,3.31597034545692,2.00432137378264,2.51321760006794,3.50064806337191,3.30492116190089,3.49554433754645,2.00432137378264,3.50338206347373,3.2319790268315,2.63346845557959,2.65030752313194
2.00432137378264,2.00432137378264,2.00432137378264,3.11859536522376,2.00432137378264,2.00432137378264,2.00432137378264,2.53529412004277,2.00432137378264,2.30535136944662,3.49373680227684,2.73639650227664,3.15956719323362,2.00432137378264,3.83972937520639,2.45178643552429,2.00432137378264,3.41614103116833,3.20574554094266,2.00432137378264,4.20414712521285,2.00432137378264,3.86474833562966,3.72015930340596,2.00432137378264,2.92634244662566,2.74585519517373,3.24129738710999,3.04999285692014,3.08457627793433,2.66651798055488,2.39093510710338,3.85333310500234,3.57818060962778,2.72916478969277,2.51719589794997
2.00432137378264,2.00432137378264,2.00432137378264,2.81822589361396,3.57553421831986,3.33545790068938,3.03221570329798,2.4814426285023,2.33243845991561,3.01325866528352,3.44746813094976,3.04571405894087,3.67660216958202,2.28555730900777,3.89253980465864,2.00432137378264,2.02938377768521,3.770557474851,3.27508089845686,2.00432137378264,4.20414712521285,2.42324587393681,3.79351100579286,3.89899927088979,2.00432137378264,2.99738638439731,2.00432137378264,2.54654266347813,3.44216608578472,3.32014628611105,2.00432137378264,2.00432137378264,3.77451696572855,3.77880220401324,2.99869515831166,2.40483371661994
2.00432137378264,2.19865708695442,2.00432137378264,2.67942789661212,2.00432137378264,2.00432137378264,2.00432137378264,2.62940959910272,2.37839790094814,2.16731733474818,2.61804809671209,2.85853719756964,3.0618293072947,2.32014628611105,2.81888541459401,2.29225607135648,2.00432137378264,3.59306443165872,3.34340859380386,2.40312052117582,3.51772359483374,2.04921802267018,4.05888133934956,3.4323277922616,2.00432137378264,3.69775227416775,3.09516935143176,3.02978947083186,3.15106325335375,3.20547503674089,2.86805636182304,2.00432137378264,3.62065647981962,3.26007138798507,3.06370855939142,2.65417654187796
2.00432137378264,2.00432137378264,2.00432137378264,2.42324587393681,2.02118929906994,2.00432137378264,2.08278537031645,2.33445375115093,2.1846914308176,2.15533603746506,3.19395897801919,2.00432137378264,2.98362628712453,2.00432137378264,3.1296898921993,2.34439227368511,2.00432137378264,4.20414712521285,2.74896286125616,2.00432137378264,4.10503305039359,2.53019969820308,3.33705972632052,3.66913084737333,2.00432137378264,3.37529773821734,2.23552844690755,2.48000694295715,3.19061179781361,3.42504487455139,3.33485568961729,2.00432137378264,3.34143452457814,3.23502315949522,2.58433122436753,2.57518784492766
2.00432137378264,2.00432137378264,2.00432137378264,2.48713837547719,2.75587485567249,2.68033551341456,2.11727129565576,2.00432137378264,2.2405492482826,2.54406804435028,3.2626883443017,2.19589965240923,3.05842602445701,2.33445375115093,2.02938377768521,2.36361197989214,2.39794000867204,2.35983548233989,2.53402610605613,2.00432137378264,3.3230457354817,2.00432137378264,3.24944296144258,2.00432137378264,2.48995847942483,3.00560944536028,2.00432137378264,2.79518458968242,2.2148438480477,2.00432137378264,2.00432137378264,2.00432137378264,2.73559889969818,3.03981055414835,2.71011736511182,2.72345567203519
2.00432137378264,2.32014628611105,2.00432137378264,2.98317507203781,2.02938377768521,2.00432137378264,2.00432137378264,2.42813479402879,2.64640372622307,2.30319605742049,3.28578227377939,2.01283722470517,2.99387691494121,2.17609125905568,2.53655844257153,2.7160033436348,2.00432137378264,2.00432137378264,2.39445168082622,2.00432137378264,3.32035403281767,2.00432137378264,3.4344092075875,2.17609125905568,2.00432137378264,2.66464197555613,2.92582757462474,2.85003325768977,2.00432137378264,2.57863920996807,2.00432137378264,2.00432137378264,3.38952046584638,3.2087100199064,2.81888541459401,2.96848294855394
2.15228834438306,2.94398887507377,2.00432137378264,2.84198480459011,2.00432137378264,2.00432137378264,2.00432137378264,2.38738982633873,2.16731733474818,2.62531245096167,3.20924684875337,2.00432137378264,3.06145247908719,3.89619541045421,2.31175386105575,3.088844562727,3.7523558041535,2.00432137378264,2.00432137378264,3.93530569028993,2.2148438480477,3.47784447633876,3.1978316933289,2.06445798922692,3.34321159017975,3.48826861549546,3.11260500153457,3.78547220330639,2.00432137378264,3.09725730969342,2.00432137378264,3.31993843998031,3.28600712207947,3.02284061087653,2.80888586735981,3.59372899870791
2.00432137378264,2.00432137378264,2.78390357927274,3.17983892802319,2.00432137378264,2.00432137378264,2.00432137378264,2.29666519026153,2.36921585741014,2.34830486304816,3.09131515969722,2.987219229908,2.80002935924413,3.81324730089761,2.25285303097989,2.8842287696326,3.68403703748652,2.89097959698969,2.40312052117582,3.52853106063541,2.00432137378264,3.80597635071756,3.3151303171836,2.00432137378264,3.62520952538188,3.04257551244019,3.05804623039528,3.66604973848052,2.00432137378264,2.00432137378264,2.00432137378264,4.15893514182992,2.59769518592551,2.90308998699194,3.37346372163237,3.25406445291434
2.00432137378264,2.50650503240487,2.00432137378264,2.45788189673399,3.92319219042067,3.62808226099068,3.83467497446274,2.19033169817029,2.11394335230684,4.20414712521285,4.20414712521285,2.27415784926368,3.37051308959859,3.51890857369141,2.07188200730613,2.53781909507327,3.21616590228599,2.96284268120124,2.04921802267018,3.5327543789925,2.38021124171161,3.16405529189345,3.0948203803548,2.00432137378264,3.44963265047007,2.10380372095596,2.78887511577542,3.68993010401822,2.00432137378264,2.00432137378264,2.00432137378264,3.5950550897593,2.00432137378264,2.32428245529769,3.29136885045158,3.10653085382238
2.00432137378264,2.17609125905568,2.00432137378264,2.74585519517373,2.00432137378264,2.00432137378264,2.00432137378264,2.25527250510331,2.48572142648158,2.50514997831991,3.23426412437879,2.83632411570675,2.8561244442423,2.49276038902684,2.00860017176192,3.06632592536204,3.223236273103,2.00432137378264,2.11727129565576,3.3384564936046,2.00432137378264,2.00432137378264,3.11327469246435,2.00432137378264,2.97127584873811,2.2380461031288,2.60959440922522,3.63528263799821,2.00432137378264,2.00432137378264,2.00432137378264,2.57403126772772,2.70757017609794,2.27415784926368,3.14612803567824,2.91855453055027
2.00432137378264,2.53402610605613,2.00432137378264,2.50379068305718,2.00432137378264,2.00432137378264,2.00432137378264,2.3654879848909,2.34044411484012,2.54032947479087,3.11859536522376,2.87621784059164,2.96520170102591,3.31132995230379,2.00432137378264,2.95182303531591,3.123198075032,2.49415459401844,2.36361197989214,2.8733206018154,2.6570558528571,2.21218760440396,2.74741180788642,2.00432137378264,2.87098881376058,2.3654879848909,2.8561244442423,3.81411435612913,2.00432137378264,2.00432137378264,2.00432137378264,3.70876072369032,2.62117628177504,2.63948648926859,3.22219604630172,3.13417710757677
