"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","1316_at","1320_at","1405_i_at","1431_at","1438_at","1487_at","1494_f_at","1598_g_at","160020_at","1729_at","1773_at","201983_s_at","202088_at","202089_s_at","203256_at","203628_at","203963_at","204508_s_at","204623_at","205009_at","205029_s_at","205225_at","205440_s_at","205862_at","206754_s_at","206799_at","207038_at","207626_s_at","209173_at","209443_at","209602_s_at","209603_at","209604_s_at","210735_s_at","211233_x_at","212148_at","212496_s_at","212956_at","212960_at","213201_s_at","214164_x_at","214440_at","215729_s_at","215867_x_at","217528_at","217838_s_at","39549_at"
11.8791,8.9005,7.5754,10.3995,6.27,8.3605,7.3417,6.8264,9.6931,5.5575,10.8538,8.305,8.4217,9.755,9.835,9.221,6.9497,8.139,12.2204,11.5809,12.4415,8.2839,7.2156,3.8022,6.8558,5.9648,9.7592,7.3225,11.6823,5.431,6.9641,3.3022,2.9392,4.2194,3.2267,4.7869,8.4469,7.8765,11.5877,7.8667,5.2209,10.2673,8.9666,9.5513,7.8767,8.568,7.9435,8.3249,8.876,7.9949,3.9643,8.7102,3.7634
11.9716,7.647,9.4074,11.1072,7.8584,10.0372,8.6529,5.6754,10.1236,7.2111,8.4535,9.0212,9.657,11.445,10.3179,8.495,7.6994,8.7474,11.2508,10.2638,6.1568,9.0017,9.9232,7.5111,9.4232,8.7497,6.1564,10.5792,10.8164,6.793,8.3146,12.6246,5.4483,4.2603,12.0077,6.2959,9.7867,9.942,13.5929,9.7417,7.8043,9.5295,9.6543,10.8375,9.2186,5.7739,11.2051,10.6676,8.288,11.5012,8.5672,10.1793,6.4125
11.961,8.9507,7.8502,12.5159,6.8427,8.7011,7.2018,6.7969,8.0565,5.867,7.289,9.6682,8.5469,10.5609,9.6969,8.2461,7.5652,8.7562,9.719,8.8827,5.8173,5.2418,7.5919,3.9454,8.6321,6.6686,1.4616,10.5622,3.4729,5.0019,5.2538,10.9172,4.0047,3.7342,9.6504,9.5265,3.0358,4.1991,8.6007,8.1083,6.1456,9.8503,8.4074,9.0847,7.6056,8.4083,8.3261,9.5565,8.7505,8.5402,2.4727,9.1543,4.2342
12.3903,8.0982,8.3035,10.5475,3.267,8.9163,7.1127,5.5099,7.2098,5.9611,7.6954,8.6572,14.4446,10.208,8.1342,8.8574,6.6137,4.4243,13.7908,12.8368,6.4084,9.4664,12.1442,9.7169,11.3298,9.5026,3.1684,13.3712,6.1659,5.8828,13.943,12.7042,8.165,4.391,12.2897,9.8668,10.2949,10.4073,13.8736,11.2976,8.3124,11.183,9.0225,11.4833,9.7444,8.9007,12.5048,12.6625,2.9568,12.3636,6.2158,10.2576,3.2103
11.707,7.8371,7.9844,10.1832,6.1602,9.4334,7.6083,5.839,7.765,7.2809,8.6306,8.6682,8.651,11.149,9.9483,9.2835,8.4686,8.8351,13.0917,12.3645,4.3859,9.48,11.5607,9.3821,10.1713,10.1274,2.8214,12.4182,11.0031,8.3146,8.0468,11.2098,8.2388,6.8467,11.8047,8.0787,10.6387,10.3235,13.9525,10.3298,7.4838,11.3219,10.8382,13.0667,10.2834,7.3905,12.3616,13.5089,6.3008,12.1581,1.5143,10.7912,5.6691
11.5398,8.3329,8.1751,10.1268,6.2704,8.3766,7.7473,6.7413,8.3489,6.1272,7.3158,9.3156,8.3208,9.873,8.8248,8.9852,6.739,9.4749,10.6617,8.9872,10.5457,7.4912,7.8746,5.8315,8.7974,6.2929,14.3467,8.3408,2.5738,2.0689,5.7238,11.662,5.0325,2.2826,11.8799,5.1414,8.2451,7.6337,11.1446,7.1372,5.5597,9.6779,9.5834,9.9522,8.4886,5.2514,8.8009,8.1739,6.3368,8.486,11.4254,8.3438,7.5111
11.1113,8.3937,8.1448,11.3997,7.7993,9.1167,8.47,7.2533,7.2821,7.4128,8.6307,8.8531,9.7617,10.7954,9.5565,8.1191,7.8326,7.6379,14.2907,13.512,7.0868,9.6527,12.2552,9.8595,10.7816,10.4731,3.4894,13.0582,11.9046,8.8679,9.045,5.1379,8.6235,7.7453,14.1781,6.2109,10.6249,10.7095,14.0451,11.7014,8.9414,10.1464,10.213,13.1867,10.8359,8.5655,12.4874,11.6108,3.5299,12.3287,3.704,10.0695,3.9283
11.4986,6.841,8.4572,11.3217,7.2697,9.351,8.0053,6.741,10.0948,7.4189,8.7391,8.8688,9.6551,10.8396,10.4589,8.5804,5.4873,7.4714,13.6903,12.7045,7.0359,8.4765,10.3641,8.5211,10.5285,9.3566,6.3154,11.1112,12.118,6.4155,8.3567,8.082,8.0783,6.2733,12.1042,6.0855,10.7619,10.4716,14.2077,9.7647,7.9462,10.5601,8.9471,12.6923,10.216,6.5161,11.1489,10.868,4.7914,11.2978,7.3658,9.5477,2.193
12.2528,8.6071,7.4646,10.6053,6.1659,8.3096,7.104,4.9369,7.4585,6.149,7.2871,9.4115,8.7185,9.407,9.2333,9.5082,6.7707,9.3609,11.6744,10.3277,11.2047,5.8185,9.1563,7.4136,8.3072,7.2945,11.8964,8.3414,3.317,6.9568,7.5195,3.5392,3.4455,4.3705,12.4807,4.9035,8.8358,8.3591,11.8983,8.1442,5.44,9.5001,10.4192,11.046,8.9584,4.212,10.4863,8.0963,9.2198,10.269,10.5576,7.721,6.3757
10.2911,5.7879,8.5336,11.6995,8.1639,9.9601,8.9861,7.162,9.558,7.5353,7.9248,9.0243,9.7136,11.0381,10.639,9.5838,7.8199,6.3052,12.6162,11.8285,5.6587,6.7312,9.7647,5.8756,11.4314,12.8889,4.4416,10.9402,5.5166,3.802,8.2209,11.5105,7.8202,5.7241,12.5537,6.2231,8.6016,8.3425,12.0589,9.129,6.7497,8.1169,9.3468,10.4459,8.8066,5.6907,10.2178,11.0476,3.1912,10.473,6.7874,11.0498,3.5423
11.8509,8.7986,7.6671,10.6416,6.4239,8.1251,7.1824,6.529,8.5529,6.0187,8.441,9.2792,8.5001,10.046,9.3963,8.941,7.313,11.2328,11.63,10.3873,11.4899,6.5279,8.5081,3.5539,7.5816,4.5465,11.3565,8.4434,5.0648,5.6521,4.8825,14.4102,5.4548,6.4954,12.0414,4.8564,8.2769,7.8074,11.6384,7.7571,5.7074,8.8201,9.6462,10.7341,8.5333,6.7862,8.621,8.1796,8.1825,8.864,7.7905,8.2362,5.7942
12.1978,8.8164,8.9842,10.5874,7.2049,8.95,7.7544,7.2877,6.4243,6.9372,8.0925,9.1405,9.2357,11.8148,9.3907,9.5181,7.1772,9.2392,11.5562,10.5635,11.831,7.3048,9.4466,5.0213,9.6049,7.8511,3.335,8.7318,3.8427,5.4735,8.0147,11.1748,7.8656,6.4645,9.9522,5.8309,7.8013,7.9237,11.3765,8.9674,6.9613,11.8922,8.7944,9.7123,8.719,4.9857,10.2349,8.0022,8.7423,9.9293,6.09,8.7649,6.5989
11.4072,8.1883,8.4065,10.7249,6.6201,9.2892,8.5075,6.2735,7.2973,6.6559,10.2841,9.1494,9.304,10.4739,9.5436,9.2246,8.126,8.1637,10.1381,9.7386,9.0139,6.0125,8.6174,5.3555,8.1773,6.4334,9.0374,8.3963,9.5074,4.8994,8.1672,4.4583,6.9003,7.0351,4.5639,5.7452,8.7655,8.2396,11.8763,8.6388,4.4084,10.9657,8.9045,9.4395,9.1617,5.0668,9.8033,9.3316,7.9547,9.9754,4.5262,9.2812,6.1517
12.7367,8.0052,7.2505,10.6778,6.5738,8.7399,7.74,5.6843,8.5646,6.0655,8.639,8.9123,9.1296,10.8055,9.2998,7.2355,7.5879,7.7882,14.587,13.8794,7.162,10.1825,12.3017,9.9006,12.6171,12.8536,2.2825,12.5963,11.0595,9.7226,8.4653,9.6497,8.529,7.5355,14.0042,10.9999,10.9173,10.448,14.3791,11.1387,7.6727,11.2714,11.1141,13.5241,10.8224,4.6854,12.7444,11.8985,2.9889,12.8062,6.0929,10.7076,5.0339
11.9765,7.6044,7.7339,10.9484,6.7136,9.6752,8.1703,7.3857,5.3547,7.4749,7.7381,9.0538,11.5037,10.6595,9.4525,9.2517,7.619,7.4735,13.8645,13.1479,5.5588,10.3907,12.0313,10.1724,14.592,15.2081,4.1053,11.8094,13.1976,10.2337,11.673,12.5231,7.8639,8.4044,14.8256,10.7909,11.2801,11.5412,14.6664,11.0806,8.5252,10.9644,12.1375,12.4003,10.2197,5.834,12.8842,14.5615,2.149,12.651,3.7586,12.0041,3.8456
11.3246,8.2015,9.2606,11.486,8.4001,9.6273,8.933,5.7281,8.1677,7.9294,8.5019,8.6831,9.5009,11.0306,10.8174,8.3336,7.7293,7.8049,10.4833,9.5786,7.6968,5.1206,9.388,5.0777,9.2357,7.9403,6.9436,9.5325,4.5438,5.026,8.523,5.5402,5.134,7.9566,8.8531,6.2905,7.2842,8.5502,11.2533,9.4834,5.6607,9.5496,6.81,9.5156,9.0003,5.5338,9.7176,9.6311,4.9883,9.8165,7.8395,9.5736,5.0044
12.0941,7.8253,8.07,11.1146,6.5496,9.0196,8.194,7.2592,7.8971,7.0046,8.252,8.6259,12.9323,10.2277,9.7601,8.4235,7.6115,6.3678,14.3957,13.7431,5.1315,10.3884,12.2924,9.9225,13.9574,14.2037,5.136,13.2295,13.5228,10.7522,10.6489,13.2658,8.797,7.4713,14.4807,11.3928,11.4294,11.2723,14.6063,11.7505,8.5586,10.4911,10.7337,13.3231,11.1793,8.7384,12.8662,12.8826,1.9647,12.8399,5.4381,10.7607,4.6667
10.7466,4.913,8.4845,11.3563,7.8941,10.443,8.911,7.9951,11.3123,7.5872,8.9707,9.0271,9.9302,11.4727,10.8446,9.4984,6.816,8.4665,10.3433,9.5884,6.5442,7.9524,9.3836,4.9111,8.3919,8.2241,3.5758,9.8211,7.6988,5.0579,6.9457,5.0914,6.4254,6.5916,9.2244,6.0094,8.0979,8.0455,11.8927,9.4546,6.986,9.5399,9.3246,9.7818,9.0483,5.5371,10.1881,9.3739,6.2769,10.2575,4.8481,10.3397,6.7271
11.0495,9.2408,8.9309,10.4922,7.2295,8.6119,7.8846,7.1852,7.4827,6.5649,8.3315,9.3238,9.194,10.2669,9.5775,7.9829,7.5449,8.694,11.2105,10.5122,7.1631,7.0103,8.1414,4.8718,10.5586,7.9279,11.3807,8.0818,3.8364,4.8091,6.3319,4.2433,4.9202,7.6336,4.141,5.2971,3.1345,3.262,9.0602,7.6381,6.0816,10.7002,9.9687,10.2891,8.5045,6.0719,8.413,8.4302,3.0053,8.6043,5.9698,9.3229,3.6856
11.7385,8.1488,8.3088,10.7651,8.2121,9.5151,8.5127,4.8171,9.2808,6.7311,10.2199,9.0383,9.3126,10.9788,9.4329,9.2649,7.6719,8.9503,11.0056,10.1565,10.7207,8.861,8.6106,4.6842,8.5223,7.2515,7.6181,8.2941,7.6448,3.1729,5.8694,4.2842,7.5116,5.354,7.2935,7.725,7.0294,6.7032,9.8569,8.3423,7.041,9.9686,9.7253,9.4854,8.5315,8.3038,9.2377,8.0744,10.9867,9.4152,4.8057,9.332,5.8714
11.5092,8.145,7.5542,10.0921,6.0793,9.1847,7.1954,6.792,9.2349,5.7371,8.4388,8.5486,8.5658,11.7082,9.3615,8.8179,7.8923,9.1788,12.9367,11.5638,10.2098,9.0276,10.4926,8.6045,8.6982,7.8954,9.6987,10.7936,8.1116,6.7335,7.308,10.9854,6.019,6.5441,10.6397,7.3876,9.9289,9.9565,13.3907,9.5395,6.0199,10.0011,9.3725,12.3283,9.8337,4.589,10.9763,10.7099,7.1663,11.0839,7.0683,9.6999,6.4747
11.7728,8.6772,8.4128,10.8636,6.835,8.9426,7.9112,7.9824,8.8552,6.5393,8.2452,9.1476,9.0064,10.2042,9.9367,8.5273,6.7979,10.5122,12.5052,11.1767,11.0462,7.4228,10.5662,7.9291,8.6489,7.8215,11.7015,10.5265,6.1495,6.8044,5.7323,7.6674,7.2752,7.503,11.1319,5.1298,8.5997,8.3648,11.6264,9.5487,5.7983,9.4493,9.3271,10.6652,8.6718,5.1815,11.2218,8.8677,9.4107,11.1135,11.1852,9.1552,3.9281
12.1022,7.6784,9.1484,11.4147,7.6491,9.1721,8.5591,8.296,9.9587,7.0013,7.7727,8.9601,9.9262,10.9382,10.7747,8.8623,7.3482,7.8957,13.4201,12.0921,7.1319,9.437,10.9169,6.8564,11.9101,13.5663,6.1097,10.9363,6.9588,9.3554,11.8804,10.8981,6.8156,8.5327,13.6772,8.5501,10.4971,9.4729,13.6854,9.8627,6.4836,10.5873,10.4335,11.7619,9.514,5.5012,11.6355,12.0207,4.8463,11.483,7.4004,9.5207,3.7048
12.0736,7.816,6.7201,10.5351,6.5638,9.1324,7.7879,5.097,6.1205,6.0041,8.295,8.7101,8.6505,12.5122,9.6375,9.0232,6.7673,4.5402,13.3529,12.1649,4.1626,8.6975,12.0188,10.2253,9.4321,7.801,2.6155,12.3623,6.9838,6.6352,10.0473,7.9773,8.5677,8.3741,11.8078,8.093,10.9421,11.2154,14.3026,11.1049,7.521,11.5187,11.202,13.7027,11.025,9.0583,12.7394,11.9294,3.8809,12.7932,5.8608,10.2892,6.115
11.2111,7.323,8.6958,11.0041,7.2929,8.7116,8.2641,4.9723,9.7755,7.1016,10.1784,8.3054,9.2548,10.883,10.4238,8.2898,6.8555,7.9263,10.4181,9.7698,8.8794,7.9236,8.4605,4.3686,6.7949,7.7838,6.7941,7.7249,8.235,2.5537,7.1169,3.4144,6.5536,6.628,3.0582,5.7655,3.3417,6.819,10.0601,8.4864,5.8572,9.0706,9.3147,8.6748,8.6471,7.0039,8.7381,8.6771,10.3695,9.281,2.234,8.8599,4.8933
11.8962,8.1039,8.2509,10.5824,6.6114,8.8225,7.8663,6.7729,7.3316,6.05,9.7116,8.5927,8.8717,11.9473,11.0428,9.1392,6.8688,10.1251,11.6431,10.3947,12.1983,7.8752,8.1379,3.8683,8.6902,6.9274,5.6704,8.8049,8.6676,5.8338,6.8085,4.3188,5.9281,4.3361,8.3153,5.9726,9.2261,8.2934,12.4318,8.0598,6.2894,10.5866,8.9107,9.8927,8.6183,4.7759,8.8905,9.1222,9.3743,8.8671,3.4693,9.1811,3.5243
12.124,8.588,8.1537,10.6233,6.2107,8.8171,7.6919,6.1139,9.5459,6.4074,7.2379,8.4107,8.7631,10.0755,10.1582,7.7017,7.7225,6.434,11.6854,10.8984,6.9553,8.7981,11.6258,9.0213,11.2682,9.5738,6.6189,10.9305,7.4277,7.8691,6.4077,14.0581,7.8484,7.6251,13.3137,5.4308,10.8712,10.2029,14.2924,10.7424,5.2683,11.2079,10.0301,13.6215,10.8841,10.4425,12.1898,11.7832,3.5025,12.3853,7.7791,10.9368,3.195
10.9237,8.298,10.4419,10.07,6.5363,8.9755,7.5397,4.0967,12.5265,6.3483,6.6811,9.3462,8.2442,11.1963,9.1708,8.5547,7.21,7.5548,10.4844,9.3246,8.5272,4.4798,6.7377,4.3544,7.6734,6.7644,12.3075,7.6342,3.528,5.1665,5.1583,2.8053,6.6924,6.3489,7.3533,5.2649,8.666,8.1925,11.803,7.2459,3.5284,8.5804,8.7315,9.1482,7.7555,3.8551,7.9811,8.2849,1.0689,8.1403,4.201,10.0251,1.9775
12.236,7.4006,7.7955,10.547,6.97,9.5377,8.112,6.9437,10.07,6.2059,8.6469,8.4169,8.6426,11.4679,10.2023,10.1865,6.7217,7.972,14.8134,14.0599,7.6882,10.4302,12.0679,10.3597,9.3917,9.7428,4.9253,12.3505,9.9342,6.0367,6.9298,3.8597,7.8299,6.576,11.3438,5.6223,10.8978,11.2649,14.2572,10.4453,7.9135,12.6007,10.323,13.7271,10.9447,9.0206,12.8639,13.6041,1.2775,12.7802,3.368,9.8541,5.9704
10.7914,8.6287,6.9254,10.3318,7.0566,8.5738,7.6991,7.0096,6.7997,7.2502,9.0154,8.8014,8.7219,10.4506,9.8213,9.6642,5.2918,8.8592,11.6542,10.5307,10.4046,4.6028,8.3612,4.4654,7.9762,5.6988,8.7764,5.6522,6.5326,2.3261,7.3472,3.4204,8.0063,7.9794,5.6365,6.14,8.2167,8.8613,11.6091,8.0616,6.0288,8.6209,8.6622,9.7463,8.4252,4.4112,8.0736,8.9717,7.8107,7.8319,5.1211,9.4187,4.421
12.2148,7.8514,6.9006,11.031,7.705,8.9139,8.6755,7.7324,7.2788,7.3908,8.7886,9.4431,9.2287,10.591,9.9841,7.2756,7.817,7.9835,9.9053,9.8291,8.579,8.7041,11.0286,7.6664,12.2795,11.1445,4.0845,8.8267,6.9673,4.6947,8.6548,13.294,8.9328,6.6679,13.5961,6.0496,9.2572,8.69,12.2612,10.3045,6.3604,9.8801,9.7286,11.4818,9.5784,5.6749,11.7063,9.5184,3.1003,11.6908,7.523,10.0276,6.728
11.7166,8.6037,6.9041,10.2148,5.6824,8.8631,7.7002,6.7957,6.5325,5.4535,6.9686,8.7431,8.8045,10.311,9.5277,8.3674,7.3395,6.6465,14.4335,13.4882,4.33,9.1625,12.7713,10.8188,11.6159,11.4941,3.129,13.2534,10.4338,9.3341,8.7383,10.9965,9.6344,8.3148,13.6813,10.7697,11.146,10.7143,14.4516,11.756,6.0805,12.1747,11.3312,12.0823,9.4719,8.9997,13.3377,12.3267,1.4498,13.0931,2.5635,11.0405,5.2823
12.7646,6.7644,8.079,11.1874,7.4942,9.1287,8.4016,7.1104,6.6707,6.8874,9.7158,8.6482,9.3185,11.0956,10.0653,9.6547,7.666,9.998,10.4389,9.5351,6.3611,9.0528,8.4904,4.2515,7.778,7.7597,3.763,8.2067,10.6848,7.3433,6.5909,4.2971,7.6618,6.8115,3.4605,5.3236,2.8049,6.3456,9.323,8.3506,8.5459,10.9075,10.2574,8.2743,8.7065,4.8822,8.8348,8.1623,10.4698,9.2041,5.7657,9.428,6.776
11.9024,7.9691,7.5642,10.7593,6.2799,8.9467,8.5068,7.5574,7.2339,7.0175,9.6001,8.5832,9.7406,11.4866,9.9714,8.6866,7.0951,8.7885,12.4781,11.8692,8.4431,9.6508,11.2715,8.7817,12.0517,13.9184,7.2348,11.2609,9.9571,7.7624,8.1456,12.8622,6.4236,6.4608,12.0547,8.8103,9.8207,10.454,13.8873,10.3099,6.1013,10.2774,10.3712,12.12,9.8329,4.9234,11.7129,11.8198,7.7638,11.738,6.5868,10.4974,5.6814
12.0173,5.1489,8.6382,11.3509,8.0343,9.3544,8.6227,5.6652,8.7628,7.5915,9.029,9.2669,10,11.3284,10.8103,8.9052,8.0792,7.2068,14.6152,13.9677,6.6806,9.4672,11.6632,9.417,9.1649,9.4318,2.8312,13.2832,9.86,6.9366,12.5153,4.8937,8.3621,8.8404,10.5454,7.0105,11.5757,12.1875,15.0499,10.6589,6.6664,11.5994,10.5362,12.9248,10.8411,6.4109,12.2272,13.6625,2.9577,12.1934,7.5962,11.661,7.1539
11.2714,7.226,9.7721,11.7383,7.2381,9.6736,8.8532,8.4947,9.2752,8.0422,8.4674,9.342,10.1322,11.0991,11.0187,8.633,8.6031,7.8147,12.7589,11.9442,6.0775,9.1514,11.5773,9.2128,10.3108,11.8153,2.9817,11.7827,12.3232,8.5264,8.2431,14.8214,8.2854,5.9986,12.0664,9.8275,9.8421,9.8295,12.857,10.5568,6.1292,10.0559,10.3088,11.1322,9.6416,5.9295,12.2272,12.3664,3.1549,12.0557,5.6434,10.6303,4.8051
11.2179,8.7762,7.8778,10.7529,6.4465,9.5136,8.2276,5.0464,9.333,6.6534,8.1926,9.2466,9.228,10.2022,9.9553,9.6123,7.2671,8.3124,10.395,9.5073,7.5598,7.9267,8.2061,3.8957,7.9822,7.7087,6.5037,8.3335,6.6963,2.6012,5.892,3.8603,5.1664,4.8625,3.9312,6.9906,7.0231,6.7513,10.9505,8.4672,7.1393,9.9961,9.6899,9.0008,8.2871,3.9414,8.3686,8.475,5.5568,8.5595,5.5926,10.6666,2.7918
11.2065,8.4165,8.0671,10.8857,7.5553,8.7978,7.8152,6.8182,9.5005,4.8446,10.1328,9.3775,9.4887,11.3515,10.3133,8.514,6.3808,8.6542,10.1468,8.8476,8.394,8.3347,7.6781,4.5598,10.3516,6.5596,12.0989,8.3603,4.2248,6.0721,7.6677,4.8021,5.6949,4.3334,4.7922,5.5589,9.408,8.5707,12.9642,8.3953,6.45,10.2361,9.6258,9.5846,8.7615,4.3284,8.7879,8.2007,6.1849,8.4711,3.4973,9.3561,4.0649
11.4876,8.1887,6.4387,10.4598,6.4744,9.6372,7.7155,5.0553,10.6336,5.9448,6.5608,8.541,9.1038,10.0398,10.5084,9.4861,5.1677,9.1731,9.9248,9.2473,12.5679,4.0254,7.8703,4.1196,6.6209,7.7106,7.8635,8.9474,3.0887,3.18,5.9233,5.2903,5.0535,4.5703,8.8308,5.6452,7.7035,7.8886,11.1661,7.7053,4.6991,8.5439,7.3883,10.3331,8.8812,4.5722,8.8502,8.3455,1.9105,9.3975,5.7337,8.6768,5.4665
11.8805,9.0496,8.175,10.5756,6.6547,8.4199,7.6498,6.4126,8.7811,6.1937,8.6273,8.8455,9.0493,10.5571,9.4442,8.4923,7.8245,8.0153,11.1792,9.9674,7.9444,8.5249,7.937,4.4122,6.9971,6.9996,4.3274,7.5993,5.7663,5.6576,5.3579,4.7796,5.1289,3.817,3.3998,5.323,6.2378,4.2335,8.4591,7.6586,6.3694,9.1591,8.967,8.2055,8.1307,4.9951,7.9853,7.468,6.772,8.5712,4.5197,8.8433,3.1002
11.939,8.5198,11.3532,11.0197,7.7268,9.2153,8.657,7.8144,4.2532,8.1443,9.8449,9.2683,9.5519,10.7822,10.1752,8.5671,5.7504,5.902,13.8364,12.8841,7.0038,9.8129,12.1423,9.0992,14.2993,15.8673,2.0825,12.0116,13.8127,10.2231,9.5652,10.2749,8.417,8.1773,14.9549,5.7722,11.4442,10.985,14.4863,10.8523,8.7298,11.0909,11.4533,13.3762,11.197,9.1188,12.3232,12.834,2.8635,12.3886,4.0593,10.5775,6.3081
