"var368","var1","var2","var566","var1594","var422","var545","var1601","var3","var5","var1003","var2050","var107","var123","var129","var554","var742","var7","var9","var255","var842","var603","var819","var1319","var6","var10","var11","var13","var246","Class"
0.4741824,1.163932,-2.686778,0.00856323,-1.504628,-0.2088709,1.372018,-1.809109,0.04497337,-0.7050174,-2.429283,-2.02647,1.301635,-1.690648,-2.253795,-1.136626,-1.697723,1.311194,0.2316671,-1.4503,1.282599,-1.232029,-0.3458763,0.9812167,1.138057,1.064745,1.393022,1.402438,1.086978,"2"
0.03343478,0.5036197,-2.645075,0.524255,0.6011415,-0.1938275,1.497903,0.2161592,0.04008572,-1.587187,-2.251892,-1.701005,0.6826422,-1.261249,-2.237734,-1.236496,-0.06999337,0.894127,-0.3050317,-1.615959,1.199965,-0.9160408,0.4515214,1.778438,0.7705248,0.692597,0.9605373,1.553587,0.8735085,"2"
0.4134994,1.187203,-2.154165,0.395886,-1.070608,-0.6077037,0.6981845,-0.5202028,-0.1136167,-1.266558,-1.708154,-1.779041,0.491031,-1.30453,-1.835085,-1.339029,-1.31565,1.18142,-0.04625338,-1.664951,1.269423,-1.65026,-0.04730127,1.423831,0.6817323,0.7311652,1.571508,1.550112,-0.2596779,"2"
1.428971,0.005982072,-1.657578,-0.9080746,-1.010601,1.060633,1.465591,-1.284099,-0.843505,-1.20932,-1.063342,-1.65339,1.4418,-1.123007,-0.8458323,-0.4780358,-0.4974159,1.773273,-0.303676,-0.9142927,1.844194,-1.971125,-0.02572815,0.9705895,0.5190319,0.5074198,1.591376,2.249205,0.5122846,"2"
0.693647,0.9968748,-1.440962,1.541609,-2.130314,-0.1320468,1.207795,0.40733,-0.996146,-0.9912837,-1.515492,-2.244316,0.6040974,-1.35286,-1.603456,-1.056991,-1.253864,1.174832,-0.1571218,-1.103223,0.8010594,-0.293566,-0.8991878,-0.01979463,0.5766134,-0.3844867,1.506386,1.29289,1.61917,"2"
1.053371,0.7221233,-2.497384,1.671736,-1.0303,-0.409925,1.624149,-0.8221176,-0.1030299,-0.9260886,-1.535259,-2.197325,0.5863412,-1.492544,-1.462744,-1.156453,-0.9856408,0.7760627,-0.4183984,-1.398772,0.6905939,-0.6921477,0.4281394,0.8399711,0.5422661,0.4079952,1.908104,1.488783,1.729654,"2"
1.302097,0.6142663,-2.092324,0.5109056,-1.127629,-0.3897886,1.87017,-0.7545971,-0.001701447,-0.9765717,-0.9996723,-0.5929399,0.703147,-0.9075788,-0.9308969,-0.7080578,-0.7164158,1.226155,0.05240268,-1.796973,1.429402,-1.04868,0.01449445,1.839867,0.5625258,0.4743069,2.049098,1.312702,1.403397,"2"
1.273406,0.9984236,-1.712025,1.855954,-0.5288199,-0.5493932,1.629946,-0.6178542,-0.7003732,-0.7435987,-1.700457,-1.720369,0.7526418,-1.040438,-1.432967,-0.7459152,-0.6343124,1.908772,-0.2878154,-1.033387,1.425203,-1.329536,-0.6038551,1.331284,1.178932,0.04363404,1.938166,1.701871,1.547711,"2"
1.010437,0.856753,-2.535779,1.871541,-1.615456,-0.657394,2.083234,-1.869505,-0.2725964,-0.8753887,-1.799993,-1.866914,1.340486,-1.901798,-1.959705,-1.00076,-1.609938,1.603541,0.0605305,-0.9867132,0.5362594,-0.1174331,0.3524862,0.997502,1.03741,-0.01005034,1.893609,1.581306,2.11031,"2"
-0.008132983,0.6570536,-1.378326,0.03710309,0.6482544,-0.5801757,1.674101,0.4553975,-0.5542552,-1.089752,-1.782602,-1.815847,-0.2373693,-1.540845,-1.495663,-1.096315,-1.526476,2.002925,0.5693398,-1.942117,0.7614131,-1.081165,-0.463783,-1.301953,0.9530083,0.3511497,1.315147,1.067122,1.90163,"2"
0.583946,1.285507,-2.248097,1.565277,-2.517017,-0.9339457,1.299374,-1.196997,-0.5390536,-0.8092317,-2.051826,-2.324831,0.8483544,-1.859824,-1.729912,-1.307483,-2.000261,1.44206,-0.001601281,-2.081043,0.4746802,-1.639897,-1.653912,1.388367,1.111825,0.6941966,2.029056,1.847935,0.6409587,"2"
1.38934,0.7659329,-2.337177,-0.1700768,-0.7104968,-0.5459348,1.798553,-0.6356333,-0.6947485,-0.7760941,-1.833832,-2.271086,1.184576,-1.638867,-2.138767,-1.209991,-0.9085706,1.865227,0.07936556,-1.92278,0.8518162,-1.782602,0.2359413,0.8833956,1.110244,-0.1281743,1.902152,2.209504,1.580009,"2"
0.4205507,0.8382427,-1.833207,1.088192,-0.09695153,-0.3136155,0.8896182,0.5813773,-0.5471439,-0.7865791,-1.79276,-1.926206,-1.354796,-1.006763,-1.958286,-0.8523774,-0.4574428,2.374962,-0.5033536,-2.199126,0.3205606,-1.240291,-0.2347102,1.286115,2.452728,-0.02050888,1.791759,1.670778,2.000804,"2"
-2.147292,0.313496,-1.797576,-1.595042,-3.64582,0.5161116,-0.06560576,-0.9431482,-0.3166304,-2.126114,0.4948182,0.6570017,0.7338092,-1.751578,-0.09442058,0.9553191,0.7069021,1.909557,0.1452253,-0.6254885,0.5513532,-0.3450287,-1.992164,-2.048718,0.2980284,-0.1333028,2.210536,1.035069,0.9265183,"4"
-1.05843,0.7376424,-1.056703,-1.054691,-0.972861,-0.0692429,-0.6587458,-0.3392561,-1.782602,-1.006215,-0.2699731,0.3204154,0.1209779,-1.212677,-0.3044892,-0.04992581,-0.6337468,1.153984,-0.08741146,-1.399582,0.6714127,0.2551072,0.1292723,-0.745283,1.187996,-0.2415621,1.711958,1.22407,-0.5535592,"4"
-0.2896841,1.026257,-2.640859,-0.8646475,-1.105033,0.000499875,0.7425562,0.5490458,-0.05013607,-2.001,-0.065072,0.7951621,-0.2248951,-0.6620362,-0.836325,1.880869,-0.148268,1.51017,-0.2011375,-2.869981,0.5858403,0.4304829,0.2158369,-2.090705,1.632236,0.7675123,1.861798,2.073574,-0.7145751,"4"
-1.477095,0.2157563,-1.085597,-1.188099,0.2547197,-0.06166266,0.07547846,-1.368062,-1.546463,-1.532477,0.3565549,-0.3149848,-0.09717191,-1.889813,0.8274158,-0.1734015,0.09984533,1.674383,-0.05171444,-2.628315,0.4617194,-0.4604494,0.3882511,-1.974001,-0.2547632,0.0617534,1.305843,1.597143,-1.102319,"4"
-0.3971994,-0.1619309,-1.025827,-1.515037,-2.818423,0.2787675,-0.3514032,-0.4854828,0.03101405,-1.82573,0.625457,0.3356862,0.3544525,-1.9951,-0.2611051,1.093298,0.6004835,1.427628,0.03169245,-1.169893,0.03207989,0.3583036,0.3789158,-2.414635,-0.06091841,0.8882616,1.263985,1.163557,-1.383099,"4"
-1.274038,0.3710117,-1.813392,-1.199981,-3.38434,0.08194858,0.1715134,-0.6141512,-0.953214,-1.852147,0.1150237,0.422912,0.8092844,-1.311929,0.355294,-1.033668,-0.1505904,1.931565,0.2352302,-2.066723,0.6450068,-0.4097744,-0.02613866,-1.228607,-0.0697789,0.03748844,1.830948,1.575033,-0.9560716,"4"
-1.876011,-0.03180031,-0.0790432,-2.534517,-1.427116,0.2580473,0.3784364,-1.523719,-0.573588,-0.2647471,-0.7940731,1.124897,1.026866,-1.820159,-1.634243,-1.859824,-0.3578185,1.088461,0.4469909,-1.643512,1.147879,0.3096148,0.05211795,-2.745752,0.3333244,1.080109,1.108695,1.394387,-0.6126738,"4"
-1.10262,0.3067491,-1.259133,-1.259838,-1.474907,-0.4615594,-0.6502793,-1.46188,-1.851509,-1.7065,0.02058663,-0.9426347,0.5086833,-1.293168,-0.9720677,-0.6597124,-0.8787541,1.764594,-0.3276711,-1.820776,0.5704144,-1.513673,-0.3329584,-1.889152,0.1883036,-0.7819784,2.631054,0.7505667,-0.6066026,"4"
-1.80667,0.4324316,-2.700082,-1.615456,-2.297598,0.6240114,-0.156303,-1.03423,-0.4021207,-3.216379,0.01410012,0.1015633,0.4221255,-2.582299,0.1917767,-0.08555789,-0.08088473,1.809714,-0.3400988,-2.079442,0.8067437,0.6621208,-0.463942,-1.752154,-0.5533852,0.03372487,2.029713,2.00867,-0.671973,"4"
-1.320132,0.8929402,0.02683665,-2.383795,-1.270825,0.3645042,0.2184124,-0.01106095,-0.06262036,-0.9771029,0.2568878,1.12285,0.8894538,-2.291645,-2.403511,-1.240983,-0.3875761,1.265595,0.4787156,-0.4480073,1.330359,0.06485097,-1.297185,-0.8228004,0.8870267,1.097812,1.411011,1.395948,-0.7402388,"4"
-0.02963481,0.1084059,0.3235317,-1.96326,-0.03790957,0.1963066,0.2799775,-0.766148,-1.338266,-0.5266163,1.026006,0.6242793,0.7899108,-1.328403,1.456077,1.855407,-0.1624013,1.461054,0.308587,-1.639382,1.169537,0.602073,0.05467756,-1.648179,0.6773734,0.4323667,1.579102,1.752516,-0.5573933,"4"
-0.1824816,0.7331368,-0.09025299,-1.968974,-1.195013,-0.0849045,0.4121097,-0.7548098,-0.5436932,-0.3774609,0.991324,-1.653912,0.6254035,-0.5271244,1.044825,1.376446,-0.8400244,1.394287,0.3543823,-1.102319,1.134751,0.646789,-0.4732088,-1.162191,0.6252965,0.7858175,1.455051,1.555488,-0.3582476,"4"
0.5637216,0.2394105,-0.7642136,-2.395797,-1.699363,-0.2789206,-0.2034635,-1.278696,-0.06785067,-0.9339457,0.1935911,-1.061895,-0.5594908,-1.232715,1.105389,0.4146891,0.0593061,1.570884,0.4545092,-0.409172,1.595582,1.283929,-1.992164,-1.254214,1.182616,0.4703786,1.823274,1.593999,-0.5987465,"4"
-1.250017,1.242309,0.2511477,-1.671313,0.649352,-0.346159,0.735488,-1.522343,-1.092133,-1.133514,0.5558372,0.4698786,0.489132,-1.218748,1.095307,1.428923,-0.8027389,1.413691,-0.09014355,-0.5020311,1.344508,0.5254975,0.5149172,-0.9431482,0.8693249,1.04767,1.427868,1.741956,-0.7612119,"4"
-0.713554,0.6202539,-0.6462636,-0.8758688,-0.6903511,-0.2868824,0.4203537,0.7184737,-0.3844867,-0.9135445,0.2175278,-0.1543174,0.3981048,-0.9945226,1.880792,1.112647,-0.4531858,1.985543,0.6527418,-1.284099,-0.02767957,-0.5013705,0.2506031,-0.9175415,1.25937,-0.1684187,1.362437,1.744231,0.02936461,"4"
-0.8881893,1.131821,-0.9390477,-1.489435,1.95263,0.2220229,0.2277728,0.6029489,-0.932166,-2.195526,-0.8622761,0.7691355,0.09020627,-1.883217,-0.5207076,-0.1228458,-1.098112,1.701087,-0.2704972,-2.45807,0.8162936,0.6719746,0.9934,-1.992164,1.739922,0.2489672,1.513191,2.037512,0.006776984,"4"
-1.001849,0.7066555,-0.5974734,-1.13538,-1.764923,-0.02132579,-1.107451,0.1802361,-0.9975008,-0.4889011,-1.010052,-0.814637,-0.07915144,-1.80363,1.237243,2.32177,-1.789761,1.950044,-0.6335584,-2.046394,1.617446,0.3453612,-0.6115672,-2.132842,1.760252,0.825096,2.513219,-0.2970592,0.06803241,"4"
-0.7689489,0.8025844,0.6547701,-0.5093267,0.896904,-0.2621443,0.5371949,0.3307416,-1.223156,-0.953214,0.2216224,0.7810665,0.7528773,-1.594057,0.629728,1.011492,-1.205975,1.965685,0.2709427,-1.580365,0.979303,0.1890489,-0.6857744,-1.738408,1.686362,0.5714879,1.882925,1.729263,-0.7857012,"4"
-2.542112,0.2442003,-0.2523149,-0.2451336,1.191313,-1.067986,1.045106,0.4951839,-1.508688,-1.79036,-0.5161732,0.6788454,0.1579435,-1.897787,-0.5767874,-0.6147058,-0.2838229,2.250397,0.1698272,0.1019246,1.028833,-1.245489,1.201199,-1.232372,-0.7457044,0.2569651,2.20441,2.089157,-0.9670578,"4"
0.4473745,0.7079373,-0.347149,-1.114742,1.135458,-0.6204545,0.3098349,-0.8344804,0.0429637,-1.538514,-0.3339355,-0.8928184,-0.954512,-1.745831,0.3068227,-0.5864476,-1.388296,2.864085,0.5519868,-0.4621942,1.95229,-1.802416,-1.385894,-1.400393,-1.118101,0.2907274,2.323563,2.383335,-1.549755,"4"
-1.236496,0.2240232,-1.495217,-2.99174,1.108332,0.8417827,-0.08012604,1.303103,0.3864182,-0.8319496,-1.975442,0.6016896,-2.161954,-1.830708,-1.587187,-2.04562,1.386819,1.257921,-0.6392273,1.002065,-0.5773216,-2.345493,-2.935578,-0.9090669,1.045809,0.6413274,1.395105,1.416848,-1.439695,"3"
-1.015559,0.216884,-2.058072,-1.623537,1.509286,0.8161167,0.1986869,1.396913,1.061257,-0.7213409,-1.679324,-0.1220546,-2.200931,-1.603953,-1.937942,-1.250366,1.125157,1.081229,0.8288574,0.3848542,-1.572624,-2.052605,-2.344449,-1.220102,0.3359721,0.3865541,1.300192,1.466652,-1.00076,"3"
-0.6749144,-0.2429637,-1.949818,-1.914605,0.613671,1.028011,0.4837216,1.336369,0.1507449,-1.211669,-1.453717,0.7395536,0.03469124,-1.351313,-1.237874,-1.18417,1.336579,1.741413,0.5404038,1.125092,-1.551169,-1.629131,-2.391416,-1.152013,0.9384827,-0.08359902,1.976966,2.092827,-1.597015,"3"
-1.606941,-0.4193105,-2.552329,-1.497002,-0.3129315,0.7232883,-0.009848336,1.218201,0.3343271,-2.359155,-1.595535,1.331865,-1.606941,-1.15233,-1.92278,-1.931022,1.227943,1.581244,-0.5739429,0.1819882,0.5313927,-2.015153,-3.442019,-0.3821393,-0.1594648,0.01400152,1.340172,1.390784,-0.7254638,"3"
-1.139747,-0.5261085,-2.068304,-1.373181,0.4237633,0.4388999,-0.5497397,0.9090647,-1.134136,-1.979053,-0.9142927,1.114584,-2.335108,-1.889813,-1.959705,-1.853422,1.254761,1.516862,-0.2775997,-0.1059162,-1.29244,-2.842153,-2.933697,-0.7379354,0.1577727,0.06100102,1.437439,1.471325,-1.404458,"3"
-2.43726,-0.3273936,-2.504701,-1.285183,0.2068516,0.8453102,-0.4633061,1.106944,-0.4480073,-2.130314,-1.831332,0.9201632,-1.915284,-2.640859,-2.639457,-2.069095,0.824877,1.690114,0.0453557,0.2428677,-0.565986,-3.564893,-4.635629,-1.063342,0.2654365,0.350516,1.62109,1.669027,0.1365394,"3"
-2.108664,0.2965427,-2.065144,-1.715354,1.552423,0.5789141,0.5777363,0.7955232,1.160742,-2.278869,-1.805453,-0.2323104,-2.04099,-1.702102,-2.097198,-1.291348,0.6265799,1.417454,0.9948061,0.3490358,-0.8896488,-2.47813,-3.272804,-1.496109,-0.3945252,0.5952587,1.541887,1.495418,0.1908683,"3"
-1.342086,-0.5878867,-1.637837,-2.796881,0.7356797,0.5699621,-1.142251,0.8732997,-0.3465832,-1.698816,-1.317142,0.5087435,-2.534517,-2.582299,-1.84074,-1.858541,1.055879,1.855188,-0.2915562,0.09157594,-0.2134408,-2.4986,-4.615221,-1.492544,0.5237813,0.1654297,1.922378,1.757375,-1.056128,"3"
-2.191939,-0.061131,-2.056507,-0.7892176,-0.9558115,1.237069,0.2781619,-0.0741849,0.6195006,-1.881903,-1.669188,-0.09387122,-1.309704,-1.613446,-1.852784,-1.718695,1.362079,1.559806,0.5915573,-0.5940261,-1.064791,-2.047168,-2.7774,-1.349384,0.291699,0.5352645,1.714446,1.772594,-0.2851519,"3"
-3.072613,0.2040015,-2.043302,-1.704848,-2.238672,1.209498,-1.033949,0.9662231,0.2456875,-2.139616,-1.099613,0.2502917,-2.000261,-1.422129,-0.6804284,-1.805453,1.103202,1.408961,1.255815,0.2268168,-1.280854,-1.972562,-3.798694,-1.189741,0.5525049,0.2755842,1.427916,1.462584,-1.041571,"3"
-2.700082,0.2424755,-2.859455,-0.5071657,-1.199981,0.8823202,-0.08599371,0.4348945,0.2603623,-2.69711,-2.204551,-0.5907711,-1.971125,-3.313187,-2.24055,-2.024953,0.857941,1.933418,1.050787,0.2302383,-1.550226,-3.579129,-3.79424,-1.79096,0.4368992,0.1176941,1.772475,1.83517,-0.01227503,"3"
-2.432694,0.5337997,-1.529241,-1.357124,0.6773734,0.824614,0.04094999,0.5900064,0.436059,-1.648179,-1.137249,0.5922213,-1.343618,-2.328929,-1.952633,-1.547403,1.782567,1.736106,0.3491769,0.293341,-0.9390477,-0.9160408,-0.9296293,-1.564943,-0.01298393,0.7904554,1.671699,1.540366,-1.050966,"3"
-1.435905,-1.940027,-2.877061,-2.571773,-1.549755,0.3038015,-0.8178038,-1.925519,0.07129688,-0.9326742,-2.524479,-0.2154234,-2.126114,-0.2241441,-2.04176,-1.459726,-2.291645,1.203993,0.8189425,-1.610939,1.413982,-2.51084,-2.69711,-2.290657,0.84998,0.6291952,1.540431,1.580318,-1.096614,"1"
-1.486778,-1.051824,-2.887775,-2.902242,-2.177716,-0.4967584,-0.9942523,-2.188364,0.6408534,-1.087079,-2.131999,-0.8449007,-2.254748,-0.1497769,-1.571661,-1.089157,-1.520054,1.50964,0.3704595,-1.664422,0.1139535,-0.5428324,-1.549755,-2.275943,0.695644,1.027939,1.650849,1.675937,-1.085005,"1"
-1.412638,-0.9686372,-2.748872,-2.787093,-2.230264,0.2436518,-0.3862509,-2.413517,0.3336826,-0.7721904,-1.673976,0.258279,-2.647896,-0.05361177,-1.905824,-1.316768,-1.344385,1.209677,0.501684,-2.069095,1.101707,0.3073376,-2.440698,-2.47813,0.7488184,1.122492,1.398791,1.454677,-1.395941,"1"
-1.2269,-2.683846,-2.117767,-2.569158,-2.053384,0.4120434,-0.1537341,-1.906497,-0.5232356,-0.4489469,-1.836339,-0.2392729,-1.817077,0.2314291,-1.831957,-1.427116,-1.629641,1.338731,0.599276,-0.435409,1.142693,-1.770194,-2.680922,-1.096614,0.5430217,0.6373702,1.527772,1.661461,-0.847698,"1"
-1.634756,-1.207646,-2.47813,-1.71758,-3.101093,0.1398489,-0.951141,-2.221005,0.09430968,-1.113218,-1.222476,0.5601299,-2.939352,-0.2352161,-1.746977,-1.878625,-1.925519,1.105985,0.3815822,-2.175952,0.7852705,-1.347843,-1.926892,-2.455736,-0.2836901,0.7148108,1.480194,1.416023,-0.6358221,"1"
-1.667597,-1.684161,-2.053384,-1.61445,-1.94631,0.3241827,0.08691137,-0.8063159,0.5638354,-2.052605,-0.8262215,0.3161237,-2.30559,-0.05045154,-1.530627,-2.028748,-0.3046248,1.570967,1.036985,-1.822631,0.6119371,-2.828524,-2.893176,-1.604948,-0.6301724,0.9736536,1.509463,1.648255,-1.104731,"1"
-1.422543,-2.258568,-2.308603,-1.414282,-2.667868,0.1544364,-0.735846,-2.933697,-1.443076,-1.779633,-0.8641728,-0.4006268,-2.795243,0.2689579,-1.404866,-1.712579,-1.352473,1.532665,0.7951621,-2.407946,0.05154826,-0.8365558,-2.960365,-1.836966,-0.03066541,0.3762422,1.762142,1.538651,-1.312672,"1"
-1.150432,-1.146333,-3.007805,-1.087376,-2.058072,0.5388882,-0.8287378,-2.744196,-0.02932583,-2.859455,-1.49388,-0.9829649,-2.63666,0.3290159,-2.011409,-1.931022,-1.857258,1.318417,0.1830713,-3.125841,0.3080728,-2.427015,-0.3429129,-1.820159,0.04229291,0.5034384,1.73725,1.823839,-2.053384,"1"
