"var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var107","var123","var129","var174","var187","var246","var248","var255","var276","var368","var422","var509","var545","var554","var566","var589","var603","var742","var783","var819","var836","var842","var846","var851","var1003"
1.242309,0.2511477,-1.092133,-2.415754,-1.133514,0.8693249,1.413691,0.6869782,-0.09014355,1.04767,1.427868,0.1491956,1.741956,1.086978,0.5507192,0.09794307,0.1687296,0.489132,-1.218748,1.095307,-0.00040008,2.078541,-0.7612119,-0.05858296,-0.5020311,0.927824,-1.250017,-0.346159,2.098202,0.735488,1.428923,-1.671313,-0.3019162,0.5254975,-0.8027389,-1.923464,0.5149172,-0.6191535,1.344508,0.0280042,0.4451985,0.5558372
0.6202539,-0.6462636,-0.3844867,-1.199649,-0.9135445,1.25937,1.985543,-0.1026974,0.6527418,-0.1684187,1.362437,-0.3586769,1.744231,0.5588155,0.1103779,-0.9205498,-0.7599282,0.3981048,-0.9945226,1.880792,-0.3720787,2.401244,0.02936461,-0.6234346,-1.284099,1.455144,-0.713554,-0.2868824,2.288831,0.4203537,1.112647,-0.8758688,-0.795623,-0.5013705,-0.4531858,-1.181233,0.2506031,-0.9584157,-0.02767957,-0.69555,-0.3081569,0.2175278
1.131821,-0.9390477,-0.932166,-1.236152,-2.195526,1.739922,1.701087,0.4304829,-0.2704972,0.2489672,1.513191,-0.3701945,2.037512,0.760432,0.3106415,-0.3894933,-0.8423435,0.09020627,-1.883217,-0.5207076,-0.283159,2.438339,0.006776984,0.09984533,-2.45807,0.01350835,-0.8881893,0.2220229,2.489181,0.2277728,-0.1228458,-1.489435,-0.3736758,0.6719746,-1.098112,-1.157726,0.9934,-0.7507763,0.8162936,-0.6062358,-0.8255364,-0.8622761
0.7066555,-0.5974734,-0.9975008,-1.014179,-0.4889011,1.760252,1.950044,-0.4405225,-0.6335584,0.825096,2.513219,0.1699959,-0.2970592,0.6676242,-0.03211005,0.4561582,-1.161552,-0.07915144,-1.80363,1.237243,-1.043272,-0.244878,0.06803241,-0.531879,-2.046394,-1.245489,-1.001849,-0.02132579,2.943639,-1.107451,2.32177,-1.13538,-0.639796,0.3453612,-1.789761,-1.360627,-0.6115672,-1.142878,1.617446,-1.049536,-2.072267,-1.010052
0.8025844,0.6547701,-1.223156,-1.736136,-0.953214,1.686362,1.965685,0.2198582,0.2709427,0.5714879,1.882925,0.1438406,1.729263,1.240488,0.4891933,0.5888972,0.3214311,0.7528773,-1.594057,0.629728,-1.206643,2.393339,-0.7857012,-0.492822,-1.580365,1.21755,-0.7689489,-0.2621443,2.367577,0.5371949,1.011492,-0.5093267,-0.7196965,0.1890489,-1.205975,-0.8675006,-0.6857744,-1.126395,0.979303,-0.3821393,-0.03936472,0.2216224
0.2442003,-0.2523149,-1.508688,-1.943513,-1.79036,-0.7457044,2.250397,0.5745325,0.1698272,0.2569651,2.20441,-0.09080036,2.089157,1.006826,-0.2840885,-0.01420035,0.1328687,0.1579435,-1.897787,-0.5767874,-1.04384,1.680884,-0.9670578,-0.01877516,0.1019246,0.2097746,-2.542112,-1.067986,2.051839,1.045106,-0.6147058,-0.2451336,-0.445194,-1.245489,-0.2838229,-2.31567,1.201199,-0.7389817,1.028833,-0.596202,-0.005012542,-0.5161732
0.7079373,-0.347149,0.0429637,-2.286712,-1.538514,-1.118101,2.864085,0.8072791,0.5519868,0.2907274,2.323563,-1.387495,2.383335,1.120765,-0.8751488,-0.5992926,-0.578926,-0.954512,-1.745831,0.3068227,-0.340661,2.950269,-1.549755,-1.057566,-0.4621942,-1.632707,0.4473745,-0.6204545,3.486154,0.3098349,-0.5864476,-1.114742,-0.7881174,-1.802416,-1.388296,-0.6258624,-1.385894,-2.161954,1.95229,-1.50914,-1.035074,-0.3339355
0.2240232,-1.495217,0.3864182,-2.297598,-0.8319496,1.045809,1.257921,0.3469882,-0.6392273,0.6413274,1.395105,0.1061602,1.416848,0.01656209,0.4699411,-0.3255916,0.3167068,-2.161954,-1.830708,-1.587187,-2.709051,1.350356,-1.439695,-0.4777133,1.002065,-1.253513,-1.236496,0.8417827,1.544686,-0.08012604,-2.04562,-2.99174,-0.4158185,-2.345493,1.386819,-1.705398,-2.935578,-1.170216,-0.5773216,-2.667868,0.8021361,-1.975442
0.216884,-2.058072,1.061257,-2.121097,-0.7213409,0.3359721,1.081229,-0.1634605,0.8288574,0.3865541,1.300192,-0.1718565,1.466652,0.04468652,0.5517564,-0.03438443,0.4054651,-2.200931,-1.603953,-1.937942,-1.910543,1.046933,-1.00076,0.4488438,0.3848542,-0.5992926,-1.015559,0.8161167,1.315308,0.1986869,-1.250366,-1.623537,-0.7806678,-2.052605,1.125157,-1.812166,-2.344449,-1.008954,-1.572624,-1.996572,0.1655992,-1.679324
-0.2429637,-1.949818,0.1507449,-1.918003,-1.211669,0.9384827,1.741413,-0.8105803,0.5404038,-0.08359902,1.976966,0.02244619,2.092827,-0.1490802,-0.1188962,-0.4612421,0.008662373,0.03469124,-1.351313,-1.237874,-1.94561,2.185332,-1.597015,0.07139,1.125092,-0.7094798,-0.6749144,1.028011,2.093936,0.4837216,-1.18417,-1.914605,-1.123007,-1.629131,1.336579,-1.728221,-2.391416,-0.8686918,-1.551169,-1.931022,-0.3434767,-1.453717
-0.4193105,-2.552329,0.3343271,-0.08741146,-2.359155,-0.1594648,1.581244,-0.5257701,-0.5739429,0.01400152,1.340172,-0.1090339,1.390784,0.2878071,-0.606786,-0.4817524,0.6510223,-1.606941,-1.15233,-1.92278,-2.721135,-0.9602426,-0.7254638,-0.2156715,0.1819882,-0.8442027,-1.606941,0.7232883,-1.398367,-0.009848336,-1.931022,-1.497002,-1.293533,-2.015153,1.227943,-2.031795,-3.442019,-1.446044,0.5313927,-2.273998,0.1683071,-1.595535
-0.5261085,-2.068304,-1.134136,0.2332523,-1.979053,0.1577727,1.516862,-0.5723465,-0.2775997,0.06100102,1.437439,0.0185273,1.471325,0.5044654,-0.9127968,-0.3191039,0.3954821,-2.335108,-1.889813,-1.959705,-2.430418,-1.729348,-1.404458,-1.112914,-0.1059162,-0.008939842,-1.139747,0.4388999,-1.543182,-0.5497397,-1.853422,-1.373181,-0.4240365,-2.842153,1.254761,-1.877317,-2.933697,-2.153303,-1.29244,-2.217325,0.1195592,-0.9142927
-0.3273936,-2.504701,-0.4480073,0.4814998,-2.130314,0.2654365,1.690114,-0.4552333,0.0453557,0.350516,1.62109,-0.3803823,1.669027,-0.1206998,-0.809681,-0.8864892,-0.05213575,-1.915284,-2.640859,-2.639457,-3.733877,-3.310443,0.1365394,-0.5101592,0.2428677,-0.07526248,-2.43726,0.8453102,-2.782235,-0.4633061,-2.069095,-1.285183,-0.9942523,-3.564893,0.824877,-2.36446,-4.635629,-2.032558,-0.565986,-2.62279,0.07816402,-1.831332
0.2965427,-2.065144,1.160742,0.4363176,-2.278869,-0.3945252,1.417454,-0.3379934,0.9948061,0.5952587,1.541887,-0.4455062,1.495418,0.8601013,-0.448477,-0.3887555,0.04955178,-2.04099,-1.702102,-2.097198,-2.854233,-0.4812668,0.1908683,0.1210665,0.3490358,0.4222567,-2.108664,0.5789141,0.585005,0.5777363,-1.291348,-1.715354,-0.7092766,-2.47813,0.6265799,-2.728763,-3.272804,-1.770781,-0.8896488,-1.563509,-0.000300045,-1.805453
-0.5878867,-1.637837,-0.3465832,0.4916428,-1.698816,0.5237813,1.855188,-0.3629805,-0.2915562,0.1654297,1.922378,0.0453557,1.757375,0.5244326,-0.3001596,-0.771974,0.3215761,-2.534517,-2.582299,-1.84074,-3.042824,0.4262476,-1.056128,-1.184824,0.09157594,-0.05213575,-1.342086,0.5699621,1.653991,-1.142251,-1.858541,-2.796881,-0.993982,-2.4986,1.055879,-2.358098,-4.615221,-1.899122,-0.2134408,-2.350725,0.3743872,-1.317142
-0.061131,-2.056507,0.6195006,0.3079258,-1.881903,0.291699,1.559806,-0.4576009,0.5915573,0.5352645,1.714446,-0.02296161,1.772594,0.3533996,-0.7168253,-0.5644022,0.2268965,-1.309704,-1.613446,-1.852784,-2.69711,-1.629641,-0.2851519,-0.4106787,-0.5940261,0.2049796,-2.191939,1.237069,-1.00076,0.2781619,-1.718695,-0.7892176,-0.7236064,-2.047168,1.362079,-2.148149,-2.7774,-1.933784,-1.064791,-2.271086,-0.505175,-1.669188
0.2040015,-2.043302,0.2456875,0.1144887,-2.139616,0.5525049,1.408961,0.1365394,1.255815,0.2755842,1.427916,-0.04489277,1.462584,0.3845819,-0.4791655,-0.2222689,0.8505782,-2.000261,-1.422129,-0.6804284,-2.400198,0.488764,-1.041571,-0.2886158,0.2268168,-0.08392523,-3.072613,1.209498,1.07606,-1.033949,-1.805453,-1.704848,-0.6991653,-1.972562,1.103202,-2.556188,-3.798694,-1.355959,-1.280854,-2.409057,0.07945792,-1.099613
