"var1","var1.1","var1.2","var1.3","var1.4","var1.5","var1.6","var1.7","Class"
-0.656147274928578,-0.656147274928578,-0.656147274928578,-0.656147274928578,-0.656147274928578,-0.656147274928578,-0.656147274928578,-0.656147274928578,"setosa"
-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,"setosa"
-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,"setosa"
-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,"setosa"
-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,-1.74301699413542,"setosa"
-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,-1.25996378559905,"setosa"
-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,"setosa"
-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,"setosa"
-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,"setosa"
-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,-0.897673879196766,"setosa"
1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,"versicolor"
-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,"versicolor"
1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,"versicolor"
0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,"versicolor"
0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,"versicolor"
0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,"versicolor"
0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,"versicolor"
-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,-0.535383972794483,"versicolor"
-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,"versicolor"
-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,"versicolor"
0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,"versicolor"
0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,"versicolor"
0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,0.913775652814644,"versicolor"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"versicolor"
-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,-1.01843718133086,"versicolor"
1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,"versicolor"
0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,"versicolor"
-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,-1.13920048346495,"versicolor"
0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,0.309959142144174,"versicolor"
-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,-0.41462067066039,"versicolor"
-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,"versicolor"
-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,"versicolor"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"versicolor"
-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,"versicolor"
-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,-0.0523307642581081,"versicolor"
-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,"versicolor"
0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,"versicolor"
-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,"versicolor"
1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,"versicolor"
0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,"versicolor"
0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,"virginica"
2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,"virginica"
1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,"virginica"
1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,"virginica"
0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,"virginica"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"virginica"
0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,"virginica"
0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,0.430722444278268,"virginica"
1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,"virginica"
1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,"virginica"
1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,"virginica"
2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,"virginica"
-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,-0.293857368526296,"virginica"
1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,1.03453895494874,"virginica"
-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,-0.173094066392202,"virginica"
0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,0.18919584001008,"virginica"
0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,0.0684325378759866,"virginica"
0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,"virginica"
0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,0.672249048546457,"virginica"
2.48369858055787,2.48369858055787,2.48369858055787,2.48369858055787,2.48369858055787,2.48369858055787,2.48369858055787,2.48369858055787,"virginica"
1.7591187677533,1.7591187677533,1.7591187677533,1.7591187677533,1.7591187677533,1.7591187677533,1.7591187677533,1.7591187677533,"virginica"
1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,1.15530225708283,"virginica"
2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,"virginica"
2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,2.24217197628968,"virginica"
1.51759216348511,1.51759216348511,1.51759216348511,1.51759216348511,1.51759216348511,1.51759216348511,1.51759216348511,1.51759216348511,"virginica"
0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,0.79301235068055,"virginica"
1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,1.27606555921693,"virginica"
2.12140867415558,2.12140867415558,2.12140867415558,2.12140867415558,2.12140867415558,2.12140867415558,2.12140867415558,2.12140867415558,"virginica"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"virginica"
0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,0.551485746412362,"virginica"
