"var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var26","var27","var29","var36","var52","var54","var67","var74","var77","var84","var85","var89","var107","var108","var123","var129","var151","var169","var174","var187","var246","var251","var255","var257","var276","var365","var368","var380","var433","var509","var544","var545","var554","var566","var567","var742","var836","var842","var851","var1003","var1389","var1427","var1764","var1954","var1955","var2046","var2050","var2198"
-0.190676361,-1.513219055,0.824438566,-2.391416307,-1.112609798,0.591944675,2.101031786,0.405531773,0.545111102,0.586952984,2.154259083,-0.40241975,-1.744112816,0.724597397,-1.538513574,-2.219163485,-1.257373581,-1.885191414,1.8407877,1.064952087,-1.710917081,-0.437265421,-1.597509342,-1.877971166,-1.796973036,-2.887775132,1.030047897,-1.664950622,-1.979053368,-1.740116236,-0.725877005,-0.101700555,0.699178953,-0.667674385,0.871251524,-1.953337665,-0.657587005,0.333825881,-1.177006356,0.062693069,0.712900787,0.50095709,-1.328025453,-2.008424054,1.232326998,1.603802061,-1.650780876,-0.562294372,-0.545417069,-1.709810887,-0.671972945,0.457045028,2.384957393,0.218492753,-0.947265536,-0.794737036,0.868402161,0.509164244
1.321409113,0.495366749,0.041525747,-1.541779264,-1.627092848,-1.184170177,2.187813768,0.474244624,0.34032196,1.143394431,2.816856772,-1.054978252,-0.972861083,-0.238764932,-0.961026626,-0.033039854,-0.981629573,-1.533403226,1.418495301,-0.850737101,-1.709810887,-1.249318906,1.071789075,-1.015282681,-1.111697528,2.400491899,-0.773273225,-1.027222293,-0.499226488,2.592766539,-1.292804018,0.225859859,-0.975244875,-0.279978488,0.314226628,-1.574553511,0.113239396,-1.014454981,-0.812155967,1.748138422,1.030654595,0.589895551,1.284676832,-1.552585101,-0.619710862,-0.14792013,-1.041003976,0.802315438,-0.365427421,1.088595622,-1.167962367,-0.052768066,-1.663894098,-0.972067747,0.007769737,1.555594,0.166615527,-0.275358323
-1.6820086053,-2.4395509481,0.6848125438,-2.1020962322,-1.6949958008,-0.9118008266,1.682204986,0.4671244885,0.6843586745,0.481685134,2.583151912,-1.2371849385,-1.3614066456,0.8436340138,-1.0858935163,-2.3475824589,-1.8991219876,0.0098513161,0.3470588572,-0.5315386654,0.9292859274,-1.9554555619,-1.9696906777,-2.3773086392,-0.4422328323,-2.8490378944,1.2553310966,-2.279845606,-2.342365963,-2.9818293684,-1.2559680994,-2.3751557858,-2.0226832079,-2.2443161849,1.8547186188,-2.5510464523,-2.1515822195,-2.4224953897,-2.2966030213,-2.3538783874,-2.0317948882,0.227852447,-1.5297029444,-2.6736487744,-2.0842530987,-2.0272286702,-0.2029733445,1.0543120298,-1.0224849283,-1.7891628434,-2.2837633388,-3.2701691193,-3.0098311979,-0.8698843591,-1.8819030191,-2.3197312518,-1.2013096869,-2.6897192444
-0.3322611158,-2.2000285047,-0.4634650524,-2.6009911288,-1.2046396933,-1.0300194972,1.9691941044,-0.2447503051,0.3193260778,0.4432103744,2.2924034354,-0.0237805287,-0.6794415335,0.4711279969,-1.5906161582,-2.2433732334,0.0709243383,-0.7482371469,2.2221339686,1.3290359423,-0.3986881238,-0.4420772266,2.3962029325,0.3455027669,-1.4965557554,-1.9442115924,1.7340067612,-1.2570220254,-1.3390291687,-1.2740376788,1.1576356291,-1.3268940178,-2.167180456,0.4686276831,1.323274686,-0.3261457389,0.7001227943,-0.2815674715,-1.1986536428,-0.4164249483,1.5598904616,1.1536684944,-1.5535302805,0.5089238165,0.7722817837,-1.1731203408,-0.5927590065,1.0884946105,0.1257512053,-1.1332037334,1.5672816949,-0.5610668402,-2.3015855927,1.7944724524,-1.3971531045,-1.9704077807,-2.6200393238,-0.9834994816
1.11123232,-1.98195192,0.223543471,-1.465770563,-1.20330636,1.506186283,1.584550781,0.415679431,0.114845392,0.630473586,1.559638239,1.328029453,0.073250462,0.802136106,-0.709276562,-0.953473523,-2.1086644,0.036813973,1.027366882,1.211851684,-0.17578298,-1.029179514,-1.712024501,-1.181885208,-1.127938118,-1.330292171,2.018297254,-1.238909374,-0.491186409,0.409257906,0.681580544,-0.079909383,-1.935860813,-0.507830115,1.920973221,0.500047751,0.019900662,-1.099612789,-1.05010788,0.996321132,1.676554358,0.252236226,-1.043556083,-1.510497965,0.834603339,-1.182537524,-1.170215708,0.428074251,-0.676880208,-1.566378423,0.147643842,-0.642644198,-1.613445934,-0.922811949,-0.231679882,-1.518227032,-1.086189769,-0.081101601
0.648724963,-1.386694441,-0.562645372,-2.00619108,-1.098112414,0.944644925,1.99456425,0.295873431,0.560986277,0.342809258,1.817930663,0.516648637,-0.858493633,0.719253428,-0.862039317,-0.726703964,-1.53433044,0.160246349,0.874468237,1.082144096,-0.255925041,-0.65508098,-0.245772669,-0.882372514,-1.54928399,-1.504177402,2.244002136,-0.295848662,-1.004029646,1.553206128,1.893277612,0.410651635,-1.950520762,-0.573233084,2.101594346,-0.941352162,-0.016535969,-0.650087691,0.155635292,2.01278077,0.271781323,1.665761533,-1.10473097,0.028684634,1.483353011,-1.534794369,-1.32275634,0.753065671,-0.147804195,-1.790959789,0.940241606,-0.747814582,-1.323883101,0.474182386,-0.724844267,-1.004029646,-1.823869523,-0.341504879
-0.2714151,-1.1254697428,-1.5380479163,-2.6493097061,-1.1485380974,-0.3553900555,1.8116928069,0.3444404063,0.3398949439,1.1694434694,1.697851639,-0.5742980467,-1.2913478838,0.1127928275,-1.1313421133,-3.0661547379,-0.9710109441,-1.5813364823,1.6275135592,0.4650538995,-0.228658732,-0.9875182412,-0.2840885369,-0.9537330274,-1.6419611041,1.865242246,1.1097170684,-0.6044039707,-0.2016267079,1.7640284955,-1.061605563,0.9948061199,-2.0596389144,-0.4637830174,1.2121790409,-1.5639866495,-1.531088946,-1.1805818515,-0.3717885817,2.1908263746,0.4996837833,0.1203574967,1.0514507975,-2.1777161109,1.0474593353,-0.8974689776,-0.6297968651,1.5112295369,-0.1349037625,0.1504008007,-0.1289703813,-1.0359192193,-1.4528616054,-0.2035860521,1.9543033984,1.8255326793,0.527210653,-0.6367668471
-0.445818462,-1.380312289,0.299289445,-2.739540868,-1.468806783,0.991657911,2.057783695,0.295054827,0.766955108,0.466309314,2.200441619,-0.423272727,-1.996572064,0.427552705,-1.196666229,-2.071473372,-0.582858827,-0.794515675,1.894737148,0.807903418,-1.421714306,-0.651813317,-0.750140902,-1.46967597,-1.248621556,-2.20183519,1.700082681,-1.17409043,-1.443499835,-0.579997083,-0.727531607,0.558415067,-0.033556784,-0.823939471,1.571694508,-1.691733155,-1.756199294,0.136888252,0.146435278,1.274496503,0.888919535,0.540695057,-1.342851803,-0.560190953,1.298664611,1.319967575,-0.950623411,0.013902905,-1.267267655,-1.660205029,0.098849364,-0.008132983,2.519694475,-0.545417069,-0.96233467,-1.183516796,0.770663623,0.555665137
0.259436907,-0.7826343471,-1.2779782176,-1.8898134097,-0.659132302,0.5876199843,1.4275562589,-0.2378765509,-0.0073267754,0.0037927982,1.5377700377,-0.4158185202,-1.3034248833,0.1701646265,-0.8651224453,-0.7486598905,0.0600597564,-0.9459770422,0.7963804352,0.2706376378,0.3001045925,-0.98564081,0.6163201304,-0.1444479044,-0.9228119489,0.8219360954,1.1221660416,0.4129040372,-0.4066157699,2.4286537082,-0.6794415335,0.56996208,0.0407579925,-0.9416085399,1.332102132,-0.5161732301,-0.7234002237,-1.2804939422,0.1239859798,2.5618445425,0.3265661905,0.5741947114,0.280884018,-0.5433488155,0.4293118346,-0.7217524376,-0.7558740105,0.9926960631,0.2970629343,0.3079992732,-1.0139035607,-0.1485000083,-0.9495890173,0.0160701802,1.7734936604,0.8539471335,-0.4658522581,-1.0567028856
-0.192493112,-1.063052113,0.203185712,-2.058071516,-1.285906187,0.663821351,2.358870904,0.304317926,0.978514075,-0.085231144,2.192513498,-0.887217484,-1.547872557,0.626526493,-1.398366942,-2.258568208,-0.805644212,-1.248273063,1.849823954,1.256043297,-1.759679576,-0.437265421,-1.091239534,-1.955455562,-1.519140274,-2.424752727,0.665930134,-1.410177302,-2.041760475,-1.850236399,-0.916790857,0.025375306,0.615293741,-0.841879234,1.346747595,-1.626584071,-2.038683549,0.642327458,-1.423788566,-0.601845022,0.313349819,0.184070027,-1.124237836,-2.024196067,0.404931633,1.6970641,-3.213888283,-0.19723217,-0.46140074,-1.570217199,-0.674914412,-0.199304962,2.389936412,-0.646454453,-0.977368581,-1.87470639,0.157089215,1.380150526
