"var1","var2","var3","var4","var5","var6","var7","var8","var9","var10","var11","var12","var13","var14","var15","var16","var17","var18","var19","var20","var21","var22","var23","var24","var25","var26","var27","var28","var107","var119","var123","var129","var153","var174","var182","var187","var229","var236","var246","var248","var251","var255","var336","var338","var365","var368","var422","var433","var437","var509","var544","var545","var554","var566","var567","var575","var589","var603","var607","var695","var729","var819","var842","var1003","var1055","var1319","var1594","var1601","var1645","var1708","var1799","var1911","var1924","var1954","var1955","var1980","var2046","var2050","var2162","var2303"
-0.190676361,-1.513219055,0.824438566,-2.391416307,-1.112609798,0.591944675,2.101031786,0.405531773,0.545111102,0.586952984,1.883152898,0.225221391,1.719367972,0.552677488,-1.143191332,0.122217633,1.250846848,0.092488019,-1.796973036,-0.658166212,0.566846724,1.091520535,9.9995e-05,0.193261497,0.038643624,2.154259083,-0.40241975,0.410518982,-1.597509342,-1.495216768,-1.796973036,-2.887775132,1.160710334,-1.979053368,-1.947010754,-1.740116236,-1.922095971,0.968579531,-0.725877005,0.21317402,-0.101700555,0.699178953,-0.21927604,-2.174191878,-1.953337665,-0.657587005,-0.373385215,-1.177006356,-0.878513368,0.062693069,0.712900787,0.50095709,-1.328025453,-2.008424054,1.232326998,-0.06720875,-0.230671818,-2.662121269,-1.275826908,-1.206977313,-2.523231764,-2.481711759,-0.562294372,-1.709810887,-1.560171671,-1.780819529,0.88496517,1.544152446,-1.311929279,-0.638848407,-1.342851803,-2.233992302,-1.52924137,0.218492753,-0.947265536,1.673632624,-0.794737036,0.868402161,-1.866914143,-0.484183693
1.321409113,0.495366749,0.041525747,-1.541779264,-1.627092848,-1.184170177,2.187813768,0.474244624,0.34032196,1.143394431,1.877784249,-0.433555988,2.353496815,1.47565506,-1.040154719,-1.169571378,-0.002803927,1.15788698,-1.558744798,0.653886467,0.580538236,2.262460772,-0.669040105,-0.059431584,0.328440065,2.816856772,-1.054978252,-0.508993969,1.071789075,-1.483245887,-1.111697528,2.400491899,0.343873352,-0.499226488,-1.058430499,2.592766539,-0.176259965,1.083194036,-1.292804018,0.404598066,0.225859859,-0.975244875,-0.842111334,-0.700574696,-1.574553511,0.113239396,-0.429245637,-0.812155967,-1.84010973,1.748138422,1.030654595,0.589895551,1.284676832,-1.552585101,-0.619710862,-0.527802248,-1.41551722,-0.350408902,-1.485010334,-0.956592029,-0.530518257,-0.845133538,0.802315438,1.088595622,-0.139262067,-1.166355941,-1.101416216,0.490173836,-1.654435278,-1.315649522,0.710544958,-0.640744502,0.11395349,-0.972067747,0.007769737,-0.71070034,1.555594,0.166615527,-0.856136809,-1.789162843
-1.6820086053,-2.4395509481,0.6848125438,-2.1020962322,-1.6949958008,-0.9118008266,1.682204986,0.4671244885,0.6843586745,0.481685134,2.8241547919,-0.8533159327,2.3371410971,0.0588347857,-0.4355635559,-0.4346364854,-0.0244976316,-0.3589632745,-1.2006450142,0.45139404,0.0582689081,1.3556289468,-1.6670670253,0.6814287876,-1.3037931396,2.583151912,-1.2371849385,0.1008403149,-1.9696906777,-2.1689287082,-0.4422328323,-2.8490378944,-2.1803674603,-2.342365963,-2.1464364105,-2.9818293684,-0.9218059126,-2.3434070875,-1.2559680994,-1.7837912996,-2.3751557858,-2.0226832079,0.6420117684,-2.3730075573,-2.5510464523,-2.1515822195,-1.3692406066,-2.2966030213,-2.3475824589,-2.3538783874,-2.0317948882,0.227852447,-1.5297029444,-2.6736487744,-2.0842530987,-2.3602142058,-0.6358221139,-2.3655248928,-1.6554818509,-2.0061910799,-2.0882804903,-2.6664285264,1.0543120298,-1.7891628434,-1.8407396514,-2.134531508,-2.7936080895,-2.7272330205,-2.6722005482,-3.0303237183,-2.1396162647,-2.5536138478,-0.3078847798,-0.8698843591,-1.8819030191,-1.5492839896,-2.3197312518,-1.2013096869,-2.8895720777,-2.8150787739
-0.3322611158,-2.2000285047,-0.4634650524,-2.6009911288,-1.2046396933,-1.0300194972,1.9691941044,-0.2447503051,0.3193260778,0.4432103744,2.2116095053,-0.7815413313,1.9067534339,0.1070590723,-0.4251067484,-0.2814349597,0.1005690549,-0.6626179755,-2.0770444171,-1.2434068736,0.5452270505,1.3982970399,-1.1020180818,0.0939456128,-2.0690952496,2.2924034354,-0.0237805287,-0.5649298828,2.3962029325,0.9164107247,-1.4965557554,-1.9442115924,-0.6794415335,-1.3390291687,-0.6741291747,-1.2740376788,-1.6847003969,-0.6256754654,1.1576356291,0.4289863031,-1.3268940178,-2.167180456,1.0450005192,-1.195013063,-0.3261457389,0.7001227943,-0.2019937926,-1.1986536428,-1.630150954,-0.4164249483,1.5598904616,1.1536684944,-1.5535302805,0.5089238165,0.7722817837,-0.7892176493,-0.4361820808,-1.299016353,0.3780253923,-1.0475390185,-1.9091925661,-1.6347557204,1.0884946105,-1.1332037334,-1.9282667139,-0.3130682588,-2.1901496637,-1.7573580425,2.0741148802,0.0040916179,-3.0812901619,-1.8133917694,-1.0106014113,1.7944724524,-1.3971531045,2.5551709349,-1.9704077807,-2.6200393238,-0.0929928668,0.3890646867
1.11123232,-1.98195192,0.223543471,-1.465770563,-1.20330636,1.506186283,1.584550781,0.415679431,0.114845392,0.630473586,1.4545136,-0.499226488,0.360258515,1.08075377,0.109750864,-0.637712474,-0.285817146,0.567243764,-0.951141009,-0.802069588,1.289287743,1.402512139,-0.737308076,1.672375152,0.607098976,1.559638239,1.328029453,0.058363243,-1.712024501,-0.6919479,-1.127938118,-1.330292171,-0.917541514,-0.491186409,-0.650854268,0.409257906,-1.32275634,-0.675896827,0.681580544,-0.540082805,-0.079909383,-1.935860813,0.432236859,-0.436955775,0.500047751,0.019900662,-0.69254736,-1.05010788,-1.666537504,0.996321132,1.676554358,0.252236226,-1.043556083,-1.510497965,0.834603339,-1.079103822,-0.149544637,-0.012072581,-0.114177045,-1.090346544,-0.739819589,-1.194682757,0.428074251,-1.566378423,-0.926846246,-0.022756987,0.430092678,-0.086102699,0.103097958,-0.757792374,-0.888675565,-1.369240607,0.218733843,-0.922811949,-0.231679882,-0.548008415,-1.518227032,-1.086189769,-0.041759934,-1.909867558
0.648724963,-1.386694441,-0.562645372,-2.00619108,-1.098112414,0.944644925,1.99456425,0.295873431,0.560986277,0.342809258,1.306791091,0.045546815,1.058762044,0.901583103,0.023618866,-0.6361999,0.205061044,0.244513577,-1.625059293,0.071110627,1.203242538,1.928938368,-0.624927942,1.670438934,1.33967434,1.817930663,0.516648637,-0.149080223,-0.245772669,-0.183322057,-1.54928399,-1.504177402,-0.120023043,-1.004029646,-0.48207621,1.553206128,-1.35751256,-0.932166081,1.893277612,-1.031982206,0.410651635,-1.950520762,0.210585022,-0.293566016,-0.941352162,-0.016535969,-0.588607001,0.155635292,-1.196666229,2.01278077,0.271781323,1.665761533,-1.10473097,0.028684634,1.483353011,-0.430782916,-0.55809195,-1.089454351,-0.144216851,-1.521885015,0.229364163,-0.472246142,0.753065671,-1.790959789,-1.530626732,-1.310074335,0.639904619,0.447054808,0.432042123,1.654239179,-0.991283711,-1.670781543,0.271324006,0.474182386,-0.724844267,-0.2269006,-1.004029646,-1.823869523,0.198932823,-0.991283711
-0.2714151,-1.1254697428,-1.5380479163,-2.6493097061,-1.1485380974,-0.3553900555,1.8116928069,0.3444404063,0.3398949439,1.1694434694,2.3027550785,-0.0234733562,1.6795981023,0.5063355585,-0.4281709456,0.0775164424,-0.0237805287,-0.6622300779,-2.0596389144,0.3929200806,0.0903889997,0.9840615236,-0.5796399398,-0.477552047,-1.0263846547,1.697851639,-0.5742980467,-0.2289101462,-0.2840885369,-1.8445275348,-1.6419611041,1.865242246,0.5279187012,-0.2016267079,-1.3579012866,1.7640284955,-1.8944568675,-0.0981642488,-1.061605563,0.2634406081,0.9948061199,-2.0596389144,0.3292318021,-0.5310283311,-1.5639866495,-1.531088946,-0.4815904985,-0.3717885817,-0.787238104,2.1908263746,0.4996837833,0.1203574967,1.0514507975,-2.1777161109,1.0474593353,-1.3119292792,-0.9370037735,1.6414209583,-1.0752864634,-1.1596369905,-0.8563722417,-1.4779711497,1.5112295369,0.1504008007,-1.1812333174,-1.7719568419,0.0292674977,0.3027677099,0.3633227979,-2.8770607438,-0.6132275574,-0.784604791,-1.7287846701,-0.2035860521,1.9543033984,-0.4801347764,1.8255326793,0.527210653,-1.0933262842,-1.9776072358
-0.445818462,-1.380312289,0.299289445,-2.739540868,-1.468806783,0.991657911,2.057783695,0.295054827,0.766955108,0.466309314,2.210469804,0.416009322,1.936581054,0.743412447,-0.123750807,-0.193948893,0.536785725,0.281940622,-1.793961893,-0.800064463,0.059117604,1.267201092,-0.765717873,-0.108922407,-0.174948802,2.200441619,-0.423272727,-0.290084957,-0.750140902,-1.60743991,-1.248621556,-2.20183519,0.816868108,-1.443499835,-1.763755273,-0.579997083,-1.936554054,0.596140563,-0.727531607,-0.071173819,0.558415067,-0.033556784,-0.271677498,-1.783196239,-1.691733155,-1.756199294,-0.780013114,0.146435278,-0.76378426,1.274496503,0.888919535,0.540695057,-1.342851803,-0.560190953,1.298664611,-0.844202655,-0.380821277,-1.572142128,-0.951399909,-1.501480771,-1.507784259,-1.442653095,0.013902905,-1.660205029,-1.838851077,-1.920729851,-0.093431945,1.362180956,-0.781759839,-0.427557355,-1.143191332,-1.055552799,-0.902881045,-0.545417069,-0.96233467,1.502876676,-1.183516796,0.770663623,-1.393923388,-0.467287322
0.259436907,-0.7826343471,-1.2779782176,-1.8898134097,-0.659132302,0.5876199843,1.4275562589,-0.2378765509,-0.0073267754,0.0037927982,1.7671081058,-0.3658598535,1.9783220203,-0.0134905902,0.6540944533,-0.7693804866,-0.4165766129,0.3824693883,-0.9080745771,-0.309791358,0.4233050262,2.3827908643,-0.6047700699,0.7786365666,0.871460716,1.5377700377,-0.4158185202,-0.0082338049,0.6163201304,-0.953214086,-0.9228119489,0.8219360954,0.5607009133,-0.4066157699,-0.9571127264,2.4286537082,-0.4985677264,-0.8198448336,-0.6794415335,-0.0795844793,0.56996208,0.0407579925,0.5751516223,-0.8218900565,-0.5161732301,-0.7234002237,-0.3542493167,0.1239859798,-0.3723688806,2.5618445425,0.3265661905,0.5741947114,0.280884018,-0.5433488155,0.4293118346,-0.8797177516,-0.3917101429,-0.1270382332,-0.4287849134,-1.3447686143,-0.3800898018,-0.3602527653,0.9926960631,0.3079992732,0.2748247704,-1.1666770196,-0.3877234266,-0.7756596021,-0.7062324201,-1.0444082347,0.6964915818,0.8054485526,-0.6348782724,0.0160701802,1.7734936604,-0.466011608,0.8539471335,-0.4658522581,-0.6210125828,-1.8931279636
-0.192493112,-1.063052113,0.203185712,-2.058071516,-1.285906187,0.663821351,2.358870904,0.304317926,0.978514075,-0.085231144,2.042349561,0.514857485,1.88738778,0.881699287,-0.076449172,0.329087897,0.887726635,0.065506802,-1.504627548,-0.322135501,0.332894415,1.005838889,-0.183322057,0.75235904,0.190537712,2.192513498,-0.887217484,-0.129767058,-1.091239534,-2.35598587,-1.519140274,-2.424752727,1.498975515,-2.041760475,-1.921412677,-1.850236399,-2.08828049,0.95030561,-0.916790857,0.030432207,0.025375306,0.615293741,-0.258641204,-1.65652952,-1.626584071,-2.038683549,-0.133874309,-1.423788566,0.047551302,-0.601845022,0.313349819,0.184070027,-1.124237836,-2.024196067,0.404931633,-0.235089622,-0.462670582,-2.091514123,-1.1858055,-2.11943055,-1.787369121,-2.106196279,-0.19723217,-1.570217199,-1.897119985,-1.671845373,0.053635549,2.186208568,0.47162731,-0.826907171,-1.563508981,-1.89645354,-1.133203733,-0.646454453,-0.977368581,1.872340494,-1.87470639,0.157089215,-1.663894098,-0.659905847
