"1007_s_at","1053_at","117_at","121_at","1255_g_at","1294_at","201508_at","201555_at","201798_s_at","201930_at","202683_s_at","203139_at","203625_x_at","203628_at","203928_x_at","203963_at","204508_s_at","204667_at","204681_s_at","204822_at","204825_at","204914_s_at","205225_at","205229_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","205997_at","206391_at","206401_s_at","206793_at","208670_s_at","208712_at","208893_s_at","209173_at","209560_s_at","209603_at","209604_s_at","209942_x_at","210735_s_at","211864_s_at","212344_at","212583_at","212768_s_at","212956_at","214164_x_at","214612_x_at","215432_at","215609_at","215729_s_at","215867_x_at","216092_s_at","217257_at","218211_s_at","218807_at","218856_at","218862_at","219051_x_at","219438_at","220034_at","220773_s_at","221704_s_at","222256_s_at"
11.8791,8.9005,7.5754,10.3995,6.27,8.3605,7.0344,10.2953,10.0933,10.8276,8.6115,9.2549,10.7475,8.2839,5.1021,7.2156,3.8022,6.4307,6.9664,9.1005,10.7267,4.085,7.3225,8.2921,9.4939,5.9865,6.0438,6.9006,4.5127,4.42,3.536,3.2304,4.7161,7.4525,8.1283,9.0662,3.7827,3.2267,7.7383,7.8765,11.5877,10.9728,7.8667,9.1898,6.7721,6.0959,0.9574,9.5513,7.9435,10.3564,4.6232,6.2217,8.876,7.9949,7.8574,5.848,8.8455,9.5914,10.4246,9.988,9.5693,6.1314,6.3385,7.5315,8.515,3.001
11.9716,7.647,9.4074,11.1072,7.8584,10.0372,9.2956,9.9562,10.2031,8.3971,9.3272,9.5308,7.3814,9.0017,7.6512,9.9232,7.5111,9.4184,6.1453,7.1952,7.478,7.8358,10.5792,7.3219,8.1364,10.3423,7.6756,4.5409,6.7532,7.0115,7.0166,11.581,7.238,6.1131,9.931,9.2055,7.6142,12.0077,8.3721,9.942,13.5929,7.972,9.7417,9.28,8.8372,5.6577,7.6695,10.8375,11.2051,6.1075,4.1204,7.8295,8.288,11.5012,9.7508,3.8847,12.1513,10.1533,9.2016,9.6389,5.8086,8.4296,4.8138,7.8532,7.7797,5.993
11.961,8.9507,7.8502,12.5159,6.8427,8.7011,7.1646,10.168,12.7426,10.95,8.635,8.9875,9.3148,5.2418,4.7908,7.5919,3.9454,7.7385,8.5195,9.6841,10.8804,2.4966,10.5622,6.1828,7.5671,2.2352,6.6799,1.7593,3.0293,9.8675,8.328,4.8446,3.65,5.9263,8.6945,8.4912,4.7939,9.6504,6.9641,4.1991,8.6007,5.3225,8.1083,11.9445,7.342,4.2233,1.2145,9.0847,8.3261,5.0784,3.1941,6.1185,8.7505,8.5402,7.9543,4.4553,9.8767,9.3176,11.9928,7.1632,8.6684,6.4979,3.2631,6.177,7.1668,4.6789
12.3903,8.0982,8.3035,10.5475,3.267,8.9163,10.4797,9.9726,9.716,9.3732,8.1599,7.829,8.5543,9.4664,9.6353,12.1442,9.7169,10.9757,7.4677,7.0444,8.6607,3.2678,13.3712,6.6325,8.323,4.4006,8.9283,6.0129,3.9041,5.8204,4.0766,6.4924,9.5991,7.1238,9.2531,9.9347,4.5708,12.2897,7.5544,10.4073,13.8736,6.7479,11.2976,9.2068,8.5354,7.179,6.7728,11.4833,12.5048,4.5001,2.6807,3.6904,2.9568,12.3636,10.7211,0.8426,12.233,11.7613,6.769,10.185,10.5102,8.8838,3.5877,8.292,8.3832,4.4785
11.707,7.8371,7.9844,10.1832,6.1602,9.4334,10.9438,10.065,11.3602,8.816,8.3325,9.3678,6.8049,9.48,8.6687,11.5607,9.3821,10.2059,7.9681,5.6787,6.766,6.6552,12.4182,5.9372,7.0496,10.5365,7.9204,9.9627,5.8034,7.5517,6.8433,7.2282,8.8056,7.3167,9.4525,9.726,7.8242,11.8047,6.8721,10.3235,13.9525,6.8153,10.3298,10.4572,9.156,7.4363,7.5149,13.0667,12.3616,4.1468,6.5259,7.3937,6.3008,12.1581,9.9597,6.6165,13.277,11.7116,6.7571,9.5749,9.4369,6.4887,6.3822,7.3543,8.6685,7.3899
11.5398,8.3329,8.1751,10.1268,6.2704,8.3766,5.578,10.1748,10.8728,10.844,8.6214,9.5396,11.8311,7.4912,5.3288,7.8746,5.8315,9.9867,9.7549,9.6514,9.7675,10.713,8.3408,6.3203,11.4922,8.3674,6.6681,2.9505,3.5526,6.7371,4.6032,12.0378,7.5217,8.4087,8.6802,9.9102,10.5707,11.8799,6.9345,7.6337,11.1446,9.6627,7.1372,8.9316,7.3206,6.4616,8.5935,9.9522,8.8009,8.9303,3.8672,6.3773,6.3368,8.486,8.1195,5.7569,12.4184,10.6896,10.3308,8.5396,8.5262,5.9505,7.9476,6.8771,9.8812,4.8788
11.1113,8.3937,8.1448,11.3997,7.7993,9.1167,11.0139,10.1409,11.3515,9.8881,9.4828,9.124,7.7854,9.6527,9.4309,12.2552,9.8595,10.2334,6.7336,5.5273,9.8635,4.5766,13.0582,5.9751,9.0497,4.7363,10.1645,7.1801,3.908,6.849,4.0795,4.3493,9.4601,6.1625,9.5551,10.4318,5.88,14.1781,8.0151,10.7095,14.0451,6.8581,11.7014,9.9049,9.2143,5.8374,5.2724,13.1867,12.4874,5.617,4.4613,7.2835,3.5299,12.3287,9.8092,3.4259,12.0846,11.8855,8.4338,10.3279,8.671,9.7413,6.3279,7.5076,7.5393,6.4885
11.4986,6.841,8.4572,11.3217,7.2697,9.351,8.3513,9.7696,10.615,9.2635,9.2349,9.7394,7.503,8.4765,7.7927,10.3641,8.5211,10.3027,6.5078,3.1388,5.131,7.2286,11.1112,6.9528,8.4444,7.4835,8.2787,7.0996,6.9308,7.1388,5.0518,9.1608,6.5679,6.332,8.6223,9.2862,8.3351,12.1042,8.5531,10.4716,14.2077,6.2431,9.7647,9.39,8.0318,7.48,8.9873,12.6923,11.1489,7.2041,5.115,6.5176,4.7914,11.2978,9.7664,5.2179,11.7591,11.0762,10.014,8.9251,8.4779,6.1078,5.6253,7.4403,8.3227,5.0853
12.2528,8.6071,7.4646,10.6053,6.1659,8.3096,7.1072,9.7629,11.1479,11.2493,9.5725,8.38,8.8886,5.8185,8.105,9.1563,7.4136,9.975,8.1432,8.3947,9.5011,9.6536,8.3414,5.8739,11.7702,4.321,5.9541,7.302,4.1376,7.2829,5.8167,8.2238,7.9526,13.5248,9.0472,9.9431,9.1135,12.4807,7.386,8.3591,11.8983,9.8522,8.1442,9.2731,7.9109,6.5584,9.9277,11.046,10.4863,9.7575,7.7367,4.3954,9.2198,10.269,9.5203,6.1741,13.1141,10.6186,9.9491,10.1516,10.2026,6.2126,3.8067,7.1126,10.6212,5.4322
10.2911,5.7879,8.5336,11.6995,8.1639,9.9601,6.0122,10.3438,8.4884,10.2858,9.28,9.2906,8.7868,6.7312,6.2511,9.7647,5.8756,9.2547,8.2574,6.1449,7.7534,4.6913,10.9402,7.7302,8.6552,4.3474,6.9549,3.7231,6.2246,6.8361,8.8493,5.5452,5.6745,7.0976,9.1214,8.0228,5.9221,12.5537,8.6728,8.3425,12.0589,7.9673,9.129,6.8246,6.0723,8.2812,6.2555,10.4459,10.2178,7.8696,5.5719,7.4937,3.1912,10.473,8.4435,6.1993,10.8002,9.2289,6.4822,8.4966,7.8203,7.7307,4.7716,7.7254,7.8313,5.5804
11.8509,8.7986,7.6671,10.6416,6.4239,8.1251,6.3782,10.2161,11.61,10.8559,8.2933,8.3442,9.0308,6.5279,8.2616,8.5081,3.5539,9.6513,8.8303,8.4069,10.4037,7.8498,8.4434,6.1927,9.4055,6.9048,4.5812,7.4311,3.6381,6.3994,3.8042,8.2881,7.6048,6.4692,8.9399,9.8512,9.6461,12.0414,5.0979,7.8074,11.6384,13.1345,7.7571,10.1455,8.1183,6.5729,6.2255,10.7341,8.621,12.3455,4.46,5.7158,8.1825,8.864,8.2704,6.5245,12.6782,9.0708,8.5293,9.5559,9.6338,6.89,7.2052,6.8399,7.7634,5.6803
12.1978,8.8164,8.9842,10.5874,7.2049,8.95,9.0884,10.1697,11.0205,10.7763,9.1473,8.4578,9.5787,7.3048,6.564,9.4466,5.0213,10.2026,7.9567,8.2774,10.9307,11.036,8.7318,7.5264,8.6184,9.3658,5.7546,2.7854,6.2403,6.8826,3.8754,10.6086,6.7645,5.1072,8.6684,10.7242,5.7518,9.9522,7.0252,7.9237,11.3765,5.7974,8.9674,9.9033,7.7723,5.4214,4.654,9.7123,10.2349,6.8165,3.45,5.7671,8.7423,9.9293,8.8652,6.622,10.415,10.4835,9.4082,9.3135,6.1497,5.8092,5.5839,7.2134,8.6018,5.0952
11.4072,8.1883,8.4065,10.7249,6.6201,9.2892,7.8273,10.5388,10.036,11.1793,8.0626,9.9106,9.1199,6.0125,7.4337,8.6174,5.3555,6.1804,6.5332,8.9813,9.8896,9.508,8.3963,8.0521,11.1825,6.883,4.8185,3.0531,6.5406,4.4021,8.63,12.4189,7.6486,6.1022,9.5982,7.8191,5.6327,4.5639,8.2356,8.2396,11.8763,7.8205,8.6388,9.5125,4.3903,6.5685,7.7581,9.4395,9.8033,5.4946,4.894,7.7446,7.9547,9.9754,10.2043,6.2066,10.1081,9.0058,11.1806,9.5703,5.826,7.7114,3.9087,7.5572,8.8991,5.3649
12.7367,8.0052,7.2505,10.6778,6.5738,8.7399,11.0597,10.1804,11.8889,9.113,8.5283,8.3011,8.0832,10.1825,10.413,12.3017,9.9006,11.2498,7.121,6.7177,7.5225,4.1512,12.5963,5.5413,7.5318,6.0811,8.9338,8.4969,5.4808,8.0925,2.853,7.5282,10.4524,5.7452,9.5689,11.0693,6.4512,14.0042,8.3088,10.448,14.3791,6.7334,11.1387,10.9302,9.1651,6.3768,6.0465,13.5241,12.7444,5.6487,4.0585,6.2924,2.9889,12.8062,10.5386,3.8176,13.5014,12.2834,8.9649,10.1788,8.9293,8.646,3.7542,7.0501,8.0973,7.0601
11.9765,7.6044,7.7339,10.9484,6.7136,9.6752,9.7576,9.7414,12.2816,9.139,8.8818,8.8134,8.3321,10.3907,10.419,12.0313,10.1724,10.7664,6.2496,7.1889,8.6405,5.8945,11.8094,6.6512,8.4553,8.5975,9.6278,8.0966,6.4894,9.7937,9.5513,4.0623,10.3261,7.2526,9.4933,10.5058,6.6187,14.8256,7.1226,11.5412,14.6664,5.8662,11.0806,9.8738,9.7341,7.135,7.4732,12.4003,12.8842,6.8032,4.3961,7.3604,2.149,12.651,9.5736,1.2945,13.6971,11.9493,5.499,9.9468,8.4213,8.799,5.4664,7.3922,7.6399,5.9297
11.3246,8.2015,9.2606,11.486,8.4001,9.6273,5.6339,10.6784,9.7424,10.2446,8.8102,9.7061,8.6401,5.1206,8.3603,9.388,5.0777,9.0133,6.5775,8.8671,9.3761,9.6348,9.5325,6.9183,10.6108,4.1732,8.2068,3.6195,8.0514,7.7493,6.4366,10.1651,5.5532,9.9902,8.9333,7.8496,6.1241,8.8531,8.4237,8.5502,11.2533,7.969,9.4834,8.5828,9.0978,8.618,5.286,9.5156,9.7176,5.9877,5.4208,6.8017,4.9883,9.8165,7.1506,6.3839,11.3327,10.3809,8.3737,8.5661,7.219,8.3895,6.3491,7.766,7.8112,4.8734
12.0941,7.8253,8.07,11.1146,6.5496,9.0196,11.0073,10.2872,11.9984,10.3187,8.8178,8.7764,8.1403,10.3884,10.376,12.2924,9.9225,11.3348,7.3132,6.8018,7.913,6.6723,13.2295,6.4985,7.2527,4.1062,10.6705,3.0033,2.8618,7.851,9.2093,4.0615,10.2809,8.8844,10.044,10.2195,4.9612,14.4807,8.4525,11.2723,14.6063,5.8046,11.7505,10.7663,7.3662,7.9168,2.4529,13.3231,12.8662,6.8228,4.3552,4.8386,1.9647,12.8399,9.7678,2.7191,13.7615,11.6609,7.2611,11.0592,9.2239,7.4891,4.9938,7.5714,8.0191,5.7747
10.7466,4.913,8.4845,11.3563,7.8941,10.443,9.7997,9.971,9.8081,9.8888,8.9657,9.7097,8.779,7.9524,6.8961,9.3836,4.9111,8.9635,5.7637,7.2583,8.266,8.1688,9.8211,9.2418,9.2081,9.3168,7.1302,6.3255,5.4719,7.4201,5.1403,7.7358,5.4465,7.5679,8.916,9.4998,6.3888,9.2244,7.5563,8.0455,11.8927,9.7945,9.4546,8.312,8.8656,6.9489,3.5606,9.7818,10.1881,8.9527,4.7564,7.7565,6.2769,10.2575,8.9952,5.2846,10.9374,9.5664,7.1367,9.8295,7.3153,7.059,5.7662,8.0325,8.2661,5.5379
11.0495,9.2408,8.9309,10.4922,7.2295,8.6119,7.1037,11.3858,7.0468,12.2961,9.5847,9.9307,11.8962,7.0103,8.2953,8.1414,4.8718,9.469,8.0617,8.8461,10.5696,7.2173,8.0818,9.1681,13.0719,5.9196,6.9497,3.4543,7.662,9.2661,3.5423,4.0708,8.1006,6.2678,9.2633,4.815,4.5178,4.141,7.4816,3.262,9.0602,5.2644,7.6381,6.6097,5.53,6.4832,5.3572,10.2891,8.413,7.5677,4.4458,8.387,3.0053,8.6043,8.0624,6.2805,9.5975,8.773,10.9541,9.2716,6.4161,9.2088,6.4577,7.675,9.8293,3.8751
11.7385,8.1488,8.3088,10.7651,8.2121,9.5151,9.2937,11.2473,10.0082,10.8551,9.396,9.3468,9.0623,8.861,6.7556,8.6106,4.6842,7.8444,7.4295,8.8958,9.7544,7.7558,8.2941,7.7156,11.7092,3.4743,6.7366,10.6102,3.3061,6.3116,5.4869,9.684,6.1902,6.9855,8.3582,10.0978,5.5881,7.2935,7.96,6.7032,9.8569,12.6307,8.3423,8.9915,9.5252,6.6063,3.8916,9.4854,9.2377,12.0625,3.9628,7.6618,10.9867,9.4152,8.2192,6.2969,10.1749,8.9585,11.3906,8.9443,6.0221,7.3233,3.0671,7.3433,8.8635,4.809
11.5092,8.145,7.5542,10.0921,6.0793,9.1847,12.5116,9.7646,11.5924,9.5239,8.2116,9.2267,8.7653,9.0276,7.8698,10.4926,8.6045,8.9512,7.7176,5.9157,7.4019,5.8342,10.7936,6.9985,7.812,10.3618,6.6943,8.0656,3.7318,5.4072,7.0774,10.4996,7.7088,7.1101,9.6738,9.5612,9.344,10.6397,7.375,9.9565,13.3907,5.229,9.5395,10.5188,9.008,6.6527,8.6353,12.3283,10.9763,5.4697,2.8721,5.3534,7.1663,11.0839,9.2433,6.3569,10.9962,11.2424,10.5039,9.2129,7.5877,6.7042,3.1203,7.2502,7.6704,7.3829
11.7728,8.6772,8.4128,10.8636,6.835,8.9426,8.9315,9.3936,10.8719,9.8874,8.9714,8.8209,8.663,7.4228,9.0553,10.5662,7.9291,9.3727,9.6798,8.2964,8.5758,8.6947,10.5265,6.217,10.1821,2.7613,6.7143,4.8122,5.6378,7.8192,6.6402,11.6182,8.3359,6.0401,9.0088,9.8615,8.6112,11.1319,7.5549,8.3648,11.6264,12.6671,9.5487,9.2655,7.7539,6.9528,9.4928,10.6652,11.2218,12.1671,3.2053,7.2308,9.4107,11.1135,9.3554,2.8504,10.9832,10.588,8.688,9.1257,9.2754,7.5686,7.8498,7.3474,8.4884,5.0269
12.1022,7.6784,9.1484,11.4147,7.6491,9.1721,9.6636,9.8132,10.3543,9.3059,9.7897,9.3846,7.9592,9.437,8.6496,10.9169,6.8564,10.1356,5.8246,7.3487,7.8682,5.5625,10.9363,6.4983,8.918,4.883,7.9986,5.0795,6.7129,8.0249,4.1596,7.8447,9.4683,6.1819,9.1828,9.5833,6.4709,13.6772,7.8658,9.4729,13.6854,7.2921,9.8627,9.6002,8.8727,7.0073,6.8306,11.7619,11.6355,5.0902,4.6312,7.4471,4.8463,11.483,9.69,5.8502,12.2559,10.4028,9.0242,8.6907,8.4996,8.6913,5.7527,5.3186,7.3939,5.2905
12.0736,7.816,6.7201,10.5351,6.5638,9.1324,11.3164,9.6172,11.5754,9.3566,9.2809,9.1584,8.0623,8.6975,10.5942,12.0188,10.2253,10.3652,7.9062,6.6894,3.7292,6.298,12.3623,6.9902,7.8133,3.0628,7.1989,11.213,6.8895,6.2977,3.4971,3.9928,10.4172,6.6571,10.25,10.5873,7.1348,11.8078,7.167,11.2154,14.3026,7.7151,11.1049,10.1093,10.1588,6.671,4.4609,13.7027,12.7394,6.8708,4.3882,4.3976,3.8809,12.7932,10.8367,2.3254,12.6291,12.0433,8.5034,10.3078,9.2045,7.5512,2.8298,7.4205,8.499,5.4817
11.2111,7.323,8.6958,11.0041,7.2929,8.7116,8.8474,9.7439,10.1174,9.4702,9.3533,9.9282,9.6599,7.9236,6.2836,8.4605,4.3686,7.8196,4.5705,7.6951,8.4215,8.372,7.7249,7.6526,8.8313,3.2635,6.5774,8.0019,6.4521,6.2541,4.3607,7.2192,5.015,5.7916,8.021,8.9647,8.4683,3.0582,8.007,6.819,10.0601,9.3455,8.4864,9.0219,9.4031,4.685,6.6562,8.6748,8.7381,9.0619,4.8622,5.9777,10.3695,9.281,8.1451,1.9663,9.7811,8.2677,10.0816,8.8767,7.9382,8.06,9.6403,6.2536,9.0253,4.2811
11.8962,8.1039,8.2509,10.5824,6.6114,8.8225,10.3529,11.7024,11.3508,10.5719,8.8077,9.5278,9.4477,7.8752,5.8075,8.1379,3.8683,7.8515,7.9715,8.5662,10.3916,10.4601,8.8049,7.7563,10.1961,4.4207,5.7465,9.4825,6.8028,5.4322,4.7249,11.4725,6.9606,6.4278,8.2877,10.0783,5.187,8.3153,6.517,8.2934,12.4318,8.031,8.0598,10.1222,10.7373,4.5616,6.742,9.8927,8.8905,6.481,3.0806,4.273,9.3743,8.8671,8.4804,6.0447,10.1128,9.3297,11.903,9.2949,6.0709,7.4254,3.2815,7.4596,8.2394,3.6889
12.124,8.588,8.1537,10.6233,6.2107,8.8171,10.009,10.7528,10.9393,10.2092,8.5953,8.0395,8.4981,8.7981,9.9707,11.6258,9.0213,10.4876,7.3964,7.5274,9.3481,6.3107,10.9305,6.7533,7.482,4.5539,8.4959,8.415,5.3719,6.4746,2.9165,4.045,10.2361,7.1164,9.5458,10.7438,5.0588,13.3137,7.2672,10.2029,14.2924,6.8133,10.7424,9.9928,8.8443,5.7282,5.1447,13.6215,12.1898,7.1936,4.6291,5.2609,3.5025,12.3853,10.34,5.9753,12.5095,11.289,8.717,8.0836,9.7186,8.8564,6.4394,6.9772,8.8949,4.4158
10.9237,8.298,10.4419,10.07,6.5363,8.9755,8.0042,10.5929,9.6336,11.3664,8.404,9.3293,9.3942,4.4798,6.9747,6.7377,4.3544,6.973,6.3313,8.5718,10.0711,5.9684,7.6342,9.1308,8.039,2.468,4.968,6.111,6.5476,5.4014,8.4608,10.0553,6.6248,5.9287,8.8484,8.554,4.7105,7.3533,6.5192,8.1925,11.803,7.1705,7.2459,8.5897,9.1666,4.8408,12.6079,9.1482,7.9811,5.6802,3.4986,6.0743,1.0689,8.1403,7.9836,3.9308,9.205,8.5168,9.5972,10.5588,5.0377,6.4902,3.5253,6.3035,8.8474,4.4607
12.236,7.4006,7.7955,10.547,6.97,9.5377,10.7336,9.6352,10.8833,9.2878,9.0844,9.1309,8.6382,10.4302,8.4221,12.0679,10.3597,9.9525,7.7688,6.1069,7.7212,6.0961,12.3505,6.2076,7.4232,2.5887,6.7808,9.9134,5.2005,6.1665,7.0801,6.5617,7.4732,5.5206,9.5123,10.5869,4.5759,11.3438,7.0271,11.2649,14.2572,6.6053,10.4453,9.1775,9.5605,7.3189,6.9495,13.7271,12.8639,5.613,3.6814,6.7581,1.2775,12.7802,10.6483,6.077,13.2841,10.5859,6.514,10.2965,8.8767,9.7982,5.8261,7.2485,8.3137,6.5186
10.7914,8.6287,6.9254,10.3318,7.0566,8.5738,7.2536,10.6535,10.3727,10.6135,8.7151,9.7226,10.1171,4.6028,8.5965,8.3612,4.4654,6.186,8.6893,9.7995,10.9925,10.0507,5.6522,8.0398,11.9017,5.1396,5.4711,4.6767,5.503,6.4517,8.0431,9.7822,8.231,7.2037,9.0311,8.3566,6.5023,5.6365,8.1942,8.8613,11.6091,4.1772,8.0616,8.9805,7.6686,6.1067,3.9046,9.7463,8.0736,6.9505,3.2159,7.3984,7.8107,7.8319,8.5319,5.7785,8.7449,10.1576,10.5749,10.0204,7.2409,7.6586,6.1252,6.2745,8.7012,4.337
