"201555_at","201798_s_at","202683_s_at","203139_at","203928_x_at","203963_at","204681_s_at","204825_at","204914_s_at","205347_s_at","205478_at","205696_s_at","205713_s_at","205751_at","205830_at","206401_s_at","208670_s_at","208893_s_at","209560_s_at","209603_at","211864_s_at","212344_at","212583_at","214164_x_at","214612_x_at","215867_x_at","216092_s_at","218856_at","218862_at","220034_at","Class"
10.2953,10.0933,8.6115,9.2549,5.1021,7.2156,6.9664,10.7267,4.085,9.4939,5.9865,6.0438,6.9006,4.5127,4.42,4.7161,8.1283,3.7827,7.7383,7.8765,9.1898,6.7721,6.0959,7.9435,10.3564,7.9949,7.8574,10.4246,9.988,6.3385,"2"
9.9562,10.2031,9.3272,9.5308,7.6512,9.9232,6.1453,7.478,7.8358,8.1364,10.3423,7.6756,4.5409,6.7532,7.0115,7.238,9.931,7.6142,8.3721,9.942,9.28,8.8372,5.6577,11.2051,6.1075,11.5012,9.7508,9.2016,9.6389,4.8138,"2"
10.168,12.7426,8.635,8.9875,4.7908,7.5919,8.5195,10.8804,2.4966,7.5671,2.2352,6.6799,1.7593,3.0293,9.8675,3.65,8.6945,4.7939,6.9641,4.1991,11.9445,7.342,4.2233,8.3261,5.0784,8.5402,7.9543,11.9928,7.1632,3.2631,"2"
9.9726,9.716,8.1599,7.829,9.6353,12.1442,7.4677,8.6607,3.2678,8.323,4.4006,8.9283,6.0129,3.9041,5.8204,9.5991,9.2531,4.5708,7.5544,10.4073,9.2068,8.5354,7.179,12.5048,4.5001,12.3636,10.7211,6.769,10.185,3.5877,"2"
10.065,11.3602,8.3325,9.3678,8.6687,11.5607,7.9681,6.766,6.6552,7.0496,10.5365,7.9204,9.9627,5.8034,7.5517,8.8056,9.4525,7.8242,6.8721,10.3235,10.4572,9.156,7.4363,12.3616,4.1468,12.1581,9.9597,6.7571,9.5749,6.3822,"2"
10.1748,10.8728,8.6214,9.5396,5.3288,7.8746,9.7549,9.7675,10.713,11.4922,8.3674,6.6681,2.9505,3.5526,6.7371,7.5217,8.6802,10.5707,6.9345,7.6337,8.9316,7.3206,6.4616,8.8009,8.9303,8.486,8.1195,10.3308,8.5396,7.9476,"1"
10.1409,11.3515,9.4828,9.124,9.4309,12.2552,6.7336,9.8635,4.5766,9.0497,4.7363,10.1645,7.1801,3.908,6.849,9.4601,9.5551,5.88,8.0151,10.7095,9.9049,9.2143,5.8374,12.4874,5.617,12.3287,9.8092,8.4338,10.3279,6.3279,"2"
9.7696,10.615,9.2349,9.7394,7.7927,10.3641,6.5078,5.131,7.2286,8.4444,7.4835,8.2787,7.0996,6.9308,7.1388,6.5679,8.6223,8.3351,8.5531,10.4716,9.39,8.0318,7.48,11.1489,7.2041,11.2978,9.7664,10.014,8.9251,5.6253,"2"
9.7629,11.1479,9.5725,8.38,8.105,9.1563,8.1432,9.5011,9.6536,11.7702,4.321,5.9541,7.302,4.1376,7.2829,7.9526,9.0472,9.1135,7.386,8.3591,9.2731,7.9109,6.5584,10.4863,9.7575,10.269,9.5203,9.9491,10.1516,3.8067,"2"
10.3438,8.4884,9.28,9.2906,6.2511,9.7647,8.2574,7.7534,4.6913,8.6552,4.3474,6.9549,3.7231,6.2246,6.8361,5.6745,9.1214,5.9221,8.6728,8.3425,6.8246,6.0723,8.2812,10.2178,7.8696,10.473,8.4435,6.4822,8.4966,4.7716,"2"
10.2161,11.61,8.2933,8.3442,8.2616,8.5081,8.8303,10.4037,7.8498,9.4055,6.9048,4.5812,7.4311,3.6381,6.3994,7.6048,8.9399,9.6461,5.0979,7.8074,10.1455,8.1183,6.5729,8.621,12.3455,8.864,8.2704,8.5293,9.5559,7.2052,"2"
10.1697,11.0205,9.1473,8.4578,6.564,9.4466,7.9567,10.9307,11.036,8.6184,9.3658,5.7546,2.7854,6.2403,6.8826,6.7645,8.6684,5.7518,7.0252,7.9237,9.9033,7.7723,5.4214,10.2349,6.8165,9.9293,8.8652,9.4082,9.3135,5.5839,"2"
10.5388,10.036,8.0626,9.9106,7.4337,8.6174,6.5332,9.8896,9.508,11.1825,6.883,4.8185,3.0531,6.5406,4.4021,7.6486,9.5982,5.6327,8.2356,8.2396,9.5125,4.3903,6.5685,9.8033,5.4946,9.9754,10.2043,11.1806,9.5703,3.9087,"2"
10.1804,11.8889,8.5283,8.3011,10.413,12.3017,7.121,7.5225,4.1512,7.5318,6.0811,8.9338,8.4969,5.4808,8.0925,10.4524,9.5689,6.4512,8.3088,10.448,10.9302,9.1651,6.3768,12.7444,5.6487,12.8062,10.5386,8.9649,10.1788,3.7542,"2"
9.7414,12.2816,8.8818,8.8134,10.419,12.0313,6.2496,8.6405,5.8945,8.4553,8.5975,9.6278,8.0966,6.4894,9.7937,10.3261,9.4933,6.6187,7.1226,11.5412,9.8738,9.7341,7.135,12.8842,6.8032,12.651,9.5736,5.499,9.9468,5.4664,"2"
10.6784,9.7424,8.8102,9.7061,8.3603,9.388,6.5775,9.3761,9.6348,10.6108,4.1732,8.2068,3.6195,8.0514,7.7493,5.5532,8.9333,6.1241,8.4237,8.5502,8.5828,9.0978,8.618,9.7176,5.9877,9.8165,7.1506,8.3737,8.5661,6.3491,"1"
10.2872,11.9984,8.8178,8.7764,10.376,12.2924,7.3132,7.913,6.6723,7.2527,4.1062,10.6705,3.0033,2.8618,7.851,10.2809,10.044,4.9612,8.4525,11.2723,10.7663,7.3662,7.9168,12.8662,6.8228,12.8399,9.7678,7.2611,11.0592,4.9938,"2"
9.971,9.8081,8.9657,9.7097,6.8961,9.3836,5.7637,8.266,8.1688,9.2081,9.3168,7.1302,6.3255,5.4719,7.4201,5.4465,8.916,6.3888,7.5563,8.0455,8.312,8.8656,6.9489,10.1881,8.9527,10.2575,8.9952,7.1367,9.8295,5.7662,"2"
11.3858,7.0468,9.5847,9.9307,8.2953,8.1414,8.0617,10.5696,7.2173,13.0719,5.9196,6.9497,3.4543,7.662,9.2661,8.1006,9.2633,4.5178,7.4816,3.262,6.6097,5.53,6.4832,8.413,7.5677,8.6043,8.0624,10.9541,9.2716,6.4577,"2"
11.2473,10.0082,9.396,9.3468,6.7556,8.6106,7.4295,9.7544,7.7558,11.7092,3.4743,6.7366,10.6102,3.3061,6.3116,6.1902,8.3582,5.5881,7.96,6.7032,8.9915,9.5252,6.6063,9.2377,12.0625,9.4152,8.2192,11.3906,8.9443,3.0671,"1"
9.7646,11.5924,8.2116,9.2267,7.8698,10.4926,7.7176,7.4019,5.8342,7.812,10.3618,6.6943,8.0656,3.7318,5.4072,7.7088,9.6738,9.344,7.375,9.9565,10.5188,9.008,6.6527,10.9763,5.4697,11.0839,9.2433,10.5039,9.2129,3.1203,"2"
9.3936,10.8719,8.9714,8.8209,9.0553,10.5662,9.6798,8.5758,8.6947,10.1821,2.7613,6.7143,4.8122,5.6378,7.8192,8.3359,9.0088,8.6112,7.5549,8.3648,9.2655,7.7539,6.9528,11.2218,12.1671,11.1135,9.3554,8.688,9.1257,7.8498,"2"
9.8132,10.3543,9.7897,9.3846,8.6496,10.9169,5.8246,7.8682,5.5625,8.918,4.883,7.9986,5.0795,6.7129,8.0249,9.4683,9.1828,6.4709,7.8658,9.4729,9.6002,8.8727,7.0073,11.6355,5.0902,11.483,9.69,9.0242,8.6907,5.7527,"2"
9.6172,11.5754,9.2809,9.1584,10.5942,12.0188,7.9062,3.7292,6.298,7.8133,3.0628,7.1989,11.213,6.8895,6.2977,10.4172,10.25,7.1348,7.167,11.2154,10.1093,10.1588,6.671,12.7394,6.8708,12.7932,10.8367,8.5034,10.3078,2.8298,"2"
9.7439,10.1174,9.3533,9.9282,6.2836,8.4605,4.5705,8.4215,8.372,8.8313,3.2635,6.5774,8.0019,6.4521,6.2541,5.015,8.021,8.4683,8.007,6.819,9.0219,9.4031,4.685,8.7381,9.0619,9.281,8.1451,10.0816,8.8767,9.6403,"1"
11.7024,11.3508,8.8077,9.5278,5.8075,8.1379,7.9715,10.3916,10.4601,10.1961,4.4207,5.7465,9.4825,6.8028,5.4322,6.9606,8.2877,5.187,6.517,8.2934,10.1222,10.7373,4.5616,8.8905,6.481,8.8671,8.4804,11.903,9.2949,3.2815,"2"
10.7528,10.9393,8.5953,8.0395,9.9707,11.6258,7.3964,9.3481,6.3107,7.482,4.5539,8.4959,8.415,5.3719,6.4746,10.2361,9.5458,5.0588,7.2672,10.2029,9.9928,8.8443,5.7282,12.1898,7.1936,12.3853,10.34,8.717,8.0836,6.4394,"2"
10.5929,9.6336,8.404,9.3293,6.9747,6.7377,6.3313,10.0711,5.9684,8.039,2.468,4.968,6.111,6.5476,5.4014,6.6248,8.8484,4.7105,6.5192,8.1925,8.5897,9.1666,4.8408,7.9811,5.6802,8.1403,7.9836,9.5972,10.5588,3.5253,"2"
9.6352,10.8833,9.0844,9.1309,8.4221,12.0679,7.7688,7.7212,6.0961,7.4232,2.5887,6.7808,9.9134,5.2005,6.1665,7.4732,9.5123,4.5759,7.0271,11.2649,9.1775,9.5605,7.3189,12.8639,5.613,12.7802,10.6483,6.514,10.2965,5.8261,"2"
10.6535,10.3727,8.7151,9.7226,8.5965,8.3612,8.6893,10.9925,10.0507,11.9017,5.1396,5.4711,4.6767,5.503,6.4517,8.231,9.0311,6.5023,8.1942,8.8613,8.9805,7.6686,6.1067,8.0736,6.9505,7.8319,8.5319,10.5749,10.0204,6.1252,"1"
10.1827,9.3597,9.1852,10.3948,8.054,11.0286,7.8248,8.9125,11.0806,9.1417,9.1785,7.8373,7.2639,6.1203,8.9144,8.695,8.425,9.0735,8.4453,8.69,7.7709,7.8189,8.6011,11.7063,8.4891,11.6908,8.5892,9.513,7.7076,4.9472,"2"
10.1311,10.5934,8.7934,8.2162,10.5652,12.7713,7.7376,8.4362,6.3956,7.1129,2.4424,11.1961,8.723,6.3451,6.5015,10.579,9.0205,4.0993,6.969,10.7143,9.0986,9.9876,4.5842,13.3377,4.8468,13.0931,9.8961,5.5705,10.0707,5.4778,"2"
10.4069,10.8618,9.6754,10.4546,6.2474,8.4904,8.8206,8.8502,6.7412,8.9361,8.5631,6.4973,9.4737,7.6142,2.2047,5.9527,7.9348,5.315,7.9911,6.3456,9.4969,10.108,8.0775,8.8348,7.0792,9.2041,8.6072,6.5878,9.7441,6.5097,"2"
9.9425,11.7361,8.9794,9.6038,9.2212,11.2715,7.6431,8.2648,5.9768,8.1174,10.177,8.0269,8.3146,6.2785,5.26,9.2157,9.066,8.6689,6.9985,10.454,9.947,8.1856,4.7439,11.7129,6.9211,11.738,10.1541,9.661,10.1144,4.6694,"2"
9.9246,11.0359,9.732,9.2316,9.8786,11.6632,6.9959,5.7963,7.0875,8.7478,5.9204,6.0614,5.5457,6.829,8.2675,10.3971,9.1481,7.2983,7.9645,12.1875,9.9427,8.9401,5.1674,12.2272,6.9638,12.1934,9.9988,7.2396,10.1254,7.1595,"2"
10.1045,9.9509,8.3362,9.7305,9.3401,11.5773,6.1257,7.4187,7.2172,8.8145,4.3908,8.6672,4.8913,7.2013,7.1594,9.6402,9.0941,9.0033,8.4012,9.8295,9.2526,8.7057,6.2842,12.2272,8.304,12.0557,8.9726,6.3978,9.1027,7.0801,"2"
10.2922,9.3733,9.1888,9.7847,7.2963,8.2061,7.9378,8.8774,8.7528,8.8397,3.1889,5.6557,2.7439,6.7483,3.6536,7.1881,9.1704,4.8235,7.4123,6.7513,7.848,6.9945,6.9331,8.3686,6.6915,8.5595,7.8557,6.6801,9.6785,4.9339,"2"
10.7976,8.584,9.5305,9.6846,7.9989,7.6781,9.0016,9.6189,11.1229,12.3387,5.9581,5.6125,3.5051,7.4123,6.4954,7.634,8.6767,7.1927,8.2047,8.5707,7.0598,8.3146,5.2151,8.7879,4.5914,8.4711,7.6429,7.4619,9.5292,4.6022,"2"
9.9193,10.9366,8.4065,10.3689,5.6363,7.8703,7.1888,10.4084,4.9878,7.804,3.2334,7.1078,5.9713,6.0104,4.0022,6.5879,8.4339,6.4955,6.2671,7.8886,10.0147,8.2136,6.7661,8.8502,6.8526,9.3975,9.0188,10.2016,10.1062,5.1003,"2"
11.1067,9.5165,9.0967,9.755,7.4563,7.937,8.4429,10.6941,8.0182,8.2868,7.6941,5.6592,4.0529,5.9168,1.426,7.4536,8.0023,4.4449,6.97,4.2335,8.6222,7.6287,4.3494,7.9853,6.1297,8.5712,8.3968,9.5708,11.1788,3.7516,"2"
10.2627,11.0705,9.0406,9.6663,8.8842,12.1423,5.4836,8.2705,7.3538,8.731,4.088,9.3591,4.275,7.3701,7.8463,9.2329,10.2698,6.0858,8.6048,10.985,9.9791,9.4755,7.7169,12.3232,8.0143,12.3886,10.4383,7.5293,11.2317,5.1731,"2"
10.1205,11.6048,9.126,8.4742,10.3643,12.7245,7.8862,7.7684,4.1197,8.1218,8.9548,8.8045,4.9142,6.5208,8.2898,10.3414,9.7947,7.2707,7.7216,10.4355,10.4644,10.4264,8.2784,13.0942,6.771,13.0533,10.3444,6.3947,9.5802,5.0364,"2"
10.5694,8.9818,9.1328,9.5024,9.0326,10.1671,7.1362,9.1799,8.7119,10.0557,5.1947,7.2749,5.4672,6.9684,7.9069,8.8899,9.5053,9.365,8.48,9.0036,7.8027,6.2702,8.7053,11.0249,10.399,11.3191,9.7632,9.7462,9.9842,4.7169,"2"
10.5091,10.2976,9.7022,9.2025,8.8751,12.6005,6.3258,9.4735,6.5586,8.434,6.8907,8.5301,10.2309,4.4373,6.3912,8.2523,8.6987,5.73,6.9429,10.3411,8.873,10.8306,4.7161,13.3745,7.4757,13.306,9.5601,10.0542,10.1676,7.1331,"1"
10.4853,9.3692,8.6979,9.1493,5.7287,11.18,9.1487,8.9111,6.9704,9.5755,2.8273,7.4952,2.8616,4.341,8.0384,5.6146,9.2852,8.4235,7.1571,10.6374,8.0089,9.3953,6.2963,11.5067,6.4529,11.3663,9.9723,6.7905,9.5381,5.8624,"2"
11.7161,10.9924,9.0326,9.2057,7.2927,8.0563,8.1273,10.9768,8.777,10.511,7.1282,5.8765,8.6929,6.7453,6.183,6.2623,8.6884,5.9387,7.697,8.07,9.5963,9.9678,7.0704,8.5633,7.3089,8.7921,9.2066,11.2576,9.2286,5.8008,"2"
10.7116,9.0044,8.814,10.6,5.7898,7.4903,6.823,11.6927,8.9835,12.4452,4.2721,6.0208,3.4848,5.7208,6.4791,5.1178,8.5107,4.525,6.9896,6.4117,7.7963,10.1492,3.9278,6.9621,5.2034,8.3667,7.5665,11.3677,9.8695,3.9824,"1"
10.201,10.987,9.5662,10.2846,6.8756,7.8818,7.5523,9.1457,4.6667,9.031,4.312,5.8961,4.9832,7.1759,6.069,6.6198,9.4734,5.2535,7.7178,6.8301,9.4279,10.0258,7.4266,8.24,5.358,8.7027,8.732,9.4296,9.343,3.3885,"2"
11.1944,8.1067,8.8981,8.1836,9.8646,9.027,8.9186,12.2988,9.4693,8.7364,8.7477,5.8165,2.5223,2.8199,5.345,9.6811,3.4689,9.9444,7.6479,4.5568,7.049,6.1308,6.4274,9.8301,12.0344,10.6489,8.6512,10.2988,9.4611,3.7816,"1"
10.1557,10.7253,8.4416,8.3288,10.6292,12.0581,11.2775,8.6314,3.9877,7.6986,3.8593,6.5298,5.0756,6.2132,6.8202,10.555,9.3536,9.7407,7.4501,11.0723,9.5046,8.0611,7.8471,12.6498,4.533,12.5229,9.74,8.6682,10.9119,3.0109,"2"
10.9253,10.5801,8.2546,10.1838,7.998,8.3196,8.3393,10.8008,6.1297,9.6908,7.9425,5.8136,5.2358,6.5668,5.6094,7.5951,7.5242,4.4128,6.8184,6.0447,9.5055,8.4034,4.2771,8.5155,7.2632,8.7484,8.8986,10.3515,9.4168,6.8401,"1"
10.1983,10.1551,8.8814,8.5274,8.2143,11.5136,8.0973,9.2168,4.6009,8.6324,3.3428,7.7738,6.837,6.5325,5.8672,8.5435,8.2889,6.6454,7.4281,11.3949,9.1399,8.174,7.4613,12.3608,4.6977,12.4093,10.1036,9.5344,10.1228,5.5444,"2"
9.8452,9.8476,9.0486,9.3554,6.7394,8.9947,7.3254,9.2658,7.4234,7.8355,3.1706,7.4949,4.0583,6.9933,7.3698,5.635,8.6652,6.9586,8.2701,9.5043,8.8011,8.5793,7.4893,10.1159,7.2012,10.2875,9.6737,8.6698,8.7888,6.9875,"2"
9.1121,11.4567,8.8423,8.6908,11.2316,10.8395,7.7298,8.0939,4.3023,7.3736,7.0228,9.3571,7.033,4.3638,7.3358,11.0557,10.4276,5.3078,7.5182,12.7051,10.5573,7.9436,7.9137,11.1058,7.284,11.0852,9.5547,6.4867,11.4999,3.8635,"2"
9.3665,10.9512,8.6827,8.3987,5.5485,8.5804,7.4204,8.6671,5.8996,8.4597,3.239,6.6105,8.8862,5.8975,8.0722,5.6118,8.4628,4.9031,4.045,9.3373,9.3414,9.8224,4.203,8.7368,4.2543,8.8986,9.7951,6.5311,9.2487,6.8984,"2"
11.1404,10.0693,8.3331,8.9443,7.9457,9.7646,5.9274,9.6546,5.1197,8.2264,3.3244,10.1195,5.1546,5.4147,6.8631,6.085,9.457,6.3533,7.1145,9.5157,8.7124,7.8878,6.9711,10.4681,6.579,10.8125,8.3089,8.1421,8.353,6.677,"2"
10.4456,10.1734,9.231,9.7465,7.2602,8.9342,7.1462,9.9084,9.3453,9.6104,5.2454,7.3311,7.9064,4.5862,6.8573,6.5555,8.9888,5.6931,7.4503,5.7116,8.8833,8.3298,6.3193,8.8717,7.1278,9.4512,9.4175,10.5634,9.6023,7.629,"2"
10.5987,12.0118,8.9036,7.9255,9.9957,12.26,6.9701,9.6487,3.6999,10.5289,4.4238,11.0849,3.7811,5.962,5.5767,9.4376,9.4484,5.2135,6.7101,12.5287,10.7546,7.766,7.1311,12.7959,5.5069,12.6447,10.3948,6.0249,10.215,4.3039,"2"
10.7568,8.9823,9.2716,8.1558,7.2382,8.7439,7.7838,9.5514,8.7317,7.7863,5.0119,6.7252,4.5262,3.0726,3.1484,6.8711,8.665,4.0775,7.43,7.8664,8.0037,5.0567,4.7155,9.0181,9.3467,9.1299,7.7106,10.1467,9.4058,5.9702,"2"
12.086,9.4224,9.0063,10.1437,6.4663,7.4371,8.8447,10.7541,9.4258,10.8018,7.0322,5.8767,3.0774,7.6041,6.7216,6.8248,7.0171,4.0082,7.0044,7.5786,8.2511,7.4672,3.3668,7.5327,4.4792,8.3024,7.6074,11.0868,9.0644,4.3264,"2"
9.8688,11.702,8.8268,7.9162,10.7779,11.9414,8.0851,8.7317,4.8006,7.7472,4.4493,7.5974,6.6904,5.2699,8.1495,10.969,9.3027,5.2023,7.52,11.8311,10.5106,11.9849,6.2981,12.8998,6.0853,12.5712,10.1647,7.5845,10.852,3.9993,"2"
10.0665,8.4753,8.9819,8.2061,11.3737,11.2041,6.8907,9.1103,7.5639,7.064,4.291,8.066,3.0512,6.1943,9.4571,11.1151,7.8627,4.3883,6.4437,11.2871,6.9787,8.6507,5.8406,11.4617,4.997,11.5409,10.0524,9.4721,11.1719,4.768,"2"
9.8911,11.6951,8.683,7.6204,10.5091,12.2609,5.7195,7.2066,5.2304,6.6841,4.0334,10.2678,2.9774,5.4456,6.2368,10.5063,9.5811,4.2696,6.6548,10.8398,10.4108,9.776,7.5119,12.9611,4.8721,12.6061,10.2925,5.4703,9.5872,5.6715,"2"
10.3435,9.7357,8.9132,8.7482,8.8599,11.7844,6.8544,9.2476,4.74,8.1244,9.3032,9.1985,8.0578,3.8803,7.3169,8.7001,9.2101,4.5864,7.9425,10.7851,9.2604,8.1881,6.3942,12.9039,5.8431,12.6699,10.0256,10.1671,10.4657,3.9232,"2"
10.258,9.8582,8.8511,9.427,7.2099,8.8072,8.8051,8.6683,4.1897,6.8871,6.823,5.918,3.6715,5.3418,5.3207,5.4944,8.9967,4.2323,6.4973,5.5279,8.6816,5.9533,5.4546,9.2465,6.6845,9.4503,8.4964,9.9148,8.9777,5.6393,"1"
9.8626,10.7469,8.7207,9.1844,9.6153,11.0044,6.6015,7.1589,5.2906,8.5404,4.6873,7.6994,3.5516,7.6633,6.652,9.4868,9.1719,6.845,7.0822,10.2249,9.4363,9.6857,6.9989,11.4765,6.5717,11.2266,9.8628,6.583,9.4543,3.4075,"2"
10.3334,10.1407,9.013,9.3983,9.9801,12.8694,5.1087,8.5032,5.8079,8.0737,3.492,10.8024,8.5302,7.5268,8.025,9.9486,8.2545,4.6656,7.5962,10.4605,9.1308,8.8387,4.7041,12.789,7.1667,12.8086,9.9313,9.8626,10.2078,7.6284,"2"
10.7116,10.3453,8.2951,9.3087,9.2,7.4626,8.449,11.7906,9.8762,12.7186,10.923,6.0157,7.7396,6.0372,4.5292,9.1448,6.3564,8.8595,6.9733,8.0759,9.2521,9.2512,3.728,8.3656,4.982,8.6197,7.5391,8.2205,9.58,5.0957,"1"
10.5117,10.0471,9.2731,9.7611,7.9679,8.3527,8.6666,9.089,9.0249,11.3061,3.9608,6.2202,3.5181,7.0657,5.6017,6.2461,8.3016,6.2286,8.3682,5.7232,8.7785,8.7206,7.0151,8.2833,3.6433,9.392,8.6541,7.6418,9.9352,6.9895,"1"
10.251,10.4099,8.7815,9.6669,10.7425,11.1319,4.8619,9.3878,5.6049,8.4864,4.3268,8.3525,6.2089,6.8215,3.8411,10.2965,9.4975,5.1268,7.3564,9.9662,9.0341,7.5447,8.2158,11.9448,7.0485,12.0584,10.2116,8.144,8.9094,6.0242,"2"
10.3313,11.2247,8.6359,8.9769,8.9516,9.0521,8.6547,9.4349,9.9388,10.0765,3.5968,6.7416,9.1481,6.9307,7.4765,8.2527,8.7781,11.0029,7.6507,8.1141,9.6161,10.1603,5.2385,9.4902,5.8151,9.6844,9.6518,8.3562,8.9764,6.8489,"2"
9.7521,11.1198,9.134,8.5396,10.3496,11.2459,8.6997,6.801,4.7474,7.9465,8.3113,8.1825,2.8476,6.2648,8.8885,10.3819,9.2935,7.5715,7.9856,12.5177,9.4143,9.946,6.544,11.7493,6.8301,11.5182,10.365,6.3201,9.8979,4.2812,"2"
10.6242,10.2385,8.4841,9.7804,7.2464,8.1781,4.8359,9.2044,9.9093,9.4945,4.1197,5.9312,7.8698,6.9738,5.1489,3.7298,9.3368,5.6745,7.7425,7.9319,8.4886,9.1857,5.4865,8.9249,4.6994,9.1443,8.3797,10.4504,8.5411,4.7652,"2"
9.5305,11.7529,8.8401,7.9855,9.5089,10.6516,7.7886,7.2849,4.6624,7.3771,3.1111,7.119,9.1997,6.3605,7.6574,9.4121,10.0719,5.3882,9.484,10.8802,10.7189,9.6044,6.4864,11.1682,12.0297,11.2601,10.0754,6.2311,10.3526,5.3529,"2"
10.828,11.3051,8.7175,8.4881,11.9338,12.6648,7.3854,8.976,6.0832,7.9109,2.6101,9.6375,6.4745,5.7264,6.7156,11.7719,9.3897,4.7203,7.2913,11.7911,10.3335,8.9693,7.1624,13.5164,6.647,13.3787,9.1524,6.3157,10.5226,2.8143,"2"
10.8125,10.8953,8.7778,6.8216,10.9626,12.1664,7.0089,9.2016,5.1732,9.637,3.3707,8.6096,8.3678,6.6712,7.6044,10.9702,8.3276,5.8961,6.8983,11.4665,9.4943,9.0706,7.1711,12.7153,6.5797,12.4702,8.9102,6.3922,10.2601,3.2588,"2"
11.0857,10.2555,9.2654,9.7123,7.7496,7.5228,7.6015,11.2279,9.6883,11.6118,7.4772,6.7457,4.2499,6.7439,6.1934,5.5395,9.3042,4.8696,8.4641,6.9991,9.2844,7.5446,3.8298,8.2417,6.5627,8.4328,8.6834,11.9634,10.0241,5.4969,"2"
9.8613,11.9817,9.1256,9.4937,10.6662,13.1152,5.1606,8.7446,4.7647,7.7679,2.7755,10.7587,8.6283,5.5979,7.1128,10.3931,9.4687,6.1287,5.7854,11.5206,10.7548,9.1028,8.0036,13.5806,3.8718,13.3901,10.5801,6.0711,9.8127,4.7204,"2"
10.239,7.8747,9.2367,9.2171,7.1419,9.8503,4.3958,7.5735,7.073,7.5481,3.3394,8.0142,3.2404,6.4278,6.3317,8.2257,9.6939,5.661,8.478,9.374,7.0037,7.5816,7.8638,10.6804,7.0238,10.943,8.3647,7.1982,9.0381,6.077,"2"
9.9379,10.396,9.0848,8.7951,10.8359,12.5305,7.213,6.2465,5.1098,8.5723,3.522,7.6694,5.9209,6.5943,8.549,10.7027,9.5981,5.7103,6.9205,11.0125,9.7464,8.512,6.0671,13.1077,7.8782,12.9145,9.0615,7.0857,10.3111,6.5402,"2"
